table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_computer_sciences_and_mathematics,field_engineering,field_environmental_sciences,field_life_sciences,field_physical_sciences,field_psychology,field_social_sciences,field_other_sciences_nec
6378,r001,All agencies,All agencies,,,,,1,43924162.8,3472233.8,11366714.7,1888112.5,21126826.8,1331042.2,1627111.0,827089.9,2285031.9
6378,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,
6378,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,1272905.4,6648.5,61862.0,6923.5,1012807.0,50068.1,0.0,134596.3,0.0
6378,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Marketing Service,All agencies,Departments,Department of Agriculture,Agricultural Marketing Service,,4,3500.3,0.0,0.0,0.0,3500.3,0.0,0.0,0.0,0.0
6378,r005,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,634800.0,825.2,5713.2,2793.1,583190.8,40754.2,0.0,1523.5,0.0
6378,r006,All agencies -> Departments -> Department of Agriculture -> Economic Research Service,All agencies,Departments,Department of Agriculture,Economic Research Service,,4,87000.0,0.0,0.0,0.0,0.0,0.0,0.0,87000.0,0.0
6378,r007,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,149933.1,651.3,4079.1,2580.4,117019.1,2034.5,0.0,23568.8,0.0
6378,r008,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,5172.0,5172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6378,r009,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,389700.0,0.0,52069.7,1550.0,306296.9,7279.5,0.0,22504.0,0.0
6378,r010,All agencies -> Departments -> Department of Agriculture -> Rural Business-Cooperative Service,All agencies,Departments,Department of Agriculture,Rural Business-Cooperative Service,,4,2800.0,0.0,0.0,0.0,2800.0,0.0,0.0,0.0,0.0
6378,r011,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,1248604.3,174363.6,276771.9,527093.3,79442.6,81106.8,234.2,76198.0,33394.0
6378,r012,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,526900.1,159911.5,256338.9,10101.6,23381.4,58360.8,148.4,511.2,18146.5
6378,r013,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,640393.0,5249.0,9253.0,516991.8,56061.3,22746.0,0.0,14844.5,15247.5
6378,r014,All agencies -> Departments -> Department of Commerce -> National Telecommunications and Information Administration,All agencies,Departments,Department of Commerce,National Telecommunications and Information Administration,,4,11180.0,0.0,11180.0,0.0,0.0,0.0,0.0,0.0,0.0
6378,r015,All agencies -> Departments -> Department of Commerce -> U.S. Census Bureau,All agencies,Departments,Department of Commerce,U.S. Census Bureau,,4,70131.2,9203.1,0.0,0.0,0.0,0.0,85.7,60842.4,0.0
6378,r016,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,6582063.9,2033999.4,2311617.9,274279.1,791432.2,354395.9,70853.6,43974.4,701511.5
6378,r017,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,1378670.0,672631.5,391319.6,51692.5,219243.9,23383.1,7027.3,0.0,13372.1
6378,r018,All agencies -> Departments -> Department of Defense -> Defense Health Agency,All agencies,Departments,Department of Defense,Defense Health Agency,,4,189074.1,0.0,0.0,194.0,186004.7,0.0,493.2,0.0,2382.1
6378,r019,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,1829506.6,871185.9,661798.1,2663.2,16288.5,159557.1,570.4,389.7,117053.8
6378,r020,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,1489792.3,165268.7,679308.9,9192.1,230687.4,4980.4,56199.4,0.0,344155.3
6378,r021,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,1140642.7,229496.4,495735.5,210317.2,41017.2,44803.3,5166.1,43356.8,70750.1
6378,r022,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,554378.2,95416.9,83455.8,220.0,98190.4,121672.0,1397.2,227.9,153798.1
6378,r023,All agencies -> Departments -> Department of Education,All agencies,Departments,Department of Education,,,3,219624.4,0.0,0.0,0.0,0.0,0.0,0.0,162366.3,57258.0
6378,r024,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,5992756.4,809078.6,4613723.3,83459.9,36205.5,450213.1,0.0,75.9,0.0
6378,r025,All agencies -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,213500.0,27445.0,113472.2,931.6,36075.5,35499.7,0.0,75.9,0.0
6378,r026,All agencies -> Departments -> Department of Energy -> Electricity Delivery and Energy Reliability,All agencies,Departments,Department of Energy,Electricity Delivery and Energy Reliability,,4,51654.0,0.0,51654.0,0.0,0.0,0.0,0.0,0.0,0.0
