table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total_employment,field_total_r_d_employment,field_researchersa_total,field_researchersa_with_phd,field_r_d_technicians_and_equivalent_staff,field_other_r_d_supporting_staff
6662,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['319', '']","['25', '']","['16', '']","['1', '']","['6', '']","['2', '']"
6662,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['1,835', '']","['183', '']","['126', '']","['7', '']","['36', '']","['20', '']"
6662,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['1,040', '']","['108', '']","['78', '']","['4', '']","['18', '']","['12', '']"
6662,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['612', '']","['61', '']","['42', '']","['3', 'i']","['14', '']","['6', '']"
6662,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['588', '']","['54', '']","['37', '']","['3', 'i']","['12', '']","['5', '']"
6662,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['24', '']","['7', '']","['5', '']","['*', '']","['2', '']","['1', '']"
6662,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,"['3', '']","['1', '']","['*', '']","['*', '']","['1', '']","['0', '']"
6662,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['180', '']","['12', '']","['6', '']","['*', '']","['4', '']","['2', '']"
6662,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['139', '']","['4', '']","['2', '']","['*', '']","['1', '']","['1', '']"
6662,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['837', '']","['78', '']","['49', '']","['5', '']","['21', '']","['8', '']"
6662,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['586', '']","['59', '']","['38', '']","['4', '']","['16', '']","['5', '']"
6662,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['250', '']","['19', '']","['10', '']","['*', 'i']","['6', '']","['3', '']"
6662,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['11,113', '']","['870', '']","['580', '']","['51', 'i']","['221', '']","['69', '']"
6662,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['181', '']","['12', '']","['7', '']","['1', '']","['3', '']","['2', '']"
6662,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['348', '']","['0 - 23', '']","['0 - 2', '']","['*', '']","['0 - 21', '']","['*', '']"
6662,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['255', 'i']","['13', '']","['4 - 7', '']","['*', '']","['3 - 7', '']","['3', '']"
6662,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['413 - 1,005', '']","['38 - 64', '']","['22 - 64', '']","['5', 'i']","['0 - 30', '']","['0 - 8', '']"
6662,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['1,047', '']","['18', 'i']","['13', 'i']","['1', 'i']","['3', 'i']","['2', 'i']"
6662,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['2,107', '']","['359', '']","['266', '']","['21', '']","['73', '']","['20', '']"
6662,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['359', '']","['110', '']","['87', '']","['7', 'i']","['16', '']","['6', '']"
6662,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['3', '']","['1', '']","['*', '']","['*', '']","['*', '']","['*', 'i']"
6662,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['355', '']","['109', '']","['87', '']","['7', 'i']","['16', '']","['6', '']"
6662,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['606', '']","['19', '']","['9', 'i']","['1', 'i']","['10', 'i']","['*', '']"
6662,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['768', '']","['126', '']","['84', '']","['3', 'i']","['31', '']","['10', '']"
6662,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['375', '']","['104', '']","['86', '']","['11', '']","['15', '']","['3', '']"
6662,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['1,795', '']","['54', '']","['27', '']","['1', 'i']","['21', '']","['6', '']"
6662,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['25', '']","['4', '']","['3', '']","['*', '']","['*', 'i']","['*', '']"
6662,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['1', '']","['*', '']","['*', '']","['*', '']","['*', 'i']","['*', '']"
6662,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['24', '']","['3', '']","['3', '']","['*', '']","['*', 'i']","['*', 'i']"
6662,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['1,421', '']","['299', '']","['181', '']","['19', '']","['88', '']","['31', '']"
6662,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['323', '']","['58', '']","['40', '']","['3', '']","['14', '']","['5', '']"
6662,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['482', '']","['99', '']","['74', '']","['5', 'i']","['20', '']","['5', '']"
6662,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['300', '']","['98', '']","['46', '']","['9', '']","['36', '']","['17', '']"
6662,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology,5,541711,"['141', '']","['30', '']","['14', '']","['3', '']","['16', '']","['1', '']"
6662,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except biotechnology)",5,541712,"['146', '']","['59', '']","['30', '']","['6', '']","['19', 'i']","['10', 'i']"
6662,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['13', '']","['9', '']","['2', '']","['*', '']","['1', '']","['6', '']"
6662,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['316', '']","['44', '']","['21', 'i']","['2', 'i']","['19', '']","['4', 'i']"
6662,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['507', '']","['12', '']","['9', '']","['2', '']","['2', '']","['1', '']"
6662,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['2,418 - 3,011', '']","['39', '']","['3 - 40', '']","['*', 'i']","['0 - 30', '']","['0 - 8', '']"
6662,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['21,213', '']","['1,832', '']","['1,232', '']","['130', '']","['426', '']","['174', '']"
6662,r074,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
6662,r075,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>b</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>b</sup>,,,3,–,"['79', '']","['35', '']","['25', '']","['4', '']","['8', '']","['3', '']"
6662,r076,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['257', '']","['83', '']","['50', '']","['7', '']","['26', '']","['8', '']"
6662,r077,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
6662,r078,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['356', '']","['85', '']","['47', '']","['7', '']","['29', '']","['9', '']"
6662,r079,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['719', '']","['127', '']","['74', '']","['8', '']","['38', '']","['15', '']"
6662,r080,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
6662,r081,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['760', '']","['105', '']","['62', '']","['7', '']","['31', '']","['12', '']"
6662,r082,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['859', '']","['100', '']","['61', '']","['6', '']","['29', '']","['10', '']"
6662,r083,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['2,854', '']","['305', '']","['213', '']","['20', '']","['63', '']","['29', '']"
6662,r084,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['1,677', '']","['182', '']","['117', '']","['14', '']","['37', '']","['28', '']"
6662,r085,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['3,518', '']","['267', '']","['178', '']","['20', '']","['68', '']","['22', '']"
6662,r086,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['10,135', '']","['542', '']","['405', '']","['37', 'i']","['98', '']","['40', '']"
