table_id,row_id,region_country_or_economy,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
1855,r001,World,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1855,r002,China,0.0,0.42,0.0,0.0,0.0,0.0,0.91,0.29,0.23,0.0,0.42,0.15,1.13,0.75,1.07,1.26,0.67,0.91,1.15,1.02,1.26
1855,r003,United States,1.69,1.88,1.59,1.59,1.55,1.91,1.93,1.69,1.74,1.88,1.92,1.83,1.85,1.69,1.74,1.94,1.7,1.91,2.0,1.8,1.99
1855,r004,India,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.88,2.43,0.0,0.29,0.0,0.3,0.82,0.0,0.93,0.18,0.97,1.27,0.83,2.97
1855,r005,Germany,1.09,1.02,1.42,0.92,1.34,1.33,1.61,1.85,2.04,1.97,1.84,2.26,1.9,2.38,2.01,2.06,1.62,2.09,1.97,2.3,2.74
1855,r006,Japan,0.89,0.53,1.23,0.5,0.68,1.47,1.69,2.01,0.97,1.36,1.94,2.31,1.32,1.49,2.31,1.73,1.9,1.7,1.85,1.38,1.69
1855,r007,United Kingdom,0.97,1.93,1.37,1.44,1.7,1.9,1.38,1.49,1.66,1.41,2.44,2.12,1.96,2.12,1.72,2.31,2.08,2.16,2.52,2.33,2.45
1855,r008,Russia,0.33,0.14,0.53,0.36,0.33,0.59,0.06,0.44,0.86,0.76,0.63,0.42,0.59,1.05,0.43,0.55,0.61,0.59,1.01,0.22,2.49
1855,r009,Italy,0.29,1.74,1.36,1.65,1.04,0.81,0.9,0.91,1.5,1.0,1.44,1.42,1.2,1.54,1.8,2.06,1.09,1.28,1.67,1.79,2.55
1855,r010,South Korea,0.0,0.0,0.0,0.0,0.0,1.33,0.0,1.22,1.72,1.28,0.0,3.15,1.02,0.79,1.32,0.94,0.27,1.34,1.84,1.15,1.85
1855,r011,France,0.56,0.8,1.13,1.14,1.34,1.35,0.86,1.61,1.7,1.3,1.31,1.75,0.97,1.8,1.69,2.4,1.75,2.23,1.93,2.26,2.66
1855,r012,Brazil,0.7,0.99,0.59,0.0,1.13,0.0,1.63,0.0,1.09,2.36,0.6,0.9,0.42,0.68,0.42,1.23,1.04,1.28,1.64,2.53,5.14
1855,r013,Canada,2.76,1.26,0.74,1.49,2.38,1.61,0.77,2.24,1.36,1.72,3.25,3.05,2.35,2.32,2.87,4.04,2.19,2.86,2.95,2.19,3.71
1855,r014,Spain,0.98,0.15,0.17,0.87,0.88,0.33,0.34,1.16,1.03,1.39,0.82,1.49,0.87,1.86,2.2,1.81,1.62,1.41,2.07,2.48,2.97
1855,r015,Australia,0.71,1.61,2.25,2.34,1.54,2.65,2.12,1.52,1.37,1.7,2.04,2.17,2.36,2.1,1.83,1.52,2.29,2.17,2.21,2.91,3.3
1855,r016,Iran,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,0.0,ne,ne,0.0,0.0,0.0,0.0,0.0,0.98,0.0,2.17
1855,r017,EU (all members),0.73,1.0,1.04,0.97,1.07,1.02,0.96,1.1,1.17,1.07,1.07,1.22,1.19,1.37,1.25,1.36,1.22,1.24,1.27,1.33,1.36
