table_id,row_id,_b_detailed_field_b_full_path,_b_detailed_field_b_level_1,_b_detailed_field_b_level_2,_b_detailed_field_b_level_3,_b_detailed_field_b_level_4,_b_detailed_field_b_hierarchy_depth,field_total_number,field_total_percent,field_hispanic_or_latino_number,field_hispanic_or_latino_percent,field_not_hispanic_or_latino_american_indian_or_alaska_native_number,field_not_hispanic_or_latino_american_indian_or_alaska_native_percent,field_not_hispanic_or_latino_asian_number,field_not_hispanic_or_latino_asian_percent,field_not_hispanic_or_latino_black_or_african_american_number,field_not_hispanic_or_latino_black_or_african_american_percent,field_not_hispanic_or_latino_native_hawaiian_or_other_pacific_islander_number,field_not_hispanic_or_latino_native_hawaiian_or_other_pacific_islander_percent,field_not_hispanic_or_latino_white_number,field_not_hispanic_or_latino_white_percent,field_not_hispanic_or_latino_more_than_one_race_number,field_not_hispanic_or_latino_more_than_one_race_percent,field_unknown_ethnicity_and_race_number,field_unknown_ethnicity_and_race_percent,field_temporary_visa_holders_number,field_temporary_visa_holders_percent
3521,r011,All detailed fields -> Science -> Biological and biomedical sciences -> Botany and plant biology,All detailed fields,Science,Biological and biomedical sciences,Botany and plant biology,4,1687,0.2,136,0.2,4,0.2,76,0.2,37,0.1,4,0.5,801,0.3,48,0.3,52,0.2,529,0.2
3521,r012,"All detailed fields -> Science -> Biological and biomedical sciences -> Cell, cellular biology, and anatomical sciences",All detailed fields,Science,Biological and biomedical sciences,"Cell, cellular biology, and anatomical sciences",4,5902,0.9,615,1.1,17,0.8,598,1.2,204,0.5,7,0.9,2728,1.0,169,1.1,199,0.8,1365,0.6
3521,r013,All detailed fields -> Science -> Biological and biomedical sciences -> Ecology and population biology,All detailed fields,Science,Biological and biomedical sciences,Ecology and population biology,4,3510,0.5,286,0.5,11,0.5,121,0.2,95,0.2,7,0.9,2260,0.8,100,0.6,129,0.5,501,0.2
3521,r014,All detailed fields -> Science -> Biological and biomedical sciences -> Epidemiology,All detailed fields,Science,Biological and biomedical sciences,Epidemiology,4,4692,0.7,399,0.7,13,0.6,612,1.3,322,0.8,5,0.7,1874,0.7,164,1.1,194,0.8,1109,0.5
3521,r015,All detailed fields -> Science -> Biological and biomedical sciences -> Genetics,All detailed fields,Science,Biological and biomedical sciences,Genetics,4,2663,0.4,213,0.4,11,0.5,240,0.5,83,0.2,3,0.4,1432,0.5,69,0.4,77,0.3,535,0.2
3521,r016,All detailed fields -> Science -> Biological and biomedical sciences -> Microbiological sciences and immunology,All detailed fields,Science,Biological and biomedical sciences,Microbiological sciences and immunology,4,5307,0.8,553,1.0,21,1.0,458,0.9,257,0.7,3,0.4,2779,1.0,161,1.0,219,0.9,856,0.4
3521,r017,All detailed fields -> Science -> Biological and biomedical sciences -> Molecular biology,All detailed fields,Science,Biological and biomedical sciences,Molecular biology,4,1531,0.2,165,0.3,4,0.2,167,0.3,76,0.2,0,0.0,665,0.2,46,0.3,58,0.2,350,0.1
3521,r018,All detailed fields -> Science -> Biological and biomedical sciences -> Neurobiology and neuroscience,All detailed fields,Science,Biological and biomedical sciences,Neurobiology and neuroscience,4,5500,0.8,580,1.1,19,0.9,557,1.1,232,0.6,1,0.1,2832,1.0,173,1.1,190,0.8,916,0.4
3521,r019,All detailed fields -> Science -> Biological and biomedical sciences -> Nutrition science,All detailed fields,Science,Biological and biomedical sciences,Nutrition science,4,3333,0.5,260,0.5,6,0.3,221,0.5,108,0.3,6,0.8,2008,0.7,93,0.6,116,0.5,515,0.2
3521,r020,All detailed fields -> Science -> Biological and biomedical sciences -> Pathology and experimental pathology,All detailed fields,Science,Biological and biomedical sciences,Pathology and experimental pathology,4,930,0.1,118,0.2,3,0.1,71,0.1,35,0.1,2,0.3,396,0.1,23,0.1,60,0.2,222,0.1
3521,r021,All detailed fields -> Science -> Biological and biomedical sciences -> Pharmacology and toxicology,All detailed fields,Science,Biological and biomedical sciences,Pharmacology and toxicology,4,3074,0.4,251,0.5,8,0.4,338,0.7,211,0.6,4,0.5,1338,0.5,96,0.6,120,0.5,708,0.3
3521,r022,All detailed fields -> Science -> Biological and biomedical sciences -> Physiology,All detailed fields,Science,Biological and biomedical sciences,Physiology,4,5297,0.8,399,0.7,19,0.9,550,1.1,397,1.0,8,1.1,2639,1.0,137,0.9,241,1.0,907,0.4
3521,r023,All detailed fields -> Science -> Biological and biomedical sciences -> Zoology and animal biology,All detailed fields,Science,Biological and biomedical sciences,Zoology and animal biology,4,2089,0.3,141,0.3,6,0.3,55,0.1,59,0.2,1,0.1,1325,0.5,59,0.4,90,0.4,353,0.2
3521,r024,All detailed fields -> Science -> Biological and biomedical sciences -> Biological and biomedical sciences nec,All detailed fields,Science,Biological and biomedical sciences,Biological and biomedical sciences nec,4,5135,0.7,531,1.0,23,1.1,625,1.3,549,1.4,20,2.7,2256,0.8,106,0.7,301,1.2,724,0.3
3521,r025,All detailed fields -> Science -> Computer and information sciences,All detailed fields,Science,Computer and information sciences,,3,101284,14.7,4203,7.7,119,5.7,9343,19.1,5247,13.8,69,9.3,23620,8.7,1587,10.2,2921,12.1,54175,23.2
3521,r026,All detailed fields -> Science -> Computer and information sciences -> Computer science,All detailed fields,Science,Computer and information sciences,Computer science,4,33274,4.8,802,1.5,17,0.8,2667,5.5,601,1.6,9,1.2,5264,1.9,406,2.6,901,3.7,22607,9.7
3521,r027,"All detailed fields -> Science -> Computer and information sciences -> Computer and information sciences, general",All detailed fields,Science,Computer and information sciences,"Computer and information sciences, general",4,40650,5.9,1694,3.1,55,2.6,4161,8.5,1616,4.2,25,3.4,10137,3.7,620,4.0,786,3.3,21556,9.2
3521,r028,All detailed fields -> Science -> Computer and information sciences -> Computer and information sciences nec,All detailed fields,Science,Computer and information sciences,Computer and information sciences nec,4,27360,4.0,1707,3.1,47,2.3,2515,5.1,3030,8.0,35,4.7,8219,3.0,561,3.6,1234,5.1,10012,4.3
3521,r029,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",,3,11878,1.7,882,1.6,39,1.9,377,0.8,258,0.7,9,1.2,7080,2.6,320,2.0,361,1.5,2552,1.1
3521,r030,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Atmospheric sciences and meteorology",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric sciences and meteorology,4,1339,0.2,63,0.1,1,0.05,28,0.1,31,0.1,0,0.0,761,0.3,26,0.2,39,0.2,390,0.2
3521,r031,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Geological and earth sciences",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Geological and earth sciences,4,7849,1.1,593,1.1,34,1.6,250,0.5,181,0.5,7,0.9,4611,1.7,203,1.3,213,0.9,1757,0.8
3521,r032,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Ocean and marine sciences",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences,4,2690,0.4,226,0.4,4,0.2,99,0.2,46,0.1,2,0.3,1708,0.6,91,0.6,109,0.5,405,0.2
3521,r033,All detailed fields -> Science -> Mathematics and statistics,All detailed fields,Science,Mathematics and statistics,,3,33159,4.8,1679,3.1,57,2.7,2391,4.9,716,1.9,7,0.9,9913,3.6,486,3.1,1001,4.1,16909,7.2
3521,r034,All detailed fields -> Science -> Mathematics and statistics -> Mathematics and applied mathematics,All detailed fields,Science,Mathematics and statistics,Mathematics and applied mathematics,4,22241,3.2,1268,2.3,30,1.4,1366,2.8,503,1.3,2,0.3,7246,2.7,356,2.3,731,3.0,10739,4.6
3521,r035,All detailed fields -> Science -> Mathematics and statistics -> Statistics,All detailed fields,Science,Mathematics and statistics,Statistics,4,10918,1.6,411,0.8,27,1.3,1025,2.1,213,0.6,5,0.7,2667,1.0,130,0.8,270,1.1,6170,2.6
3521,r036,All detailed fields -> Science -> Multidisciplinary and interdisciplinary studies,All detailed fields,Science,Multidisciplinary and interdisciplinary studies,,3,11181,1.6,935,1.7,36,1.7,880,1.8,788,2.1,20,2.7,4807,1.8,292,1.9,356,1.5,3067,1.3
3521,r037,All detailed fields -> Science -> Natural resources and conservation,All detailed fields,Science,Natural resources and conservation,,3,11743,1.7,989,1.8,122,5.9,358,0.7,364,1.0,23,3.1,7388,2.7,355,2.3,441,1.8,1703,0.7
3521,r038,All detailed fields -> Science -> Natural resources and conservation -> Environmental science and studies,All detailed fields,Science,Natural resources and conservation,Environmental science and studies,4,5621,0.8,592,1.1,53,2.6,204,0.4,192,0.5,16,2.2,3314,1.2,157,1.0,233,1.0,860,0.4
3521,r039,"All detailed fields -> Science -> Natural resources and conservation -> Forestry, natural resources, and conservation",All detailed fields,Science,Natural resources and conservation,"Forestry, natural resources, and conservation",4,6122,0.9,397,0.7,69,3.3,154,0.3,172,0.5,7,0.9,4074,1.5,198,1.3,208,0.9,843,0.4
3521,r040,All detailed fields -> Science -> Physical sciences,All detailed fields,Science,Physical sciences,,3,42867,6.2,2792,5.1,89,4.3,2400,4.9,1063,2.8,21,2.8,17826,6.5,875,5.6,1021,4.2,16780,7.2
3521,r041,All detailed fields -> Science -> Physical sciences -> Astronomy and astrophysics,All detailed fields,Science,Physical sciences,Astronomy and astrophysics,4,1450,0.2,115,0.2,6,0.3,105,0.2,34,0.1,0,0.0,764,0.3,52,0.3,42,0.2,332,0.1
3521,r042,All detailed fields -> Science -> Physical sciences -> Chemistry,All detailed fields,Science,Physical sciences,Chemistry,4,22900,3.3,1627,3.0,49,2.4,1425,2.9,660,1.7,12,1.6,9591,3.5,469,3.0,499,2.1,8568,3.7
3521,r043,All detailed fields -> Science -> Physical sciences -> Materials sciences,All detailed fields,Science,Physical sciences,Materials sciences,4,1552,0.2,77,0.1,3,0.1,104,0.2,50,0.1,1,0.1,467,0.2,16,0.1,45,0.2,789,0.3
3521,r044,All detailed fields -> Science -> Physical sciences -> Physics,All detailed fields,Science,Physical sciences,Physics,4,16115,2.3,916,1.7,28,1.3,738,1.5,276,0.7,8,1.1,6570,2.4,314,2.0,410,1.7,6855,2.9
3521,r045,All detailed fields -> Science -> Physical sciences -> Physical sciences nec,All detailed fields,Science,Physical sciences,Physical sciences nec,4,850,0.1,57,0.1,3,0.1,28,0.1,43,0.1,0,0.0,434,0.2,24,0.2,25,0.1,236,0.1
3521,r046,All detailed fields -> Science -> Psychology,All detailed fields,Science,Psychology,,3,61069,8.8,9931,18.2,276,13.3,3016,6.2,6184,16.3,111,14.9,32160,11.8,2117,13.6,3649,15.1,3625,1.6
3521,r047,All detailed fields -> Science -> Psychology -> Clinical psychology,All detailed fields,Science,Psychology,Clinical psychology,4,7372,1.1,1359,2.5,25,1.2,459,0.9,475,1.2,18,2.4,3850,1.4,327,2.1,481,2.0,378,0.2
3521,r048,All detailed fields -> Science -> Psychology -> Counseling and applied psychology,All detailed fields,Science,Psychology,Counseling and applied psychology,4,35859,5.2,6346,11.7,166,8.0,1542,3.2,4314,11.3,70,9.4,18264,6.7,1141,7.3,2640,10.9,1376,0.6
3521,r049,"All detailed fields -> Science -> Psychology -> Psychology, general",All detailed fields,Science,Psychology,"Psychology, general",4,13106,1.9,1728,3.2,67,3.2,680,1.4,1119,2.9,19,2.6,7640,2.8,490,3.1,416,1.7,947,0.4
3521,r050,All detailed fields -> Science -> Psychology -> Research and experimental psychology,All detailed fields,Science,Psychology,Research and experimental psychology,4,4732,0.7,498,0.9,18,0.9,335,0.7,276,0.7,4,0.5,2406,0.9,159,1.0,112,0.5,924,0.4
3521,r051,All detailed fields -> Science -> Social sciences,All detailed fields,Science,Social sciences,,3,78999,11.4,7696,14.1,479,23.1,3631,7.4,6231,16.4,119,16.0,34787,12.8,2054,13.2,3257,13.5,20745,8.9
3521,r052,All detailed fields -> Science -> Social sciences -> Agricultural economics,All detailed fields,Science,Social sciences,Agricultural economics,4,1506,0.2,55,0.1,1,0.05,48,0.1,27,0.1,0,0.0,500,0.2,14,0.1,29,0.1,832,0.4
3521,r053,All detailed fields -> Science -> Social sciences -> Anthropology,All detailed fields,Science,Social sciences,Anthropology,4,6598,1.0,684,1.3,84,4.0,247,0.5,207,0.5,9,1.2,3809,1.4,232,1.5,338,1.4,988,0.4
3521,r054,All detailed fields -> Science -> Social sciences -> Criminal justice and safety studies,All detailed fields,Science,Social sciences,Criminal justice and safety studies,4,5817,0.8,835,1.5,24,1.2,109,0.2,1261,3.3,17,2.3,2814,1.0,180,1.2,424,1.8,153,0.1
3521,r055,All detailed fields -> Science -> Social sciences -> Economics (except agricultural),All detailed fields,Science,Social sciences,Economics (except agricultural),4,14129,2.0,539,1.0,12,0.6,692,1.4,324,0.9,7,0.9,3464,1.3,154,1.0,329,1.4,8608,3.7
3521,r056,All detailed fields -> Science -> Social sciences -> Geography and cartography,All detailed fields,Science,Social sciences,Geography and cartography,4,4401,0.6,333,0.6,31,1.5,155,0.3,171,0.4,5,0.7,2445,0.9,118,0.8,147,0.6,996,0.4
3521,r057,All detailed fields -> Science -> Social sciences -> History and philosophy of science,All detailed fields,Science,Social sciences,History and philosophy of science,4,289,0.05,13,0.05,0,0.0,11,0.05,34,0.1,0,0.0,150,0.1,6,0.05,8,0.05,67,0.05
3521,r058,All detailed fields -> Science -> Social sciences -> Human development,All detailed fields,Science,Social sciences,Human development,4,2070,0.3,244,0.4,7,0.3,84,0.2,219,0.6,4,0.5,1174,0.4,64,0.4,62,0.3,212,0.1
3521,r059,All detailed fields -> Science -> Social sciences -> International relations and national security studies,All detailed fields,Science,Social sciences,International relations and national security studies,4,7070,1.0,814,1.5,16,0.8,371,0.8,513,1.3,7,0.9,3513,1.3,190,1.2,462,1.9,1184,0.5
3521,r060,All detailed fields -> Science -> Social sciences -> Linguistics,All detailed fields,Science,Social sciences,Linguistics,4,2769,0.4,237,0.4,36,1.7,151,0.3,65,0.2,1,0.1,1233,0.5,78,0.5,95,0.4,873,0.4
3521,r061,All detailed fields -> Science -> Social sciences -> Political science and government,All detailed fields,Science,Social sciences,Political science and government,4,8385,1.2,741,1.4,25,1.2,326,0.7,528,1.4,11,1.5,4197,1.5,207,1.3,351,1.5,1999,0.9
3521,r062,All detailed fields -> Science -> Social sciences -> Public policy analysis,All detailed fields,Science,Social sciences,Public policy analysis,4,8711,1.3,764,1.4,31,1.5,612,1.3,802,2.1,16,2.2,3953,1.5,247,1.6,397,1.6,1889,0.8
3521,r063,All detailed fields -> Science -> Social sciences -> Sociology,All detailed fields,Science,Social sciences,Sociology,4,7333,1.1,1011,1.9,27,1.3,350,0.7,852,2.2,8,1.1,3440,1.3,231,1.5,201,0.8,1213,0.5
3521,r064,All detailed fields -> Science -> Social sciences -> Social sciences nec,All detailed fields,Science,Social sciences,Social sciences nec,4,9921,1.4,1426,2.6,185,8.9,475,1.0,1228,3.2,34,4.6,4095,1.5,333,2.1,414,1.7,1731,0.7
3521,r065,All detailed fields -> Engineering,All detailed fields,Engineering,,,2,164004,23.8,8643,15.9,242,11.7,11390,23.3,4220,11.1,95,12.8,48892,17.9,2773,17.8,3727,15.4,84022,36.0
3521,r066,"All detailed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All detailed fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",,3,6255,0.9,420,0.8,13,0.6,478,1.0,114,0.3,10,1.3,3081,1.1,195,1.2,137,0.6,1807,0.8
3521,r067,All detailed fields -> Engineering -> Agricultural engineering,All detailed fields,Engineering,Agricultural engineering,,3,1156,0.2,38,0.1,2,0.1,54,0.1,26,0.1,1,0.1,399,0.1,24,0.2,13,0.1,599,0.3
3521,r068,All detailed fields -> Engineering -> Bioengineering and biomedical engineering,All detailed fields,Engineering,Bioengineering and biomedical engineering,,3,12050,1.7,862,1.6,20,1.0,1586,3.2,392,1.0,14,1.9,4582,1.7,341,2.2,361,1.5,3892,1.7
3521,r069,All detailed fields -> Engineering -> Biological and biosystems engineering,All detailed fields,Engineering,Biological and biosystems engineering,,3,308,0.05,14,0.05,2,0.1,13,0.05,2,0.05,1,0.1,115,0.05,4,0.05,8,0.05,149,0.1
3521,r070,All detailed fields -> Engineering -> Chemical engineering,All detailed fields,Engineering,Chemical engineering,,3,9689,1.4,400,0.7,10,0.5,789,1.6,205,0.5,2,0.3,2992,1.1,171,1.1,159,0.7,4961,2.1
3521,r071,All detailed fields -> Engineering -> Civil engineering,All detailed fields,Engineering,Civil engineering,,3,19625,2.8,1284,2.4,44,2.1,1053,2.2,481,1.3,9,1.2,6002,2.2,316,2.0,438,1.8,9998,4.3
3521,r072,"All detailed fields -> Engineering -> Electrical, electronics, and communications engineering",All detailed fields,Engineering,"Electrical, electronics, and communications engineering",,3,46754,6.8,1799,3.3,40,1.9,3236,6.6,893,2.3,12,1.6,9190,3.4,521,3.3,958,4.0,30105,12.9
3521,r073,"All detailed fields -> Engineering -> Engineering mechanics, physics, and science",All detailed fields,Engineering,"Engineering mechanics, physics, and science",,3,2299,0.3,87,0.2,6,0.3,153,0.3,47,0.1,3,0.4,805,0.3,44,0.3,60,0.2,1094,0.5
3521,r074,All detailed fields -> Engineering -> Industrial and manufacturing engineering,All detailed fields,Engineering,Industrial and manufacturing engineering,,3,15674,2.3,995,1.8,23,1.1,877,1.8,625,1.6,13,1.7,4425,1.6,208,1.3,465,1.9,8043,3.4
3521,r075,All detailed fields -> Engineering -> Mechanical engineering,All detailed fields,Engineering,Mechanical engineering,,3,26108,3.8,1510,2.8,40,1.9,1624,3.3,472,1.2,12,1.6,8533,3.1,492,3.2,583,2.4,12842,5.5
3521,r076,All detailed fields -> Engineering -> Metallurgical and materials engineering,All detailed fields,Engineering,Metallurgical and materials engineering,,3,6590,1.0,359,0.7,7,0.3,469,1.0,114,0.3,2,0.3,2111,0.8,135,0.9,120,0.5,3273,1.4
3521,r077,All detailed fields -> Engineering -> Mining engineering,All detailed fields,Engineering,Mining engineering,,3,493,0.1,22,0.05,3,0.1,6,0.05,13,0.05,1,0.1,238,0.1,10,0.1,11,0.05,189,0.1
3521,r078,All detailed fields -> Engineering -> Nanotechnology,All detailed fields,Engineering,Nanotechnology,,3,195,0.05,14,0.05,0,0.0,18,0.05,8,0.05,0,0.0,67,0.05,7,0.05,6,0.05,75,0.05
3521,r079,All detailed fields -> Engineering -> Nuclear engineering,All detailed fields,Engineering,Nuclear engineering,,3,1449,0.2,103,0.2,2,0.1,55,0.1,25,0.1,0,0.0,757,0.3,31,0.2,35,0.1,441,0.2
3521,r080,All detailed fields -> Engineering -> Petroleum engineering,All detailed fields,Engineering,Petroleum engineering,,3,1249,0.2,39,0.1,2,0.1,48,0.1,27,0.1,0,0.0,187,0.1,14,0.1,29,0.1,903,0.4
3521,r081,All detailed fields -> Engineering -> Engineering nec,All detailed fields,Engineering,Engineering nec,,3,14110,2.0,697,1.3,28,1.3,931,1.9,776,2.0,15,2.0,5408,2.0,260,1.7,344,1.4,5651,2.4
3521,r082,All detailed fields -> Health,All detailed fields,Health,,,2,72422,10.5,7631,14.0,309,14.9,5972,12.2,7378,19.4,107,14.4,37248,13.7,1938,12.4,3571,14.8,8268,3.5
3521,r083,All detailed fields -> Health -> Clinical medicine<sup>a</sup>,All detailed fields,Health,Clinical medicine<sup>a</sup>,,3,30822,4.5,3433,6.3,177,8.5,3119,6.4,4393,11.5,56,7.5,13614,5.0,971,6.2,1793,7.4,3266,1.4
3521,r084,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Public health,All detailed fields,Health,Clinical medicine<sup>a</sup>,Public health,4,29594,4.3,3343,6.1,173,8.3,2941,6.0,4325,11.4,55,7.4,13042,4.8,939,6.0,1728,7.2,3048,1.3
3521,r085,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Clinical medicine nec,All detailed fields,Health,Clinical medicine<sup>a</sup>,Clinical medicine nec,4,1228,0.2,90,0.2,4,0.2,178,0.4,68,0.2,1,0.1,572,0.2,32,0.2,65,0.3,218,0.1
3521,r086,All detailed fields -> Health -> Other health,All detailed fields,Health,Other health,,3,41600,6.0,4198,7.7,132,6.4,2853,5.8,2985,7.8,51,6.9,23634,8.7,967,6.2,1778,7.4,5002,2.1
3521,r087,All detailed fields -> Health -> Other health -> Communication disorders sciences,All detailed fields,Health,Other health,Communication disorders sciences,4,17257,2.5,2136,3.9,60,2.9,825,1.7,753,2.0,19,2.6,11954,4.4,422,2.7,738,3.1,350,0.1
3521,r088,All detailed fields -> Health -> Other health -> Dental sciences ,All detailed fields,Health,Other health,Dental sciences ,4,1523,0.2,81,0.1,2,0.1,198,0.4,43,0.1,2,0.3,579,0.2,25,0.2,85,0.4,508,0.2
3521,r089,All detailed fields -> Health -> Other health -> Nursing science,All detailed fields,Health,Other health,Nursing science,4,5300,0.8,385,0.7,22,1.1,320,0.7,701,1.8,7,0.9,3099,1.1,89,0.6,277,1.1,400,0.2
3521,r090,All detailed fields -> Health -> Other health -> Pharmaceutical sciences,All detailed fields,Health,Other health,Pharmaceutical sciences,4,4308,0.6,229,0.4,6,0.3,495,1.0,172,0.5,2,0.3,1172,0.4,81,0.5,89,0.4,2062,0.9
3521,r091,All detailed fields -> Health -> Other health -> Veterinary biomedical and clinical sciences,All detailed fields,Health,Other health,Veterinary biomedical and clinical sciences,4,1573,0.2,91,0.2,4,0.2,66,0.1,46,0.1,1,0.1,846,0.3,43,0.3,120,0.5,356,0.2
3521,r092,All detailed fields -> Health -> Other health -> Other health nec,All detailed fields,Health,Other health,Other health nec,4,11639,1.7,1276,2.3,38,1.8,949,1.9,1270,3.3,20,2.7,5984,2.2,307,2.0,469,1.9,1326,0.6
