table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_agencies,field_doc,field_dod,field_doe,field_doj,field_dot,field_ed,field_epa,field_hhs,field_nsf,field_ssa,field_usda
7327,r001,All institutions,All institutions,,1,-,1621880.0,24975.8,62.4,42636.0,500.0,15888.2,7568.6,4064.0,1009651.3,462458.7,1143.1,52931.9
7327,r002,All institutions -> U. Washington,All institutions,U. Washington,2,1,53032.9,0.0,0.0,0.0,0.0,829.2,42.2,0.0,47098.4,5051.0,0.0,12.0
7327,r003,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,2,37867.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35305.9,2561.4,0.0,0.0
7327,r004,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,3,37186.5,12668.5,0.0,0.0,0.0,0.0,0.0,0.0,16974.8,7543.2,0.0,0.0
7327,r005,"All institutions -> U. North Carolina, The, Chapel Hill",All institutions,"U. North Carolina, The, Chapel Hill",2,4,32837.3,0.0,0.0,0.0,0.0,258.0,35.9,0.0,30963.2,1580.2,0.0,0.0
7327,r006,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,5,31072.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30009.3,1063.3,0.0,0.0
7327,r007,All institutions -> Johns Hopkins U.,All institutions,Johns Hopkins U.,2,6,30796.5,2234.2,0.0,0.0,0.0,0.0,0.0,0.0,28390.7,171.6,0.0,0.0
7327,r008,All institutions -> U. Michigan,All institutions,U. Michigan,2,7,30377.3,0.0,0.0,1991.6,0.0,341.6,0.0,0.0,25247.9,2757.6,38.6,0.0
7327,r009,All institutions -> U. Pittsburgh,All institutions,U. Pittsburgh,2,8,28522.9,0.0,0.0,736.5,0.0,0.0,0.0,0.0,26117.5,1668.9,0.0,0.0
7327,r010,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,9,27502.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25588.1,1914.5,0.0,0.0
7327,r011,All institutions -> U. Minnesota,All institutions,U. Minnesota,2,10,24448.4,0.0,0.0,0.0,0.0,0.0,1269.2,0.0,18764.4,1327.1,0.0,3087.8
7327,r012,All institutions -> Emory U.,All institutions,Emory U.,2,11,21291.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21274.4,16.9,0.0,0.0
