table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_salaries_wages_and_fringe_benefits,field_stock_based_compensation,field_temporary_staffing,field_expensed_equipment,field_materials_and_supplies,field_lease_and_rental_payments,field_depreciation,field_royalties_and_licensing_fees,field_other_purchased_services_except_r_d_,field_other
2054,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['339,036', '  ']","['195,095', '  ']","['24,315', '  ']","['14,013', '  ']","['5,800', '  ']","['23,309', '  ']","['5,694', '  ']","['13,495', '  ']","['2,117', '  ']","['8,078', '  ']","['47,120', '  ']"
2054,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['216,155', '  ']","['117,622', '  ']","['9,665', '  ']","['7,787', '  ']","['3,436', '  ']","['20,248', '  ']","['3,076', '  ']","['9,760', '  ']","['1,931', '  ']","['5,941', '  ']","['36,689', '  ']"
2054,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['4,453', 'i ']","['2,863', 'i ']","['45', 'i ']","['76', 'i ']","['25', 'i ']","['484', 'i ']","['24', '  ']","['206', 'i ']","['2', 'i ']","['160', 'i ']","['568', 'i ']"
2054,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['968', '  ']","['544', '  ']","['15', '  ']","['31', '  ']","['2', '  ']","['79', '  ']","['10', '  ']","['48', '  ']","['*', '  ']","['40', '  ']","['198', '  ']"
2054,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['919', '  ']","['589', '  ']","['16', '  ']","['25', '  ']","['67', '  ']","['96', '  ']","['3', '  ']","['18', '  ']","['*', '  ']","['15', '  ']","['90', '  ']"
2054,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['170', '  ']","['126', '  ']","['0', '  ']","['5', '  ']","['2', '  ']","['23', '  ']","['1', '  ']","['2', '  ']","['0', '  ']","['4', '  ']","['6', '  ']"
2054,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['1,292', '  ']","['692', '  ']","['0', '  ']","['38', '  ']","['36', '  ']","['412', '  ']","['6', '  ']","['39', '  ']","['1', '  ']","['7', '  ']","['61', '  ']"
2054,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['218', '  ']","['146', '  ']","['2', 'i ']","['8', 'i ']","['10', '  ']","['20', '  ']","['3', '  ']","['10', 'i ']","['*', '  ']","['1', '  ']","['18', 'i ']"
2054,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['301', '  ']","['191', '  ']","['0', '  ']","['0 - 7', '  ']","['8', '  ']","['33', '  ']","['0 - 5', '  ']","['6 - 13', '  ']","['1', '  ']","['9', '  ']","['35 - 42', '  ']"
2054,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['63,285', '  ']","['28,469', '  ']","['3,513', '  ']","['3,584', '  ']","['307', '  ']","['5,471', '  ']","['1,094', '  ']","['3,126', '  ']","['666', '  ']","['1,629', '  ']","['15,428', '  ']"
2054,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['2,393', '  ']","['1,393', '  ']","['3', '  ']","['33 - 51', '  ']","['32', '  ']","['258', '  ']","['46', '  ']","['143', '  ']","['24', '  ']","['93', 'i ']","['348 - 366', '  ']"
2054,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['612', '  ']","['401', '  ']","['0 - 107', '  ']","['15 - 26', '  ']","['1', '  ']","['43', '  ']","['16', '  ']","['25', '  ']","['0', '  ']","['5', '  ']","['0 - 107', '  ']"
2054,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['1,092', '  ']","['513 - 541', '  ']","['0 - 149', 'i ']","['67 - 119', '  ']","['1', '  ']","['70 - 90', '  ']","['41', '  ']","['136 - 162', '  ']","['3', '  ']","['6', '  ']","['46 - 257', '  ']"
2054,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['55,229', '  ']","['23,689', '  ']","['3,351', '  ']","['3,318', '  ']","['253', '  ']","['4,885', '  ']","['957', '  ']","['2,671', '  ']","['635', '  ']","['1,488', '  ']","['13,982', '  ']"
2054,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['2,488', '  ']","['1,498', '  ']","['12', '  ']","['95', '  ']","['6', '  ']","['124', '  ']","['16', '  ']","['81', '  ']","['0', '  ']","['17', '  ']","['639', '  ']"
2054,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['1,471', '  ']","['949 - 974', '  ']","['0 - 149', '  ']","['2 - 27', '  ']","['14', '  ']","['70 - 90', '  ']","['19', '  ']","['43 - 68', '  ']","['3', '  ']","['20', '  ']","['107 - 287', '  ']"
2054,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['3,637', '  ']","['2,186', '  ']","['55', '  ']","['86', '  ']","['44', '  ']","['520', '  ']","['60', '  ']","['197', '  ']","['7', '  ']","['153', '  ']","['330', '  ']"
2054,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['1,303', '  ']","['835', 'i ']","['1', '  ']","['61', 'i ']","['6', '  ']","['63', '  ']","['10', 'i ']","['103', 'i ']","['*', '  ']","['16', 'i ']","['207', 'i ']"
2054,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['741', '  ']","['393', '  ']","['6', '  ']","['9', '  ']","['5', '  ']","['148', '  ']","['8', '  ']","['37', '  ']","['*', '  ']","['9', '  ']","['125', '  ']"
2054,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['2,099', '  ']","['1,349', '  ']","['23', '  ']","['47', '  ']","['23', '  ']","['349', '  ']","['15', '  ']","['32', '  ']","['5', '  ']","['32', '  ']","['222', '  ']"
2054,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['12,257', '  ']","['7,419', '  ']","['221', '  ']","['439', '  ']","['108', '  ']","['1,557', '  ']","['112', '  ']","['490', '  ']","['15', '  ']","['112', '  ']","['1,783', '  ']"
2054,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['1,511', '  ']","['892', '  ']","['0', '  ']","['106', '  ']","['4', '  ']","['277', '  ']","['4', '  ']","['36', '  ']","['2', '  ']","['4', '  ']","['186', '  ']"
2054,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['3,228', '  ']","['1,571', '  ']","['165', '  ']","['20', '  ']","['3', '  ']","['394', '  ']","['32', '  ']","['255', '  ']","['2', 'i ']","['15', '  ']","['771', '  ']"
2054,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['1,921', '  ']","['1,182', '  ']","['1', '  ']","['0 - 314', '  ']","['2', '  ']","['232', 'i ']","['3', '  ']","['79', '  ']","['*', '  ']","['8', '  ']","['95 - 418', 'i ']"
2054,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['5,596', '  ']","['3,774', '  ']","['55', '  ']","['0 - 314', '  ']","['99', '  ']","['654', '  ']","['73', '  ']","['120', '  ']","['11', '  ']","['85', '  ']","['408 - 730', '  ']"
2054,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['69,942', '  ']","['40,465', 'i ']","['5,373', '  ']","['1,263', '  ']","['1,453', '  ']","['4,313', '  ']","['1,230', '  ']","['4,044', 'i ']","['992', 'i ']","['2,776', 'i ']","['8,035', '  ']"
2054,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['10,972', '  ']","['6,351', '  ']","['673', '  ']","['412', '  ']","['169', '  ']","['349', '  ']","['840', '  ']","['545', '  ']","['19', '  ']","['465', 'i ']","['1,149', '  ']"
2054,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['27,859', '  ']","['17,003', 'i ']","['1,905', 'i ']","['335', 'i ']","['342', 'i ']","['1,552', 'i ']","['183', 'i ']","['1,839', 'i ']","['613', 'i ']","['1,094', 'i ']","['2,994', 'i ']"
2054,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['10,089', '  ']","['6,497', '  ']","['151', '  ']","['297', '  ']","['133', '  ']","['819', '  ']","['104', '  ']","['230', '  ']","['6', 'i ']","['240', 'i ']","['1,611', '  ']"
2054,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['2,545', '  ']","['1,429', '  ']","['30', '  ']","['80', '  ']","['11', '  ']","['183', '  ']","['25', '  ']","['66', '  ']","['3', 'i ']","['93', '  ']","['625', '  ']"
