table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_agencies,field_doda,field_doe,field_dot,field_ed,field_hhs,field_nasa,field_nsf,field_usda
4334,r035,All HBCUs -> Texas Southern U.,All HBCUs,Texas Southern U.,2,34,1772.0,0.0,0.0,0.0,0.0,1322.5,0.0,449.5,0.0
4334,r036,All HBCUs -> Fisk U.,All HBCUs,Fisk U.,2,35,1720.5,400.0,0.0,0.0,0.0,451.8,0.0,868.7,0.0
4334,r037,All HBCUs -> Fayetteville State U.,All HBCUs,Fayetteville State U.,2,36,1661.4,251.8,0.0,0.0,0.0,430.7,0.0,978.9,0.0
4334,r038,All HBCUs -> Winston-Salem State U.,All HBCUs,Winston-Salem State U.,2,37,1474.2,0.0,0.0,0.0,0.0,279.8,0.0,1194.4,0.0
4334,r039,All HBCUs -> Morehouse C.,All HBCUs,Morehouse C.,2,38,1390.4,0.0,0.0,0.0,0.0,290.5,0.0,1099.9,0.0
4334,r040,All HBCUs -> Tougaloo C.,All HBCUs,Tougaloo C.,2,39,1327.9,0.0,0.0,0.0,0.0,1327.9,0.0,0.0,0.0
4334,r041,All HBCUs -> Claflin U.,All HBCUs,Claflin U.,2,40,1227.3,476.8,0.0,0.0,0.0,207.9,0.0,542.6,0.0
4334,r042,All HBCUs -> Lincoln U.,All HBCUs,Lincoln U.,2,41,899.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.4
4334,r043,All HBCUs -> Bethune-Cookman U.,All HBCUs,Bethune-Cookman U.,2,42,657.8,0.0,0.0,0.0,0.0,0.0,0.0,657.8,0.0
4334,r044,All HBCUs -> Dillard U.,All HBCUs,Dillard U.,2,43,644.0,514.8,0.0,0.0,0.0,0.0,0.0,129.2,0.0
4334,r045,All HBCUs -> Harris-Stowe State U.,All HBCUs,Harris-Stowe State U.,2,44,590.1,0.0,0.0,0.0,0.0,0.0,0.0,590.1,0.0
4334,r046,All HBCUs -> Johnson C. Smith U.,All HBCUs,Johnson C. Smith U.,2,45,521.6,401.7,0.0,0.0,0.0,0.0,0.0,119.9,0.0
4334,r047,All HBCUs -> Bowie State U.,All HBCUs,Bowie State U.,2,46,422.7,0.0,0.0,0.0,0.0,0.0,0.0,422.7,0.0
4334,r048,All HBCUs -> Mississippi Valley State U.,All HBCUs,Mississippi Valley State U.,2,47,350.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0
4334,r049,All HBCUs -> Virginia Union U.,All HBCUs,Virginia Union U.,2,48,349.1,0.0,0.0,0.0,0.0,0.0,0.0,349.1,0.0
4334,r050,All HBCUs -> Savannah State U.,All HBCUs,Savannah State U.,2,49,277.6,6.0,0.0,0.0,0.0,271.6,0.0,0.0,0.0
4334,r051,All HBCUs -> Albany State U.,All HBCUs,Albany State U.,2,50,240.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0
4334,r052,"All HBCUs -> Bennett C., Greensboro",All HBCUs,"Bennett C., Greensboro",2,51,240.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0
4334,r053,All HBCUs -> Saint Augustine's U.,All HBCUs,Saint Augustine's U.,2,52,239.9,0.0,0.0,0.0,0.0,0.0,0.0,239.9,0.0
4334,r054,All HBCUs -> Oakwood U.,All HBCUs,Oakwood U.,2,53,205.8,205.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4334,r055,All HBCUs -> Florida Memorial U.,All HBCUs,Florida Memorial U.,2,54,183.1,0.0,0.0,0.0,0.0,0.0,0.0,183.1,0.0
4334,r056,All HBCUs -> Elizabeth City State U.,All HBCUs,Elizabeth City State U.,2,55,135.8,0.0,0.0,0.0,0.0,0.0,0.0,135.8,0.0
4334,r057,All HBCUs -> Huston-Tillotson U.,All HBCUs,Huston-Tillotson U.,2,56,120.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0
4334,r058,All HBCUs -> Gadsden State Community C.,All HBCUs,Gadsden State Community C.,2,57,87.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0
4334,r059,"All HBCUs -> Lawson State Community C., Birmingham",All HBCUs,"Lawson State Community C., Birmingham",2,58,73.8,0.0,0.0,0.0,0.0,0.0,0.0,73.8,0.0
4334,r060,All HBCUs -> Cheyney U. Pennsylvania,All HBCUs,Cheyney U. Pennsylvania,2,59,40.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
4334,r061,All HBCUs -> Grambling State U.,All HBCUs,Grambling State U.,2,60,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
