table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_agencies,field_doda,field_doe,field_dot,field_ed,field_hhs,field_nasa,field_nsf,field_usda
4334,r001,All HBCUs,All HBCUs,,1,-,232794.6,19464.8,5016.4,2800.2,82.3,81191.6,3783.3,53727.4,66728.7
4334,r002,All HBCUs -> North Carolina Agricultural and Technical State U.,All HBCUs,North Carolina Agricultural and Technical State U.,2,1,16659.0,2255.0,0.0,1400.1,0.0,1355.9,0.0,6068.5,5579.5
4334,r003,All HBCUs -> Morehouse School of Medicine,All HBCUs,Morehouse School of Medicine,2,2,14758.1,0.0,0.0,0.0,0.0,13758.1,0.0,1000.0,0.0
4334,r004,All HBCUs -> Howard U.,All HBCUs,Howard U.,2,3,13082.1,787.5,0.0,0.0,0.0,8468.6,0.0,3826.0,0.0
4334,r005,All HBCUs -> North Carolina Central U.,All HBCUs,North Carolina Central U.,2,4,11965.3,554.5,0.0,0.0,0.0,8750.7,0.0,2302.7,357.4
4334,r006,All HBCUs -> Morgan State U.,All HBCUs,Morgan State U.,2,5,11740.6,615.1,0.0,1400.1,0.0,7129.8,712.5,1883.1,0.0
4334,r007,All HBCUs -> Tennessee State U.,All HBCUs,Tennessee State U.,2,6,10877.2,708.7,0.0,0.0,0.0,1131.6,0.0,2052.0,6985.0
4334,r008,All HBCUs -> Florida A&M U.,All HBCUs,Florida A&M U.,2,7,10737.3,683.8,0.0,0.0,0.0,5136.7,0.0,1820.8,3096.0
4334,r009,All HBCUs -> Meharry Medical C.,All HBCUs,Meharry Medical C.,2,8,9501.5,0.0,0.0,0.0,0.0,9501.5,0.0,0.0,0.0
4334,r010,All HBCUs -> Virginia State U.,All HBCUs,Virginia State U.,2,9,8502.9,1008.5,0.0,0.0,0.0,0.0,0.0,3384.3,4110.1
4334,r011,All HBCUs -> Delaware State U.,All HBCUs,Delaware State U.,2,10,8411.3,1136.5,0.0,0.0,82.3,2880.8,0.0,1857.8,2453.9
4334,r012,"All HBCUs -> Xavier U., Louisiana",All HBCUs,"Xavier U., Louisiana",2,11,8143.6,399.6,0.0,0.0,0.0,7300.5,0.0,443.5,0.0
4334,r013,All HBCUs -> Prairie View A&M U.,All HBCUs,Prairie View A&M U.,2,12,7757.0,1199.8,2000.0,0.0,0.0,111.8,284.9,2178.5,1982.0
4334,r014,All HBCUs -> Jackson State U.,All HBCUs,Jackson State U.,2,13,6685.3,1100.5,0.0,0.0,0.0,2179.2,0.0,3405.6,0.0
4334,r015,All HBCUs -> Tuskegee U.,All HBCUs,Tuskegee U.,2,14,6667.3,192.7,0.0,0.0,0.0,1865.0,0.0,1044.0,3565.6
4334,r016,All HBCUs -> Hampton U.,All HBCUs,Hampton U.,2,15,6385.4,25.0,620.0,0.0,0.0,1087.8,2785.8,1866.8,0.0
4334,r017,All HBCUs -> Kentucky State U.,All HBCUs,Kentucky State U.,2,16,5413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5413.0
4334,r018,"All HBCUs -> Southern U. and A&M C., Baton Rouge",All HBCUs,"Southern U. and A&M C., Baton Rouge",2,17,5009.7,699.1,0.0,0.0,0.0,0.0,0.0,1810.5,2500.0
4334,r019,All HBCUs -> South Carolina State U.,All HBCUs,South Carolina State U.,2,18,4985.1,0.0,1106.5,0.0,0.0,1052.5,0.0,1079.8,1746.3
4334,r020,All HBCUs -> Langston U.,All HBCUs,Langston U.,2,19,4771.1,0.0,0.0,0.0,0.0,991.9,0.0,0.0,3779.2
4334,r021,All HBCUs -> Norfolk State U.,All HBCUs,Norfolk State U.,2,20,4149.0,1040.2,1170.0,0.0,0.0,379.2,0.0,1559.6,0.0
4334,r022,All HBCUs -> Fort Valley State U.,All HBCUs,Fort Valley State U.,2,21,3786.5,0.0,0.0,0.0,0.0,0.0,0.0,116.2,3670.3
4334,r023,All HBCUs -> Central State U.,All HBCUs,Central State U.,2,22,3664.5,0.0,0.0,0.0,0.0,0.0,0.0,374.1,3290.4
4334,r024,"All HBCUs -> U. Maryland, Eastern Shore",All HBCUs,"U. Maryland, Eastern Shore",2,23,3616.7,8.0,0.0,0.0,0.0,652.1,0.0,1189.2,1767.4
4334,r025,All HBCUs -> Spelman C.,All HBCUs,Spelman C.,2,24,3547.4,2790.9,0.0,0.0,0.0,425.0,0.0,331.5,0.0
4334,r026,All HBCUs -> Lincoln U. of the Commonwealth of Pennsylvania,All HBCUs,Lincoln U. of the Commonwealth of Pennsylvania,2,25,3472.7,0.0,0.0,0.0,0.0,0.0,0.0,499.9,2972.7
4334,r027,All HBCUs -> Alabama A&M U.,All HBCUs,Alabama A&M U.,2,26,3271.2,196.0,0.0,0.0,0.0,0.0,0.0,36.0,3039.2
4334,r028,All HBCUs -> U. of the District of Columbia,All HBCUs,U. of the District of Columbia,2,27,3058.4,391.8,0.0,0.0,0.0,0.0,0.0,1943.2,723.4
4334,r029,All HBCUs -> U. of the Virgin Islands,All HBCUs,U. of the Virgin Islands,2,28,2750.2,9.5,0.0,0.0,0.0,276.2,0.0,943.7,1520.8
4334,r030,All HBCUs -> Alcorn State U.,All HBCUs,Alcorn State U.,2,29,2707.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,2684.9
4334,r031,All HBCUs -> West Virginia State U.,All HBCUs,West Virginia State U.,2,30,2619.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2619.4
4334,r032,"All HBCUs -> U. Arkansas, Pine Bluff",All HBCUs,"U. Arkansas, Pine Bluff",2,31,2578.7,600.0,0.0,0.0,0.0,0.0,0.0,6.0,1972.7
4334,r033,All HBCUs -> Clark Atlanta U.,All HBCUs,Clark Atlanta U.,2,32,2538.5,197.2,119.9,0.0,0.0,1242.2,0.0,979.2,0.0
4334,r034,All HBCUs -> Alabama State U.,All HBCUs,Alabama State U.,2,33,2122.4,600.0,0.0,0.0,0.0,932.0,0.0,590.3,0.0
