table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_total_2018,field_total_2019,field_total_2020,field_total_2021,field_federally_financed_2018,field_federally_financed_2019,field_federally_financed_2020,field_federally_financed_2021
8001,r021,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,20,"['63,328', '']","['109,248', '']","['134,848', '']","['157,430', '']","['13,677', '']","['22,954', '']","['46,023', '']","['64,692', '']"
8001,r022,All institutions -> U. Maryland<sup>b</sup>,All institutions,U. Maryland<sup>b</sup>,2,21,"['na', '']","['158,814', '']","['153,109', '']","['154,163', '']","['na', '']","['86,168', '']","['86,398', '']","['95,898', '']"
8001,r023,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,22,"['142,175', '']","['152,395', '']","['155,015', '']","['145,574', '']","['61,096', '']","['72,655', '']","['80,121', '']","['73,746', '']"
8001,r024,All institutions -> Stanford U.,All institutions,Stanford U.,2,23,"['146,504', '']","['134,585', '']","['130,950', '']","['136,251', '']","['91,628', '']","['79,988', '']","['81,391', '']","['89,861', '']"
8001,r025,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,24,"['118,576', '']","['126,587', '']","['133,600', '']","['131,709', '']","['63,684', '']","['68,617', '']","['73,412', '']","['75,104', '']"
8001,r026,"All institutions -> U. Tennessee, Knoxville<sup>c</sup>",All institutions,"U. Tennessee, Knoxville<sup>c</sup>",2,25,"['128,675', '']","['116,528', '']","['128,542', '']","['128,579', '']","['62,428', '']","['67,165', '']","['66,562', '']","['66,556', '']"
8001,r027,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,26,"['99,214', '']","['104,798', '']","['109,473', '']","['123,428', '']","['43,677', '']","['43,241', '']","['62,369', '']","['62,113', '']"
8001,r028,All institutions -> U. Florida,All institutions,U. Florida,2,27,"['93,580', '']","['107,598', '']","['119,066', '']","['122,704', '']","['49,486', '']","['60,844', '']","['62,573', '']","['72,191', '']"
8001,r029,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,28,"['124,637', '']","['120,976', '']","['120,929', '']","['121,637', '']","['67,776', '']","['71,695', '']","['74,167', '']","['78,808', '']"
8001,r030,All institutions -> Cornell U.,All institutions,Cornell U.,2,29,"['92,590', '']","['110,545', '']","['123,703', '']","['118,621', '']","['55,763', '']","['63,696', '']","['69,870', '']","['72,771', '']"
8001,r031,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,30,"['99,201', '']","['95,496', '']","['102,955', '']","['112,597', '']","['53,672', '']","['49,854', '']","['56,175', '']","['63,083', '']"
8001,r032,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,31,"['89,128', '']","['92,277', '']","['97,951', '']","['102,370', '']","['35,375', '']","['37,549', '']","['37,203', '']","['43,175', '']"
8001,r033,All institutions -> Woods Hole Oceanographic Institution,All institutions,Woods Hole Oceanographic Institution,2,32,"['61,221', '']","['83,974', '']","['84,333', '']","['101,989', '']","['52,285', '']","['72,016', '']","['75,442', '']","['93,266', '']"
8001,r034,All institutions -> Rice U.,All institutions,Rice U.,2,33,"['67,934', '']","['77,299', '']","['91,913', '']","['100,872', '']","['34,520', '']","['37,781', '']","['42,085', '']","['46,799', '']"
8001,r035,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,34,"['95,234', '']","['95,040', '']","['112,843', '']","['100,194', '']","['53,279', '']","['50,811', '']","['61,140', '']","['66,790', '']"
8001,r036,All institutions -> New York U.,All institutions,New York U.,2,35,"['85,767', '']","['99,711', '']","['100,207', '']","['99,307', '']","['13,790', '']","['14,986', '']","['15,445', '']","['18,633', '']"
8001,r037,All institutions -> Duke U.,All institutions,Duke U.,2,36,"['92,715', '']","['100,379', '']","['95,657', '']","['94,483', '']","['64,601', '']","['72,560', '']","['73,605', '']","['74,308', '']"
8001,r038,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,37,"['91,799', '']","['95,797', '']","['93,520', '']","['93,906', '']","['50,048', '']","['52,488', '']","['49,163', '']","['53,761', '']"
8001,r039,All institutions -> Harvard U.,All institutions,Harvard U.,2,38,"['96,786', '']","['95,651', '']","['97,884', '']","['92,782', '']","['51,742', '']","['45,835', '']","['52,801', '']","['50,918', '']"
8001,r040,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,39,"['65,147', '']","['79,836', '']","['89,954', '']","['92,723', '']","['48,634', '']","['61,116', '']","['66,614', '']","['69,550', '']"
8001,r041,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,40,"['77,243', '']","['89,702', '']","['84,478', '']","['90,572', '']","['36,062', '']","['40,258', '']","['41,771', '']","['42,501', '']"
8001,r042,All institutions -> U. Delaware,All institutions,U. Delaware,2,41,"['52,932', '']","['66,447', '']","['74,258', '']","['90,327', '']","['37,656', '']","['47,975', '']","['53,448', '']","['68,504', '']"
8001,r043,All institutions -> Clemson U.,All institutions,Clemson U.,2,42,"['73,506', '']","['76,739', '']","['76,971', '']","['90,038', '']","['33,781', '']","['39,395', '']","['38,214', '']","['46,693', '']"
8001,r044,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,43,"['67,574', '']","['78,444', '']","['82,299', '']","['88,937', '']","['36,750', '']","['39,422', '']","['44,542', '']","['49,526', '']"
8001,r045,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,44,"['52,960', '']","['54,760', '']","['52,511', '']","['86,578', '']","['30,506', '']","['28,684', '']","['20,330', '']","['35,155', '']"
8001,r046,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,45,"['87,250', '']","['94,340', '']","['94,674', '']","['86,541', '']","['47,036', '']","['52,742', '']","['52,373', '']","['43,570', '']"
8001,r047,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,46,"['77,535', '']","['67,395', '']","['87,681', '']","['86,303', '']","['35,964', '']","['33,589', '']","['43,340', '']","['44,958', '']"
8001,r048,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,47,"['69,735', '']","['78,455', '']","['85,445', '']","['82,240', '']","['41,611', '']","['53,994', '']","['53,702', '']","['50,822', '']"
8001,r049,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,48,"['81,662', '']","['80,413', '']","['77,150', '']","['80,735', '']","['48,724', '']","['47,948', '']","['49,383', '']","['55,739', '']"
8001,r050,All institutions -> Boston U.,All institutions,Boston U.,2,49,"['83,013', '']","['78,154', '']","['85,651', '']","['79,757', '']","['42,903', '']","['45,017', '']","['53,265', '']","['48,537', '']"
8001,r051,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,50,"['77,165', '']","['79,638', '']","['82,690', '']","['79,360', '']","['27,900', '']","['29,787', '']","['31,431', '']","['31,314', '']"
8001,r052,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,51,"['56,233', '']","['59,742', '']","['70,593', '']","['78,720', '']","['21,497', '']","['25,694', '']","['28,796', '']","['40,288', '']"
8001,r053,All institutions -> U. Southern California,All institutions,U. Southern California,2,52,"['72,961', '']","['76,180', '']","['78,005', '']","['78,179', '']","['46,803', '']","['52,737', '']","['55,089', '']","['51,948', '']"
8001,r054,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,53,"['72,301', '']","['72,596', '']","['72,758', '']","['75,457', '']","['61,834', '']","['59,672', '']","['62,020', '']","['64,962', '']"
8001,r055,All institutions -> U. Arizona,All institutions,U. Arizona,2,54,"['70,100', '']","['75,555', '']","['79,463', '']","['72,158', '']","['30,716', '']","['35,880', '']","['34,459', '']","['34,360', '']"
8001,r056,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,55,"['57,190', '']","['59,831', '']","['70,156', '']","['67,810', '']","['28,136', '']","['28,307', '']","['28,960', '']","['31,832', '']"
8001,r057,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,56,"['48,399', '']","['60,183', '']","['69,220', '']","['67,472', '']","['24,187', '']","['33,935', '']","['45,520', '']","['44,188', '']"
8001,r058,All institutions -> Princeton U.,All institutions,Princeton U.,2,57,"['67,450', '']","['65,000', '']","['67,014', '']","['67,231', '']","['42,147', '']","['41,480', '']","['40,829', '']","['44,201', '']"
8001,r059,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,58,"['70,449', '']","['55,995', '']","['59,695', '']","['65,454', '']","['26,914', '']","['24,021', '']","['27,421', '']","['29,315', '']"
8001,r060,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,59,"['70,000', '']","['83,072', '']","['72,602', '']","['62,271', '']","['38,600', '']","['43,878', '']","['41,454', '']","['37,143', '']"
8001,r061,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,60,"['54,219', '']","['49,745', '']","['58,804', '']","['60,065', '']","['27,568', '']","['26,896', '']","['28,635', '']","['32,063', '']"
8001,r062,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,61,"['48,513', '']","['54,450', '']","['59,395', '']","['58,154', '']","['20,698', '']","['22,053', '']","['22,163', '']","['23,581', '']"
8001,r063,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,62,"['62,734', '']","['62,258', '']","['59,627', '']","['57,620', '']","['33,002', '']","['33,413', '']","['34,825', '']","['36,318', '']"
8001,r064,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,63,"['44,864', '']","['48,028', '']","['53,343', '']","['56,685', '']","['12,483', '']","['14,331', '']","['16,905', '']","['15,905', '']"
8001,r065,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,64,"['44,995', '']","['46,075', '']","['53,586', '']","['56,681', '']","['27,599', '']","['31,347', '']","['36,623', '']","['37,749', '']"
8001,r066,All institutions -> U. Houston,All institutions,U. Houston,2,65,"['50,047', '']","['51,806', '']","['55,210', '']","['56,555', '']","['21,593', '']","['23,838', '']","['24,929', '']","['26,599', '']"
8001,r067,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,66,"['34,105', '']","['40,733', '']","['51,198', '']","['55,510', '']","['24,961', '']","['31,957', '']","['42,499', '']","['44,780', '']"
8001,r068,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,67,"['39,907', '']","['44,044', '']","['46,751', '']","['54,185', '']","['22,920', '']","['26,390', '']","['30,450', '']","['37,988', '']"
8001,r069,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,68,"['35,504', '']","['44,195', '']","['46,694', '']","['54,062', '']","['23,277', '']","['31,066', '']","['33,432', '']","['37,909', '']"
8001,r070,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,69,"['49,271', '']","['49,587', '']","['50,900', '']","['52,731', '']","['34,437', '']","['36,090', '']","['35,946', '']","['38,914', '']"
8001,r071,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,70,"['47,821', '']","['50,743', '']","['46,976', '']","['52,361', '']","['25,067', '']","['28,999', '']","['26,818', '']","['33,001', '']"
8001,r072,All institutions -> Florida State U.,All institutions,Florida State U.,2,71,"['56,281', '']","['56,352', '']","['56,493', '']","['52,153', '']","['39,060', '']","['39,126', '']","['38,126', '']","['34,492', '']"
8001,r073,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,72,"['25,643', '']","['36,521', '']","['38,833', '']","['51,785', '']","['18,950', '']","['25,349', '']","['28,753', '']","['39,190', '']"
8001,r074,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,73,"['45,494', '']","['46,972', '']","['51,693', '']","['51,630', 'i']","['22,700', '']","['24,690', '']","['26,324', '']","['24,011', '']"
8001,r075,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,74,"['104,371', '']","['92,937', '']","['55,880', '']","['51,289', '']","['35,299', '']","['35,917', '']","['40,629', '']","['35,691', '']"
8001,r076,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,75,"['49,434', '']","['53,932', '']","['51,685', '']","['51,287', '']","['18,358', '']","['20,375', '']","['21,149', '']","['21,450', '']"
8001,r077,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,76,"['43,363', '']","['48,666', '']","['50,812', '']","['50,646', '']","['15,884', '']","['19,512', '']","['21,594', '']","['24,793', '']"
8001,r078,All institutions -> U. South Florida<sup>d</sup>,All institutions,U. South Florida<sup>d</sup>,2,77,"['45,487', '']","['45,508', '']","['37,162', '']","['50,547', '']","['24,747', '']","['22,743', '']","['18,073', '']","['26,183', '']"
8001,r079,All institutions -> George Mason U.,All institutions,George Mason U.,2,78,"['15,785', '']","['36,101', '']","['52,423', '']","['49,826', '']","['13,550', '']","['31,276', '']","['45,977', '']","['44,086', '']"
8001,r080,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,79,"['29,724', '']","['39,111', '']","['41,752', '']","['49,576', '']","['18,845', '']","['25,568', '']","['22,817', '']","['33,002', '']"
8001,r081,All institutions -> U. Utah,All institutions,U. Utah,2,80,"['42,053', 'i']","['55,478', 'i']","['57,608', 'i']","['48,225', 'i']","['25,847', '']","['32,365', '']","['34,915', '']","['29,330', '']"
8001,r082,All institutions -> Washington State U.,All institutions,Washington State U.,2,81,"['43,674', '']","['39,578', '']","['39,533', '']","['48,031', '']","['19,156', '']","['18,943', '']","['20,360', '']","['23,129', '']"
8001,r083,All institutions -> U. Iowa,All institutions,U. Iowa,2,82,"['50,848', '']","['50,377', '']","['48,433', '']","['47,722', '']","['22,494', '']","['21,473', '']","['20,687', '']","['23,116', '']"
8001,r084,All institutions -> U. Maine,All institutions,U. Maine,2,83,"['27,459', '']","['32,368', '']","['37,127', '']","['46,986', '']","['10,014', '']","['13,614', '']","['18,038', '']","['27,452', '']"
8001,r085,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,84,"['48,102', '']","['47,555', '']","['53,030', '']","['46,844', '']","['38,086', '']","['37,724', '']","['44,243', '']","['43,477', '']"
8001,r086,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,85,"['45,745', '']","['47,435', '']","['45,263', '']","['46,733', '']","['19,638', '']","['21,801', '']","['23,332', '']","['26,289', '']"
8001,r087,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,86,"['24,667', '']","['31,845', '']","['33,019', '']","['43,941', '']","['10,874', '']","['16,390', '']","['19,679', '']","['25,859', '']"
8001,r088,All institutions -> Missouri U. of Science and Technology,All institutions,Missouri U. of Science and Technology,2,87,"['33,241', '']","['37,912', '']","['36,447', '']","['43,470', '']","['16,249', '']","['17,811', '']","['16,411', '']","['21,797', '']"
8001,r089,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,88,"['44,588', '']","['46,889', '']","['43,098', '']","['42,434', '']","['10,598', '']","['12,015', '']","['11,447', '']","['12,970', '']"
8001,r090,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,89,"['40,249', '']","['44,057', '']","['42,856', '']","['41,962', '']","['10,888', '']","['14,017', '']","['14,399', '']","['15,359', '']"
8001,r091,All institutions -> Florida International U.,All institutions,Florida International U.,2,90,"['31,410', '']","['35,138', '']","['39,826', '']","['41,740', '']","['17,220', '']","['19,899', '']","['21,747', '']","['23,801', '']"
8001,r092,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,91,"['38,919', '']","['42,609', '']","['42,839', '']","['41,575', '']","['29,104', '']","['31,135', '']","['30,860', '']","['30,424', '']"
8001,r093,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,92,"['35,067', '']","['37,950', '']","['42,739', '']","['41,317', '']","['27,521', '']","['30,449', '']","['34,153', '']","['33,001', '']"
8001,r094,All institutions -> Mercer U.,All institutions,Mercer U.,2,93,"['23,532', '']","['32,624', '']","['37,450', '']","['40,439', '']","['17,021', '']","['25,358', '']","['29,625', '']","['31,923', '']"
8001,r095,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,94,"['37,520', '']","['42,516', '']","['40,786', '']","['39,855', '']","['18,904', '']","['19,835', '']","['15,930', '']","['18,042', '']"
8001,r096,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,95,"['23,293', '']","['26,569', '']","['36,643', '']","['39,785', '']","['12,084', '']","['13,783', '']","['15,069', '']","['15,235', '']"
8001,r097,"All institutions -> SUNY, Binghamton U.",All institutions,"SUNY, Binghamton U.",2,96,"['35,406', '']","['30,434', '']","['32,668', '']","['39,529', '']","['6,470', '']","['6,356', '']","['6,526', '']","['7,463', '']"
8001,r098,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,97,"['44,604', '']","['45,803', '']","['40,084', '']","['39,104', '']","['11,227', '']","['11,587', '']","['10,268', '']","['11,014', '']"
8001,r099,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,98,"['46,184', '']","['41,228', '']","['37,911', '']","['39,079', '']","['33,187', '']","['29,335', '']","['27,954', '']","['30,483', '']"
8001,r100,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,99,"['36,132', '']","['34,590', '']","['37,758', '']","['37,818', '']","['15,886', '']","['14,659', '']","['18,074', '']","['17,980', '']"
8001,r101,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,100,"['27,676', '']","['33,128', '']","['35,847', '']","['36,339', '']","['11,828', '']","['13,443', '']","['14,870', '']","['18,884', '']"
8001,r102,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,101,"['31,294', '']","['31,748', '']","['42,804', '']","['36,223', '']","['15,596', '']","['16,076', '']","['15,010', '']","['17,042', '']"
8001,r103,All institutions -> Yale U.,All institutions,Yale U.,2,102,"['35,939', '']","['36,591', '']","['36,806', '']","['35,778', '']","['23,606', '']","['24,674', '']","['24,172', '']","['23,578', '']"
8001,r104,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,103,"['25,079', '']","['28,226', '']","['31,496', '']","['35,675', '']","['13,558', '']","['14,707', '']","['17,537', '']","['21,610', '']"
8001,r105,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,104,"['37,003', '']","['32,947', '']","['33,983', '']","['35,094', '']","['11,982', '']","['11,962', '']","['11,969', '']","['15,319', '']"
8001,r106,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,105,"['29,206', '']","['29,020', '']","['31,937', '']","['34,888', '']","['16,293', '']","['16,217', '']","['17,034', '']","['18,541', '']"
8001,r107,"All institutions -> CUNY, City C.",All institutions,"CUNY, City C.",2,106,"['28,252', '']","['28,337', '']","['23,140', '']","['34,710', '']","['17,753', '']","['16,998', '']","['15,704', '']","['18,078', '']"
8001,r108,All institutions -> Stevens Institute of Technology,All institutions,Stevens Institute of Technology,2,107,"['22,396', '']","['25,832', '']","['33,103', '']","['33,983', '']","['16,994', '']","['18,945', '']","['23,906', '']","['26,766', '']"
8001,r109,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,108,"['31,903', '']","['31,110', '']","['31,140', '']","['33,559', '']","['21,403', '']","['21,279', '']","['21,064', '']","['24,126', '']"
8001,r110,All institutions -> Drexel U.,All institutions,Drexel U.,2,109,"['31,625', '']","['31,330', '']","['31,230', '']","['32,665', '']","['21,222', '']","['20,443', '']","['19,772', '']","['20,821', '']"
8001,r111,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,110,"['20,262', '']","['26,072', '']","['29,811', '']","['32,233', '']","['7,362', '']","['9,482', '']","['11,779', '']","['9,924', '']"
8001,r112,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,111,"['28,509', '']","['31,825', '']","['30,774', '']","['30,935', '']","['19,456', '']","['19,251', '']","['17,813', '']","['19,983', '']"
8001,r113,"All institutions -> U. Louisiana, Lafayette",All institutions,"U. Louisiana, Lafayette",2,112,"['13,188', '']","['28,397', '']","['27,878', '']","['30,295', '']","['783', '']","['4,247', '']","['3,557', '']","['6,909', '']"
8001,r114,All institutions -> U. Chicago,All institutions,U. Chicago,2,113,"['16,388', '']","['23,773', '']","['24,468', '']","['30,018', '']","['12,919', '']","['17,275', '']","['20,168', '']","['25,909', '']"
8001,r115,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,114,"['23,067', '']","['25,892', '']","['25,030', '']","['29,884', '']","['14,388', '']","['17,202', '']","['15,583', '']","['19,957', '']"
8001,r116,All institutions -> U.S. Air Force Academy,All institutions,U.S. Air Force Academy,2,115,"['28,645', '']","['28,489', '']","['29,812', '']","['29,132', '']","['26,453', '']","['28,489', '']","['29,812', '']","['28,914', '']"
8001,r117,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,116,"['28,015', '']","['28,632', '']","['30,180', '']","['28,344', '']","['15,013', '']","['15,637', '']","['15,329', '']","['17,613', '']"
8001,r118,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,117,"['19,373', '']","['23,568', '']","['23,939', '']","['27,769', '']","['7,474', '']","['8,785', '']","['9,664', '']","['11,419', '']"
8001,r119,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,118,"['26,577', '']","['27,439', '']","['28,155', '']","['27,743', '']","['9,819', '']","['12,503', '']","['12,530', '']","['13,810', '']"
8001,r120,All institutions -> Worcester Polytechnic Institute,All institutions,Worcester Polytechnic Institute,2,119,"['20,617', '']","['21,029', '']","['23,758', '']","['27,108', '']","['10,668', '']","['11,735', '']","['13,084', '']","['16,095', '']"
8001,r121,All institutions -> Air Force Institute of Technology,All institutions,Air Force Institute of Technology,2,120,"['22,908', '']","['20,525', '']","['23,947', '']","['26,780', '']","['16,075', '']","['14,015', '']","['15,238', '']","['17,065', '']"
8001,r122,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,121,"['27,260', '']","['26,586', '']","['25,172', '']","['26,599', '']","['15,228', '']","['11,995', '']","['11,812', '']","['15,602', '']"
8001,r123,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,122,"['24,238', '']","['23,090', '']","['23,821', '']","['26,574', '']","['20,596', '']","['18,895', '']","['19,552', '']","['22,291', '']"
8001,r124,All institutions -> Lehigh U.,All institutions,Lehigh U.,2,123,"['24,564', '']","['23,447', '']","['24,054', '']","['25,835', '']","['16,053', '']","['15,374', '']","['16,205', '']","['16,976', '']"
