table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total_employment,field_total_r_d_employment,field_researchersa_total,field_researchersa_with_phd,field_r_d_technicians_and_equivalent_staff,field_other_r_d_supporting_staff
2745,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['191', '  ']","['25', '  ']","['19', '  ']","['3', '  ']","['4', '  ']","['2', '  ']"
2745,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['281', '  ']","['59', '  ']","['47', '  ']","['5', 'i ']","['5', '  ']","['7', '  ']"
2745,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['289', '  ']","['24', '  ']","['18', '  ']","['2', '  ']","['5', '  ']","['1', '  ']"
2745,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['1,881', '  ']","['197', '  ']","['143', '  ']","['8', 'i ']","['34', '  ']","['20', '  ']"
2745,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['957', '  ']","['110', '  ']","['85', '  ']","['4', '  ']","['17', '  ']","['8', '  ']"
2745,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['745', '  ']","['75', '  ']","['51', 'i ']","['4', 'i ']","['14', 'i ']","['10', 'i ']"
2745,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['708', '  ']","['68', 'i ']","['47', 'i ']","['4', 'i ']","['13', '  ']","['8', 'i ']"
2745,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['37', '  ']","['8', '  ']","['5', 'i ']","['*', '  ']","['2', 'i ']","['1', 'i ']"
2745,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,"['1', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['0', '  ']"
2745,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['178', '  ']","['12', '  ']","['6', '  ']","['*', 'i ']","['3', '  ']","['2', '  ']"
2745,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['155', '  ']","['4', '  ']","['2', '  ']","['*', '  ']","['2', '  ']","['1', '  ']"
2745,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['703', '  ']","['71', '  ']","['46', '  ']","['4', '  ']","['18', '  ']","['7', '  ']"
2745,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['468', '  ']","['54', '  ']","['37', '  ']","['4', '  ']","['13', '  ']","['4', '  ']"
2745,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['234', '  ']","['17', '  ']","['9', '  ']","['1', 'i ']","['5', '  ']","['3', '  ']"
2745,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['10,632', '  ']","['785', '  ']","['527', '  ']","['48', 'i ']","['198', '  ']","['60', '  ']"
2745,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['204', '  ']","['12', '  ']","['8', '  ']","['1', '  ']","['3', '  ']","['1', '  ']"
2745,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['385', '  ']","['2', '  ']","['1', '  ']","['*', '  ']","['*', '  ']","['1', '  ']"
2745,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['176', 'i ']","['12', 'i ']","['5', 'i ']","['*', 'i ']","['4', 'i ']","['3', 'i ']"
2745,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['51 - 3,232', '  ']","['52', '  ']","['37', '  ']","['1', 'i ']","['8 - 16', '  ']","['0 - 7', '  ']"
2745,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['1,205', '  ']","['6', '  ']","['4', '  ']","['*', '  ']","['1', '  ']","['1', 'i ']"
2745,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['2,030', '  ']","['342', '  ']","['256', '  ']","['23', 'i ']","['66', '  ']","['20', '  ']"
2745,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['567', '  ']","['115', '  ']","['91', '  ']","['7', 'i ']","['16', '  ']","['9', '  ']"
2745,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['32', 'i ']","['1', 'i ']","['1', 'i ']","['*', '  ']","['*', 'i ']","['*', 'i ']"
2745,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['535', '  ']","['114', '  ']","['91', '  ']","['7', 'i ']","['15', '  ']","['8', '  ']"
2745,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['633', '  ']","['22', '  ']","['10', 'i ']","['*', 'i ']","['11', 'i ']","['*', '  ']"
2745,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['436', '  ']","['105', '  ']","['75', '  ']","['3', 'i ']","['20', '  ']","['9', '  ']"
2745,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['394', '  ']","['100', '  ']","['79', '  ']","['12', '  ']","['19', '  ']","['2', '  ']"
2745,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['1,394', '  ']","['47', '  ']","['24', '  ']","['1', '  ']","['19', '  ']","['3', '  ']"
2745,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['22', '  ']","['4', '  ']","['3', '  ']","['*', 'i ']","['1', '  ']","['*', '  ']"
2745,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['1', '  ']","['*', '  ']","['*', '  ']","['0', '  ']","['*', '  ']","['*', '  ']"
2745,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['21', '  ']","['4', '  ']","['3', '  ']","['*', 'i ']","['1', '  ']","['*', '  ']"
2745,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['1,446', '  ']","['271', '  ']","['168', '  ']","['20', 'i ']","['81', '  ']","['23', '  ']"
2745,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['324', '  ']","['51', '  ']","['33', '  ']","['2', '  ']","['13', '  ']","['4', '  ']"
2745,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['487', '  ']","['92', '  ']","['67', '  ']","['6', 'i ']","['19', '  ']","['6', '  ']"
2745,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['300', '  ']","['97', '  ']","['49', '  ']","['10', '  ']","['39', 'i ']","['10', 'i ']"
2745,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology,5,541711,"['133', '  ']","['31', '  ']","['13', '  ']","['2', '  ']","['17', 'i ']","['1', '  ']"
2745,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except biotechnology)",5,541712,"['161', '  ']","['61', '  ']","['32', '  ']","['6', '  ']","['21', '  ']","['8', '  ']"
2745,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['6', '  ']","['5', '  ']","['4', 'i ']","['1', 'i ']","['*', '  ']","['1', 'i ']"
2745,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['336', '  ']","['32', '  ']","['19', '  ']","['2', '  ']","['10', 'i ']","['3', '  ']"
2745,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['511', '  ']","['6', '  ']","['3', '  ']","['1', 'i ']","['2', '  ']","['1', '  ']"
2745,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['31 - 3,212', '  ']","['32', '  ']","['18', '  ']","['1', '  ']","['8 - 12', '  ']","['1 - 5', '  ']"
2745,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['20,645', '  ']","['1,766', '  ']","['1,212', '  ']","['129', '  ']","['394', '  ']","['161', '  ']"
2745,r074,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2745,r075,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>b</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>b</sup>,,,3,–,"['64', '  ']","['25', '  ']","['17', '  ']","['4', '  ']","['6', '  ']","['2', '  ']"
2745,r076,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['236', '  ']","['68', '  ']","['45', '  ']","['7', '  ']","['18', '  ']","['6', '  ']"
2745,r077,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2745,r078,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['342', '  ']","['80', '  ']","['47', '  ']","['6', '  ']","['24', '  ']","['9', '  ']"
2745,r079,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['771', '  ']","['126', '  ']","['70', '  ']","['8', '  ']","['42', '  ']","['14', '  ']"
2745,r080,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2745,r081,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['732', '  ']","['102', '  ']","['63', '  ']","['7', '  ']","['28', '  ']","['11', '  ']"
2745,r082,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['849', '  ']","['91', '  ']","['56', '  ']","['6', '  ']","['22', '  ']","['12', '  ']"
2745,r083,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['2,816', '  ']","['306', '  ']","['216', '  ']","['22', 'i ']","['61', '  ']","['29', '  ']"
2745,r084,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['1,713', '  ']","['178', '  ']","['115', '  ']","['12', '  ']","['42', '  ']","['21', '  ']"
2745,r085,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['3,454', '  ']","['304', '  ']","['216', '  ']","['25', 'i ']","['69', '  ']","['20', '  ']"
2745,r086,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['9,667', '  ']","['486', '  ']","['366', '  ']","['32', 'i ']","['82', '  ']","['38', '  ']"
