table_id,row_id,sex_of_owners_full_path,sex_of_owners_level_1,sex_of_owners_level_2,sex_of_owners_hierarchy_depth,field_all_companies,field_any_cooperation_partner_in_the_united_states,field_any_cooperation_partner_in_canada_or_mexico,field_any_cooperation_partner_in_the_rest_of_the_world
7453,r001,All companies (sex of owner),All companies (sex of owner),,1,"['530,124', '&nbsp;']","['67.8', '&nbsp;']","['4.0', '&nbsp;']","['10.0', '&nbsp;']"
7453,r002,All companies (sex of owner) -> Female majority owned,All companies (sex of owner),Female majority owned,2,"['125,121', '&nbsp;']","['67.4', '&nbsp;']","['2.7', '&nbsp;']","['6.7', '&nbsp;']"
7453,r003,All companies (sex of owner) -> Male majority owned,All companies (sex of owner),Male majority owned,2,"['318,378', '&nbsp;']","['67.7', '&nbsp;']","['4.5', '&nbsp;']","['11.5', '&nbsp;']"
7453,r004,All companies (sex of owner) -> Equally owned by male and female,All companies (sex of owner),Equally owned by male and female,2,"['81,246', '&nbsp;']","['68.2', '&nbsp;']","['2.7', '&nbsp;']","['7.5', '&nbsp;']"
7453,r005,All companies (sex of owner) -> Unclassifiable,All companies (sex of owner),Unclassifiable,2,"['5,380', '&nbsp;']","['79.2', '&nbsp;']","['21.0', '&nbsp;']","['40.6', '&nbsp;']"
