table_id,row_id,_b_state_and_department_or_agency_b_full_path,_b_state_and_department_or_agency_b_level_1,_b_state_and_department_or_agency_b_level_2,_b_state_and_department_or_agency_b_level_3,_b_state_and_department_or_agency_b_hierarchy_depth,field_r_d_performersa_all,field_r_d_performersa_intramural,field_r_d_performersa_extramural,field_r_d_plantb_all,field_r_d_plantb_intramural,field_r_d_plantb_extramural
12535,r168,"United States<sup>c</sup> -> Maine -> Inland Fisheries and Wildlife, Department of",United States<sup>c</sup>,Maine,"Inland Fisheries and Wildlife, Department of",3,1776000,1659000,117000,0,0,0
12535,r169,"United States<sup>c</sup> -> Maine -> Marine Resources, Department of",United States<sup>c</sup>,Maine,"Marine Resources, Department of",3,2790668,2663978,126690,0,0,0
12535,r170,"United States<sup>c</sup> -> Maine -> MDI Biological Laboratory, Center for Biomedical Innovation",United States<sup>c</sup>,Maine,"MDI Biological Laboratory, Center for Biomedical Innovation",3,7615174,5457951,2157223,43316,43316,0
12535,r171,United States<sup>c</sup> -> Maine -> Technology Institute,United States<sup>c</sup>,Maine,Technology Institute,3,31923642,0,31923642,588334,0,588334
12535,r172,"United States<sup>c</sup> -> Maine -> Transportation, Department of ",United States<sup>c</sup>,Maine,"Transportation, Department of ",3,1185950,484327,701623,0,0,0
12535,r173,United States<sup>c</sup> -> Maryland,United States<sup>c</sup>,Maryland,,2,46489603,622465,45867138,0,0,0
12535,r174,United States<sup>c</sup> -> Maryland -> Energy Administration,United States<sup>c</sup>,Maryland,Energy Administration,3,250000,0,250000,0,0,0
12535,r175,"United States<sup>c</sup> -> Maryland -> Health, Department of",United States<sup>c</sup>,Maryland,"Health, Department of",3,15000000,0,15000000,0,0,0
12535,r176,"United States<sup>c</sup> -> Maryland -> Natural Resources, Department of",United States<sup>c</sup>,Maryland,"Natural Resources, Department of",3,670841,0,670841,0,0,0
12535,r177,United States<sup>c</sup> -> Maryland -> Technology Development Corporation,United States<sup>c</sup>,Maryland,Technology Development Corporation,3,28682169,0,28682169,0,0,0
12535,r178,"United States<sup>c</sup> -> Maryland -> Transportation, Department of",United States<sup>c</sup>,Maryland,"Transportation, Department of",3,1886593,622465,1264128,0,0,0
12535,r179,United States<sup>c</sup> -> Massachusetts,United States<sup>c</sup>,Massachusetts,,2,48424086,1690736,46733350,4932263,100000,4832263
12535,r180,United States<sup>c</sup> -> Massachusetts -> Clean Energy Technology Center,United States<sup>c</sup>,Massachusetts,Clean Energy Technology Center,3,27560771,0,27560771,0,0,0
12535,r181,"United States<sup>c</sup> -> Massachusetts -> Environmental Protection, Department of ",United States<sup>c</sup>,Massachusetts,"Environmental Protection, Department of ",3,2125890,333963,1791927,100000,100000,0
12535,r182,"United States<sup>c</sup> -> Massachusetts -> Fish and Game, Department of ",United States<sup>c</sup>,Massachusetts,"Fish and Game, Department of ",3,262343,26915,235428,0,0,0
12535,r183,United States<sup>c</sup> -> Massachusetts -> Gaming Commission,United States<sup>c</sup>,Massachusetts,Gaming Commission,3,1363550,220350,1143200,0,0,0
12535,r184,United States<sup>c</sup> -> Massachusetts -> MassVentures,United States<sup>c</sup>,Massachusetts,MassVentures,3,400000,200000,200000,0,0,0
12535,r185,"United States<sup>c</sup> -> Massachusetts -> Mental Health, Department of",United States<sup>c</sup>,Massachusetts,"Mental Health, Department of",3,2761879,0,2761879,0,0,0
12535,r186,"United States<sup>c</sup> -> Massachusetts -> Public Health, Department of ",United States<sup>c</sup>,Massachusetts,"Public Health, Department of ",3,2306457,0,2306457,0,0,0
12535,r187,United States<sup>c</sup> -> Massachusetts -> Technology Park Corporation ,United States<sup>c</sup>,Massachusetts,Technology Park Corporation ,3,3143796,0,3143796,4832263,0,4832263
12535,r188,"United States<sup>c</sup> -> Massachusetts -> Transportation, Department of",United States<sup>c</sup>,Massachusetts,"Transportation, Department of",3,7849400,609508,7239892,0,0,0
12535,r189,United States<sup>c</sup> -> Massachusetts -> Water Resources Authority,United States<sup>c</sup>,Massachusetts,Water Resources Authority,3,650000,300000,350000,0,0,0
12535,r190,United States<sup>c</sup> -> Michigan,United States<sup>c</sup>,Michigan,,2,22654435,143576,22510859,0,0,0
12535,r191,"United States<sup>c</sup> -> Michigan -> Agriculture and Rural Development, Department of",United States<sup>c</sup>,Michigan,"Agriculture and Rural Development, Department of",3,3846005,35000,3811005,0,0,0
12535,r192,United States<sup>c</sup> -> Michigan -> Economic Development Corporation,United States<sup>c</sup>,Michigan,Economic Development Corporation,3,5000000,0,5000000,0,0,0
12535,r193,"United States<sup>c</sup> -> Michigan -> Environmental, Great Lakes, and Energy, Department of",United States<sup>c</sup>,Michigan,"Environmental, Great Lakes, and Energy, Department of",3,4935956,108576,4827380,0,0,0
12535,r194,United States<sup>c</sup> -> Michigan -> Health and Human Services,United States<sup>c</sup>,Michigan,Health and Human Services,3,2644979,0,2644979,0,0,0
12535,r195,"United States<sup>c</sup> -> Michigan -> Transportation, Department of",United States<sup>c</sup>,Michigan,"Transportation, Department of",3,6227495,0,6227495,0,0,0
12535,r196,United States<sup>c</sup> -> Minnesota,United States<sup>c</sup>,Minnesota,,2,22732170,3138073,19594097,0,0,0
12535,r197,"United States<sup>c</sup> -> Minnesota -> Agriculture, Department of",United States<sup>c</sup>,Minnesota,"Agriculture, Department of",3,4966177,1006689,3959488,0,0,0
12535,r198,United States<sup>c</sup> -> Minnesota -> Forest Resources Council,United States<sup>c</sup>,Minnesota,Forest Resources Council,3,15684,0,15684,0,0,0
12535,r199,"United States<sup>c</sup> -> Minnesota -> Health, Department of",United States<sup>c</sup>,Minnesota,"Health, Department of",3,250000,150000,100000,0,0,0
12535,r200,"United States<sup>c</sup> -> Minnesota -> Midwest Dairy Association, Minnesota Division",United States<sup>c</sup>,Minnesota,"Midwest Dairy Association, Minnesota Division",3,208395,0,208395,0,0,0
12535,r201,"United States<sup>c</sup> -> Minnesota -> Natural Resources, Department of",United States<sup>c</sup>,Minnesota,"Natural Resources, Department of",3,2101074,1981384,119690,0,0,0
12535,r202,United States<sup>c</sup> -> Minnesota -> Pollution Control Agency,United States<sup>c</sup>,Minnesota,Pollution Control Agency,3,230894,0,230894,0,0,0
12535,r203,"United States<sup>c</sup> -> Minnesota -> Transportation, Department of",United States<sup>c</sup>,Minnesota,"Transportation, Department of",3,14959946,0,14959946,0,0,0
12535,r204,United States<sup>c</sup> -> Mississippi,United States<sup>c</sup>,Mississippi,,2,10030897,2030108,8000789,0,0,0
12535,r205,"United States<sup>c</sup> -> Mississippi -> Agriculture and Commerce, Department of ",United States<sup>c</sup>,Mississippi,"Agriculture and Commerce, Department of ",3,207791,0,207791,0,0,0
12535,r206,"United States<sup>c</sup> -> Mississippi -> Environmental Quality, Department of",United States<sup>c</sup>,Mississippi,"Environmental Quality, Department of",3,1649886,100727,1549159,0,0,0
12535,r207,United States<sup>c</sup> -> Mississippi -> Gulf States Marine Fisheries Commission,United States<sup>c</sup>,Mississippi,Gulf States Marine Fisheries Commission,3,1064916,65341,999575,0,0,0
12535,r208,"United States<sup>c</sup> -> Mississippi -> Marine Resources, Department of",United States<sup>c</sup>,Mississippi,"Marine Resources, Department of",3,1927800,1123546,804254,0,0,0
12535,r209,"United States<sup>c</sup> -> Mississippi -> Transportation, Department of",United States<sup>c</sup>,Mississippi,"Transportation, Department of",3,2763759,2444,2761315,0,0,0
12535,r210,"United States<sup>c</sup> -> Mississippi -> Wildlife, Fisheries, and Parks, Department of ",United States<sup>c</sup>,Mississippi,"Wildlife, Fisheries, and Parks, Department of ",3,2416745,738050,1678695,0,0,0
12535,r211,United States<sup>c</sup> -> Missouri,United States<sup>c</sup>,Missouri,,2,17210400,4589925,12620475,0,0,0
12535,r212,"United States<sup>c</sup> -> Missouri -> Agriculture, Department of",United States<sup>c</sup>,Missouri,"Agriculture, Department of",3,1374152,0,1374152,0,0,0
12535,r213,"United States<sup>c</sup> -> Missouri -> Conservation, Department of",United States<sup>c</sup>,Missouri,"Conservation, Department of",3,7416216,4589925,2826291,0,0,0
12535,r214,"United States<sup>c</sup> -> Missouri -> Mental Health, Department of",United States<sup>c</sup>,Missouri,"Mental Health, Department of",3,242500,0,242500,0,0,0
12535,r215,"United States<sup>c</sup> -> Missouri -> Natural Resources, Department of",United States<sup>c</sup>,Missouri,"Natural Resources, Department of",3,250591,0,250591,0,0,0
12535,r216,United States<sup>c</sup> -> Missouri -> Technology Corporation,United States<sup>c</sup>,Missouri,Technology Corporation,3,3806999,0,3806999,0,0,0
12535,r217,"United States<sup>c</sup> -> Missouri -> Transportation, Department of",United States<sup>c</sup>,Missouri,"Transportation, Department of",3,3342278,0,3342278,0,0,0
12535,r218,United States<sup>c</sup> -> Missouri -> Wine and Grape Board,United States<sup>c</sup>,Missouri,Wine and Grape Board,3,777664,0,777664,0,0,0
12535,r219,United States<sup>c</sup> -> Montana,United States<sup>c</sup>,Montana,,2,9956071,3806428,6149643,0,0,0
12535,r220,"United States<sup>c</sup> -> Montana -> Agriculture, Department of",United States<sup>c</sup>,Montana,"Agriculture, Department of",3,3466168,0,3466168,0,0,0
12535,r221,"United States<sup>c</sup> -> Montana -> Environmental Quality, Department of",United States<sup>c</sup>,Montana,"Environmental Quality, Department of",3,63976,63976,0,0,0,0
12535,r222,"United States<sup>c</sup> -> Montana -> Fish, Wildlife and Parks, Department of",United States<sup>c</sup>,Montana,"Fish, Wildlife and Parks, Department of",3,4472983,3277294,1195689,0,0,0
12535,r223,"United States<sup>c</sup> -> Montana -> Natural Resources and Conservation, Department of",United States<sup>c</sup>,Montana,"Natural Resources and Conservation, Department of",3,68874,18077,50797,0,0,0
12535,r224,"United States<sup>c</sup> -> Montana -> Transportation, Department of",United States<sup>c</sup>,Montana,"Transportation, Department of",3,1884070,447081,1436989,0,0,0
12535,r225,United States<sup>c</sup> -> Nebraska,United States<sup>c</sup>,Nebraska,,2,29171378,74500,29096878,0,0,0
12535,r226,"United States<sup>c</sup> -> Nebraska -> Agriculture, Department of",United States<sup>c</sup>,Nebraska,"Agriculture, Department of",3,1196095,0,1196095,0,0,0
12535,r227,United States<sup>c</sup> -> Nebraska -> Corn Board,United States<sup>c</sup>,Nebraska,Corn Board,3,762728,0,762728,0,0,0
12535,r228,United States<sup>c</sup> -> Nebraska -> Dry Bean Commission,United States<sup>c</sup>,Nebraska,Dry Bean Commission,3,343193,0,343193,0,0,0
12535,r229,"United States<sup>c</sup> -> Nebraska -> Economic Development, Department of",United States<sup>c</sup>,Nebraska,"Economic Development, Department of",3,4733801,0,4733801,0,0,0
12535,r230,United States<sup>c</sup> -> Nebraska -> Game and Parks Commission,United States<sup>c</sup>,Nebraska,Game and Parks Commission,3,2018739,0,2018739,0,0,0
12535,r231,United States<sup>c</sup> -> Nebraska -> Grain Sorghum Board,United States<sup>c</sup>,Nebraska,Grain Sorghum Board,3,3000,0,3000,0,0,0
12535,r232,"United States<sup>c</sup> -> Nebraska -> Health and Human Services, Department of",United States<sup>c</sup>,Nebraska,"Health and Human Services, Department of",3,18879659,0,18879659,0,0,0
12535,r233,"United States<sup>c</sup> -> Nebraska -> Midwest Dairy Association, Nebraska Division",United States<sup>c</sup>,Nebraska,"Midwest Dairy Association, Nebraska Division",3,25740,0,25740,0,0,0
12535,r234,"United States<sup>c</sup> -> Nebraska -> Natural Resources, Department of",United States<sup>c</sup>,Nebraska,"Natural Resources, Department of",3,50000,0,50000,0,0,0
12535,r235,United States<sup>c</sup> -> Nebraska -> Pea And Lentil Commission,United States<sup>c</sup>,Nebraska,Pea And Lentil Commission,3,30372,0,30372,0,0,0
12535,r236,"United States<sup>c</sup> -> Nebraska -> Transportation, Department of",United States<sup>c</sup>,Nebraska,"Transportation, Department of",3,1088051,74500,1013551,0,0,0
12535,r237,United States<sup>c</sup> -> Nebraska -> Wheat Board,United States<sup>c</sup>,Nebraska,Wheat Board,3,40000,0,40000,0,0,0
12535,r238,United States<sup>c</sup> -> Nevada,United States<sup>c</sup>,Nevada,,2,4072717,256192,3816525,0,0,0
12535,r239,"United States<sup>c</sup> -> Nevada -> Agriculture, Department of",United States<sup>c</sup>,Nevada,"Agriculture, Department of",3,204134,204134,0,0,0,0
12535,r240,"United States<sup>c</sup> -> Nevada -> Conservation and Natural Resources, Department of",United States<sup>c</sup>,Nevada,"Conservation and Natural Resources, Department of",3,198678,52058,146620,0,0,0
12535,r241,"United States<sup>c</sup> -> Nevada -> Economic Development, Governor's office of",United States<sup>c</sup>,Nevada,"Economic Development, Governor's office of",3,2190905,0,2190905,0,0,0
12535,r242,"United States<sup>c</sup> -> Nevada -> Transportation, Department of",United States<sup>c</sup>,Nevada,"Transportation, Department of",3,1479000,0,1479000,0,0,0
12535,r243,United States<sup>c</sup> -> New Hampshire,United States<sup>c</sup>,New Hampshire,,2,2521016,89546,2431470,0,0,0
12535,r244,"United States<sup>c</sup> -> New Hampshire -> Agriculture, Markets and Food, Department of",United States<sup>c</sup>,New Hampshire,"Agriculture, Markets and Food, Department of",3,86551,0,86551,0,0,0
12535,r245,"United States<sup>c</sup> -> New Hampshire -> Environmental Services, Department of",United States<sup>c</sup>,New Hampshire,"Environmental Services, Department of",3,1563535,0,1563535,0,0,0
12535,r246,"United States<sup>c</sup> -> New Hampshire -> Transportation, Department of",United States<sup>c</sup>,New Hampshire,"Transportation, Department of",3,870930,89546,781384,0,0,0
12535,r247,United States<sup>c</sup> -> New Jersey,United States<sup>c</sup>,New Jersey,,2,99832733,3917853,95914880,0,0,0
12535,r248,"United States<sup>c</sup> -> New Jersey -> Children and Families, Department of",United States<sup>c</sup>,New Jersey,"Children and Families, Department of",3,330877,132600,198277,0,0,0
12535,r249,"United States<sup>c</sup> -> New Jersey -> Community Affairs, Department of ",United States<sup>c</sup>,New Jersey,"Community Affairs, Department of ",3,15489,14769,720,0,0,0
12535,r250,"United States<sup>c</sup> -> New Jersey -> Corrections, Department of",United States<sup>c</sup>,New Jersey,"Corrections, Department of",3,498425,498425,0,0,0,0
12535,r251,"United States<sup>c</sup> -> New Jersey -> Environmental Protection, Department of",United States<sup>c</sup>,New Jersey,"Environmental Protection, Department of",3,7878841,2469745,5409096,0,0,0
12535,r252,"United States<sup>c</sup> -> New Jersey -> Health, Department of",United States<sup>c</sup>,New Jersey,"Health, Department of",3,79121918,0,79121918,0,0,0
12535,r253,United States<sup>c</sup> -> New Jersey -> Pinelands Commission,United States<sup>c</sup>,New Jersey,Pinelands Commission,3,797409,709097,88312,0,0,0
12535,r254,"United States<sup>c</sup> -> New Jersey -> Secretary of Higher Education, Office of",United States<sup>c</sup>,New Jersey,"Secretary of Higher Education, Office of",3,8500000,0,8500000,0,0,0
12535,r255,"United States<sup>c</sup> -> New Jersey -> State Parole Board, New Jersey",United States<sup>c</sup>,New Jersey,"State Parole Board, New Jersey",3,93217,93217,0,0,0,0
12535,r256,"United States<sup>c</sup> -> New Jersey -> Transportation, Department of",United States<sup>c</sup>,New Jersey,"Transportation, Department of",3,2596557,0,2596557,0,0,0
12535,r257,United States<sup>c</sup> -> New Mexico,United States<sup>c</sup>,New Mexico,,2,2337788,781067,1556721,0,0,0
12535,r258,"United States<sup>c</sup> -> New Mexico -> Game and Fish, Department of",United States<sup>c</sup>,New Mexico,"Game and Fish, Department of",3,1501778,475000,1026778,0,0,0
12535,r259,"United States<sup>c</sup> -> New Mexico -> Transportation, Department of",United States<sup>c</sup>,New Mexico,"Transportation, Department of",3,770937,306067,464870,0,0,0
12535,r260,United States<sup>c</sup> -> New Mexico -> Western State Air Resources Council,United States<sup>c</sup>,New Mexico,Western State Air Resources Council,3,65073,0,65073,0,0,0
12535,r261,United States<sup>c</sup> -> New York,United States<sup>c</sup>,New York,,2,486576578,286453348,200123230,7250000,7250000,0
12535,r262,"United States<sup>c</sup> -> New York -> Agriculture and Markets, Department of ",United States<sup>c</sup>,New York,"Agriculture and Markets, Department of ",3,6775611,2582000,4193611,0,0,0
12535,r263,"United States<sup>c</sup> -> New York -> Economic Development, Department of",United States<sup>c</sup>,New York,"Economic Development, Department of",3,98660735,0,98660735,0,0,0
12535,r264,United States<sup>c</sup> -> New York -> Energy Research and Development Authority,United States<sup>c</sup>,New York,Energy Research and Development Authority,3,55115891,8551208,46564683,0,0,0
12535,r265,"United States<sup>c</sup> -> New York -> Environmental Conservation, Department of ",United States<sup>c</sup>,New York,"Environmental Conservation, Department of ",3,11196566,4262602,6933964,0,0,0
12535,r266,"United States<sup>c</sup> -> New York -> Health, Department of ",United States<sup>c</sup>,New York,"Health, Department of ",3,42199899,26751347,15448552,0,0,0
12535,r267,"United States<sup>c</sup> -> New York -> Mental Health, Office of ",United States<sup>c</sup>,New York,"Mental Health, Office of ",3,170362799,149760923,20601876,7250000,7250000,0
12535,r268,"United States<sup>c</sup> -> New York -> People with Developmental Disabilities, Office of",United States<sup>c</sup>,New York,"People with Developmental Disabilities, Office of",3,2317096,2317096,0,0,0,0
12535,r269,United States<sup>c</sup> -> New York -> Power Authority,United States<sup>c</sup>,New York,Power Authority,3,9265322,2975989,6289333,0,0,0
12535,r270,United States<sup>c</sup> -> New York -> Roswell Park Comprehensive Cancer Center,United States<sup>c</sup>,New York,Roswell Park Comprehensive Cancer Center,3,76048189,76048189,0,0,0,0
12535,r271,United States<sup>c</sup> -> New York -> State Museum,United States<sup>c</sup>,New York,State Museum,3,11121948,10729590,392358,0,0,0
12535,r272,United States<sup>c</sup> -> New York -> Thoroughbred Breeding and Development Fund Corp,United States<sup>c</sup>,New York,Thoroughbred Breeding and Development Fund Corp,3,365189,0,365189,0,0,0
12535,r273,"United States<sup>c</sup> -> New York -> Transportation, Department of ",United States<sup>c</sup>,New York,"Transportation, Department of ",3,3147333,2474404,672929,0,0,0
12535,r274,United States<sup>c</sup> -> North Carolina,United States<sup>c</sup>,North Carolina,,2,36106613,16335642,19770971,1000000,1000000,0
12535,r275,"United States<sup>c</sup> -> North Carolina -> Agriculture and Consumer Services, Department of",United States<sup>c</sup>,North Carolina,"Agriculture and Consumer Services, Department of",3,15422911,13922911,1500000,1000000,1000000,0
12535,r276,United States<sup>c</sup> -> North Carolina -> Biotechnology Center,United States<sup>c</sup>,North Carolina,Biotechnology Center,3,7770931,0,7770931,0,0,0
12535,r277,"United States<sup>c</sup> -> North Carolina -> Natural and Cultural Resources, Department of",United States<sup>c</sup>,North Carolina,"Natural and Cultural Resources, Department of",3,2135087,1762688,372399,0,0,0
12535,r278,"United States<sup>c</sup> -> North Carolina -> Science Technology & Innovation, Office of",United States<sup>c</sup>,North Carolina,"Science Technology & Innovation, Office of",3,2048421,0,2048421,0,0,0
12535,r279,"United States<sup>c</sup> -> North Carolina -> Transportation, Department of",United States<sup>c</sup>,North Carolina,"Transportation, Department of",3,8572434,650043,7922391,0,0,0
12535,r280,United States<sup>c</sup> -> North Carolina -> Wine and Grape Growers Council,United States<sup>c</sup>,North Carolina,Wine and Grape Growers Council,3,156829,0,156829,0,0,0
12535,r281,United States<sup>c</sup> -> North Dakota,United States<sup>c</sup>,North Dakota,,2,25822123,981502,24840621,0,0,0
12535,r282,"United States<sup>c</sup> -> North Dakota -> Agriculture, Department of",United States<sup>c</sup>,North Dakota,"Agriculture, Department of",3,924605,0,924605,0,0,0
12535,r283,United States<sup>c</sup> -> North Dakota -> Dry Pea and Lentil Commission,United States<sup>c</sup>,North Dakota,Dry Pea and Lentil Commission,3,257308,0,257308,0,0,0
12535,r284,"United States<sup>c</sup> -> North Dakota -> Game and Fish, Department of",United States<sup>c</sup>,North Dakota,"Game and Fish, Department of",3,659780,52550,607230,0,0,0
12535,r285,United States<sup>c</sup> -> North Dakota -> Historical Society of North Dakota,United States<sup>c</sup>,North Dakota,Historical Society of North Dakota,3,1034581,893850,140731,0,0,0
12535,r286,United States<sup>c</sup> -> North Dakota -> Industrial Commission,United States<sup>c</sup>,North Dakota,Industrial Commission,3,18378646,0,18378646,0,0,0
12535,r287,"United States<sup>c</sup> -> North Dakota -> Midwest Dairy Association, North Dakota Division",United States<sup>c</sup>,North Dakota,"Midwest Dairy Association, North Dakota Division",3,6435,0,6435,0,0,0
12535,r288,United States<sup>c</sup> -> North Dakota -> Soybean Council,United States<sup>c</sup>,North Dakota,Soybean Council,3,1531730,0,1531730,0,0,0
12535,r289,"United States<sup>c</sup> -> North Dakota -> Transportation, Department of",United States<sup>c</sup>,North Dakota,"Transportation, Department of",3,1820328,35102,1785226,0,0,0
12535,r290,United States<sup>c</sup> -> North Dakota -> Wheat Commission,United States<sup>c</sup>,North Dakota,Wheat Commission,3,1208710,0,1208710,0,0,0
12535,r291,United States<sup>c</sup> -> Ohio,United States<sup>c</sup>,Ohio,,2,117471257,641094,116830163,0,0,0
12535,r292,"United States<sup>c</sup> -> Ohio -> Development, Department of",United States<sup>c</sup>,Ohio,"Development, Department of",3,88778286,0,88778286,0,0,0
12535,r293,"United States<sup>c</sup> -> Ohio -> Education & Workforce, Department of",United States<sup>c</sup>,Ohio,"Education & Workforce, Department of",3,166000,25000,141000,0,0,0
12535,r294,"United States<sup>c</sup> -> Ohio -> Mental Health and Addictions Services, Department of",United States<sup>c</sup>,Ohio,"Mental Health and Addictions Services, Department of",3,20000000,0,20000000,0,0,0
12535,r295,"United States<sup>c</sup> -> Ohio -> Natural Resources, Department of",United States<sup>c</sup>,Ohio,"Natural Resources, Department of",3,2230912,616094,1614818,0,0,0
12535,r296,"United States<sup>c</sup> -> Ohio -> Transportation, Department of",United States<sup>c</sup>,Ohio,"Transportation, Department of",3,5432652,0,5432652,0,0,0
12535,r297,United States<sup>c</sup> -> Ohio -> Water Development Authority,United States<sup>c</sup>,Ohio,Water Development Authority,3,863407,0,863407,0,0,0
12535,r298,United States<sup>c</sup> -> Oklahoma,United States<sup>c</sup>,Oklahoma,,2,28885260,1434856,27450404,0,0,0
12535,r299,"United States<sup>c</sup> -> Oklahoma -> Advancement of Science and Technology, Center for the ",United States<sup>c</sup>,Oklahoma,"Advancement of Science and Technology, Center for the ",3,8294382,0,8294382,0,0,0
12535,r300,"United States<sup>c</sup> -> Oklahoma -> Agriculture, Food, and Forestry, Department of",United States<sup>c</sup>,Oklahoma,"Agriculture, Food, and Forestry, Department of",3,426689,0,426689,0,0,0
12535,r301,United States<sup>c</sup> -> Oklahoma -> Grand River Dam Authority,United States<sup>c</sup>,Oklahoma,Grand River Dam Authority,3,455000,250000,205000,0,0,0
12535,r302,"United States<sup>c</sup> -> Oklahoma -> Health, Department of",United States<sup>c</sup>,Oklahoma,"Health, Department of",3,1314070,432788,881282,0,0,0
12535,r303,"United States<sup>c</sup> -> Oklahoma -> Human Services, Department of",United States<sup>c</sup>,Oklahoma,"Human Services, Department of",3,174930,174930,0,0,0,0
12535,r304,"United States<sup>c</sup> -> Oklahoma -> Midwest Dairy Association, Oklahoma Division",United States<sup>c</sup>,Oklahoma,"Midwest Dairy Association, Oklahoma Division",3,4950,0,4950,0,0,0
12535,r305,United States<sup>c</sup> -> Oklahoma -> Tobacco Settlement Endowment Trust,United States<sup>c</sup>,Oklahoma,Tobacco Settlement Endowment Trust,3,12280957,0,12280957,0,0,0
12535,r306,"United States<sup>c</sup> -> Oklahoma -> Transportation, Department of",United States<sup>c</sup>,Oklahoma,"Transportation, Department of",3,4240128,573370,3666758,0,0,0
12535,r307,"United States<sup>c</sup> -> Oklahoma -> Wildlife Conservation, Department of",United States<sup>c</sup>,Oklahoma,"Wildlife Conservation, Department of",3,1694154,3768,1690386,0,0,0
12535,r308,United States<sup>c</sup> -> Oregon,United States<sup>c</sup>,Oregon,,2,40257488,19770459,20487029,0,0,0
12535,r309,"United States<sup>c</sup> -> Oregon -> Agriculture, Department of",United States<sup>c</sup>,Oregon,"Agriculture, Department of",3,203998,0,203998,0,0,0
12535,r310,United States<sup>c</sup> -> Oregon -> Business Development Department,United States<sup>c</sup>,Oregon,Business Development Department,3,12000000,0,12000000,0,0,0
12535,r311,"United States<sup>c</sup> -> Oregon -> Education, Department of",United States<sup>c</sup>,Oregon,"Education, Department of",3,456836,0,456836,0,0,0
12535,r312,"United States<sup>c</sup> -> Oregon -> Fish and Wildlife, Department of",United States<sup>c</sup>,Oregon,"Fish and Wildlife, Department of",3,16166574,14440498,1726076,0,0,0
12535,r313,"United States<sup>c</sup> -> Oregon -> Forestry, Department of",United States<sup>c</sup>,Oregon,"Forestry, Department of",3,700000,350000,350000,0,0,0
12535,r314,"United States<sup>c</sup> -> Oregon -> Geology and Mineral Industries, Department of",United States<sup>c</sup>,Oregon,"Geology and Mineral Industries, Department of",3,1118540,1118540,0,0,0,0
12535,r315,"United States<sup>c</sup> -> Oregon -> Human Services, Department of",United States<sup>c</sup>,Oregon,"Human Services, Department of",3,3077411,2613332,464079,0,0,0
12535,r316,"United States<sup>c</sup> -> Oregon -> Transportation, Department of",United States<sup>c</sup>,Oregon,"Transportation, Department of",3,3836183,1049358,2786825,0,0,0
12535,r317,United States<sup>c</sup> -> Oregon -> Water Resources Department,United States<sup>c</sup>,Oregon,Water Resources Department,3,1526296,188083,1338213,0,0,0
12535,r318,United States<sup>c</sup> -> Oregon -> Watershed Enhancement Board,United States<sup>c</sup>,Oregon,Watershed Enhancement Board,3,1171650,10648,1161002,0,0,0
12535,r319,United States<sup>c</sup> -> Pennsylvania,United States<sup>c</sup>,Pennsylvania,,2,99487575,16987160,82500415,0,0,0
12535,r320,"United States<sup>c</sup> -> Pennsylvania -> Agriculture, Department of",United States<sup>c</sup>,Pennsylvania,"Agriculture, Department of",3,2817440,0,2817440,0,0,0
12535,r321,"United States<sup>c</sup> -> Pennsylvania -> Community and Economic Development, Department of",United States<sup>c</sup>,Pennsylvania,"Community and Economic Development, Department of",3,21742628,0,21742628,0,0,0
12535,r322,"United States<sup>c</sup> -> Pennsylvania -> Conservation and Natural Resources, Department of",United States<sup>c</sup>,Pennsylvania,"Conservation and Natural Resources, Department of",3,682346,149625,532721,0,0,0
12535,r323,"United States<sup>c</sup> -> Pennsylvania -> Environmental Protection, Department of",United States<sup>c</sup>,Pennsylvania,"Environmental Protection, Department of",3,257919,4359,253560,0,0,0
12535,r324,United States<sup>c</sup> -> Pennsylvania -> Fish and Boat Commission,United States<sup>c</sup>,Pennsylvania,Fish and Boat Commission,3,163584,143542,20042,0,0,0
12535,r325,United States<sup>c</sup> -> Pennsylvania -> Game Commission,United States<sup>c</sup>,Pennsylvania,Game Commission,3,16916509,16509634,406875,0,0,0
12535,r326,"United States<sup>c</sup> -> Pennsylvania -> Health, Department of",United States<sup>c</sup>,Pennsylvania,"Health, Department of",3,54141877,0,54141877,0,0,0
12535,r327,United States<sup>c</sup> -> Pennsylvania -> Susquehanna River Basin Commission,United States<sup>c</sup>,Pennsylvania,Susquehanna River Basin Commission,3,255000,180000,75000,0,0,0
12535,r328,"United States<sup>c</sup> -> Pennsylvania -> Transportation, Department of",United States<sup>c</sup>,Pennsylvania,"Transportation, Department of",3,2510272,0,2510272,0,0,0
12535,r329,United States<sup>c</sup> -> Rhode Island,United States<sup>c</sup>,Rhode Island,,2,4635868,236546,4399322,0,0,0
12535,r330,United States<sup>c</sup> -> Rhode Island -> Commerce Corporation,United States<sup>c</sup>,Rhode Island,Commerce Corporation,3,749530,0,749530,0,0,0
12535,r331,"United States<sup>c</sup> -> Rhode Island -> Fish and Wildlife; Environmental Management, Department of",United States<sup>c</sup>,Rhode Island,"Fish and Wildlife; Environmental Management, Department of",3,1755569,0,1755569,0,0,0
12535,r332,"United States<sup>c</sup> -> Rhode Island -> Marine Fisheries; Environmental Management, Department of",United States<sup>c</sup>,Rhode Island,"Marine Fisheries; Environmental Management, Department of",3,134234,0,134234,0,0,0
