table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_level_5,industry_hierarchy_depth,field_naics_code,field_company_size_domestic_employees_all_companies,field_company_size_domestic_employees_10_19a,field_company_size_domestic_employees_20_49,field_company_size_domestic_employees_50_99,field_company_size_domestic_employees_100_249,field_company_size_domestic_employees_250_499,field_company_size_domestic_employees_500_999,field_company_size_domestic_employees_1_000_4_999,field_company_size_domestic_employees_5_000_9_999,field_company_size_domestic_employees_10_000_24_999,field_company_size_domestic_employees_25_000_or_more
2715,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['2,251', '  ']","['12', '  ']","['83', '  ']","['51', '  ']","['156', '  ']","['174', '  ']","['93', '  ']","['1,154', '  ']","['189', '  ']","['339', '  ']","['0', '  ']"
2715,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['1,568', '  ']","['0 - 64', '  ']","['0 - 80', '  ']","['0 - 112', '  ']","['44', '  ']","['36', '  ']","['58', '  ']","['80 - 114', '  ']","['0', '  ']","['1,065 - 1,351', '  ']","['0', '  ']"
2715,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['1,135', 'i ']","['6', '  ']","['21 - 32', '  ']","['10', '  ']","['17 - 27', '  ']","['15', '  ']","['3', '  ']","['183 - 203', 'i ']","['166', '  ']","['694', 'i ']","['0', '  ']"
2715,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['64,800', '  ']","['671 - 693', '  ']","['2,213', '  ']","['2,913', '  ']","['3,603', '  ']","['4,282', '  ']","['2,772', '  ']","['6,825', '  ']","['6,785', '  ']","['23,820', '  ']","['10,896 - 10,918', '  ']"
2715,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['2,573', '  ']","['0 - 64', '  ']","['44', '  ']","['9 - 20', '  ']","['85 - 95', '  ']","['83', '  ']","['50', '  ']","['543', 'i ']","['214', '  ']","['1,226 - 1,547', '  ']","['0 - 232', 'i ']"
2715,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['1,257', '  ']","['0 - 64', '  ']","['0 - 80', '  ']","['0 - 112', '  ']","['68 - 78', '  ']","['108', '  ']","['107', '  ']","['454 - 475', '  ']","['0', '  ']","['3 - 512', '  ']","['0 - 232', '  ']"
2715,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['2,667', '  ']","['5', '  ']","['89', '  ']","['123', '  ']","['185', '  ']","['270', '  ']","['294', '  ']","['812', '  ']","['538', '  ']","['351', '  ']","['0', '  ']"
2715,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['1,361', '  ']","['4', '  ']","['18', '  ']","['17', '  ']","['41', '  ']","['12', '  ']","['73', '  ']","['95', '  ']","['155', '  ']","['946', '  ']","['0', '  ']"
2715,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['817', '  ']","['0', '  ']","['17', '  ']","['21', '  ']","['92', '  ']","['41', '  ']","['50', '  ']","['179', '  ']","['120', '  ']","['288', '  ']","['9', '  ']"
2715,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['2,222', '  ']","['31', '  ']","['132', '  ']","['145', '  ']","['455', '  ']","['225', '  ']","['450', '  ']","['409', '  ']","['163', '  ']","['211', '  ']","['0', '  ']"
2715,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['13,765', '  ']","['102 - 115', '  ']","['367', '  ']","['558', '  ']","['864', '  ']","['561', '  ']","['652', '  ']","['2,475', '  ']","['3,062', '  ']","['1,982', '  ']","['3,131 - 3,138', '  ']"
2715,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['1,862', '  ']","['4', '  ']","['52', '  ']","['31', '  ']","['63', '  ']","['14 - 20', '  ']","['79', '  ']","['365', '  ']","['14', '  ']","['0', '  ']","['1,232 - 1,238', '  ']"
2715,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['3,623', '  ']","['6', '  ']","['6', '  ']","['29', 'i ']","['59', '  ']","['26 - 117', '  ']","['67 - 569', '  ']","['588 - 682', '  ']","['2,245 - 2,747', '  ']","['0', '  ']","['0', '  ']"
2715,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['2,310', '  ']","['6', '  ']","['11', '  ']","['10', '  ']","['36', '  ']","['0 - 46', '  ']","['4 - 64', '  ']","['141 - 301', '  ']","['0 - 502', '  ']","['0 - 1,983', '  ']","['0 - 1,901', '  ']"
2715,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['5,970', '  ']","['87 - 100', '  ']","['298', '  ']","['488', '  ']","['707', '  ']","['380 - 471', '  ']","['0 - 502', '  ']","['1,171 - 1,313', '  ']","['303', '  ']","['0 - 1,983', '  ']","['0 - 1,901', '  ']"
2715,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['73,922', '  ']","['247', '  ']","['868', '  ']","['1,003', '  ']","['1,553', '  ']","['2,394', '  ']","['3,033', '  ']","['12,233', '  ']","['9,090', 'i ']","['8,536', '  ']","['34,966', '  ']"
2715,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['11,822', '  ']","['19', '  ']","['101', '  ']","['151 - 219', '  ']","['356', '  ']","['352', '  ']","['766', '  ']","['2,922', '  ']","['545 - 619', '  ']","['1,368', '  ']","['5,171', '  ']"
2715,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['28,642', '  ']","['54', '  ']","['324', '  ']","['313', '  ']","['518', '  ']","['1,608', '  ']","['1,125', '  ']","['4,517', '  ']","['5,097', 'i ']","['4,465', '  ']","['10,622', '  ']"
2715,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['10,864', '  ']","['61 - 176', '  ']","['372 - 399', '  ']","['420', '  ']","['542', '  ']","['181 - 436', '  ']","['604', '  ']","['3,551', '  ']","['367 - 442', '  ']","['1,901 - 1,996', 'i ']","['2,394 - 2,856', '  ']"
2715,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['3,046', '  ']","['49', '  ']","['155', '  ']","['154', '  ']","['144 - 181', '  ']","['145 - 179', '  ']","['340', '  ']","['1,178', '  ']","['0', '  ']","['846', 'i ']","['0', '  ']"
2715,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",5,334511,"['3,388', '  ']","['13', '  ']","['21', '  ']","['31 - 80', '  ']","['33 - 132', '  ']","['36', '  ']","['0 - 265', '  ']","['502 - 675', '  ']","['0 - 442', '  ']","['0 - 795', '  ']","['1,959', '  ']"
2715,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['4,430', '  ']","['0 - 115', '  ']","['196 - 223', '  ']","['187 - 236', '  ']","['229 - 328', '  ']","['0 - 253', '  ']","['0 - 265', '  ']","['1,697 - 1,870', '  ']","['0 - 442', '  ']","['353 - 1,071', 'i ']","['435 - 897', '  ']"
2715,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['22,594', '  ']","['0 - 115', '  ']","['43 - 70', '  ']","['50 - 118', '  ']","['137', '  ']","['0 - 253', '  ']","['538', '  ']","['1,244', '  ']","['3,006', '  ']","['708 - 801', '  ']","['16,316 - 16,777', '  ']"
2715,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['4,222', '  ']","['47', '  ']","['227', '  ']","['310', '  ']","['241', '  ']","['217', '  ']","['424', '  ']","['1,145', '  ']","['501', '  ']","['625', '  ']","['485', '  ']"
2715,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['35,894', '  ']","['154', '  ']","['154', '  ']","['132', '  ']","['390', '  ']","['592', '  ']","['903', '  ']","['3,301', '  ']","['2,382', '  ']","['5,186', '  ']","['22,700', '  ']"
2715,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['23,080', '  ']","['0 - 12', '  ']","['37 - 66', '  ']","['52 - 60', '  ']","['251', '  ']","['369', '  ']","['564', '  ']","['2,300', '  ']","['1,204', '  ']","['4,065', '  ']","['14,187 - 14,240', '  ']"
2715,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['11,160', '  ']","['142', '  ']","['23 - 51', '  ']","['62', '  ']","['94 - 122', '  ']","['153', '  ']","['230', '  ']","['832 - 848', '  ']","['655', '  ']","['1,122', '  ']","['7,823', '  ']"
2715,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['10,746', '  ']","['134', '  ']","['7 - 36', '  ']","['42', '  ']","['83 - 111', '  ']","['139', '  ']","['230', '  ']","['589', '  ']","['549', '  ']","['1,122', '  ']","['7,823', '  ']"
2715,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['414', '  ']","['8', '  ']","['0 - 16', '  ']","['20', '  ']","['10', '  ']","['14', '  ']","['0', '  ']","['243 - 259', '  ']","['105', '  ']","['0', '  ']","['0', '  ']"
2715,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,"['6', '  ']","['0', '  ']","['0 - 6', '  ']","['0 - 6', '  ']","['0 - 6', '  ']","['0 - 6', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2715,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['1,649', '  ']","['0 - 12', '  ']","['31 - 67', '  ']","['6 - 19', '  ']","['11 - 45', '  ']","['62 - 72', '  ']","['110', '  ']","['153 - 170', '  ']","['523', '  ']","['0', '  ']","['636 - 691', '  ']"
2715,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['404', '  ']","['0', '  ']","['13', '  ']","['23', '  ']","['37', '  ']","['24', '  ']","['9', '  ']","['79', '  ']","['205', '  ']","['14', '  ']","['0', '  ']"
2715,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['16,807', '  ']","['65 - 71', '  ']","['405', '  ']","['514 - 520', '  ']","['782', '  ']","['629', '  ']","['582', '  ']","['3,217', '  ']","['1,832', '  ']","['4,098', '  ']","['4,675', '  ']"
2715,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['14,267', '  ']","['64', '  ']","['360', '  ']","['281', '  ']","['551', '  ']","['309', '  ']","['476', '  ']","['2,290', '  ']","['1,421', '  ']","['3,977', '  ']","['4,539', '  ']"
2715,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['2,540', '  ']","['2 - 8', '  ']","['45', '  ']","['234 - 240', '  ']","['231', '  ']","['320', '  ']","['106', '  ']","['927', '  ']","['411', 'i ']","['121', 'i ']","['136', 'i ']"
2715,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['143,123', '  ']","['1,894', '  ']","['4,658', '  ']","['4,345', '  ']","['5,660', '  ']","['6,485', '  ']","['5,611', '  ']","['24,404', '  ']","['9,936', '  ']","['21,508', '  ']","['58,624', '  ']"
2715,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['1,775', '  ']","['9', '  ']","['16', '  ']","['33', '  ']","['51', '  ']","['52', '  ']","['44', 'i ']","['65', 'i ']","['277', '  ']","['1,227', '  ']","['0', '  ']"
2715,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['224', '  ']","['1', '  ']","['9', '  ']","['*', '  ']","['8', '  ']","['0', '  ']","['0 - 94', '  ']","['48', '  ']","['0 - 94', '  ']","['67', '  ']","['0 - 94', '  ']"
2715,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['881', 'i ']","['35', '  ']","['142', '  ']","['118', 'i ']","['262', 'i ']","['105', 'i ']","['172', 'i ']","['47', '  ']","['0', '  ']","['*', '  ']","['0', '  ']"
2715,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['11,557', 'i ']","['0 - 37', '  ']","['0 - 83', '  ']","['3', 'i ']","['20', '  ']","['0 - 219', '  ']","['0 - 231', '  ']","['0 - 485', '  ']","['0 - 1,076', 'i ']","['0', '  ']","['9,418 - 10,738', 'i ']"
2715,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['935', '  ']","['2', 'i ']","['11', '  ']","['7', '  ']","['39', '  ']","['2', '  ']","['264', '  ']","['157', '  ']","['14', '  ']","['20', '  ']","['419', '  ']"
2715,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['93,487', '  ']","['679', '  ']","['1,151', '  ']","['1,498', '  ']","['2,911', '  ']","['3,747', '  ']","['3,489', '  ']","['17,682', '  ']","['6,700', '  ']","['15,494', '  ']","['40,137', '  ']"
2715,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['32,281', '  ']","['202', '  ']","['487', '  ']","['476', '  ']","['979', '  ']","['761', '  ']","['715', '  ']","['7,802', '  ']","['4,849', '  ']","['1,854', '  ']","['14,157', '  ']"
2715,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['131', '  ']","['0', '  ']","['7', '  ']","['7', '  ']","['*', '  ']","['52', 'i ']","['15', 'i ']","['0', '  ']","['0', '  ']","['50', 'i ']","['0', '  ']"
2715,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['32,150', '  ']","['202', '  ']","['480', '  ']","['469', '  ']","['979', '  ']","['709', '  ']","['700', '  ']","['7,802', '  ']","['4,849', '  ']","['1,804', '  ']","['14,157', '  ']"
2715,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['3,631', '  ']","['0 - 478', '  ']","['0 - 665', '  ']","['0 - 181', '  ']","['0 - 421', '  ']","['265', '  ']","['0 - 535', '  ']","['0 - 2,675', '  ']","['0 - 444', '  ']","['0 - 3,367', '  ']","['0 - 3,367', '  ']"
2715,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['23,115', '  ']","['0 - 478', '  ']","['0 - 665', '  ']","['843', '  ']","['1,511 - 1,530', '  ']","['2,115', '  ']","['2,240', '  ']","['7,207', '  ']","['1,408', '  ']","['1,767 - 2,931', '  ']","['4,861', '  ']"
2715,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['34,459', '  ']","['0 - 478', '  ']","['0 - 665', '  ']","['0 - 181', '  ']","['0 - 421', '  ']","['606', '  ']","['0 - 535', '  ']","['0 - 2,675', '  ']","['0 - 444', '  ']","['7,341 - 11,874', '  ']","['17,751 - 21,120', '  ']"
2715,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['7,426', '  ']","['249', '  ']","['11', '  ']","['33', '  ']","['150', '  ']","['461', '  ']","['182', '  ']","['1,133', 'i ']","['1,086', '  ']","['1,753', '  ']","['2,369', '  ']"
2715,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['1,022', '  ']","['0', '  ']","['2', '  ']","['8', '  ']","['14', '  ']","['2', '  ']","['57', '  ']","['938', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2715,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['6', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['6', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2715,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['1,016', '  ']","['0', '  ']","['2', '  ']","['8', '  ']","['9', '  ']","['2', '  ']","['57', '  ']","['938', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2715,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['22,374', '  ']","['873', '  ']","['3,194', '  ']","['2,400', '  ']","['1,958', '  ']","['1,236', '  ']","['902', '  ']","['3,794', '  ']","['784', '  ']","['2,397', '  ']","['4,837', '  ']"
2715,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['2,277', '  ']","['119', '  ']","['286', '  ']","['311', '  ']","['445', '  ']","['292', '  ']","['97', '  ']","['272', '  ']","['241', '  ']","['214', '  ']","['*', '  ']"
2715,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['13,633', '  ']","['352', '  ']","['1,573', '  ']","['1,178', '  ']","['867', '  ']","['577', '  ']","['580', '  ']","['2,767', '  ']","['476', '  ']","['1,744', '  ']","['3,518', '  ']"
2715,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['2,424', '  ']","['345', '  ']","['689', '  ']","['547', '  ']","['233', '  ']","['131', '  ']","['27', '  ']","['206', '  ']","['3', '  ']","['197', '  ']","['46', '  ']"
2715,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology,5,541711,"['820', '  ']","['125 - 133', '  ']","['142', '  ']","['186', '  ']","['67', '  ']","['57 - 67', '  ']","['0', '  ']","['189', '  ']","['0', '  ']","['0', '  ']","['46', '  ']"
2715,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except biotechnology)",5,541712,"['1,577', '  ']","['213', '  ']","['539', '  ']","['361', '  ']","['167', '  ']","['53', '  ']","['27', '  ']","['17', '  ']","['3', '  ']","['197', '  ']","['0', '  ']"
2715,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['27', '  ']","['0 - 6', '  ']","['8', '  ']","['*', '  ']","['0', '  ']","['12 - 20', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2715,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['4,041', '  ']","['58', '  ']","['646', '  ']","['364', '  ']","['412', '  ']","['237', '  ']","['197', '  ']","['549', '  ']","['65', 'i ']","['242', '  ']","['1,273', '  ']"
2715,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['1,401', '  ']","['13', '  ']","['43', '  ']","['136', '  ']","['81', '  ']","['665', '  ']","['274', 'i ']","['60', '  ']","['3', '  ']","['0', '  ']","['127', 'i ']"
2715,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['2,041', '  ']","['0 - 37', '  ']","['0 - 83', '  ']","['108', '  ']","['165', '  ']","['0 - 219', '  ']","['0 - 231', '  ']","['0 - 485', '  ']","['0 - 1,076', 'i ']","['549', '  ']","['0 - 1,221', '  ']"
