table_id,row_id,_b_state_and_outlying_area_b_full_path,_b_state_and_outlying_area_b_level_1,_b_state_and_outlying_area_b_level_2,_b_state_and_outlying_area_b_hierarchy_depth,field_all_agencies,field_doc,field_dod,field_doe,field_doi,field_ed,field_epa,field_hhs,field_nasa,field_nsf,field_usda,field_othera
4319,r001,All states and outlying areas,All states and outlying areas,,1,38084768.1,424013.6,4679372.0,1369567.0,63631.0,176914.7,9416.9,22637592.7,1077685.0,6057633.1,1243381.7,345560.3
4319,r002,All states and outlying areas -> Alabama,All states and outlying areas,Alabama,2,540544.4,6579.7,52233.8,9922.7,519.1,343.6,0.0,361514.3,13238.1,57563.5,26655.1,11974.4
4319,r003,All states and outlying areas -> Alaska,All states and outlying areas,Alaska,2,115684.0,3363.1,9883.8,3850.0,4385.1,0.0,0.0,15128.5,14703.7,57748.3,3714.9,2906.6
4319,r004,All states and outlying areas -> Arizona,All states and outlying areas,Arizona,2,482710.9,1650.6,40541.8,22409.8,1636.1,4416.3,2150.0,208248.3,61158.7,124168.0,12831.1,3500.2
4319,r005,All states and outlying areas -> Arkansas,All states and outlying areas,Arkansas,2,112667.8,0.0,12185.6,1020.0,149.4,0.0,0.0,47245.6,644.6,18685.0,29937.4,2800.2
4319,r006,All states and outlying areas -> California,All states and outlying areas,California,2,4906328.5,12774.9,430002.6,165073.9,9113.0,13013.4,317.1,3335208.2,101996.4,741790.5,72862.4,24176.2
4319,r007,All states and outlying areas -> Colorado,All states and outlying areas,Colorado,2,811513.0,89915.8,59916.7,27614.0,6507.5,2152.9,0.0,336235.9,75141.1,180984.0,29369.6,3675.5
4319,r008,All states and outlying areas -> Connecticut,All states and outlying areas,Connecticut,2,688353.2,5317.5,32953.3,11663.3,132.0,2732.2,440.2,556508.1,4572.0,65352.8,6539.8,2141.9
4319,r009,All states and outlying areas -> Delaware,All states and outlying areas,Delaware,2,138647.1,16547.6,18692.7,7132.2,378.7,2596.1,0.0,40730.7,2870.3,38867.4,10681.0,150.4
4319,r010,All states and outlying areas -> District of Columbia,All states and outlying areas,District of Columbia,2,498905.8,1200.8,17844.0,1503.8,41.4,872.1,0.0,178899.2,151667.4,142635.6,958.4,3283.0
4319,r011,All states and outlying areas -> Florida,All states and outlying areas,Florida,2,1005064.8,17512.2,79614.2,33880.7,2524.4,16298.9,0.0,525737.0,21657.7,225749.0,53501.7,28589.0
4319,r012,All states and outlying areas -> Georgia,All states and outlying areas,Georgia,2,1377691.0,7348.5,520246.1,24196.7,296.4,4125.1,334.3,605094.9,14693.4,156301.0,39364.9,5689.8
4319,r013,All states and outlying areas -> Hawaii,All states and outlying areas,Hawaii,2,172601.3,50.0,36136.6,5528.2,1267.9,0.0,0.0,55399.4,22669.6,45950.5,5399.1,200.0
4319,r014,All states and outlying areas -> Idaho,All states and outlying areas,Idaho,2,71398.1,680.6,5520.3,4927.1,1000.8,216.8,0.0,15240.9,2140.5,30443.0,11228.1,0.0
4319,r015,All states and outlying areas -> Illinois,All states and outlying areas,Illinois,2,1419237.7,6552.1,93712.3,64733.6,955.0,5110.6,0.0,923257.0,18167.3,267021.6,32310.4,7418.0
4319,r016,All states and outlying areas -> Indiana,All states and outlying areas,Indiana,2,611975.1,5802.6,54860.8,32661.4,609.2,2165.2,0.0,310965.7,7508.6,163019.8,27318.1,7063.6
4319,r017,All states and outlying areas -> Iowa,All states and outlying areas,Iowa,2,312625.5,6609.1,12664.0,5810.3,283.8,972.7,0.0,201384.1,5052.4,42984.5,29989.7,6875.0
4319,r018,All states and outlying areas -> Kansas,All states and outlying areas,Kansas,2,254812.7,904.0,37757.0,8740.4,350.4,10113.9,0.0,112340.0,2172.9,37234.0,31210.7,13989.3
4319,r019,All states and outlying areas -> Kentucky,All states and outlying areas,Kentucky,2,296526.1,1115.2,12199.3,3993.8,412.1,1344.0,0.0,224903.0,940.3,29635.3,21983.1,0.0
4319,r020,All states and outlying areas -> Louisiana,All states and outlying areas,Louisiana,2,253580.2,4160.1,13048.6,2433.0,1644.4,3115.1,0.0,172374.2,1158.2,33148.2,17349.7,5148.6
4319,r021,All states and outlying areas -> Maine,All states and outlying areas,Maine,2,68889.3,5201.3,17860.2,1167.9,0.0,0.0,0.0,7093.5,898.3,17490.7,7818.6,11359.0
4319,r022,All states and outlying areas -> Maryland,All states and outlying areas,Maryland,2,2415778.0,24253.5,979242.1,20125.8,485.0,5417.2,600.0,1017227.4,223417.9,113666.9,25600.7,5741.4
4319,r023,All states and outlying areas -> Massachusetts,All states and outlying areas,Massachusetts,2,1917570.9,16300.8,208366.1,80624.3,2868.3,6782.8,2348.3,1110108.3,32119.3,430696.8,16194.4,11161.4
