table_id,row_id,_b_state_and_outlying_area_b_full_path,_b_state_and_outlying_area_b_level_1,_b_state_and_outlying_area_b_level_2,_b_state_and_outlying_area_b_hierarchy_depth,field_all_agencies,field_doc,field_dod,field_doe,field_doi,field_ed,field_epa,field_hhs,field_nasa,field_nsf,field_usda,field_othera
4319,r024,All states and outlying areas -> Michigan,All states and outlying areas,Michigan,2,1231391.0,9296.7,61210.2,132021.7,311.8,2965.5,0.0,734190.1,18088.8,227446.1,29509.9,16350.4
4319,r025,All states and outlying areas -> Minnesota,All states and outlying areas,Minnesota,2,483036.7,1741.0,23407.4,17600.3,926.4,5107.3,0.0,300937.0,4167.2,84825.0,44325.0,0.0
4319,r026,All states and outlying areas -> Mississippi,All states and outlying areas,Mississippi,2,216017.8,25170.4,60868.4,5547.7,396.9,1249.8,0.0,53869.4,747.6,24330.4,37335.2,6502.1
4319,r027,All states and outlying areas -> Missouri,All states and outlying areas,Missouri,2,761665.0,0.0,58187.9,6878.9,126.4,3957.8,0.0,612368.1,6391.7,48853.9,20632.9,4267.4
4319,r028,All states and outlying areas -> Montana,All states and outlying areas,Montana,2,102503.4,1023.2,4988.9,3750.8,1374.1,0.0,0.0,34944.5,5081.9,29275.3,18170.4,3894.2
4319,r029,All states and outlying areas -> Nebraska,All states and outlying areas,Nebraska,2,215852.4,1466.5,21096.9,7083.3,181.0,3700.2,0.0,121812.5,0.0,40329.0,14634.3,5548.6
4319,r030,All states and outlying areas -> Nevada,All states and outlying areas,Nevada,2,91097.7,1310.1,10061.6,3321.6,1685.5,0.0,0.0,39444.2,1279.5,25352.7,5842.2,2800.2
4319,r031,All states and outlying areas -> New Hampshire,All states and outlying areas,New Hampshire,2,168813.3,7757.2,7957.8,4364.7,895.6,0.0,0.0,92344.8,12764.7,38686.1,4042.4,0.0
4319,r032,All states and outlying areas -> New Jersey,All states and outlying areas,New Jersey,2,504752.6,12909.6,54071.5,23979.7,929.6,874.8,0.0,238608.1,13276.9,132856.2,12833.3,14412.8
4319,r033,All states and outlying areas -> New Mexico,All states and outlying areas,New Mexico,2,176029.4,10.0,22882.6,4711.8,1741.0,249.7,300.0,85173.3,3289.3,40764.8,16774.0,132.9
4319,r034,All states and outlying areas -> New York,All states and outlying areas,New York,2,3160971.0,15958.0,136931.2,137879.2,1461.7,7389.4,317.1,2321161.4,34646.7,441208.0,49658.9,14359.6
4319,r035,All states and outlying areas -> North Carolina,All states and outlying areas,North Carolina,2,1662046.6,8889.2,83461.7,32020.1,2111.7,9950.9,0.0,1257004.0,5391.8,182604.9,68090.2,12522.1
4319,r036,All states and outlying areas -> North Dakota,All states and outlying areas,North Dakota,2,49688.3,0.0,1195.1,0.0,48.0,0.0,0.0,22112.9,297.4,7986.9,12475.2,5572.8
4319,r037,All states and outlying areas -> Ohio,All states and outlying areas,Ohio,2,978559.4,2614.0,155842.2,27594.3,382.8,4679.5,0.0,615103.2,12417.0,120900.4,32211.1,6815.1
4319,r038,All states and outlying areas -> Oklahoma,All states and outlying areas,Oklahoma,2,209141.6,23707.9,6929.3,12663.8,1391.0,768.4,0.0,89262.6,26337.0,27874.6,17326.1,2880.8
4319,r039,All states and outlying areas -> Oregon,All states and outlying areas,Oregon,2,615132.8,7136.5,22761.8,9406.6,2066.5,8823.1,0.0,348255.2,6843.2,185345.4,18727.3,5767.2
4319,r040,All states and outlying areas -> Pennsylvania,All states and outlying areas,Pennsylvania,2,2403531.7,4550.0,523339.4,37466.8,344.1,7888.7,1759.8,1464515.1,24631.4,280765.9,39146.6,19123.9
4319,r041,All states and outlying areas -> Rhode Island,All states and outlying areas,Rhode Island,2,216940.8,8261.7,23052.7,2750.7,0.0,1203.7,0.0,124029.8,2260.9,51626.6,3504.6,250.0
4319,r042,All states and outlying areas -> South Carolina,All states and outlying areas,South Carolina,2,287364.3,3027.2,10934.2,7533.9,509.4,1381.4,0.0,193516.8,4022.6,47848.9,15572.7,3017.2
4319,r043,All states and outlying areas -> South Dakota,All states and outlying areas,South Dakota,2,45425.4,600.0,873.1,306.1,655.0,0.0,0.0,10619.6,410.2,19880.6,12081.0,0.0
4319,r044,All states and outlying areas -> Tennessee,All states and outlying areas,Tennessee,2,662341.7,2227.2,39001.5,41273.4,778.7,5256.6,850.0,461693.6,5505.1,75825.2,27511.8,2418.6
4319,r045,All states and outlying areas -> Texas,All states and outlying areas,Texas,2,2146144.9,14530.2,259320.0,62197.6,1076.0,12871.6,0.0,1248368.4,54413.1,400229.6,73803.5,19335.0
4319,r046,All states and outlying areas -> Utah,All states and outlying areas,Utah,2,546005.3,440.4,119039.9,137814.3,271.0,970.8,0.0,214777.3,13213.4,49801.9,8939.6,736.8
4319,r047,All states and outlying areas -> Vermont,All states and outlying areas,Vermont,2,92230.1,1808.5,8559.2,679.5,250.0,0.0,0.0,55958.8,45.0,5684.1,19155.1,90.0
4319,r048,All states and outlying areas -> Virginia,All states and outlying areas,Virginia,2,641633.7,8433.6,103280.5,18658.4,536.6,8498.6,0.0,306099.0,12131.3,135656.8,25596.6,22742.3
4319,r049,All states and outlying areas -> Washington,All states and outlying areas,Washington,2,1021099.3,19024.9,82317.9,29209.9,5757.0,2654.9,0.0,691957.4,16373.7,133469.4,31910.7,8423.5
4319,r050,All states and outlying areas -> West Virginia,All states and outlying areas,West Virginia,2,68634.2,768.0,3664.5,4487.4,57.4,0.0,0.0,35500.1,1638.0,10270.1,11541.8,706.9
4319,r051,All states and outlying areas -> Wisconsin,All states and outlying areas,Wisconsin,2,698206.5,4083.5,25937.1,57801.4,1661.0,3195.0,0.0,425987.3,12457.6,118615.0,39422.1,9046.4
4319,r052,All states and outlying areas -> Wyoming,All states and outlying areas,Wyoming,2,45662.6,1464.7,856.7,1550.0,145.1,0.0,0.0,10526.7,408.4,27082.1,3629.0,0.0
4319,r053,All states and outlying areas -> American Samoa,All states and outlying areas,American Samoa,2,1604.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1604.9,0.0
4319,r054,All states and outlying areas -> Guam,All states and outlying areas,Guam,2,5382.6,416.3,0.0,0.0,0.0,0.0,0.0,1488.1,0.0,1209.5,2268.6,0.0
4319,r055,All states and outlying areas -> Puerto Rico,All states and outlying areas,Puerto Rico,2,94104.1,1547.5,1849.6,0.0,0.0,1487.9,0.0,64559.8,565.0,16969.5,7124.9,0.0
4319,r056,All states and outlying areas -> Trust Territory of the Pacific Islands,All states and outlying areas,Trust Territory of the Pacific Islands,2,3131.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3131.2,0.0
4319,r057,All states and outlying areas -> Virgin Islands,All states and outlying areas,Virgin Islands,2,5520.5,0.0,9.5,0.0,0.0,0.0,0.0,559.5,0.0,2921.6,2029.9,0.0
