table_id,row_id,_b_state_outlying_area_and_institution_b_full_path,_b_state_outlying_area_and_institution_b_level_1,_b_state_outlying_area_and_institution_b_level_2,_b_state_outlying_area_and_institution_b_level_3,_b_state_outlying_area_and_institution_b_hierarchy_depth,field_all_agencies,field_doc,field_dod,field_doe,field_doi,field_ed,field_epa,field_hhs,field_nasa,field_nsf,field_usda,field_othera
10417,r001,All states and outlying areas,All states and outlying areas,,,1,11578405,20762,1714054,179183,7981,105259,14333,6741812,1836876,323456,48789,585900
10417,r002,All states and outlying areas -> Alabama,All states and outlying areas,Alabama,,2,38935,0,12443,0,0,0,0,23363,2255,874,0,0
10417,r003,All states and outlying areas -> Alabama -> HudsonAlpha Institute for Biotechnology,All states and outlying areas,Alabama,HudsonAlpha Institute for Biotechnology,3,14020,0,147,0,0,0,0,12999,0,874,0,0
10417,r004,All states and outlying areas -> Alabama -> Huntsville Rehabilitation Foundation Inc.,All states and outlying areas,Alabama,Huntsville Rehabilitation Foundation Inc.,3,10605,0,10605,0,0,0,0,0,0,0,0,0
10417,r005,All states and outlying areas -> Alabama -> Southern Research Institute,All states and outlying areas,Alabama,Southern Research Institute,3,14310,0,1691,0,0,0,0,10364,2255,0,0,0
10417,r006,All states and outlying areas -> Alaska,All states and outlying areas,Alaska,,2,12783,267,1919,0,193,0,0,8078,0,2286,39,0
10417,r007,All states and outlying areas -> Alaska -> Alaska Community Action on Toxics,All states and outlying areas,Alaska,Alaska Community Action on Toxics,3,544,0,0,0,0,0,0,544,0,0,0,0
10417,r008,All states and outlying areas -> Alaska -> Alaska Marine Safety Education Association ,All states and outlying areas,Alaska,Alaska Marine Safety Education Association ,3,50,0,0,0,0,0,0,50,0,0,0,0
10417,r009,All states and outlying areas -> Alaska -> Alaska Native Tribal Health Consortium,All states and outlying areas,Alaska,Alaska Native Tribal Health Consortium,3,6500,0,0,0,0,0,0,6500,0,0,0,0
10417,r010,All states and outlying areas -> Alaska -> Arctic Research Consortium of the United States,All states and outlying areas,Alaska,Arctic Research Consortium of the United States,3,1921,0,0,0,0,0,0,0,0,1921,0,0
10417,r011,All states and outlying areas -> Alaska -> Calista Education and Culture Inc.,All states and outlying areas,Alaska,Calista Education and Culture Inc.,3,120,0,0,0,0,0,0,0,0,120,0,0
10417,r012,All states and outlying areas -> Alaska -> Kawerak Inc.,All states and outlying areas,Alaska,Kawerak Inc.,3,39,0,0,0,0,0,0,0,0,0,39,0
10417,r013,All states and outlying areas -> Alaska -> Launch: Alaska,All states and outlying areas,Alaska,Launch: Alaska,3,1500,0,1500,0,0,0,0,0,0,0,0,0
10417,r014,All states and outlying areas -> Alaska -> North Gulf Oceanic Society ,All states and outlying areas,Alaska,North Gulf Oceanic Society ,3,69,0,69,0,0,0,0,0,0,0,0,0
10417,r015,All states and outlying areas -> Alaska -> Seward Association for the Advancement of Marine Science,All states and outlying areas,Alaska,Seward Association for the Advancement of Marine Science,3,543,0,350,0,193,0,0,0,0,0,0,0
10417,r016,All states and outlying areas -> Alaska -> Sitka Conservation Society,All states and outlying areas,Alaska,Sitka Conservation Society,3,267,267,0,0,0,0,0,0,0,0,0,0
10417,r017,All states and outlying areas -> Alaska -> Sitka Sound Science Center Inc.,All states and outlying areas,Alaska,Sitka Sound Science Center Inc.,3,245,0,0,0,0,0,0,0,0,245,0,0
10417,r018,All states and outlying areas -> Alaska -> Southcentral Foundation,All states and outlying areas,Alaska,Southcentral Foundation,3,984,0,0,0,0,0,0,984,0,0,0,0
10417,r019,All states and outlying areas -> Arizona,All states and outlying areas,Arizona,,2,44133,0,0,7,9,0,0,41924,0,2187,5,0
10417,r020,All states and outlying areas -> Arizona -> American Conservation Experience,All states and outlying areas,Arizona,American Conservation Experience,3,1,0,0,0,1,0,0,0,0,0,0,0
10417,r021,All states and outlying areas -> Arizona -> American Modeling Teachers Association,All states and outlying areas,Arizona,American Modeling Teachers Association,3,573,0,0,0,0,0,0,0,0,573,0,0
10417,r022,All states and outlying areas -> Arizona -> Archaeology Southwest,All states and outlying areas,Arizona,Archaeology Southwest,3,803,0,0,0,0,0,0,0,0,803,0,0
10417,r023,All states and outlying areas -> Arizona -> Arizona Technology Council Foundation ,All states and outlying areas,Arizona,Arizona Technology Council Foundation ,3,300,0,0,0,0,0,0,0,0,300,0,0
10417,r024,All states and outlying areas -> Arizona -> Banner Health System,All states and outlying areas,Arizona,Banner Health System,3,12740,0,0,0,0,0,0,12740,0,0,0,0
10417,r025,All states and outlying areas -> Arizona -> Critical Path Institute,All states and outlying areas,Arizona,Critical Path Institute,3,14908,0,0,0,0,0,0,14908,0,0,0,0
10417,r026,All states and outlying areas -> Arizona -> Grand Canyon River Guides,All states and outlying areas,Arizona,Grand Canyon River Guides,3,8,0,0,0,8,0,0,0,0,0,0,0
