table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total_employment,field_total_r_d_employment,field_researchersa_total,field_researchersa_with_phd,field_r_d_technicians_and_equivalent_staff,field_other_r_d_supporting_staff
9695,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['11,920', '  ']","['1,029', '  ']","['700', '  ']","['38', '  ']","['233', '  ']","['96', '  ']"
9695,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['7,991', '  ']","['510', '  ']","['387', '  ']","['25', '  ']","['71', '  ']","['53', '  ']"
9695,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['560', '  ']","['13', '  ']","['8', '  ']","['1', '  ']","['3', '  ']","['2', '  ']"
9695,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['567', '  ']","['3', '  ']","['2', '  ']","['*', '  ']","['1', '  ']","['*', '  ']"
9695,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['160', '  ']","['2', '  ']","['1', 'i ']","['*', 'i ']","['1', '  ']","['*', '  ']"
9695,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['13', '  ']","['*', '  ']","['*', '  ']","['0', '  ']","['*', '  ']","['*', '  ']"
9695,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['87', '  ']","['2', '  ']","['2', '  ']","['*', 'i ']","['*', '  ']","['*', '  ']"
9695,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['29', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']"
9695,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['65', '  ']","['2', '  ']","['*', '  ']","['*', '  ']","['1', '  ']","['*', '  ']"
9695,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['1,024', '  ']","['77', '  ']","['45', '  ']","['7', '  ']","['11', 'i ']","['21', '  ']"
9695,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['126', '  ']","['8', '  ']","['4', '  ']","['1', '  ']","['4', 'i ']","['1', '  ']"
9695,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['83', '  ']","['4', '  ']","['2', '  ']","['*', 'i ']","['1', '  ']","['1', '  ']"
9695,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['31', '  ']","['1', '  ']","['*', '  ']","['*', 'i ']","['*', '  ']","['*', '  ']"
9695,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['434', '  ']","['54', '  ']","['31', '  ']","['5', '  ']","['5', '  ']","['19', '  ']"
9695,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparations",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparations",,4,3256,"['232', '  ']","['6', '  ']","['6', '  ']","['1', '  ']","['*', '  ']","['1', '  ']"
9695,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['118', '  ']","['4', '  ']","['3', '  ']","['*', 'i ']","['1', '  ']","['*', '  ']"
9695,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['198', '  ']","['6', '  ']","['3', 'i ']","['*', 'i ']","['2', 'i ']","['1', 'i ']"
