table_id,row_id,_b_consortium_b_full_path,_b_consortium_b_level_1,_b_consortium_b_level_2,_b_consortium_b_hierarchy_depth,field_all_agencies,field_doc,field_dod,field_doe,field_doi,field_hhs,field_nasa,field_nsf,field_usda
10422,r001,All consortia,All consortia,,1,199877,12549,30978,2195,20,25980,15788,112202,165
10422,r002,All consortia -> Alaska Marine Safety Education Association ,All consortia,Alaska Marine Safety Education Association ,2,50,0,0,0,0,50,0,0,0
10422,r003,All consortia -> Alaska Native Tribal Health Consortium,All consortia,Alaska Native Tribal Health Consortium,2,6500,0,0,0,0,6500,0,0,0
10422,r004,All consortia -> American Indian Higher Education Consortium,All consortia,American Indian Higher Education Consortium,2,1164,0,0,0,0,464,0,701,0
10422,r005,All consortia -> Arctic Research Consortium of the United States,All consortia,Arctic Research Consortium of the United States,2,1921,0,0,0,0,0,0,1921,0
10422,r006,All consortia -> Association of Universities for Research in Astronomy,All consortia,Association of Universities for Research in Astronomy,2,56916,0,0,0,0,0,250,56666,0
10422,r007,All consortia -> Commonwealth Center for Advanced Manufacturing,All consortia,Commonwealth Center for Advanced Manufacturing,2,350,150,200,0,0,0,0,0,0
10422,r008,All consortia -> Consortium for Ocean Leadership,All consortia,Consortium for Ocean Leadership,2,1261,0,0,0,20,0,1002,240,0
10422,r009,All consortia -> Consortium of Universities for the Advancement of Hydrologic Science Inc.,All consortia,Consortium of Universities for the Advancement of Hydrologic Science Inc.,2,3176,0,0,0,0,0,0,3176,0
10422,r010,All consortia -> Consortium of Universities of the Washington Metropolitan Area,All consortia,Consortium of Universities of the Washington Metropolitan Area,2,11122,0,11122,0,0,0,0,0,0
10422,r011,All consortia -> Great Lakes Inter-Tribal Council Inc.,All consortia,Great Lakes Inter-Tribal Council Inc.,2,1240,0,0,0,0,1240,0,0,0
10422,r012,All consortia -> Gulf of Mexico Alliance,All consortia,Gulf of Mexico Alliance,2,50,50,0,0,0,0,0,0,0
10422,r013,All consortia -> Land Institute,All consortia,Land Institute,2,165,0,0,0,0,0,0,0,165
10422,r014,All consortia -> Louisiana Universities Marine Consortium,All consortia,Louisiana Universities Marine Consortium,2,1139,0,0,0,0,0,0,1139,0
10422,r015,All consortia -> Marine Environmental Sciences Consortium,All consortia,Marine Environmental Sciences Consortium,2,1341,0,0,0,0,1125,0,216,0
10422,r016,All consortia -> National Consortium for Graduate Degrees for Minorities in Engineering and Science Inc.,All consortia,National Consortium for Graduate Degrees for Minorities in Engineering and Science Inc.,2,1221,0,0,0,0,0,10,1211,0
10422,r017,All consortia -> National Physical Science Consortium,All consortia,National Physical Science Consortium,2,330,330,0,0,0,0,0,0,0
10422,r018,All consortia -> New Jersey Sea Grant Consortium Inc.,All consortia,New Jersey Sea Grant Consortium Inc.,2,1874,1874,0,0,0,0,0,0,0
10422,r019,All consortia -> New Mexico Consortium,All consortia,New Mexico Consortium,2,264,0,0,0,0,0,0,264,0
10422,r020,All consortia -> New York Structural Biology Center,All consortia,New York Structural Biology Center,2,16600,0,0,0,0,16600,0,0,0
10422,r021,All consortia -> Northeast Radio Observatory Corp.,All consortia,Northeast Radio Observatory Corp.,2,5154,0,0,0,0,0,0,5154,0
10422,r022,All consortia -> Oak Ridge Associated Universities,All consortia,Oak Ridge Associated Universities,2,2006,0,0,769,0,1,1034,202,0
10422,r023,All consortia -> South Carolina Sea Grant Consortium,All consortia,South Carolina Sea Grant Consortium,2,1146,1146,0,0,0,0,0,0,0
10422,r024,All consortia -> South Carolina Universities Research and Education Foundation,All consortia,South Carolina Universities Research and Education Foundation,2,1427,0,0,1427,0,0,0,0,0
10422,r025,All consortia -> Southeastern Universities Research Association,All consortia,Southeastern Universities Research Association,2,13,0,0,0,0,0,13,0,0
10422,r026,All consortia -> Southwestern Ohio Council for Higher Education,All consortia,Southwestern Ohio Council for Higher Education,2,1002,0,1002,0,0,0,0,0,0
10422,r027,All consortia -> SRCCO Inc.,All consortia,SRCCO Inc.,2,18434,0,18434,0,0,0,0,0,0
10422,r028,All consortia -> Stephenson Technologies Corp.,All consortia,Stephenson Technologies Corp.,2,220,0,220,0,0,0,0,0,0
10422,r029,"All consortia -> U. Alaska, Fairbanks",All consortia,"U. Alaska, Fairbanks",2,13480,0,0,0,0,0,13480,0,0
10422,r030,All consortia -> U. Corp. for Atmospheric Research,All consortia,U. Corp. for Atmospheric Research,2,35390,9000,0,0,0,0,0,26390,0
10422,r031,All consortia -> UNAVCO Inc.,All consortia,UNAVCO Inc.,2,14809,0,0,0,0,0,0,14809,0
10422,r032,All consortia -> Universities Research Association,All consortia,Universities Research Association,2,113,0,0,0,0,0,0,113,0
