table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_agencies,field_doc,field_doda,field_doe,field_ed,field_epa,field_hhs,field_nasa,field_nsf,field_usda,field_otherb
7326,r001,All institutions,All institutions,,1,-,36569461.0,323762.0,2731859.8,1589898.7,188181.0,28728.0,23727436.3,1324030.5,5315823.3,888031.9,451709.5
7326,r002,All institutions -> Johns Hopkins U.,All institutions,Johns Hopkins U.,2,1,1915151.3,0.0,908383.5,6021.0,187.2,0.0,763223.6,200699.7,32331.3,930.0,3375.0
7326,r003,All institutions -> U. Michigan,All institutions,U. Michigan,2,2,755646.2,5780.4,6264.4,23756.4,1647.7,0.0,599468.9,16562.1,94279.8,701.8,7184.7
7326,r004,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,3,750550.4,279.0,3194.0,25053.7,0.0,0.0,641355.4,17304.9,62698.7,311.1,353.5
7326,r005,All institutions -> U. Washington,All institutions,U. Washington,2,4,728359.4,21440.3,41656.1,30509.1,6901.9,0.0,501533.3,17169.6,94263.7,4459.1,10426.3
7326,r006,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,5,699886.8,4071.4,3479.9,9511.0,172.4,799.7,578159.6,19876.1,83357.6,60.0,399.0
7326,r007,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,6,683896.2,4174.8,529804.6,17001.5,0.0,0.0,43206.1,11234.4,64121.0,663.1,13690.7
7326,r008,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,7,652352.9,11573.1,20886.3,22817.4,0.0,0.0,486248.2,5692.2,103957.1,977.5,201.1
7326,r009,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,8,644404.7,0.0,0.0,0.0,0.0,0.0,634640.8,0.0,9763.9,0.0,0.0
7326,r010,All institutions -> Duke U.,All institutions,Duke U.,2,9,639338.1,0.0,3786.7,15186.0,706.5,799.8,585102.3,1602.6,30933.9,131.6,1088.8
7326,r011,All institutions -> Stanford U.,All institutions,Stanford U.,2,10,630590.6,44.5,6100.8,24771.0,0.0,0.0,512606.2,18117.7,67505.2,175.0,1270.2
7326,r012,All institutions -> U. Pittsburgh,All institutions,U. Pittsburgh,2,11,600173.0,0.0,16894.4,3334.1,0.0,0.0,549386.3,1718.4,28544.9,0.0,294.9
7326,r013,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,12,593581.0,0.0,1036.4,5896.8,372.5,0.0,538721.2,2344.5,44533.2,176.3,500.0
7326,r014,All institutions -> Yale U.,All institutions,Yale U.,2,13,552582.7,530.5,529.2,8268.5,0.0,0.0,507560.7,2252.1,31460.6,1539.9,441.3
7326,r015,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,14,543546.4,0.0,2279.3,9050.0,0.0,800.5,505415.4,8291.8,17683.1,26.3,0.0
7326,r016,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,15,538927.1,14350.2,3446.5,21456.1,702.9,396.1,321801.0,67965.5,104325.3,1470.7,3012.7
7326,r017,"All institutions -> U. North Carolina, The, Chapel Hill",All institutions,"U. North Carolina, The, Chapel Hill",2,16,522284.3,0.0,1635.2,10109.3,235.7,630.0,467704.9,1174.2,33221.1,165.0,7408.9
7326,r018,All institutions -> Vanderbilt U.,All institutions,Vanderbilt U.,2,17,518360.0,320.0,4366.4,9319.0,1071.7,790.4,473861.5,1614.5,26816.6,0.0,200.0
7326,r019,All institutions -> Emory U.,All institutions,Emory U.,2,18,510378.3,0.0,2502.2,2714.1,0.0,0.0,489572.4,952.9,13658.7,179.1,798.8
7326,r020,"All institutions -> Northwestern U., Evanston",All institutions,"Northwestern U., Evanston",2,19,477973.8,50.0,0.0,21232.3,0.0,0.0,408232.3,2765.3,45693.8,0.0,0.0
7326,r021,All institutions -> Pennsylvania State U.,All institutions,Pennsylvania State U.,2,20,462734.4,2528.8,201363.3,20694.9,1758.8,0.0,130190.2,10453.4,70030.3,16555.0,9159.5
7326,r022,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,21,448223.0,0.0,513.2,49690.7,0.0,1233.4,305098.6,0.0,88251.9,2479.2,956.0
7326,r023,All institutions -> U. Minnesota,All institutions,U. Minnesota,2,22,440035.7,1748.2,1490.4,15171.7,5123.2,598.9,318125.5,4791.4,72975.0,18454.4,1557.0
7326,r024,All institutions -> Harvard U.,All institutions,Harvard U.,2,23,439766.7,200.0,2190.6,13162.9,224.4,785.0,371179.8,6073.7,45709.6,10.0,230.8
7326,r025,All institutions -> New York U.,All institutions,New York U.,2,24,436813.3,240.0,645.5,2396.3,771.5,0.0,389481.7,705.2,39456.9,268.3,2847.9
7326,r026,"All institutions -> Cornell U., Ithaca",All institutions,"Cornell U., Ithaca",2,25,427157.8,398.4,734.6,15109.0,0.0,0.0,285143.9,3226.6,83888.2,29718.4,8938.7
7326,r027,All institutions -> U. Southern California,All institutions,U. Southern California,2,26,416927.8,1595.7,50505.2,5885.4,0.0,0.0,306972.6,2235.4,39346.7,0.0,10386.9
7326,r028,All institutions -> Icahn School of Medicine at Mount Sinai,All institutions,Icahn School of Medicine at Mount Sinai,2,27,416304.5,0.0,13510.5,0.0,0.0,0.0,401465.6,1078.3,250.0,0.0,0.0
7326,r029,"All institutions -> U. Texas, The, Austin",All institutions,"U. Texas, The, Austin",2,28,350429.0,279.5,135020.0,28838.8,2917.6,0.0,79186.4,8471.2,91520.2,132.0,4063.2
7326,r030,All institutions -> Baylor C. Medicine,All institutions,Baylor C. Medicine,2,29,349632.8,0.0,0.0,0.0,0.0,0.0,316309.3,14584.8,6720.4,12007.3,11.1
