table_id,row_id,occupation_full_path,occupation_level_1,occupation_level_2,occupation_hierarchy_depth,field_4_year_institutions,field_2_year_and_precollege_institutions,field_federal_government,field_state_and_local_government,field_self_employed_unincorporated_businesses,field_nonprofit_organizations,field_for_profit_businesses
4391,r001,All S&E occupations,All S&E occupations,,1,13.6,2.8,4.4,5.7,2.5,5.1,65.3
4391,r002,All S&E occupations -> Computer and mathematical scientists,All S&E occupations,Computer and mathematical scientists,2,6.8,2.7,3.6,3.5,1.9,5.9,75.6
4391,r003,"All S&E occupations -> Biological, agricultural, and environmental life scientists",All S&E occupations,"Biological, agricultural, and environmental life scientists",2,36.2,3.3,8.4,8.9,2.0,8.0,33.3
4391,r004,All S&E occupations -> Physical and related scientists,All S&E occupations,Physical and related scientists,2,30.9,2.2,10.6,10.2,2.9,2.0,41.3
4391,r005,All S&E occupations -> Social and related scientists,All S&E occupations,Social and related scientists,2,40.7,10.1,8.2,6.4,8.0,8.4,18.3
4391,r006,All S&E occupations -> Engineers,All S&E occupations,Engineers,2,5.6,0.5,6.7,5.1,2.0,1.8,78.2
