table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_engineering,field_other_fields
10282,r038,All agencies -> Departments -> Department of the Interior -> Bureau of Land Management,All agencies,Departments,Department of the Interior,Bureau of Land Management,,4,470,0,0,470,0,0,0,0,0,0
10282,r039,All agencies -> Departments -> Department of the Interior -> Bureau of Ocean Energy Management,All agencies,Departments,Department of the Interior,Bureau of Ocean Energy Management,,4,60,0,60,0,0,0,0,0,0,0
10282,r040,All agencies -> Departments -> Department of the Interior -> Bureau of Reclamation,All agencies,Departments,Department of the Interior,Bureau of Reclamation,,4,6386,0,0,0,0,0,0,0,6386,0
10282,r041,All agencies -> Departments -> Department of the Interior -> Bureau of Safety and Environmental Enforcement,All agencies,Departments,Department of the Interior,Bureau of Safety and Environmental Enforcement,,4,208,0,0,0,0,0,0,0,208,0
10282,r042,All agencies -> Departments -> Department of the Interior -> Geological Survey,All agencies,Departments,Department of the Interior,Geological Survey,,4,7207,0,7207,0,0,0,0,0,0,0
10282,r043,All agencies -> Departments -> Department of the Interior -> National Park Service,All agencies,Departments,Department of the Interior,National Park Service,,4,447,0,0,224,0,0,0,224,0,0
10282,r044,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,,3,2985,485,0,0,0,1167,0,1333,0,0
10282,r045,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,,4,2985,485,0,0,0,1167,0,1333,0,0
10282,r046,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,5388,0,0.05,0,0,200,0.05,0,1816,3365
10282,r047,All agencies -> Departments -> Department of Transportation -> Federal Aviation Administration,All agencies,Departments,Department of Transportation,Federal Aviation Administration,,4,3365,0,0,0,0,0,0,0,0,3365
10282,r048,All agencies -> Departments -> Department of Transportation -> Federal Motor Carrier Safety Administration,All agencies,Departments,Department of Transportation,Federal Motor Carrier Safety Administration,,4,200,0,0,0,0,200,0,0,0,0
10282,r049,All agencies -> Departments -> Department of Transportation -> Federal Railroad Administration,All agencies,Departments,Department of Transportation,Federal Railroad Administration,,4,1070,0,0.05,0,0,0,0.05,0,1064,0
10282,r050,All agencies -> Departments -> Department of Transportation -> Federal Transit Administration,All agencies,Departments,Department of Transportation,Federal Transit Administration,,4,752,0,0,0,0,0,0,0,752,0
10282,r051,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,,,,,,,
10282,r052,All agencies -> Other agencies -> Agency for International Development,All agencies,Other agencies,Agency for International Development,,,3,12075,0,0,10075,0,0,0,0,0,2000
10282,r053,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,246965,0,1387,0,0,132853,0,0,2413,110313
10282,r054,All agencies -> Other agencies -> Nuclear Regulatory Commission,All agencies,Other agencies,Nuclear Regulatory Commission,,,3,3418,0,0,0,0,0,0,0,3418,0
