table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_worldwide_total,field_worldwide_male,field_worldwide_female,field_domestic_total,field_domestic_male,field_domestic_female,field_foreign_total,field_foreign_male,field_foreign_female
2082,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['23', '  ']","['16', '  ']","['7', '  ']","['16', '  ']","['11', '  ']","['5', '  ']","['7', '  ']","['5', '  ']","['2', '  ']"
2082,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['7', '  ']","['5', '  ']","['1', '  ']","['4', '  ']","['3', '  ']","['1', '  ']","['3', '  ']","['2', '  ']","['1', '  ']"
2082,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['7', '  ']","['5', '  ']","['3', '  ']","['5', '  ']","['3', '  ']","['2', '  ']","['2', '  ']","['1', '  ']","['1', '  ']"
2082,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['170', '  ']","['82', '  ']","['88', '  ']","['127', '  ']","['64', '  ']","['63', '  ']","['43', '  ']","['18', '  ']","['25', '  ']"
2082,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['18', '  ']","['9', '  ']","['9', '  ']","['12', '  ']","['6', '  ']","['6', '  ']","['6', '  ']","['3', '  ']","['3', '  ']"
2082,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['20', '  ']","['15', '  ']","['5', '  ']","['11', '  ']","['8', '  ']","['3', '  ']","['9', '  ']","['7', '  ']","['2', '  ']"
2082,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['35', '  ']","['27', '  ']","['8', '  ']","['28', '  ']","['22', '  ']","['6', '  ']","['7', '  ']","['5', '  ']","['2', '  ']"
2082,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['8', '  ']","['7', '  ']","['1', '  ']","['7', '  ']","['6', '  ']","['1', '  ']","['2', '  ']","['1', '  ']","['*', '  ']"
2082,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['10', '  ']","['9', '  ']","['1', '  ']","['8', '  ']","['7', '  ']","['1', '  ']","['2', '  ']","['2', '  ']","['*', '  ']"
2082,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['31', '  ']","['27', '  ']","['4', '  ']","['26', '  ']","['24', '  ']","['3', '  ']","['4', '  ']","['3', '  ']","['1', '  ']"
2082,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['120', '  ']","['105', '  ']","['15', '  ']","['85', '  ']","['75', '  ']","['10', '  ']","['35', '  ']","['30', '  ']","['5', '  ']"
2082,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['14', '  ']","['13', '  ']","['1', '  ']","['9', '  ']","['8', '  ']","['1', '  ']","['5', '  ']","['4', '  ']","['1', '  ']"
2082,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['16', '  ']","['14', '  ']","['2', '  ']","['10', '  ']","['9', '  ']","['1', '  ']","['6', '  ']","['5', '  ']","['1', '  ']"
2082,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['16', '  ']","['14', '  ']","['2', '  ']","['11', '  ']","['9', '  ']","['1', '  ']","['5', '  ']","['5', '  ']","['1', '  ']"
2082,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['74', '  ']","['65', '  ']","['9', 'i ']","['55', '  ']","['49', '  ']","['6', '  ']","['19', '  ']","['16', 'i ']","['3', 'i ']"
2082,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['419', '  ']","['337', '  ']","['82', 'i ']","['258', '  ']","['210', '  ']","['48', '  ']","['160', '  ']","['127', 'i ']","['34', 'i ']"
2082,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['75', '  ']","['61', '  ']","['13', '  ']","['45', '  ']","['37', '  ']","['8', '  ']","['30', '  ']","['24', '  ']","['6', '  ']"
2082,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['148', '  ']","['121', 'i ']","['28', 'i ']","['88', '  ']","['72', 'i ']","['16', 'i ']","['60', '  ']","['49', 'i ']","['12', 'i ']"
2082,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['101', '  ']","['77', 'i ']","['23', 'i ']","['69', '  ']","['54', '  ']","['15', '  ']","['32', '  ']","['23', 'i ']","['8', 'i ']"
2082,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['20', '  ']","['13', 'i ']","['7', 'i ']","['13', '  ']","['9', 'i ']","['4', 'i ']","['7', '  ']","['5', 'i ']","['2', 'i ']"
2082,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",5,334511,"['39', '  ']","['32', 'i ']","['7', 'i ']","['33', '  ']","['27', '  ']","['6', '  ']","['6', '  ']","['5', 'i ']","['1', 'i ']"
2082,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['42', '  ']","['32', '  ']","['10', '  ']","['23', '  ']","['18', '  ']","['5', '  ']","['19', '  ']","['14', '  ']","['5', '  ']"
2082,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['95', '  ']","['78', '  ']","['18', '  ']","['57', '  ']","['47', '  ']","['10', '  ']","['38', '  ']","['30', 'i ']","['8', 'i ']"
2082,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['60', '  ']","['49', 'i ']","['11', 'i ']","['29', '  ']","['25', 'i ']","['5', 'i ']","['31', '  ']","['24', 'i ']","['7', 'i ']"
2082,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['253', '  ']","['210', '  ']","['43', '  ']","['172', '  ']","['141', '  ']","['31', '  ']","['81', '  ']","['69', '  ']","['13', '  ']"
2082,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Automobiles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Automobiles, bodies, trailers, and parts",,4,3361–63,"['131', '  ']","['107', '  ']","['25', '  ']","['92', '  ']","['75', '  ']","['17', '  ']","['40', '  ']","['32', '  ']","['8', '  ']"
2082,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['107', '  ']","['92', '  ']","['15', '  ']","['67', '  ']","['57', '  ']","['10', '  ']","['40', '  ']","['36', '  ']","['4', '  ']"
2082,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['95', '  ']","['82', '  ']","['13', '  ']","['55', '  ']","['47', '  ']","['8', '  ']","['40', '  ']","['36', '  ']","['4', '  ']"
2082,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['12', '  ']","['10', '  ']","['2', '  ']","['12', '  ']","['10', '  ']","['2', '  ']","['*', '  ']","['*', '  ']","['0', '  ']"
2082,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank components",,4,336992,"['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2082,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['14', '  ']","['10', '  ']","['4', '  ']","['13', '  ']","['9', '  ']","['4', '  ']","['2', '  ']","['1', '  ']","['*', '  ']"
2082,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['5', '  ']","['4', '  ']","['1', '  ']","['5', '  ']","['4', '  ']","['1', '  ']","['*', '  ']","['*', '  ']","['*', '  ']"
2082,r043,All industries -> Manufacturing industries -> Miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous manufacturing,,,3,339,"['95', '  ']","['67', '  ']","['28', '  ']","['73', '  ']","['52', '  ']","['21', '  ']","['22', '  ']","['15', '  ']","['7', '  ']"
2082,r044,All industries -> Manufacturing industries -> Miscellaneous manufacturing -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous manufacturing,Medical equipment and supplies,,4,3391,"['72', '  ']","['49', '  ']","['23', '  ']","['53', '  ']","['36', '  ']","['17', '  ']","['19', '  ']","['13', '  ']","['6', '  ']"
2082,r045,All industries -> Manufacturing industries -> Miscellaneous manufacturing -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous manufacturing,Other miscellaneous manufacturing,,4,3399,"['23', '  ']","['18', '  ']","['5', '  ']","['20', '  ']","['15', '  ']","['4', '  ']","['3', 'i ']","['2', 'i ']","['1', '  ']"
2082,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['997', '  ']","['685', '  ']","['312', '  ']","['693', '  ']","['494', '  ']","['200', '  ']","['303', '  ']","['191', '  ']","['112', '  ']"
2082,r047,"All industries -> Nonmanufacturing industries -> Mining, extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, extraction, and support activities",,,3,21,"['15', '  ']","['12', 'i ']","['3', 'i ']","['13', '  ']","['10', 'i ']","['2', 'i ']","['3', 'i ']","['2', 'i ']","['1', 'i ']"
2082,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['3', '  ']","['2', '  ']","['1', '  ']","['3', '  ']","['2', '  ']","['1', '  ']","['*', '  ']","['*', '  ']","['*', '  ']"
2082,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['10', '  ']","['7', '  ']","['2', '  ']","['8', '  ']","['7', '  ']","['2', '  ']","['1', '  ']","['1', '  ']","['*', 'i ']"
2082,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['71', '  ']","['42', '  ']","['28', '  ']","['41', '  ']","['25', '  ']","['16', '  ']","['30', '  ']","['18', '  ']","['12', '  ']"
2082,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['7', '  ']","['5', '  ']","['2', '  ']","['7', '  ']","['5', '  ']","['2', '  ']","['*', '  ']","['*', '  ']","['*', '  ']"
2082,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['438', '  ']","['328', '  ']","['110', '  ']","['305', '  ']","['231', '  ']","['74', '  ']","['133', '  ']","['97', '  ']","['36', '  ']"
2082,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['224', '  ']","['164', '  ']","['60', '  ']","['135', '  ']","['100', '  ']","['35', '  ']","['90', '  ']","['64', '  ']","['26', '  ']"
2082,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['1', '  ']","['*', '  ']","['*', '  ']","['1', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']"
2082,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['224', '  ']","['164', '  ']","['60', '  ']","['134', '  ']","['100', '  ']","['34', '  ']","['90', '  ']","['64', '  ']","['26', '  ']"
2082,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['32', '  ']","['24', 'i ']","['7', '  ']","['31', '  ']","['24', 'i ']","['7', '  ']","['1', '  ']","['1', '  ']","['*', '  ']"
2082,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['110', '  ']","['83', '  ']","['28', '  ']","['81', '  ']","['61', '  ']","['20', '  ']","['29', '  ']","['22', '  ']","['8', '  ']"
2082,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['72', '  ']","['57', '  ']","['15', '  ']","['59', '  ']","['46', '  ']","['12', '  ']","['13', '  ']","['11', '  ']","['2', '  ']"
2082,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['47', '  ']","['28', '  ']","['18', '  ']","['36', '  ']","['22', '  ']","['14', '  ']","['10', '  ']","['6', '  ']","['4', '  ']"
2082,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['7', '  ']","['5', 'i ']","['2', 'i ']","['7', '  ']","['5', 'i ']","['2', 'i ']","['*', '  ']","['*', '  ']","['*', '  ']"
2082,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['3', 'i ']","['2', 'i ']","['1', 'i ']","['3', 'i ']","['2', 'i ']","['1', 'i ']","['*', 'i ']","['*', 'i ']","['*', 'i ']"
2082,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['4', '  ']","['3', '  ']","['1', '  ']","['4', '  ']","['3', '  ']","['1', '  ']","['*', '  ']","['*', '  ']","['*', '  ']"
2082,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['358', '  ']","['224', '  ']","['134', '  ']","['235', '  ']","['158', '  ']","['76', '  ']","['123', '  ']","['65', '  ']","['58', '  ']"
2082,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['46', '  ']","['36', '  ']","['10', '  ']","['45', '  ']","['35', '  ']","['9', '  ']","['1', '  ']","['*', '  ']","['*', '  ']"
2082,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['130', '  ']","['100', '  ']","['30', '  ']","['78', '  ']","['61', '  ']","['17', '  ']","['52', '  ']","['39', '  ']","['13', '  ']"
2082,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['148', '  ']","['62', '  ']","['86', '  ']","['86', '  ']","['43', '  ']","['43', '  ']","['62', '  ']","['19', '  ']","['43', '  ']"
2082,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Biotechnology research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Biotechnology research and development,5,541711,"['32', '  ']","['12', '  ']","['20', '  ']","['19', '  ']","['8', '  ']","['11', '  ']","['13', '  ']","['4', '  ']","['9', '  ']"
2082,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Physical, engineering, and life sciences (except biotechnology) research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Physical, engineering, and life sciences (except biotechnology) research and development",5,541712,"['106', '  ']","['45', '  ']","['60', '  ']","['57', '  ']","['30', '  ']","['27', '  ']","['49', '  ']","['16', '  ']","['34', '  ']"
2082,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Social sciences and humanities research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Social sciences and humanities research and development,5,541720,"['11', '  ']","['5', 'i ']","['5', 'i ']","['11', '  ']","['5', 'i ']","['5', 'i ']","['*', '  ']","['*', 'i ']","['*', 'i ']"
2082,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['34', '  ']","['25', '  ']","['9', 'i ']","['25', '  ']","['18', '  ']","['7', '  ']","['9', '  ']","['7', 'i ']","['2', 'i ']"
2082,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['7', '  ']","['3', 'i ']","['4', 'i ']","['6', '  ']","['3', '  ']","['4', 'i ']","['*', '  ']","['*', 'i ']","['*', 'i ']"
2082,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['35', '  ']","['29', '  ']","['7', '  ']","['32', '  ']","['26', '  ']","['6', '  ']","['4', '  ']","['3', '  ']","['1', '  ']"
2082,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['2,349', '  ']","['1,703', '  ']","['646', '  ']","['1,609', '  ']","['1,186', '  ']","['423', '  ']","['740', '  ']","['517', '  ']","['223', '  ']"
2082,r074,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2082,r075,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>a</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>a</sup>,,,3,–,"['28', '  ']","['22', '  ']","['5', '  ']","['26', '  ']","['21', '  ']","['5', '  ']","['2', '  ']","['1', '  ']","['*', '  ']"
2082,r076,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['85', '  ']","['66', '  ']","['19', '  ']","['78', '  ']","['61', '  ']","['17', '  ']","['7', '  ']","['5', '  ']","['2', '  ']"
2082,r077,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2082,r078,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['80', '  ']","['64', '  ']","['17', '  ']","['74', '  ']","['59', '  ']","['15', '  ']","['6', '  ']","['5', '  ']","['1', '  ']"
2082,r079,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['129', '  ']","['100', '  ']","['28', '  ']","['111', '  ']","['87', '  ']","['23', '  ']","['18', '  ']","['13', '  ']","['5', '  ']"
2082,r080,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2082,r081,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['116', '  ']","['88', '  ']","['28', '  ']","['87', '  ']","['66', '  ']","['20', '  ']","['29', '  ']","['22', '  ']","['7', '  ']"
2082,r082,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['120', '  ']","['92', '  ']","['28', '  ']","['90', '  ']","['69', '  ']","['21', '  ']","['30', '  ']","['23', '  ']","['7', '  ']"
2082,r083,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['411', '  ']","['301', '  ']","['109', '  ']","['275', '  ']","['203', '  ']","['72', '  ']","['136', '  ']","['98', '  ']","['38', '  ']"
2082,r084,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['310', '  ']","['200', '  ']","['110', '  ']","['185', '  ']","['125', '  ']","['60', '  ']","['125', '  ']","['75', '  ']","['50', '  ']"
2082,r085,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['367', '  ']","['257', 'i ']","['110', '  ']","['248', '  ']","['177', '  ']","['71', '  ']","['119', '  ']","['80', 'i ']","['39', '  ']"
2082,r086,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['704', '  ']","['512', '  ']","['192', '  ']","['437', '  ']","['318', '  ']","['119', '  ']","['267', '  ']","['195', '  ']","['72', '  ']"
