table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_salaries_wages_and_fringe_benefits,field_stock_based_compensation,field_temporary_staffing,field_expensed_equipment,field_materials_and_supplies,field_lease_and_rental_payments,field_depreciation,field_royalties_and_licensing_fees,field_other_purchased_services_except_r_d_,field_other
2039,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['400,100', '  ']","['231,142', '  ']","['24,905', '  ']","['15,892', '  ']","['6,175', '  ']","['29,649', '  ']","['6,807', '  ']","['15,072', '  ']","['2,449', '  ']","['10,903', '  ']","['57,106', '  ']"
2039,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['257,227', '  ']","['141,985', '  ']","['10,100', '  ']","['8,915', '  ']","['3,662', '  ']","['25,324', '  ']","['3,733', '  ']","['10,815', '  ']","['2,235', '  ']","['7,141', '  ']","['43,317', '  ']"
2039,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['4,697', 'i ']","['2,998', 'i ']","['46', 'i ']","['86', '  ']","['25', 'i ']","['499', 'i ']","['39', '  ']","['216', 'i ']","['2', 'i ']","['187', 'i ']","['599', 'i ']"
2039,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['1,076', '  ']","['612', '  ']","['15', '  ']","['34', '  ']","['2', '  ']","['87', '  ']","['13', '  ']","['58', '  ']","['*', '  ']","['49', '  ']","['205', '  ']"
2039,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['920', '  ']","['590', '  ']","['16', '  ']","['25', '  ']","['67', '  ']","['96', '  ']","['3', '  ']","['18', '  ']","['*', '  ']","['15', '  ']","['90', '  ']"
2039,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['175', '  ']","['130', '  ']","['*', 'i ']","['5', '  ']","['2', '  ']","['23', '  ']","['1', '  ']","['3', '  ']","['0', '  ']","['4', '  ']","['7', '  ']"
2039,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['1,322', '  ']","['703', '  ']","['*', 'i ']","['42', '  ']","['36', '  ']","['422', '  ']","['6', '  ']","['40', '  ']","['1', '  ']","['8', '  ']","['64', '  ']"
2039,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['229', '  ']","['155', '  ']","['2', 'i ']","['9', 'i ']","['10', '  ']","['21', '  ']","['3', '  ']","['10', 'i ']","['*', '  ']","['1', 'i ']","['19', 'i ']"
2039,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['316', '  ']","['201', '  ']","['0', '  ']","['6', '  ']","['8', '  ']","['34', '  ']","['4', '  ']","['12', '  ']","['1', '  ']","['9', '  ']","['41', '  ']"
2039,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['74,977', '  ']","['34,285', '  ']","['3,899', '  ']","['4,062', '  ']","['371', '  ']","['6,083', '  ']","['1,441', '  ']","['3,677', '  ']","['686', '  ']","['2,288', '  ']","['18,187', '  ']"
2039,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['2,574', '  ']","['1,513', '  ']","['3', '  ']","['50', '  ']","['38', '  ']","['270', '  ']","['51', '  ']","['153', '  ']","['25', '  ']","['107', '  ']","['365', '  ']"
2039,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['628', '  ']","['408', '  ']","['0 - 107', '  ']","['25', '  ']","['1', '  ']","['44', '  ']","['16', '  ']","['26', '  ']","['*', 'i ']","['5', '  ']","['0 - 107', '  ']"
2039,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['1,376 - 1,475', '  ']","['687', '  ']","['0 - 149', 'i ']","['187', '  ']","['1', '  ']","['89', '  ']","['45', '  ']","['161', '  ']","['3', '  ']","['6', '  ']","['46 - 300', '  ']"
2039,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['66,202', '  ']","['29,119', '  ']","['3,737', '  ']","['3,670', '  ']","['310', '  ']","['5,463', '  ']","['1,287', '  ']","['3,180', '  ']","['655', '  ']","['2,128', '  ']","['16,654', '  ']"
2039,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['2,605 - 2,701', '  ']","['1,585', '  ']","['12', '  ']","['104', '  ']","['6', '  ']","['129', '  ']","['24', '  ']","['89', '  ']","['*', 'i ']","['22', '  ']","['638 - 728', '  ']"
2039,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['1,495', '  ']","['973', '  ']","['0 - 149', '  ']","['26', '  ']","['15', '  ']","['89', '  ']","['19', '  ']","['67', '  ']","['3', '  ']","['20', '  ']","['129 - 287', '  ']"
2039,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['3,754', '  ']","['2,220', '  ']","['55', '  ']","['86', '  ']","['47', '  ']","['590', '  ']","['61', '  ']","['198', '  ']","['7', '  ']","['156', '  ']","['336', '  ']"
2039,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['1,334', '  ']","['851', 'i ']","['1', '  ']","['61', 'i ']","['6', '  ']","['66', '  ']","['10', 'i ']","['104', 'i ']","['*', '  ']","['16', 'i ']","['219', 'i ']"
2039,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['749', '  ']","['398', '  ']","['6', '  ']","['9', '  ']","['5', '  ']","['151', '  ']","['8', '  ']","['37', '  ']","['*', '  ']","['9', '  ']","['125', '  ']"
