table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021
10389,r001,All institutions,All institutions,,1,-,29406914,31158783,30562878,31648932,32439651,35303818,38084444,39122152,43222829
10389,r002,All institutions -> Johns Hopkins U.,All institutions,Johns Hopkins U.,2,1,1538503,1676949,1552227,1854228,1708000,1821981,1892204,1952918,1870070
10389,r003,All institutions -> New York U.,All institutions,New York U.,2,2,255178,366408,280926,310341,350008,377551,446778,449904,908353
10389,r004,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,3,565551,621902,584261,596286,639089,683946,708741,675097,858385
10389,r005,All institutions -> Duke U.,All institutions,Duke U.,2,4,454284,475962,463109,508315,523037,578217,643835,656152,837060
10389,r006,All institutions -> U. Washington,All institutions,U. Washington,2,5,662921,717738,659586,641790,667400,754867,899369,788696,834089
10389,r007,All institutions -> U. Michigan,All institutions,U. Michigan,2,6,609859,913038,646673,668204,700050,755352,787253,803815,823101
10389,r008,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,7,477051,489857,515509,554714,574306,646840,687043,755055,822294
10389,r009,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,8,573638,582895,571143,603242,628270,671792,717662,685422,782571
10389,r010,All institutions -> U. Pittsburgh,All institutions,U. Pittsburgh,2,9,465625,508518,494697,532632,544466,600144,617452,632355,746051
10389,r011,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,10,540124,596355,547172,556027,552306,584498,657773,625808,734635
10389,r012,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,11,481161,523217,510426,517169,522729,544389,572994,780943,730449
10389,r013,All institutions -> Stanford U.,All institutions,Stanford U.,2,12,495617,531655,540336,552199,581148,620968,633211,651156,727830
10389,r014,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,13,448387,453639,460851,495972,481184,563572,550289,579211,696843
10389,r015,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,14,372134,423968,422773,439840,476403,523136,564535,561593,683973
10389,r016,All institutions -> Yale U.,All institutions,Yale U.,2,15,412470,429890,405153,458249,460097,497757,547736,574525,643194
10389,r017,"All institutions -> Cornell U., Ithaca",All institutions,"Cornell U., Ithaca",2,16,368553,376006,340856,361374,409277,419788,451339,473285,580630
10389,r018,"All institutions -> U. North Carolina, The, Chapel Hill",All institutions,"U. North Carolina, The, Chapel Hill",2,17,441717,474386,440480,482958,460652,517178,586018,572214,578876
10389,r019,"All institutions -> Northwestern U., Evanston",All institutions,"Northwestern U., Evanston",2,18,314782,319344,369727,393277,395551,454905,494348,505396,554882
10389,r020,All institutions -> Pennsylvania State U.,All institutions,Pennsylvania State U.,2,19,392857,423035,404717,401874,450200,485378,548041,486924,549070
10389,r021,All institutions -> Vanderbilt U.,All institutions,Vanderbilt U.,2,20,373566,366319,360585,409155,395483,449785,450760,540086,542355
10389,r022,All institutions -> U. Minnesota,All institutions,U. Minnesota,2,21,410566,421524,407741,393056,384797,431133,467132,475007,525480
10389,r023,All institutions -> Harvard U.,All institutions,Harvard U.,2,22,458700,499289,463310,474655,490075,500414,506539,457442,513429
10389,r024,All institutions -> Emory U.,All institutions,Emory U.,2,23,305765,305187,336167,335413,358649,386029,420777,534777,507223
10389,r025,All institutions -> U. Southern California,All institutions,U. Southern California,2,24,300323,308235,312462,335332,422562,432806,424203,431048,502370
10389,r026,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,25,339999,369287,374062,360240,338579,354218,333396,300643,464264
10389,r027,All institutions -> Icahn School of Medicine at Mount Sinai,All institutions,Icahn School of Medicine at Mount Sinai,2,26,213886,249338,271946,291535,317035,345548,404773,424923,451086
10389,r028,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,27,440354,447273,447256,462157,485332,481776,463044,475267,450025
10389,r029,All institutions -> Baylor C. Medicine,All institutions,Baylor C. Medicine,2,28,244068,240652,240392,257630,281481,297379,313355,360440,419916
10389,r030,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,29,333825,343352,357828,320141,334889,353263,352733,366337,410039
10389,r031,"All institutions -> Ohio State U., The",All institutions,"Ohio State U., The",2,30,249216,263816,260540,282425,275897,292323,352327,344692,380003
10389,r032,"All institutions -> U. Alabama, The, Birmingham",All institutions,"U. Alabama, The, Birmingham",2,31,223512,255018,277226,262891,262603,331895,364763,353117,363792
10389,r033,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,32,385605,349469,366633,167638,473320,501113,630138,692870,363429
10389,r034,"All institutions -> U. Texas, The, Austin",All institutions,"U. Texas, The, Austin",2,33,178484,196482,212393,296025,312150,360614,361860,368190,354482
10389,r035,All institutions -> U. Florida,All institutions,U. Florida,2,34,221514,232662,280252,252661,293029,295829,342571,316356,351105
10389,r036,"All institutions -> U. Chicago, The",All institutions,"U. Chicago, The",2,35,213015,231189,240870,225096,232987,253086,286078,324075,337367
10389,r037,"All institutions -> Rutgers, The State U. New Jersey",All institutions,"Rutgers, The State U. New Jersey",2,36,230738,256795,227950,248528,218340,250431,275428,283568,330079
10389,r038,All institutions -> Boston U.,All institutions,Boston U.,2,37,203568,217318,203154,237667,222750,245677,309364,273806,329790
10389,r039,"All institutions -> U. Utah, The",All institutions,"U. Utah, The",2,38,207314,227759,210793,231589,231648,284963,392865,334062,329498
10389,r040,"All institutions -> Texas A&M U., College Station",All institutions,"Texas A&M U., College Station",2,39,142578,143241,201274,206574,201714,234030,258471,237656,321733
10389,r041,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,40,283843,298961,319861,278540,267032,249565,256028,241289,320625
10389,r042,"All institutions -> U. Maryland, College Park",All institutions,"U. Maryland, College Park",2,41,227284,238837,233792,235037,220809,245150,250283,261835,320385
10389,r043,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,42,206010,242807,293211,304422,300737,311743,302216,312261,309883
10389,r044,All institutions -> Oregon Health and Science U.,All institutions,Oregon Health and Science U.,2,43,206187,222445,211545,208744,235075,256299,289552,310178,301959
10389,r045,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,44,170993,155239,142390,145695,146914,161943,208579,209258,299000
