table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_hierarchy_depth,field_naics_code,field_total,field_paid_for_by_the_company,field_foreign_owner,field_another_u_s_company,field_other_businesses_outside_the_united_states,field_u_s_university_or_college,field_u_s_nonprofit_organization,field_u_s_federal_government,field_u_s_state_or_local_government,field_all_other_organizations_outside_the_united_states
5617,r019,"All selected industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All selected industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",4,3345,"['    145,591 ', '&nbsp;']","['    139,777 ', '&nbsp;']","['    0 ', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['    0 ', '&nbsp;']","['D', '&nbsp;']","['    3,298 ', '&nbsp;']","['    348 ', '&nbsp;']","['D', '&nbsp;']"
5617,r020,All selected industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All selected industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,4,other 334,"['    30,729 ', '&nbsp;']","['    30,019 ', '&nbsp;']","['    0 ', '&nbsp;']","['    711 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
5617,r021,"All selected industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All selected industries,Manufacturing industries,"Electrical equipment, appliances, and components",,3,335,"['    15,858 ', '&nbsp;']","['    14,886 ', '&nbsp;']","['    0 ', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['D', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
5617,r022,All selected industries -> Manufacturing industries -> Transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,,3,336,"['    6,794 ', '&nbsp;']","['    5,863 ', '&nbsp;']","['    0 ', '&nbsp;']","['D', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['D', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
5617,r023,All selected industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All selected industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,4,3364,"['    6,337 ', '&nbsp;']","['    5,406 ', 'r']","['    0 ', '&nbsp;']","['D', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['D', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
5617,r024,All selected industries -> Manufacturing industries -> Transportation equipment -> Other transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,Other transportation equipment,4,other 336,"['D', '&nbsp;']","['D', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
5617,r025,All selected industries -> Manufacturing industries -> Furniture and related products,All selected industries,Manufacturing industries,Furniture and related products,,3,337,"['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
5617,r026,All selected industries -> Manufacturing industries -> Miscellaneous manufacturing,All selected industries,Manufacturing industries,Miscellaneous manufacturing,,3,339,"['    15,775 ', '&nbsp;']","['    15,156 ', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
5617,r027,All selected industries -> Selected nonmanufacturing industries,All selected industries,Selected nonmanufacturing industries,,,2,"42, 51, 5413, 5415, 5417","['    2,312,408 ', '&nbsp;']","['    1,864,665 ', '&nbsp;']","['    97,982 ', '&nbsp;']","['    83,159 ', '&nbsp;']","['    14,911 ', '&nbsp;']","['    6,451 ', '&nbsp;']","['    4,276 ', 'r']","['    234,731 ', '&nbsp;']","['    4,778 ', '&nbsp;']","['D', '&nbsp;']"
5617,r028,All selected industries -> Selected nonmanufacturing industries -> Wholesale trade,All selected industries,Selected nonmanufacturing industries,Wholesale trade,,3,42,"['    111,545 ', '&nbsp;']","['    82,001 ', '&nbsp;']","['D', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['D', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
5617,r029,All selected industries -> Selected nonmanufacturing industries -> Information,All selected industries,Selected nonmanufacturing industries,Information,,3,51,"['    352,215 ', '&nbsp;']","['    347,663 ', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['    0 ', '&nbsp;']","['D', '&nbsp;']","['    1,850 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
5617,r030,All selected industries -> Selected nonmanufacturing industries -> Information -> Software publishers,All selected industries,Selected nonmanufacturing industries,Information,Software publishers,4,5112,"['    251,241 ', '&nbsp;']","['    249,349 ', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['D', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
5617,r031,"All selected industries -> Selected nonmanufacturing industries -> Information -> Information, excluding software publishers",All selected industries,Selected nonmanufacturing industries,Information,"Information, excluding software publishers",4,"51, excluding 5112","['    100,975 ', '&nbsp;']","['    98,314 ', '&nbsp;']","['    0 ', '&nbsp;']","['D', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['D', '&nbsp;']","['    888 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
5617,r032,"All selected industries -> Selected nonmanufacturing industries -> Architectural, engineering, and related services",All selected industries,Selected nonmanufacturing industries,"Architectural, engineering, and related services",,3,5413,"['    183,744 ', '&nbsp;']","['    137,880 ', '&nbsp;']","['    0 ', '&nbsp;']","['    26,723 ', 'r']","['    0 ', '&nbsp;']","['    3,005 ', 'r']","['D', '&nbsp;']","['    15,753 ', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
5617,r033,All selected industries -> Selected nonmanufacturing industries -> Computer systems design and related services,All selected industries,Selected nonmanufacturing industries,Computer systems design and related services,,3,5415,"['    590,910 ', '&nbsp;']","['    526,582 ', '&nbsp;']","['D', '&nbsp;']","['    25,085 ', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['    34,358 ', 'r']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
5617,r034,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,,3,5417,"['    1,073,994 ', '&nbsp;']","['    770,537 ', '&nbsp;']","['    89,957 ', '&nbsp;']","['    29,778 ', '&nbsp;']","['    14,300 ', '&nbsp;']","['    3,373 ', 'r']","['D', '&nbsp;']","['    156,759 ', '&nbsp;']","['    4,688 ', '&nbsp;']","['D', '&nbsp;']"
5617,r035,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in nanotechnology,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in nanotechnology,4,541713,"['    173,194 ', '&nbsp;']","['    122,144 ', '&nbsp;']","['D', '&nbsp;']","['    14,008 ', '&nbsp;']","['D', '&nbsp;']","['    1,583 ', 'r']","['    0 ', '&nbsp;']","['    22,894 ', '&nbsp;']","['    1,501 ', 'r']","['    0 ', '&nbsp;']"
5617,r036,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology),All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),4,541714,"['    390,300 ', '&nbsp;']","['    303,746 ', '&nbsp;']","['    16,885 ', '&nbsp;']","['    6,127 ', '&nbsp;']","['    7,803 ', '&nbsp;']","['D', '&nbsp;']","['    0 ', '&nbsp;']","['    51,691 ', '&nbsp;']","['    2,249 ', 'r']","['D', '&nbsp;']"
5617,r037,"All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All selected industries,Selected nonmanufacturing industries,Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",4,541715,"['    487,094 ', '&nbsp;']","['    329,317 ', '&nbsp;']","['    61,409 ', 'r']","['    9,643 ', '&nbsp;']","['    4,787 ', 'r']","['    1,401 ', 'r']","['D', '&nbsp;']","['    79,447 ', '&nbsp;']","['    938 ', '&nbsp;']","['    0 ', '&nbsp;']"
5617,r038,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Social sciences and humanities research and development,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Social sciences and humanities research and development,4,541720,"['    9,144 ', '&nbsp;']","['    7,446 ', 'r']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['D', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
