table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_intramural_federal_agenciesa,field_intramural_ffrdcs,field_extramural_united_states_and_u_s_territories_businesses,field_extramural_united_states_and_u_s_territories_higher_educationb,field_extramural_united_states_and_u_s_territories_nonprofit_organizations,field_extramural_united_states_and_u_s_territories_state_and_local_governments,field_extramural_non_u_s_performers
10259,r001,All agencies,All agencies,,,,,1,43750114,10565461,4723897,7004281,15586028,5260155,354413,255879
10259,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,
10259,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,1361790,746155,0,13236,557830,33773,7882,2914
10259,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Marketing Service,All agencies,Departments,Department of Agriculture,Agricultural Marketing Service,,4,6663,3629,0,0.05,2509,212,250,0.05
10259,r005,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,604161,520137,0,0,76024,5376,89,2536
10259,r006,All agencies -> Departments -> Department of Agriculture -> Economic Research Service,All agencies,Departments,Department of Agriculture,Economic Research Service,,4,85476,74920,0,0.05,8247,2263,0,0
10259,r007,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,154223,133608,0,298,10745,3864,5352,355
10259,r008,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,5151,4600,0,0,223,328,0,0
10259,r009,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,505111,9262,0,12851,459077,21731,2190,0
10259,r010,All agencies -> Departments -> Department of Agriculture -> Natural Resources Conservation Service,All agencies,Departments,Department of Agriculture,Natural Resources Conservation Service,,4,1004,0,0,0,1004,0,0,0
10259,r011,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,1228287,893197,19924,50927,243621,17508,2347,763
10259,r012,All agencies -> Departments -> Department of Commerce -> Census Bureau,All agencies,Departments,Department of Commerce,Census Bureau,,4,55936,55936,0,0,0,0,0,0
10259,r013,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,506747,416196,19914,35007,30060,4801,0.05,759
10259,r014,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,658725,414185,0.05,15920,213561,12707,2338,0.05
10259,r015,All agencies -> Departments -> Department of Commerce -> National Telecommunications and Information Administration,All agencies,Departments,Department of Commerce,National Telecommunications and Information Administration,,4,6879,6879,0,0,0,0,0,0
10259,r016,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,6900567,1996015,1042015,2487345,1026346,311597,2290,34957
10259,r017,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,1335666,79804,47431,786352,300511,103798,300,17470
10259,r018,All agencies -> Departments -> Department of Defense -> Defense Health Agency,All agencies,Departments,Department of Defense,Defense Health Agency,,4,114779,8821,2618,12147,39864,49635,0,1694
10259,r019,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,1683718,592873,84221,796542,164191,41847,1670,2373
10259,r020,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,1372202,717019,19773,418700,180327,32923,0,3460
10259,r021,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,1023460,364561,18387,267969,306290,56099,320,9835
