table_id,row_id,sex_and_institution_full_path,sex_and_institution_level_1,sex_and_institution_level_2,sex_and_institution_level_3,sex_and_institution_level_4,sex_and_institution_hierarchy_depth,field_associate_s_degrees
3247,r001,Female,Female,,,,1,
3247,r002,Female -> All institutions,Female,All institutions,,,2,141352
3247,r003,Female -> All institutions -> Top 50 institutions,Female,All institutions,Top 50 institutions,,3,36211
3247,r004,Female -> All institutions -> Top 50 institutions -> Ultimate Medical Academy-Clearwater,Female,All institutions,Top 50 institutions,Ultimate Medical Academy-Clearwater,4,3079
3247,r005,Female -> All institutions -> Top 50 institutions -> Ivy Tech Community C.,Female,All institutions,Top 50 institutions,Ivy Tech Community C.,4,1575
3247,r006,Female -> All institutions -> Top 50 institutions -> Keiser U.-Ft Lauderdale,Female,All institutions,Top 50 institutions,Keiser U.-Ft Lauderdale,4,1562
3247,r007,Female -> All institutions -> Top 50 institutions -> U. Phoenix-Arizona,Female,All institutions,Top 50 institutions,U. Phoenix-Arizona,4,1439
3247,r008,Female -> All institutions -> Top 50 institutions -> Sierra C.,Female,All institutions,Top 50 institutions,Sierra C.,4,1082
3247,r009,Female -> All institutions -> Top 50 institutions -> Citrus C.,Female,All institutions,Top 50 institutions,Citrus C.,4,1067
3247,r010,Female -> All institutions -> Top 50 institutions -> Santa Rosa Junior C.,Female,All institutions,Top 50 institutions,Santa Rosa Junior C.,4,1024
3247,r011,Female -> All institutions -> Top 50 institutions -> Northern Virginia Community C.,Female,All institutions,Top 50 institutions,Northern Virginia Community C.,4,1019
3247,r012,Female -> All institutions -> Top 50 institutions -> American River C.,Female,All institutions,Top 50 institutions,American River C.,4,939
3247,r013,Female -> All institutions -> Top 50 institutions -> Pasadena City C.,Female,All institutions,Top 50 institutions,Pasadena City C.,4,925
3247,r014,Female -> All institutions -> Top 50 institutions -> San Jacinto Community C.,Female,All institutions,Top 50 institutions,San Jacinto Community C.,4,896
3247,r015,Female -> All institutions -> Top 50 institutions -> Tidewater Community C.,Female,All institutions,Top 50 institutions,Tidewater Community C.,4,864
3247,r016,Female -> All institutions -> Top 50 institutions -> San Joaquin Valley C.-Visalia,Female,All institutions,Top 50 institutions,San Joaquin Valley C.-Visalia,4,856
3247,r017,Female -> All institutions -> Top 50 institutions -> East Los Angeles C.,Female,All institutions,Top 50 institutions,East Los Angeles C.,4,852
3247,r018,Female -> All institutions -> Top 50 institutions -> C. of the Canyons,Female,All institutions,Top 50 institutions,C. of the Canyons,4,836
3247,r019,Female -> All institutions -> Top 50 institutions -> ECPI U.,Female,All institutions,Top 50 institutions,ECPI U.,4,777
3247,r020,Female -> All institutions -> Top 50 institutions -> Diablo Valley C.,Female,All institutions,Top 50 institutions,Diablo Valley C.,4,722
3247,r021,Female -> All institutions -> Top 50 institutions -> El Camino Community C. District,Female,All institutions,Top 50 institutions,El Camino Community C. District,4,671
3247,r022,Female -> All institutions -> Top 50 institutions -> Chaffey C.,Female,All institutions,Top 50 institutions,Chaffey C.,4,657
3247,r023,Female -> All institutions -> Top 50 institutions -> CUNY LaGuardia Community C.,Female,All institutions,Top 50 institutions,CUNY LaGuardia Community C.,4,642
3247,r024,Female -> All institutions -> Top 50 institutions -> Mt San Antonio C.,Female,All institutions,Top 50 institutions,Mt San Antonio C.,4,634
3247,r025,Female -> All institutions -> Top 50 institutions -> Baker C.,Female,All institutions,Top 50 institutions,Baker C.,4,618
3247,r026,Female -> All institutions -> Top 50 institutions -> Palomar C.,Female,All institutions,Top 50 institutions,Palomar C.,4,604
3247,r027,Female -> All institutions -> Top 50 institutions -> Antelope Valley C.,Female,All institutions,Top 50 institutions,Antelope Valley C.,4,587
3247,r028,Female -> All institutions -> Top 50 institutions -> Mt San Jacinto Community C. District,Female,All institutions,Top 50 institutions,Mt San Jacinto Community C. District,4,582
3247,r029,Female -> All institutions -> Top 50 institutions -> De Anza C.,Female,All institutions,Top 50 institutions,De Anza C.,4,556
3247,r030,Female -> All institutions -> Top 50 institutions -> Santa Ana C.,Female,All institutions,Top 50 institutions,Santa Ana C.,4,547
3247,r031,Female -> All institutions -> Top 50 institutions -> Fullerton C.,Female,All institutions,Top 50 institutions,Fullerton C.,4,538
3247,r032,Female -> All institutions -> Top 50 institutions -> Sacramento City C.,Female,All institutions,Top 50 institutions,Sacramento City C.,4,527
3247,r033,Female -> All institutions -> Top 50 institutions -> Moorpark C.,Female,All institutions,Top 50 institutions,Moorpark C.,4,516
3247,r034,Female -> All institutions -> Top 50 institutions -> Los Angeles Pierce C.,Female,All institutions,Top 50 institutions,Los Angeles Pierce C.,4,486
3247,r035,Female -> All institutions -> Top 50 institutions -> City C. of San Francisco,Female,All institutions,Top 50 institutions,City C. of San Francisco,4,485
3247,r036,Female -> All institutions -> Top 50 institutions -> Orange Coast C.,Female,All institutions,Top 50 institutions,Orange Coast C.,4,485
3247,r037,Female -> All institutions -> Top 50 institutions -> Moraine Valley Community C.,Female,All institutions,Top 50 institutions,Moraine Valley Community C.,4,483
3247,r038,Female -> All institutions -> Top 50 institutions -> C. of Southern Nevada,Female,All institutions,Top 50 institutions,C. of Southern Nevada,4,479
3247,r039,Female -> All institutions -> Top 50 institutions -> Santa Barbara City C.,Female,All institutions,Top 50 institutions,Santa Barbara City C.,4,479
3247,r040,Female -> All institutions -> Top 50 institutions -> Modesto Junior C.,Female,All institutions,Top 50 institutions,Modesto Junior C.,4,470
3247,r041,Female -> All institutions -> Top 50 institutions -> Southwestern C.,Female,All institutions,Top 50 institutions,Southwestern C.,4,463
3247,r042,Female -> All institutions -> Top 50 institutions -> South Texas C.,Female,All institutions,Top 50 institutions,South Texas C.,4,462
3247,r043,Female -> All institutions -> Top 50 institutions -> Sinclair Community C.,Female,All institutions,Top 50 institutions,Sinclair Community C.,4,455
3247,r044,Female -> All institutions -> Top 50 institutions -> Long Beach City C.,Female,All institutions,Top 50 institutions,Long Beach City C.,4,445
3247,r045,Female -> All institutions -> Top 50 institutions -> Grossmont C.,Female,All institutions,Top 50 institutions,Grossmont C.,4,444
3247,r046,Female -> All institutions -> Top 50 institutions -> San Diego Mesa C.,Female,All institutions,Top 50 institutions,San Diego Mesa C.,4,443
3247,r047,Female -> All institutions -> Top 50 institutions -> Butte C.,Female,All institutions,Top 50 institutions,Butte C.,4,437
3247,r048,Female -> All institutions -> Top 50 institutions -> Ohlone C.,Female,All institutions,Top 50 institutions,Ohlone C.,4,430
3247,r049,Female -> All institutions -> Top 50 institutions -> Fresno City C.,Female,All institutions,Top 50 institutions,Fresno City C.,4,426
3247,r050,Female -> All institutions -> Top 50 institutions -> El Paso Community C.,Female,All institutions,Top 50 institutions,El Paso Community C.,4,415
3247,r051,Female -> All institutions -> Top 50 institutions -> San Joaquin Delta C.,Female,All institutions,Top 50 institutions,San Joaquin Delta C.,4,412
3247,r052,Female -> All institutions -> Top 50 institutions -> Imperial Valley C.,Female,All institutions,Top 50 institutions,Imperial Valley C.,4,411
3247,r053,Female -> All institutions -> Top 50 institutions -> San Antonio C.,Female,All institutions,Top 50 institutions,San Antonio C.,4,408
3247,r054,Female -> All institutions -> Other institutions,Female,All institutions,Other institutions,,3,105141
3247,r055,Male,Male,,,,1,
3247,r056,Male -> All institutions,Male,All institutions,,,2,109306
3247,r057,Male -> All institutions -> Top 50 institutions,Male,All institutions,Top 50 institutions,,3,24784
3247,r058,Male -> All institutions -> Top 50 institutions -> Northern Virginia Community C.,Male,All institutions,Top 50 institutions,Northern Virginia Community C.,4,1147
3247,r059,Male -> All institutions -> Top 50 institutions -> Ivy Tech Community C.,Male,All institutions,Top 50 institutions,Ivy Tech Community C.,4,1014
3247,r060,Male -> All institutions -> Top 50 institutions -> Texas State Technical C.,Male,All institutions,Top 50 institutions,Texas State Technical C.,4,858
3247,r061,Male -> All institutions -> Top 50 institutions -> Cochise County Community C. District,Male,All institutions,Top 50 institutions,Cochise County Community C. District,4,811
3247,r062,Male -> All institutions -> Top 50 institutions -> San Jacinto Community C.,Male,All institutions,Top 50 institutions,San Jacinto Community C.,4,803
3247,r063,Male -> All institutions -> Top 50 institutions -> Pasadena City C.,Male,All institutions,Top 50 institutions,Pasadena City C.,4,794
3247,r064,Male -> All institutions -> Top 50 institutions -> U. Phoenix-Arizona,Male,All institutions,Top 50 institutions,U. Phoenix-Arizona,4,751
3247,r065,Male -> All institutions -> Top 50 institutions -> CUNY New York City C. of Technology,Male,All institutions,Top 50 institutions,CUNY New York City C. of Technology,4,634
3247,r066,Male -> All institutions -> Top 50 institutions -> American River C.,Male,All institutions,Top 50 institutions,American River C.,4,630
3247,r067,Male -> All institutions -> Top 50 institutions -> Citrus C.,Male,All institutions,Top 50 institutions,Citrus C.,4,571
3247,r068,Male -> All institutions -> Top 50 institutions -> Sierra C.,Male,All institutions,Top 50 institutions,Sierra C.,4,570
3247,r069,Male -> All institutions -> Top 50 institutions -> C. of the Canyons,Male,All institutions,Top 50 institutions,C. of the Canyons,4,567
3247,r070,Male -> All institutions -> Top 50 institutions -> ECPI U.,Male,All institutions,Top 50 institutions,ECPI U.,4,561
3247,r071,Male -> All institutions -> Top 50 institutions -> El Camino Community C. District,Male,All institutions,Top 50 institutions,El Camino Community C. District,4,540
3247,r072,Male -> All institutions -> Top 50 institutions -> Tidewater Community C.,Male,All institutions,Top 50 institutions,Tidewater Community C.,4,536
3247,r073,Male -> All institutions -> Top 50 institutions -> Keiser U.-Ft Lauderdale,Male,All institutions,Top 50 institutions,Keiser U.-Ft Lauderdale,4,519
3247,r074,Male -> All institutions -> Top 50 institutions -> Santa Rosa Junior C.,Male,All institutions,Top 50 institutions,Santa Rosa Junior C.,4,516
3247,r075,Male -> All institutions -> Top 50 institutions -> Diablo Valley C.,Male,All institutions,Top 50 institutions,Diablo Valley C.,4,510
3247,r076,Male -> All institutions -> Top 50 institutions -> Chaffey C.,Male,All institutions,Top 50 institutions,Chaffey C.,4,496
3247,r077,Male -> All institutions -> Top 50 institutions -> Houston Community C.,Male,All institutions,Top 50 institutions,Houston Community C.,4,470
3247,r078,Male -> All institutions -> Top 50 institutions -> Moorpark C.,Male,All institutions,Top 50 institutions,Moorpark C.,4,463
3247,r079,Male -> All institutions -> Top 50 institutions -> Palomar C.,Male,All institutions,Top 50 institutions,Palomar C.,4,443
3247,r080,Male -> All institutions -> Top 50 institutions -> Austin Community C. District,Male,All institutions,Top 50 institutions,Austin Community C. District,4,439
3247,r081,Male -> All institutions -> Top 50 institutions -> South Texas C.,Male,All institutions,Top 50 institutions,South Texas C.,4,433
3247,r082,Male -> All institutions -> Top 50 institutions -> Orange Coast C.,Male,All institutions,Top 50 institutions,Orange Coast C.,4,429
3247,r083,Male -> All institutions -> Top 50 institutions -> CUNY LaGuardia Community C.,Male,All institutions,Top 50 institutions,CUNY LaGuardia Community C.,4,426
3247,r084,Male -> All institutions -> Top 50 institutions -> Columbia Southern U.,Male,All institutions,Top 50 institutions,Columbia Southern U.,4,421
3247,r085,Male -> All institutions -> Top 50 institutions -> Santa Barbara City C.,Male,All institutions,Top 50 institutions,Santa Barbara City C.,4,413
3247,r086,Male -> All institutions -> Top 50 institutions -> CUNY Borough of Manhattan Community C.,Male,All institutions,Top 50 institutions,CUNY Borough of Manhattan Community C.,4,397
3247,r087,Male -> All institutions -> Top 50 institutions -> East Los Angeles C.,Male,All institutions,Top 50 institutions,East Los Angeles C.,4,396
3247,r088,Male -> All institutions -> Top 50 institutions -> Grossmont C.,Male,All institutions,Top 50 institutions,Grossmont C.,4,394
3247,r089,Male -> All institutions -> Top 50 institutions -> Moraine Valley Community C.,Male,All institutions,Top 50 institutions,Moraine Valley Community C.,4,387
3247,r090,Male -> All institutions -> Top 50 institutions -> City C. San Francisco,Male,All institutions,Top 50 institutions,City C. San Francisco,4,383
3247,r091,Male -> All institutions -> Top 50 institutions -> Glendale Community C.,Male,All institutions,Top 50 institutions,Glendale Community C.,4,382
3247,r092,Male -> All institutions -> Top 50 institutions -> Sinclair Community C.,Male,All institutions,Top 50 institutions,Sinclair Community C.,4,373
3247,r093,Male -> All institutions -> Top 50 institutions -> Central New Mexico Community C.,Male,All institutions,Top 50 institutions,Central New Mexico Community C.,4,366
3247,r094,Male -> All institutions -> Top 50 institutions -> Wake Technical Community C.,Male,All institutions,Top 50 institutions,Wake Technical Community C.,4,366
3247,r095,Male -> All institutions -> Top 50 institutions -> Mt San Antonio C.,Male,All institutions,Top 50 institutions,Mt San Antonio C.,4,365
3247,r096,Male -> All institutions -> Top 50 institutions -> Coastline Community C.,Male,All institutions,Top 50 institutions,Coastline Community C.,4,364
3247,r097,Male -> All institutions -> Top 50 institutions -> Mt San Jacinto Community C. District,Male,All institutions,Top 50 institutions,Mt San Jacinto Community C. District,4,364
3247,r098,Male -> All institutions -> Top 50 institutions -> De Anza C.,Male,All institutions,Top 50 institutions,De Anza C.,4,363
3247,r099,Male -> All institutions -> Top 50 institutions -> C. of Southern Nevada,Male,All institutions,Top 50 institutions,C. of Southern Nevada,4,362
3247,r100,Male -> All institutions -> Top 50 institutions -> Tulsa Community C.,Male,All institutions,Top 50 institutions,Tulsa Community C.,4,356
3247,r101,Male -> All institutions -> Top 50 institutions -> Mississippi Gulf Coast Community C.,Male,All institutions,Top 50 institutions,Mississippi Gulf Coast Community C.,4,348
3247,r102,Male -> All institutions -> Top 50 institutions -> Fullerton C.,Male,All institutions,Top 50 institutions,Fullerton C.,4,344
3247,r103,Male -> All institutions -> Top 50 institutions -> Antelope Valley C.,Male,All institutions,Top 50 institutions,Antelope Valley C.,4,343
