table_id,row_id,_b_detailed_field_b_full_path,_b_detailed_field_b_level_1,_b_detailed_field_b_level_2,_b_detailed_field_b_level_3,_b_detailed_field_b_level_4,_b_detailed_field_b_hierarchy_depth,field_total_number,field_total_percent,field_hispanic_or_latino_number,field_hispanic_or_latino_percent,field_not_hispanic_or_latino_american_indian_or_alaska_native_number,field_not_hispanic_or_latino_american_indian_or_alaska_native_percent,field_not_hispanic_or_latino_asian_number,field_not_hispanic_or_latino_asian_percent,field_not_hispanic_or_latino_black_or_african_american_number,field_not_hispanic_or_latino_black_or_african_american_percent,field_not_hispanic_or_latino_native_hawaiian_or_other_pacific_islander_number,field_not_hispanic_or_latino_native_hawaiian_or_other_pacific_islander_percent,field_not_hispanic_or_latino_white_number,field_not_hispanic_or_latino_white_percent,field_not_hispanic_or_latino_more_than_one_race_number,field_not_hispanic_or_latino_more_than_one_race_percent,field_unknown_ethnicity_and_race_number,field_unknown_ethnicity_and_race_percent,field_temporary_visa_holders_number,field_temporary_visa_holders_percent
3522,r027,"All detailed fields -> Science -> Computer and information sciences -> Computer and information sciences, general",All detailed fields,Science,Computer and information sciences,"Computer and information sciences, general",4,33698,8.3,1531,4.2,50,3.8,3772,12.1,1446,5.2,22,4.1,8663,5.3,528,5.5,647,3.9,17039,14.1
3522,r028,All detailed fields -> Science -> Computer and information sciences -> Computer and information sciences nec,All detailed fields,Science,Computer and information sciences,Computer and information sciences nec,4,25766,6.3,1630,4.4,44,3.3,2398,7.7,2888,10.5,31,5.7,7709,4.7,531,5.5,1196,7.3,9339,7.7
3522,r029,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",,3,5327,1.3,472,1.3,22,1.7,133,0.4,152,0.6,7,1.3,3722,2.3,154,1.6,179,1.1,486,0.4
3522,r030,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Atmospheric sciences and meteorology",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric sciences and meteorology,4,473,0.1,26,0.1,0,0.0,7,0.05,18,0.1,0,0.0,326,0.2,11,0.1,14,0.1,71,0.1
3522,r031,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Geological and earth sciences",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Geological and earth sciences,4,3610,0.9,314,0.9,21,1.6,90,0.3,106,0.4,6,1.1,2534,1.5,101,1.1,102,0.6,336,0.3
3522,r032,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Ocean and marine sciences",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences,4,1244,0.3,132,0.4,1,0.1,36,0.1,28,0.1,1,0.2,862,0.5,42,0.4,63,0.4,79,0.1
3522,r033,All detailed fields -> Science -> Mathematics and statistics,All detailed fields,Science,Mathematics and statistics,,3,19594,4.8,1123,3.1,42,3.2,1619,5.2,519,1.9,5,0.9,5425,3.3,256,2.7,650,4.0,9955,8.2
3522,r034,All detailed fields -> Science -> Mathematics and statistics -> Mathematics and applied mathematics,All detailed fields,Science,Mathematics and statistics,Mathematics and applied mathematics,4,11933,2.9,778,2.1,18,1.4,781,2.5,348,1.3,1,0.2,3411,2.1,162,1.7,444,2.7,5990,5.0
3522,r035,All detailed fields -> Science -> Mathematics and statistics -> Statistics,All detailed fields,Science,Mathematics and statistics,Statistics,4,7661,1.9,345,0.9,24,1.8,838,2.7,171,0.6,4,0.7,2014,1.2,94,1.0,206,1.3,3965,3.3
3522,r036,All detailed fields -> Science -> Multidisciplinary and interdisciplinary studies,All detailed fields,Science,Multidisciplinary and interdisciplinary studies,,3,8203,2.0,734,2.0,21,1.6,686,2.2,619,2.2,13,2.4,3450,2.1,231,2.4,261,1.6,2188,1.8
3522,r037,All detailed fields -> Science -> Natural resources and conservation,All detailed fields,Science,Natural resources and conservation,,3,8066,2.0,691,1.9,86,6.5,230,0.7,216,0.8,21,3.9,5442,3.3,273,2.8,291,1.8,816,0.7
3522,r038,All detailed fields -> Science -> Natural resources and conservation -> Environmental science and studies,All detailed fields,Science,Natural resources and conservation,Environmental science and studies,4,3883,1.0,406,1.1,37,2.8,136,0.4,102,0.4,14,2.6,2462,1.5,122,1.3,153,0.9,451,0.4
3522,r039,"All detailed fields -> Science -> Natural resources and conservation -> Forestry, natural resources, and conservation",All detailed fields,Science,Natural resources and conservation,"Forestry, natural resources, and conservation",4,4183,1.0,285,0.8,49,3.7,94,0.3,114,0.4,7,1.3,2980,1.8,151,1.6,138,0.8,365,0.3
3522,r040,All detailed fields -> Science -> Physical sciences,All detailed fields,Science,Physical sciences,,3,6361,1.6,698,1.9,26,2.0,439,1.4,335,1.2,6,1.1,2799,1.7,165,1.7,190,1.2,1703,1.4
3522,r041,All detailed fields -> Science -> Physical sciences -> Astronomy and astrophysics,All detailed fields,Science,Physical sciences,Astronomy and astrophysics,4,77,0.05,8,0.05,0,0.0,9,0.05,4,0.05,0,0.0,40,0.05,6,0.1,4,0.05,6,0.05
3522,r042,All detailed fields -> Science -> Physical sciences -> Chemistry,All detailed fields,Science,Physical sciences,Chemistry,4,3152,0.8,366,1.0,15,1.1,265,0.8,216,0.8,2,0.4,1383,0.8,71,0.7,85,0.5,749,0.6
3522,r043,All detailed fields -> Science -> Physical sciences -> Materials sciences,All detailed fields,Science,Physical sciences,Materials sciences,4,539,0.1,36,0.1,0,0.0,36,0.1,12,0.05,0,0.0,145,0.1,3,0.05,12,0.1,295,0.2
3522,r044,All detailed fields -> Science -> Physical sciences -> Physics,All detailed fields,Science,Physical sciences,Physics,4,2164,0.5,242,0.7,8,0.6,115,0.4,86,0.3,4,0.7,957,0.6,64,0.7,72,0.4,616,0.5
3522,r045,All detailed fields -> Science -> Physical sciences -> Physical sciences nec,All detailed fields,Science,Physical sciences,Physical sciences nec,4,429,0.1,46,0.1,3,0.2,14,0.05,17,0.1,0,0.0,274,0.2,21,0.2,17,0.1,37,0.05
3522,r046,All detailed fields -> Science -> Psychology,All detailed fields,Science,Psychology,,3,40838,10.0,7361,20.0,181,13.6,1795,5.7,4709,17.1,87,16.1,20798,12.7,1336,13.9,2963,18.1,1608,1.3
3522,r047,All detailed fields -> Science -> Psychology -> Clinical psychology,All detailed fields,Science,Psychology,Clinical psychology,4,3587,0.9,658,1.8,10,0.8,219,0.7,268,1.0,14,2.6,1781,1.1,142,1.5,265,1.6,230,0.2
3522,r048,All detailed fields -> Science -> Psychology -> Counseling and applied psychology,All detailed fields,Science,Psychology,Counseling and applied psychology,4,29322,7.2,5472,14.9,127,9.6,1183,3.8,3571,12.9,58,10.7,14785,9.0,920,9.6,2434,14.8,772,0.6
3522,r049,"All detailed fields -> Science -> Psychology -> Psychology, general",All detailed fields,Science,Psychology,"Psychology, general",4,6357,1.6,1003,2.7,38,2.9,291,0.9,733,2.7,13,2.4,3519,2.1,219,2.3,226,1.4,315,0.3
3522,r050,All detailed fields -> Science -> Psychology -> Research and experimental psychology,All detailed fields,Science,Psychology,Research and experimental psychology,4,1572,0.4,228,0.6,6,0.5,102,0.3,137,0.5,2,0.4,713,0.4,55,0.6,38,0.2,291,0.2
3522,r051,All detailed fields -> Science -> Social sciences,All detailed fields,Science,Social sciences,,3,43607,10.7,5187,14.1,273,20.6,1996,6.4,4206,15.2,79,14.6,20512,12.5,1250,13.0,1969,12.0,8135,6.7
3522,r052,All detailed fields -> Science -> Social sciences -> Agricultural economics,All detailed fields,Science,Social sciences,Agricultural economics,4,700,0.2,36,0.1,1,0.1,9,0.05,8,0.05,0,0.0,343,0.2,7,0.1,13,0.1,283,0.2
3522,r053,All detailed fields -> Science -> Social sciences -> Anthropology,All detailed fields,Science,Social sciences,Anthropology,4,2233,0.5,282,0.8,32,2.4,74,0.2,72,0.3,1,0.2,1466,0.9,99,1.0,98,0.6,109,0.1
3522,r054,All detailed fields -> Science -> Social sciences -> Criminal justice and safety studies,All detailed fields,Science,Social sciences,Criminal justice and safety studies,4,4917,1.2,758,2.1,23,1.7,92,0.3,1157,4.2,15,2.8,2308,1.4,141,1.5,349,2.1,74,0.1
3522,r055,All detailed fields -> Science -> Social sciences -> Economics (except agricultural),All detailed fields,Science,Social sciences,Economics (except agricultural),4,6084,1.5,337,0.9,8,0.6,313,1.0,209,0.8,5,0.9,1669,1.0,83,0.9,150,0.9,3310,2.7
3522,r056,All detailed fields -> Science -> Social sciences -> Geography and cartography,All detailed fields,Science,Social sciences,Geography and cartography,4,2660,0.7,227,0.6,20,1.5,95,0.3,116,0.4,3,0.6,1651,1.0,89,0.9,88,0.5,371,0.3
3522,r057,All detailed fields -> Science -> Social sciences -> History and philosophy of science,All detailed fields,Science,Social sciences,History and philosophy of science,4,32,0.05,0,0.0,0,0.0,3,0.05,7,0.05,0,0.0,18,0.05,0,0.0,2,0.05,2,0.05
3522,r058,All detailed fields -> Science -> Social sciences -> Human development,All detailed fields,Science,Social sciences,Human development,4,1339,0.3,183,0.5,3,0.2,55,0.2,136,0.5,3,0.6,804,0.5,35,0.4,45,0.3,75,0.1
3522,r059,All detailed fields -> Science -> Social sciences -> International relations and national security studies,All detailed fields,Science,Social sciences,International relations and national security studies,4,6657,1.6,780,2.1,15,1.1,350,1.1,493,1.8,7,1.3,3346,2.0,181,1.9,454,2.8,1031,0.9
3522,r060,All detailed fields -> Science -> Social sciences -> Linguistics,All detailed fields,Science,Social sciences,Linguistics,4,1153,0.3,161,0.4,20,1.5,71,0.2,37,0.1,1,0.2,590,0.4,42,0.4,45,0.3,186,0.2
3522,r061,All detailed fields -> Science -> Social sciences -> Political science and government,All detailed fields,Science,Social sciences,Political science and government,4,2897,0.7,416,1.1,9,0.7,112,0.4,281,1.0,4,0.7,1554,0.9,81,0.8,121,0.7,319,0.3
3522,r062,All detailed fields -> Science -> Social sciences -> Public policy analysis,All detailed fields,Science,Social sciences,Public policy analysis,4,6297,1.5,606,1.6,19,1.4,447,1.4,513,1.9,12,2.2,3000,1.8,190,2.0,270,1.6,1240,1.0
3522,r063,All detailed fields -> Science -> Social sciences -> Sociology,All detailed fields,Science,Social sciences,Sociology,4,2263,0.6,444,1.2,11,0.8,77,0.2,367,1.3,4,0.7,1061,0.6,76,0.8,47,0.3,176,0.1
3522,r064,All detailed fields -> Science -> Social sciences -> Social sciences nec,All detailed fields,Science,Social sciences,Social sciences nec,4,6375,1.6,957,2.6,112,8.4,298,1.0,810,2.9,24,4.4,2702,1.6,226,2.4,287,1.8,959,0.8
3522,r065,All detailed fields -> Engineering,All detailed fields,Engineering,,,2,91939,22.5,5846,15.9,168,12.7,7009,22.4,2708,9.8,69,12.7,30121,18.4,1672,17.4,2280,13.9,42066,34.8
3522,r066,"All detailed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All detailed fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",,3,3701,0.9,299,0.8,10,0.8,311,1.0,75,0.3,8,1.5,2076,1.3,132,1.4,91,0.6,699,0.6
3522,r067,All detailed fields -> Engineering -> Agricultural engineering,All detailed fields,Engineering,Agricultural engineering,,3,494,0.1,15,0.05,1,0.1,24,0.1,10,0.05,0,0.0,247,0.2,12,0.1,5,0.05,180,0.1
3522,r068,All detailed fields -> Engineering -> Bioengineering and biomedical engineering,All detailed fields,Engineering,Bioengineering and biomedical engineering,,3,4335,1.1,313,0.9,8,0.6,613,2.0,168,0.6,6,1.1,1518,0.9,116,1.2,128,0.8,1465,1.2
3522,r069,All detailed fields -> Engineering -> Biological and biosystems engineering,All detailed fields,Engineering,Biological and biosystems engineering,,3,89,0.05,3,0.05,0,0.0,8,0.05,0,0.0,0,0.0,45,0.05,1,0.05,6,0.05,26,0.05
3522,r070,All detailed fields -> Engineering -> Chemical engineering,All detailed fields,Engineering,Chemical engineering,,3,2632,0.6,131,0.4,2,0.2,248,0.8,83,0.3,0,0.0,749,0.5,48,0.5,53,0.3,1318,1.1
3522,r071,All detailed fields -> Engineering -> Civil engineering,All detailed fields,Engineering,Civil engineering,,3,11873,2.9,1014,2.8,37,2.8,814,2.6,315,1.1,7,1.3,4404,2.7,236,2.5,298,1.8,4748,3.9
3522,r072,"All detailed fields -> Engineering -> Electrical, electronics, and communications engineering",All detailed fields,Engineering,"Electrical, electronics, and communications engineering",,3,28177,6.9,1360,3.7,34,2.6,2229,7.1,606,2.2,11,2.0,6031,3.7,362,3.8,610,3.7,16934,14.0
3522,r073,"All detailed fields -> Engineering -> Engineering mechanics, physics, and science",All detailed fields,Engineering,"Engineering mechanics, physics, and science",,3,852,0.2,32,0.1,3,0.2,61,0.2,22,0.1,2,0.4,398,0.2,16,0.2,30,0.2,288,0.2
3522,r074,All detailed fields -> Engineering -> Industrial and manufacturing engineering,All detailed fields,Engineering,Industrial and manufacturing engineering,,3,11912,2.9,895,2.4,21,1.6,687,2.2,491,1.8,12,2.2,3624,2.2,167,1.7,369,2.3,5646,4.7
3522,r075,All detailed fields -> Engineering -> Mechanical engineering,All detailed fields,Engineering,Mechanical engineering,,3,14861,3.6,1035,2.8,25,1.9,1088,3.5,274,1.0,9,1.7,5639,3.4,320,3.3,349,2.1,6122,5.1
3522,r076,All detailed fields -> Engineering -> Metallurgical and materials engineering,All detailed fields,Engineering,Metallurgical and materials engineering,,3,1974,0.5,122,0.3,0,0.0,144,0.5,39,0.1,0,0.0,657,0.4,43,0.4,44,0.3,925,0.8
3522,r077,All detailed fields -> Engineering -> Mining engineering,All detailed fields,Engineering,Mining engineering,,3,292,0.1,13,0.05,2,0.2,4,0.05,9,0.05,1,0.2,162,0.1,8,0.1,7,0.05,86,0.1
3522,r078,All detailed fields -> Engineering -> Nanotechnology,All detailed fields,Engineering,Nanotechnology,,3,49,0.05,9,0.05,0,0.0,5,0.05,6,0.05,0,0.0,19,0.05,3,0.05,1,0.05,6,0.05
3522,r079,All detailed fields -> Engineering -> Nuclear engineering,All detailed fields,Engineering,Nuclear engineering,,3,418,0.1,40,0.1,1,0.1,19,0.1,6,0.05,0,0.0,242,0.1,4,0.05,7,0.05,99,0.1
3522,r080,All detailed fields -> Engineering -> Petroleum engineering,All detailed fields,Engineering,Petroleum engineering,,3,642,0.2,33,0.1,2,0.2,32,0.1,17,0.1,0,0.0,131,0.1,9,0.1,14,0.1,404,0.3
3522,r081,All detailed fields -> Engineering -> Engineering nec,All detailed fields,Engineering,Engineering nec,,3,9638,2.4,532,1.4,22,1.7,722,2.3,587,2.1,13,2.4,4179,2.6,195,2.0,268,1.6,3120,2.6
3522,r082,All detailed fields -> Health,All detailed fields,Health,,,2,56494,13.8,6601,17.9,257,19.4,4763,15.2,5894,21.4,91,16.8,29953,18.3,1582,16.5,2978,18.2,4375,3.6
3522,r083,All detailed fields -> Health -> Clinical medicine<sup>a</sup>,All detailed fields,Health,Clinical medicine<sup>a</sup>,,3,26251,6.4,3004,8.2,156,11.8,2743,8.8,3799,13.8,46,8.5,11703,7.1,842,8.8,1639,10.0,2319,1.9
3522,r084,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Public health,All detailed fields,Health,Clinical medicine<sup>a</sup>,Public health,4,25403,6.2,2950,8.0,154,11.6,2596,8.3,3750,13.6,46,8.5,11327,6.9,822,8.6,1582,9.6,2176,1.8
3522,r085,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Clinical medicine nec,All detailed fields,Health,Clinical medicine<sup>a</sup>,Clinical medicine nec,4,848,0.2,54,0.1,2,0.2,147,0.5,49,0.2,0,0.0,376,0.2,20,0.2,57,0.3,143,0.1
3522,r086,All detailed fields -> Health -> Other health,All detailed fields,Health,Other health,,3,30243,7.4,3597,9.8,101,7.6,2020,6.5,2095,7.6,45,8.3,18250,11.1,740,7.7,1339,8.2,2056,1.7
3522,r087,All detailed fields -> Health -> Other health -> Communication disorders sciences,All detailed fields,Health,Other health,Communication disorders sciences,4,16346,4.0,2072,5.6,59,4.4,781,2.5,704,2.6,19,3.5,11405,7.0,402,4.2,706,4.3,198,0.2
3522,r088,All detailed fields -> Health -> Other health -> Dental sciences ,All detailed fields,Health,Other health,Dental sciences ,4,1315,0.3,77,0.2,2,0.2,183,0.6,39,0.1,2,0.4,538,0.3,21,0.2,79,0.5,374,0.3
3522,r089,All detailed fields -> Health -> Other health -> Nursing science,All detailed fields,Health,Other health,Nursing science,4,1861,0.5,195,0.5,5,0.4,125,0.4,202,0.7,4,0.7,1157,0.7,30,0.3,130,0.8,13,0.05
3522,r090,All detailed fields -> Health -> Other health -> Pharmaceutical sciences,All detailed fields,Health,Other health,Pharmaceutical sciences,4,1187,0.3,78,0.2,1,0.1,132,0.4,49,0.2,1,0.2,321,0.2,18,0.2,21,0.1,566,0.5
3522,r091,All detailed fields -> Health -> Other health -> Veterinary biomedical and clinical sciences,All detailed fields,Health,Other health,Veterinary biomedical and clinical sciences,4,881,0.2,64,0.2,4,0.3,39,0.1,31,0.1,1,0.2,517,0.3,23,0.2,41,0.3,161,0.1
3522,r092,All detailed fields -> Health -> Other health -> Other health nec,All detailed fields,Health,Other health,Other health nec,4,8653,2.1,1111,3.0,30,2.3,760,2.4,1070,3.9,18,3.3,4312,2.6,246,2.6,362,2.2,744,0.6
