table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_agencies,field_dhs,field_doc,field_dod,field_doe,field_doi,field_dot,field_ed,field_epa,field_hhs,field_nasa,field_nsf,field_usda,field_othera
7288,r001,All HHE institutions,All HHE institutions,,1,-,3151990.0,1899.2,25376.4,196252.1,212816.7,16209.9,54400.9,33342.8,3889.9,1666803.2,109248.8,763966.7,67131.4,652.0
7288,r002,"All HHE institutions -> U. Texas, The, Austin",All HHE institutions,"U. Texas, The, Austin",2,1,368190.1,0.0,279.5,135237.6,28838.8,915.3,5995.8,2917.6,0.0,82302.2,8471.2,103067.0,165.0,0.0
7288,r003,All HHE institutions -> U. Arizona,All HHE institutions,U. Arizona,2,2,282665.3,0.0,2686.3,1302.5,3252.7,2892.9,0.0,250.0,0.0,158952.3,51967.1,54187.4,7174.1,0.0
7288,r004,"All HHE institutions -> U. California, Irvine",All HHE institutions,"U. California, Irvine",2,3,235629.9,0.0,0.0,0.0,18116.3,0.0,0.0,195.5,0.0,158083.4,5434.1,53800.7,0.0,0.0
7288,r005,"All HHE institutions -> U. Illinois, Chicago",All HHE institutions,"U. Illinois, Chicago",2,4,209257.6,0.0,419.7,1117.6,29017.7,150.0,939.3,81.8,0.0,158816.7,0.0,18714.6,0.0,0.0
7288,r006,"All HHE institutions -> U. Texas M. D. Anderson Cancer Center, The",All HHE institutions,"U. Texas M. D. Anderson Cancer Center, The",2,5,174715.9,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,172757.3,250.0,1638.7,0.0,0.0
7288,r007,All HHE institutions -> Arizona State U.,All HHE institutions,Arizona State U.,2,6,157610.3,0.0,363.6,7041.8,20854.6,1874.7,5881.1,336.9,0.0,46920.9,9876.6,61770.8,2189.4,500.0
7288,r008,All HHE institutions -> U. New Mexico,All HHE institutions,U. New Mexico,2,7,126089.3,0.0,0.0,1399.2,5799.4,289.5,309.3,0.0,0.0,88399.7,616.1,28756.2,510.0,10.0
7288,r009,"All HHE institutions -> U. Texas Health Science Center, The, Houston<sup>b</sup>",All HHE institutions,"U. Texas Health Science Center, The, Houston<sup>b</sup>",2,8,119705.1,0.0,0.0,0.0,0.0,0.0,0.0,778.7,0.0,117278.9,0.0,1527.5,120.0,0.0
7288,r010,"All HHE institutions -> U. California, Santa Barbara",All HHE institutions,"U. California, Santa Barbara",2,9,114259.5,0.0,0.0,10845.3,12062.8,569.3,0.0,0.0,0.0,21784.8,6982.0,61918.9,96.4,0.0
7288,r011,"All HHE institutions -> U. Texas Medical Branch at Galveston, The",All HHE institutions,"U. Texas Medical Branch at Galveston, The",2,10,101801.8,0.0,0.0,417.1,0.0,0.0,191.8,0.0,0.0,99436.4,279.8,827.5,649.2,0.0
7288,r012,"All HHE institutions -> U. California, Riverside",All HHE institutions,"U. California, Riverside",2,11,98258.7,0.0,0.0,708.5,2601.7,250.0,0.0,747.9,0.0,36170.3,0.0,29503.8,28276.5,0.0
7288,r013,All HHE institutions -> Florida International U.,All HHE institutions,Florida International U.,2,12,88071.3,0.0,696.9,576.5,10124.9,1307.6,5695.8,280.1,0.0,39522.1,366.6,28990.8,500.0,10.0
7288,r014,"All HHE institutions -> U. Texas Health Science Center, The, San Antonio",All HHE institutions,"U. Texas Health Science Center, The, San Antonio",2,13,87610.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85526.4,480.1,1603.7,0.0,0.0
7288,r015,"All HHE institutions -> U. California, Santa Cruz",All HHE institutions,"U. California, Santa Cruz",2,14,70153.9,0.0,1632.0,265.9,3724.7,686.6,0.0,0.0,0.0,42212.9,3694.3,16482.5,1455.0,0.0
7288,r016,"All HHE institutions -> Texas A&M U., College Station<sup>b</sup>",All HHE institutions,"Texas A&M U., College Station<sup>b</sup>",2,15,66449.8,0.0,3115.4,1064.1,7293.0,0.0,0.0,643.4,1599.9,19004.6,0.0,28662.0,5067.5,0.0
