table_id,row_id,_b_state_outlying_area_and_institution_b_full_path,_b_state_outlying_area_and_institution_b_level_1,_b_state_outlying_area_and_institution_b_level_2,_b_state_outlying_area_and_institution_b_level_3,_b_state_outlying_area_and_institution_b_hierarchy_depth,field_all_federal_obligations,field_r_d,field_r_d_plant,field_facilities_for_instruction_in_s_e,field_fellowships_traineeships_and_training_grants,field_general_support_for_s_e,field_other_s_e_activities
7311,r014,"All states and outlying areas -> Alabama -> U. Alabama, The, Birmingham",All states and outlying areas,Alabama,"U. Alabama, The, Birmingham",3,353117.4,336080.5,0.0,0.0,14192.8,2594.3,249.9
7311,r015,"All states and outlying areas -> Alabama -> U. Alabama, The, Huntsville",All states and outlying areas,Alabama,"U. Alabama, The, Huntsville",3,45224.8,43077.4,0.0,0.0,1947.9,0.0,199.6
7311,r016,"All states and outlying areas -> Alabama -> U. Alabama, The, System Office",All states and outlying areas,Alabama,"U. Alabama, The, System Office",3,1406.2,1406.2,0.0,0.0,0.0,0.0,0.0
7311,r017,"All states and outlying areas -> Alabama -> U. Alabama, The, Tuscaloosa",All states and outlying areas,Alabama,"U. Alabama, The, Tuscaloosa",3,41127.3,33377.8,1605.1,238.5,5651.1,0.0,254.8
7311,r018,All states and outlying areas -> Alabama -> U. North Alabama,All states and outlying areas,Alabama,U. North Alabama,3,463.6,0.0,0.0,0.0,463.6,0.0,0.0
7311,r019,All states and outlying areas -> Alabama -> U. South Alabama,All states and outlying areas,Alabama,U. South Alabama,3,15286.6,13570.4,0.0,160.8,955.4,600.0,0.0
7311,r020,"All states and outlying areas -> Alabama -> U. West Alabama, The",All states and outlying areas,Alabama,"U. West Alabama, The",3,50.0,0.0,0.0,0.0,0.0,50.0,0.0
7311,r021,All states and outlying areas -> Alaska,All states and outlying areas,Alaska,,2,128043.0,106887.7,3898.2,0.0,6924.1,0.0,10333.1
7311,r022,All states and outlying areas -> Alaska -> Alaska Pacific U.,All states and outlying areas,Alaska,Alaska Pacific U.,3,50.0,50.0,0.0,0.0,0.0,0.0,0.0
7311,r023,All states and outlying areas -> Alaska -> U. Alaska System of Higher Education,All states and outlying areas,Alaska,U. Alaska System of Higher Education,3,3119.5,3119.5,0.0,0.0,0.0,0.0,0.0
7311,r024,"All states and outlying areas -> Alaska -> U. Alaska, Anchorage, Anchorage Campus",All states and outlying areas,Alaska,"U. Alaska, Anchorage, Anchorage Campus",3,5282.2,3201.4,450.0,0.0,1630.7,0.0,0.0
7311,r025,"All states and outlying areas -> Alaska -> U. Alaska, Fairbanks, Fairbanks Campus",All states and outlying areas,Alaska,"U. Alaska, Fairbanks, Fairbanks Campus",3,115296.3,96364.9,3448.2,0.0,5293.3,0.0,10189.9
7311,r026,"All states and outlying areas -> Alaska -> U. Alaska, Southeast, Juneau",All states and outlying areas,Alaska,"U. Alaska, Southeast, Juneau",3,4295.0,4151.8,0.0,0.0,0.0,0.0,143.2
7311,r027,All states and outlying areas -> Arizona,All states and outlying areas,Arizona,,2,479451.3,450661.8,3067.9,285.0,18105.3,1307.4,6023.9
7311,r028,All states and outlying areas -> Arizona -> Arizona State U.,All states and outlying areas,Arizona,Arizona State U.,3,157610.3,148266.8,2725.0,0.0,2994.3,0.0,3624.2
7311,r029,All states and outlying areas -> Arizona -> Dine C.,All states and outlying areas,Arizona,Dine C.,3,726.8,7.8,0.0,0.0,7.8,711.3,0.0
7311,r030,All states and outlying areas -> Arizona -> Maricopa Community Colleges,All states and outlying areas,Arizona,Maricopa Community Colleges,3,3515.9,3107.0,0.0,0.0,246.2,0.0,162.7
7311,r031,"All states and outlying areas -> Arizona -> Midwestern U., Glendale",All states and outlying areas,Arizona,"Midwestern U., Glendale",3,986.4,986.4,0.0,0.0,0.0,0.0,0.0
7311,r032,All states and outlying areas -> Arizona -> Northern Arizona U.,All states and outlying areas,Arizona,Northern Arizona U.,3,33355.7,28614.8,0.0,0.0,4412.3,0.0,328.5
7311,r033,All states and outlying areas -> Arizona -> Pima Community C.,All states and outlying areas,Arizona,Pima Community C.,3,75.0,75.0,0.0,0.0,0.0,0.0,0.0
7311,r034,All states and outlying areas -> Arizona -> Tohono O'odham Community C.,All states and outlying areas,Arizona,Tohono O'odham Community C.,3,515.8,257.9,0.0,0.0,257.9,0.0,0.0
7311,r035,All states and outlying areas -> Arizona -> U. Arizona,All states and outlying areas,Arizona,U. Arizona,3,282665.3,269346.1,342.9,285.0,10186.7,596.1,1908.5
7311,r036,All states and outlying areas -> Arkansas,All states and outlying areas,Arkansas,,2,119108.1,98093.7,580.3,210.6,16162.7,0.0,4060.8
7311,r037,"All states and outlying areas -> Arkansas -> Arkansas State U., Jonesboro",All states and outlying areas,Arkansas,"Arkansas State U., Jonesboro",3,891.7,891.7,0.0,0.0,0.0,0.0,0.0
7311,r038,All states and outlying areas -> Arkansas -> Hendrix C.,All states and outlying areas,Arkansas,Hendrix C.,3,480.0,480.0,0.0,0.0,0.0,0.0,0.0
7311,r039,All states and outlying areas -> Arkansas -> North Arkansas C.,All states and outlying areas,Arkansas,North Arkansas C.,3,470.1,94.0,0.0,0.0,376.0,0.0,0.0
7311,r040,All states and outlying areas -> Arkansas -> NorthWest Arkansas Community C.,All states and outlying areas,Arkansas,NorthWest Arkansas Community C.,3,586.9,117.4,0.0,0.0,469.5,0.0,0.0
7311,r041,All states and outlying areas -> Arkansas -> U. Arkansas for Medical Sciences,All states and outlying areas,Arkansas,U. Arkansas for Medical Sciences,3,64491.8,54917.0,0.0,0.0,9574.8,0.0,0.0
7311,r042,"All states and outlying areas -> Arkansas -> U. Arkansas, Fayetteville",All states and outlying areas,Arkansas,"U. Arkansas, Fayetteville",3,36403.7,29644.5,580.3,0.0,2950.6,0.0,3228.2
7311,r043,"All states and outlying areas -> Arkansas -> U. Arkansas, Little Rock",All states and outlying areas,Arkansas,"U. Arkansas, Little Rock",3,443.9,443.9,0.0,0.0,0.0,0.0,0.0
7311,r044,"All states and outlying areas -> Arkansas -> U. Arkansas, Pine Bluff",All states and outlying areas,Arkansas,"U. Arkansas, Pine Bluff",3,4193.5,2734.6,0.0,0.0,1458.8,0.0,0.0
7311,r045,"All states and outlying areas -> Arkansas -> U. Arkansas, System Office",All states and outlying areas,Arkansas,"U. Arkansas, System Office",3,10485.9,8598.2,0.0,210.6,844.5,0.0,832.6
7311,r046,All states and outlying areas -> Arkansas -> U. Central Arkansas,All states and outlying areas,Arkansas,U. Central Arkansas,3,660.7,172.4,0.0,0.0,488.4,0.0,0.0
7311,r047,All states and outlying areas -> California,All states and outlying areas,California,,2,5060427.6,4787584.8,31420.4,4132.8,191503.3,12617.5,33168.9
7311,r048,All states and outlying areas -> California -> Allan Hancock C.,All states and outlying areas,California,Allan Hancock C.,3,20.9,19.2,0.0,0.0,1.7,0.0,0.0
7311,r049,All states and outlying areas -> California -> Azusa Pacific U.,All states and outlying areas,California,Azusa Pacific U.,3,1451.9,0.0,0.0,0.0,1451.9,0.0,0.0
7311,r050,All states and outlying areas -> California -> California Institute of Technology,All states and outlying areas,California,California Institute of Technology,3,172987.9,162125.2,9356.6,0.0,1359.6,0.0,146.4
7311,r051,"All states and outlying areas -> California -> California Polytechnic State U., San Luis Obispo",All states and outlying areas,California,"California Polytechnic State U., San Luis Obispo",3,5921.2,5568.7,340.4,0.0,12.1,0.0,0.0
7311,r052,"All states and outlying areas -> California -> California State Polytechnic U., Pomona",All states and outlying areas,California,"California State Polytechnic U., Pomona",3,2200.3,1939.9,0.0,0.0,260.4,0.0,0.0
7311,r053,All states and outlying areas -> California -> California State U. Maritime Academy,All states and outlying areas,California,California State U. Maritime Academy,3,1948.7,0.0,0.0,1166.7,610.0,172.0,0.0
7311,r054,"All states and outlying areas -> California -> California State U., Bakersfield",All states and outlying areas,California,"California State U., Bakersfield",3,1332.3,494.4,0.0,0.0,837.9,0.0,0.0
7311,r055,"All states and outlying areas -> California -> California State U., Channel Islands",All states and outlying areas,California,"California State U., Channel Islands",3,947.3,724.7,0.0,0.0,87.8,0.0,134.9
7311,r056,"All states and outlying areas -> California -> California State U., Chico",All states and outlying areas,California,"California State U., Chico",3,2770.1,2328.5,0.0,0.0,192.2,0.0,249.4
7311,r057,"All states and outlying areas -> California -> California State U., Dominguez Hills",All states and outlying areas,California,"California State U., Dominguez Hills",3,5680.5,2747.0,0.0,0.0,2933.5,0.0,0.0
7311,r058,"All states and outlying areas -> California -> California State U., East Bay",All states and outlying areas,California,"California State U., East Bay",3,4012.3,2467.7,0.0,0.0,1092.3,0.0,452.3
7311,r059,"All states and outlying areas -> California -> California State U., Fresno",All states and outlying areas,California,"California State U., Fresno",3,1960.9,1262.7,0.0,0.0,698.2,0.0,0.0
7311,r060,"All states and outlying areas -> California -> California State U., Fullerton",All states and outlying areas,California,"California State U., Fullerton",3,5652.7,3946.0,159.9,0.0,1546.8,0.0,0.0
7311,r061,"All states and outlying areas -> California -> California State U., Long Beach",All states and outlying areas,California,"California State U., Long Beach",3,10158.5,8705.3,335.9,0.0,1050.3,0.0,67.1
7311,r062,"All states and outlying areas -> California -> California State U., Los Angeles",All states and outlying areas,California,"California State U., Los Angeles",3,6406.4,5436.6,0.0,0.0,969.8,0.0,0.0
7311,r063,"All states and outlying areas -> California -> California State U., Monterey Bay",All states and outlying areas,California,"California State U., Monterey Bay",3,2511.9,1187.5,0.0,0.0,1324.4,0.0,0.0
7311,r064,"All states and outlying areas -> California -> California State U., Northridge",All states and outlying areas,California,"California State U., Northridge",3,9835.0,8247.9,0.0,0.0,1587.1,0.0,0.0
7311,r065,"All states and outlying areas -> California -> California State U., Sacramento",All states and outlying areas,California,"California State U., Sacramento",3,8735.6,5708.3,0.0,0.0,3027.4,0.0,0.0
7311,r066,"All states and outlying areas -> California -> California State U., San Bernardino",All states and outlying areas,California,"California State U., San Bernardino",3,3827.0,1851.6,351.2,0.0,1624.3,0.0,0.0
7311,r067,"All states and outlying areas -> California -> California State U., San Marcos",All states and outlying areas,California,"California State U., San Marcos",3,3357.3,2251.0,0.0,0.0,1106.4,0.0,0.0
7311,r068,"All states and outlying areas -> California -> California State U., Stanislaus",All states and outlying areas,California,"California State U., Stanislaus",3,98.7,98.7,0.0,0.0,0.0,0.0,0.0
7311,r069,"All states and outlying areas -> California -> California State U., System Office",All states and outlying areas,California,"California State U., System Office",3,284.4,284.4,0.0,0.0,0.0,0.0,0.0
7311,r070,All states and outlying areas -> California -> Cerritos C.,All states and outlying areas,California,Cerritos C.,3,364.6,342.6,0.0,0.0,22.0,0.0,0.0
7311,r071,All states and outlying areas -> California -> Chapman U.,All states and outlying areas,California,Chapman U.,3,4657.9,4653.1,0.0,0.0,4.8,0.0,0.0
7311,r072,All states and outlying areas -> California -> Charles R. Drew U. Medicine and Science,All states and outlying areas,California,Charles R. Drew U. Medicine and Science,3,7479.5,7479.5,0.0,0.0,0.0,0.0,0.0
7311,r073,All states and outlying areas -> California -> Citrus C.,All states and outlying areas,California,Citrus C.,3,2232.0,2053.4,0.0,0.0,178.6,0.0,0.0
7311,r074,All states and outlying areas -> California -> Claremont Graduate U.,All states and outlying areas,California,Claremont Graduate U.,3,379.8,379.8,0.0,0.0,0.0,0.0,0.0
7311,r075,All states and outlying areas -> California -> Claremont McKenna C.,All states and outlying areas,California,Claremont McKenna C.,3,1021.6,963.5,0.0,0.0,58.0,0.0,0.0
7311,r076,All states and outlying areas -> California -> East Los Angeles C.,All states and outlying areas,California,East Los Angeles C.,3,143.8,0.0,0.0,0.0,143.8,0.0,0.0
7311,r077,All states and outlying areas -> California -> Fielding Graduate U.,All states and outlying areas,California,Fielding Graduate U.,3,588.9,471.1,0.0,0.0,117.8,0.0,0.0
7311,r078,All states and outlying areas -> California -> Harvey Mudd C.,All states and outlying areas,California,Harvey Mudd C.,3,2324.6,2171.0,0.0,0.0,153.7,0.0,0.0
7311,r079,All states and outlying areas -> California -> Humboldt State U.,All states and outlying areas,California,Humboldt State U.,3,633.5,633.5,0.0,0.0,0.0,0.0,0.0
7311,r080,All states and outlying areas -> California -> Keck Graduate Institute,All states and outlying areas,California,Keck Graduate Institute,3,1111.4,1111.4,0.0,0.0,0.0,0.0,0.0
7311,r081,All states and outlying areas -> California -> Las Positas C.,All states and outlying areas,California,Las Positas C.,3,300.0,60.0,0.0,0.0,240.0,0.0,0.0
7311,r082,All states and outlying areas -> California -> Loma Linda U.,All states and outlying areas,California,Loma Linda U.,3,11402.1,11402.1,0.0,0.0,0.0,0.0,0.0
7311,r083,"All states and outlying areas -> California -> Los Angeles Community C. District, Los Angeles City C.",All states and outlying areas,California,"Los Angeles Community C. District, Los Angeles City C.",3,299.1,275.2,0.0,0.0,23.9,0.0,0.0
7311,r084,"All states and outlying areas -> California -> Los Angeles Community C. District, Pierce C.",All states and outlying areas,California,"Los Angeles Community C. District, Pierce C.",3,505.0,101.0,0.0,0.0,404.0,0.0,0.0
7311,r085,All states and outlying areas -> California -> Loyola Marymount U.,All states and outlying areas,California,Loyola Marymount U.,3,925.6,925.6,0.0,0.0,0.0,0.0,0.0
7311,r086,All states and outlying areas -> California -> Monterey Peninsula C.,All states and outlying areas,California,Monterey Peninsula C.,3,583.4,116.7,0.0,0.0,466.7,0.0,0.0
7311,r087,All states and outlying areas -> California -> Mt. San Antonio C.,All states and outlying areas,California,Mt. San Antonio C.,3,1547.7,309.5,0.0,0.0,1238.2,0.0,0.0
7311,r088,All states and outlying areas -> California -> National Physical Science Consortium,All states and outlying areas,California,National Physical Science Consortium,3,318.7,230.2,0.0,0.0,0.0,0.0,88.5
7311,r089,All states and outlying areas -> California -> Naval Postgraduate School,All states and outlying areas,California,Naval Postgraduate School,3,2070.8,2070.8,0.0,0.0,0.0,0.0,0.0
7311,r090,All states and outlying areas -> California -> Occidental C.,All states and outlying areas,California,Occidental C.,3,2879.7,1389.7,340.0,0.0,1150.0,0.0,0.0
7311,r091,All states and outlying areas -> California -> Ohlone C.,All states and outlying areas,California,Ohlone C.,3,178.9,35.8,0.0,0.0,143.1,0.0,0.0
7311,r092,All states and outlying areas -> California -> Pasadena City C.,All states and outlying areas,California,Pasadena City C.,3,7483.7,1496.7,0.0,0.0,5987.0,0.0,0.0
7311,r093,"All states and outlying areas -> California -> Pepperdine U., Malibu",All states and outlying areas,California,"Pepperdine U., Malibu",3,358.2,358.2,0.0,0.0,0.0,0.0,0.0
7311,r094,All states and outlying areas -> California -> Pomona C.,All states and outlying areas,California,Pomona C.,3,1120.6,1120.6,0.0,0.0,0.0,0.0,0.0
7311,r095,All states and outlying areas -> California -> Rio Hondo C.,All states and outlying areas,California,Rio Hondo C.,3,996.7,249.2,0.0,0.0,747.5,0.0,0.0
7311,r096,All states and outlying areas -> California -> Riverside Community C. District,All states and outlying areas,California,Riverside Community C. District,3,588.0,117.6,0.0,0.0,470.4,0.0,0.0
7311,r097,"All states and outlying areas -> California -> Riverside Community C. District, Riverside",All states and outlying areas,California,"Riverside Community C. District, Riverside",3,300.0,60.0,0.0,0.0,240.0,0.0,0.0
7311,r098,All states and outlying areas -> California -> Saddleback C.,All states and outlying areas,California,Saddleback C.,3,2615.6,2615.6,0.0,0.0,0.0,0.0,0.0
7311,r099,All states and outlying areas -> California -> Saint Mary's C. California,All states and outlying areas,California,Saint Mary's C. California,3,342.1,268.6,0.0,0.0,73.5,0.0,0.0
7311,r100,All states and outlying areas -> California -> Samuel Merritt U.,All states and outlying areas,California,Samuel Merritt U.,3,527.9,0.0,0.0,0.0,527.9,0.0,0.0
7311,r101,"All states and outlying areas -> California -> San Diego State U., San Diego",All states and outlying areas,California,"San Diego State U., San Diego",3,51638.6,44361.3,0.0,0.0,4446.3,2000.0,831.0
7311,r102,All states and outlying areas -> California -> San Francisco State U.,All states and outlying areas,California,San Francisco State U.,3,14370.2,9778.7,1505.2,0.0,2636.3,0.0,450.0
7311,r103,All states and outlying areas -> California -> San Joaquin Delta C.,All states and outlying areas,California,San Joaquin Delta C.,3,103.0,20.6,0.0,0.0,82.4,0.0,0.0
7311,r104,All states and outlying areas -> California -> San Jose State U.,All states and outlying areas,California,San Jose State U.,3,24560.1,21281.8,42.7,0.0,715.8,0.0,2519.9
7311,r105,All states and outlying areas -> California -> San Mateo County Community C. District,All states and outlying areas,California,San Mateo County Community C. District,3,2960.6,1977.2,0.0,0.0,983.5,0.0,0.0
7311,r106,All states and outlying areas -> California -> Santa Clara U.,All states and outlying areas,California,Santa Clara U.,3,4574.8,1618.9,0.0,0.0,2955.9,0.0,0.0
7311,r107,All states and outlying areas -> California -> Santa Monica C.,All states and outlying areas,California,Santa Monica C.,3,1166.6,1073.3,0.0,0.0,93.3,0.0,0.0
7311,r108,All states and outlying areas -> California -> Scripps C.,All states and outlying areas,California,Scripps C.,3,157.7,157.7,0.0,0.0,0.0,0.0,0.0
7311,r109,"All states and outlying areas -> California -> Scripps Research Institute, The",All states and outlying areas,California,"Scripps Research Institute, The",3,208372.3,205560.6,0.0,0.0,2811.7,0.0,0.0
7311,r110,All states and outlying areas -> California -> Sonoma State U.,All states and outlying areas,California,Sonoma State U.,3,2959.0,2407.8,439.1,0.0,112.0,0.0,0.0
7311,r111,"All states and outlying areas -> California -> Southwestern C., Chula Vista",All states and outlying areas,California,"Southwestern C., Chula Vista",3,927.1,852.9,0.0,0.0,74.2,0.0,0.0
7311,r112,All states and outlying areas -> California -> Stanford U.,All states and outlying areas,California,Stanford U.,3,651155.6,630590.6,637.9,672.2,17629.0,904.2,721.8
7311,r113,"All states and outlying areas -> California -> U. California, Berkeley",All states and outlying areas,California,"U. California, Berkeley",3,241289.4,230593.0,913.6,0.0,9457.8,0.0,325.0
7311,r114,"All states and outlying areas -> California -> U. California, Cooperative Extension",All states and outlying areas,California,"U. California, Cooperative Extension",3,227.4,227.4,0.0,0.0,0.0,0.0,0.0
7311,r115,"All states and outlying areas -> California -> U. California, Davis",All states and outlying areas,California,"U. California, Davis",3,366336.8,341598.7,0.0,0.0,12675.4,3281.8,8780.9
7311,r116,"All states and outlying areas -> California -> U. California, Irvine",All states and outlying areas,California,"U. California, Irvine",3,235629.9,226513.2,480.0,0.0,6500.2,1599.9,536.6
7311,r117,"All states and outlying areas -> California -> U. California, Los Angeles",All states and outlying areas,California,"U. California, Los Angeles",3,780943.4,750550.4,7282.4,0.0,21037.4,850.1,1223.2
7311,r118,"All states and outlying areas -> California -> U. California, Merced",All states and outlying areas,California,"U. California, Merced",3,14756.4,12959.3,700.0,0.0,957.2,0.0,140.0
7311,r119,"All states and outlying areas -> California -> U. California, Office of the President",All states and outlying areas,California,"U. California, Office of the President",3,66302.8,64332.7,0.0,0.0,417.5,0.0,1552.7
7311,r120,"All states and outlying areas -> California -> U. California, Riverside",All states and outlying areas,California,"U. California, Riverside",3,98258.7,86148.9,518.7,178.4,5051.3,0.0,6361.4
7311,r121,"All states and outlying areas -> California -> U. California, San Diego",All states and outlying areas,California,"U. California, San Diego",3,675097.2,652352.9,2869.4,500.0,18336.4,0.0,1038.5
7311,r122,"All states and outlying areas -> California -> U. California, San Francisco",All states and outlying areas,California,"U. California, San Francisco",3,685422.5,644404.7,0.0,0.0,37867.3,2900.5,250.0
7311,r123,"All states and outlying areas -> California -> U. California, Santa Barbara",All states and outlying areas,California,"U. California, Santa Barbara",3,114259.5,104314.8,4519.7,1473.5,1699.7,909.1,1342.8
7311,r124,"All states and outlying areas -> California -> U. California, Santa Cruz",All states and outlying areas,California,"U. California, Santa Cruz",3,70153.9,68481.6,324.2,0.0,1274.0,0.0,74.1
7311,r125,All states and outlying areas -> California -> U. La Verne,All states and outlying areas,California,U. La Verne,3,389.6,389.6,0.0,0.0,0.0,0.0,0.0
7311,r126,All states and outlying areas -> California -> U. Pacific,All states and outlying areas,California,U. Pacific,3,1195.3,1195.3,0.0,0.0,0.0,0.0,0.0
7311,r127,All states and outlying areas -> California -> U. San Diego,All states and outlying areas,California,U. San Diego,3,2868.3,1893.9,0.0,0.0,974.4,0.0,0.0
7311,r128,All states and outlying areas -> California -> U. San Francisco,All states and outlying areas,California,U. San Francisco,3,1367.4,1349.7,0.0,0.0,0.0,0.0,17.7
7311,r129,All states and outlying areas -> California -> U. Southern California,All states and outlying areas,California,U. Southern California,3,431048.0,416927.8,303.5,142.0,7809.8,0.0,5864.7
7311,r130,All states and outlying areas -> California -> Victor Valley C.,All states and outlying areas,California,Victor Valley C.,3,300.0,60.0,0.0,0.0,240.0,0.0,0.0
7311,r131,"All states and outlying areas -> California -> West Hills Community C. District, Coalinga",All states and outlying areas,California,"West Hills Community C. District, Coalinga",3,500.0,0.0,0.0,0.0,500.0,0.0,0.0
7311,r132,All states and outlying areas -> California -> Western U. Health Sciences,All states and outlying areas,California,Western U. Health Sciences,3,2752.3,2752.3,0.0,0.0,0.0,0.0,0.0
7311,r133,All states and outlying areas -> Colorado,All states and outlying areas,Colorado,,2,858983.5,801632.5,1631.9,543.5,45459.2,1163.5,8553.0
7311,r134,All states and outlying areas -> Colorado -> Colorado C.,All states and outlying areas,Colorado,Colorado C.,3,930.4,920.5,0.0,0.0,9.8,0.0,0.0
7311,r135,All states and outlying areas -> Colorado -> Colorado Mesa U.,All states and outlying areas,Colorado,Colorado Mesa U.,3,286.0,280.7,0.0,0.0,5.3,0.0,0.0
7311,r136,All states and outlying areas -> Colorado -> Colorado School of Mines,All states and outlying areas,Colorado,Colorado School of Mines,3,37664.7,33031.3,0.0,336.1,1418.6,0.0,2878.8
7311,r137,"All states and outlying areas -> Colorado -> Colorado State U., Fort Collins",All states and outlying areas,Colorado,"Colorado State U., Fort Collins",3,117967.9,109531.7,0.0,0.0,4078.3,0.0,4357.9
7311,r138,"All states and outlying areas -> Colorado -> Colorado State U., Pueblo",All states and outlying areas,Colorado,"Colorado State U., Pueblo",3,2946.1,2801.2,0.0,0.0,144.9,0.0,0.0
7311,r139,"All states and outlying areas -> Colorado -> Colorado State U., System Office",All states and outlying areas,Colorado,"Colorado State U., System Office",3,20104.7,19512.2,0.0,0.0,186.3,0.0,406.2
7311,r140,All states and outlying areas -> Colorado -> Colorado Theological Seminary,All states and outlying areas,Colorado,Colorado Theological Seminary,3,239.5,239.5,0.0,0.0,0.0,0.0,0.0
7311,r141,All states and outlying areas -> Colorado -> Fort Lewis C.,All states and outlying areas,Colorado,Fort Lewis C.,3,1028.5,573.5,321.5,0.0,133.4,0.0,0.0
7311,r142,All states and outlying areas -> Colorado -> Front Range Community C.,All states and outlying areas,Colorado,Front Range Community C.,3,494.2,98.8,0.0,0.0,395.3,0.0,0.0
7311,r143,"All states and outlying areas -> Colorado -> Metropolitan State U. Denver, Denver",All states and outlying areas,Colorado,"Metropolitan State U. Denver, Denver",3,276.5,15.3,0.0,0.0,261.1,0.0,0.0
7311,r144,All states and outlying areas -> Colorado -> Pueblo Community C.,All states and outlying areas,Colorado,Pueblo Community C.,3,688.5,633.4,0.0,0.0,55.1,0.0,0.0
7311,r145,All states and outlying areas -> Colorado -> Regis U.,All states and outlying areas,Colorado,Regis U.,3,52.8,52.8,0.0,0.0,0.0,0.0,0.0
7311,r146,All states and outlying areas -> Colorado -> U. Colorado Boulder,All states and outlying areas,Colorado,U. Colorado Boulder,3,579210.8,538927.1,1310.4,207.4,37186.5,1163.5,415.9
7311,r147,All states and outlying areas -> Colorado -> U. Corp. for Atmospheric Research,All states and outlying areas,Colorado,U. Corp. for Atmospheric Research,3,69517.1,67774.4,0.0,0.0,1498.2,0.0,244.4
7311,r148,All states and outlying areas -> Colorado -> U. Denver,All states and outlying areas,Colorado,U. Denver,3,11575.6,11325.8,0.0,0.0,0.0,0.0,249.8
7311,r149,All states and outlying areas -> Colorado -> U. Northern Colorado,All states and outlying areas,Colorado,U. Northern Colorado,3,1743.2,1657.0,0.0,0.0,86.2,0.0,0.0
7311,r150,All states and outlying areas -> Colorado -> UNAVCO Inc.,All states and outlying areas,Colorado,UNAVCO Inc.,3,14190.1,14190.1,0.0,0.0,0.0,0.0,0.0
7311,r151,All states and outlying areas -> Colorado -> Western Colorado U.,All states and outlying areas,Colorado,Western Colorado U.,3,67.1,67.1,0.0,0.0,0.0,0.0,0.0
7311,r152,All states and outlying areas -> Connecticut,All states and outlying areas,Connecticut,,2,739927.3,698793.1,105.9,0.0,33714.1,2900.2,4414.2
7311,r153,All states and outlying areas -> Connecticut -> Central Connecticut State U.,All states and outlying areas,Connecticut,Central Connecticut State U.,3,1227.7,477.7,0.0,0.0,750.0,0.0,0.0
7311,r154,All states and outlying areas -> Connecticut -> Connecticut Board of Regents for Higher Education,All states and outlying areas,Connecticut,Connecticut Board of Regents for Higher Education,3,1138.4,227.7,0.0,0.0,910.7,0.0,0.0
7311,r155,All states and outlying areas -> Connecticut -> Connecticut C.,All states and outlying areas,Connecticut,Connecticut C.,3,286.6,286.6,0.0,0.0,0.0,0.0,0.0
7311,r156,All states and outlying areas -> Connecticut -> Eastern Connecticut State U.,All states and outlying areas,Connecticut,Eastern Connecticut State U.,3,800.5,313.0,0.0,0.0,487.5,0.0,0.0
7311,r157,All states and outlying areas -> Connecticut -> Fairfield U.,All states and outlying areas,Connecticut,Fairfield U.,3,50.6,50.6,0.0,0.0,0.0,0.0,0.0
