table_id,row_id,_b_state_outlying_area_and_institution_b_full_path,_b_state_outlying_area_and_institution_b_level_1,_b_state_outlying_area_and_institution_b_level_2,_b_state_outlying_area_and_institution_b_level_3,_b_state_outlying_area_and_institution_b_hierarchy_depth,field_all_federal_obligations,field_r_d,field_r_d_plant,field_facilities_and_equipment_for_instruction_in_s_e,field_s_e_fellowships_traineeships_and_training_grants,field_other_general_support_for_s_e
10397,r569,All states and outlying areas -> Nevada -> C. Southern Nevada,All states and outlying areas,Nevada,C. Southern Nevada,3,284,57,0,0,227,0
10397,r570,All states and outlying areas -> Nevada -> Desert Research Institute,All states and outlying areas,Nevada,Desert Research Institute,3,2802,2802,0,0,0,0
10397,r571,All states and outlying areas -> Nevada -> Nevada System of Higher Education,All states and outlying areas,Nevada,Nevada System of Higher Education,3,35164,32871,200,0,268,1825
10397,r572,"All states and outlying areas -> Nevada -> U. Nevada, Las Vegas",All states and outlying areas,Nevada,"U. Nevada, Las Vegas",3,17817,15435,1261,0,1109,12
10397,r573,"All states and outlying areas -> Nevada -> U. Nevada, Reno",All states and outlying areas,Nevada,"U. Nevada, Reno",3,31607,31007,0,0,0,600
10397,r574,All states and outlying areas -> New Hampshire,All states and outlying areas,New Hampshire,,2,224589,210178,16,0,12300,2096
10397,r575,All states and outlying areas -> New Hampshire -> Dartmouth C.,All states and outlying areas,New Hampshire,Dartmouth C.,3,113564,107126,0,0,5417,1021
10397,r576,All states and outlying areas -> New Hampshire -> Keene State C.,All states and outlying areas,New Hampshire,Keene State C.,3,1061,574,0,0,486,0
10397,r577,All states and outlying areas -> New Hampshire -> Plymouth State U.,All states and outlying areas,New Hampshire,Plymouth State U.,3,81,20,0,0,61,0
10397,r578,All states and outlying areas -> New Hampshire -> Rivier U.,All states and outlying areas,New Hampshire,Rivier U.,3,946,0,0,0,946,0
10397,r579,"All states and outlying areas -> New Hampshire -> U. New Hampshire, Durham",All states and outlying areas,New Hampshire,"U. New Hampshire, Durham",3,26116,22634,16,0,3252,213
10397,r580,"All states and outlying areas -> New Hampshire -> U. New Hampshire, Manchester",All states and outlying areas,New Hampshire,"U. New Hampshire, Manchester",3,57320,57320,0,0,0,0
10397,r581,All states and outlying areas -> New Hampshire -> U. System New Hampshire,All states and outlying areas,New Hampshire,U. System New Hampshire,3,25502,22503,0,0,2137,862
10397,r582,All states and outlying areas -> New Jersey,All states and outlying areas,New Jersey,,2,584025,535562,6674,94,29518,12178
10397,r583,All states and outlying areas -> New Jersey -> Brookdale Community C.,All states and outlying areas,New Jersey,Brookdale Community C.,3,634,158,0,0,475,0
10397,r584,"All states and outlying areas -> New Jersey -> C. New Jersey, The",All states and outlying areas,New Jersey,"C. New Jersey, The",3,1187,907,0,0,240,40
10397,r585,All states and outlying areas -> New Jersey -> Fairleigh Dickinson U.,All states and outlying areas,New Jersey,Fairleigh Dickinson U.,3,1000,250,0,0,750,0
10397,r586,All states and outlying areas -> New Jersey -> Hudson County Community C.,All states and outlying areas,New Jersey,Hudson County Community C.,3,299,60,0,0,239,0
10397,r587,All states and outlying areas -> New Jersey -> Kean U.,All states and outlying areas,New Jersey,Kean U.,3,2118,874,0,0,1244,0
10397,r588,All states and outlying areas -> New Jersey -> Monmouth U.,All states and outlying areas,New Jersey,Monmouth U.,3,686,686,0,0,0,0
10397,r589,All states and outlying areas -> New Jersey -> Montclair State U.,All states and outlying areas,New Jersey,Montclair State U.,3,6430,5292,740,0,398,0
10397,r590,All states and outlying areas -> New Jersey -> New Jersey City U.,All states and outlying areas,New Jersey,New Jersey City U.,3,434,434,0,0,0,0
10397,r591,All states and outlying areas -> New Jersey -> New Jersey Institute of Technology,All states and outlying areas,New Jersey,New Jersey Institute of Technology,3,31762,27761,0,0,2863,1138
10397,r592,All states and outlying areas -> New Jersey -> New Jersey Sea Grant Consortium Inc.,All states and outlying areas,New Jersey,New Jersey Sea Grant Consortium Inc.,3,1874,1874,0,0,0,0
10397,r593,All states and outlying areas -> New Jersey -> Princeton U.,All states and outlying areas,New Jersey,Princeton U.,3,172213,165425,609,0,5494,685
10397,r594,"All states and outlying areas -> New Jersey -> Rider U., Lawrenceville",All states and outlying areas,New Jersey,"Rider U., Lawrenceville",3,93,93,0,0,0,0
10397,r595,All states and outlying areas -> New Jersey -> Rowan U.,All states and outlying areas,New Jersey,Rowan U.,3,8528,7558,336,0,634,0
10397,r596,"All states and outlying areas -> New Jersey -> Rutgers, The State U. New Jersey",All states and outlying areas,New Jersey,"Rutgers, The State U. New Jersey",3,330079,300545,4687,94,14688,10065
10397,r597,All states and outlying areas -> New Jersey -> Saint Peter's U.,All states and outlying areas,New Jersey,Saint Peter's U.,3,750,188,0,0,563,0
10397,r598,All states and outlying areas -> New Jersey -> Seton Hall U.,All states and outlying areas,New Jersey,Seton Hall U.,3,1460,1284,0,0,0,176
10397,r599,All states and outlying areas -> New Jersey -> Stevens Institute of Technology,All states and outlying areas,New Jersey,Stevens Institute of Technology,3,21636,20174,0,0,1387,75
10397,r600,All states and outlying areas -> New Jersey -> Stockton U.,All states and outlying areas,New Jersey,Stockton U.,3,1005,703,302,0,0,0
10397,r601,All states and outlying areas -> New Jersey -> Thomas Edison State U.,All states and outlying areas,New Jersey,Thomas Edison State U.,3,199,0,0,0,199,0
10397,r602,"All states and outlying areas -> New Jersey -> Union County C., Cranford",All states and outlying areas,New Jersey,"Union County C., Cranford",3,319,80,0,0,239,0
10397,r603,All states and outlying areas -> New Jersey -> William Paterson U.,All states and outlying areas,New Jersey,William Paterson U.,3,1318,1216,0,0,102,0
10397,r604,All states and outlying areas -> New Mexico,All states and outlying areas,New Mexico,,2,196137,172071,626,128,17984,5328
10397,r605,All states and outlying areas -> New Mexico -> Central New Mexico Community C.,All states and outlying areas,New Mexico,Central New Mexico Community C.,3,299,60,0,0,239,0
10397,r606,All states and outlying areas -> New Mexico -> Institute of American Indian and Alaska Native Culture and Arts Development,All states and outlying areas,New Mexico,Institute of American Indian and Alaska Native Culture and Arts Development,3,10,10,0,0,0,0
10397,r607,All states and outlying areas -> New Mexico -> Navajo Technical U.,All states and outlying areas,New Mexico,Navajo Technical U.,3,3343,2244,0,0,923,176
10397,r608,All states and outlying areas -> New Mexico -> New Mexico Consortium,All states and outlying areas,New Mexico,New Mexico Consortium,3,264,264,0,0,0,0
10397,r609,All states and outlying areas -> New Mexico -> New Mexico Highlands U.,All states and outlying areas,New Mexico,New Mexico Highlands U.,3,2443,1396,150,0,897,0
10397,r610,All states and outlying areas -> New Mexico -> New Mexico Institute of Mining and Technology,All states and outlying areas,New Mexico,New Mexico Institute of Mining and Technology,3,14893,14765,0,128,0,0
10397,r611,"All states and outlying areas -> New Mexico -> New Mexico State U., Las Cruces",All states and outlying areas,New Mexico,"New Mexico State U., Las Cruces",3,40712,30639,476,0,5205,4392
10397,r612,All states and outlying areas -> New Mexico -> San Juan C.,All states and outlying areas,New Mexico,San Juan C.,3,79,2,0,0,77,0
10397,r613,All states and outlying areas -> New Mexico -> Southwestern Indian Polytechnic Institute,All states and outlying areas,New Mexico,Southwestern Indian Polytechnic Institute,3,369,43,0,0,151,174
10397,r614,All states and outlying areas -> New Mexico -> U. New Mexico,All states and outlying areas,New Mexico,U. New Mexico,3,133471,122415,0,0,10471,584
10397,r615,All states and outlying areas -> New Mexico -> Western New Mexico U.,All states and outlying areas,New Mexico,Western New Mexico U.,3,254,233,0,0,20,0
10397,r616,All states and outlying areas -> New York,All states and outlying areas,New York,,2,3966902,3701188,44382,1427,124838,95067
10397,r617,All states and outlying areas -> New York -> Adelphi U.,All states and outlying areas,New York,Adelphi U.,3,300,150,0,0,150,0
10397,r618,All states and outlying areas -> New York -> Albany C. Pharmacy and Health Sciences,All states and outlying areas,New York,Albany C. Pharmacy and Health Sciences,3,911,911,0,0,0,0
10397,r619,All states and outlying areas -> New York -> Albany Medical C.,All states and outlying areas,New York,Albany Medical C.,3,11445,10991,0,0,46,408
10397,r620,All states and outlying areas -> New York -> Albert Einstein C. Medicine,All states and outlying areas,New York,Albert Einstein C. Medicine,3,192612,180903,0,0,5158,6551
10397,r621,All states and outlying areas -> New York -> Alfred U.,All states and outlying areas,New York,Alfred U.,3,278,278,0,0,0,0
10397,r622,All states and outlying areas -> New York -> Bank Street C. Education,All states and outlying areas,New York,Bank Street C. Education,3,71,1,0,0,69,0
10397,r623,All states and outlying areas -> New York -> Bard C.,All states and outlying areas,New York,Bard C.,3,90,90,0,0,0,0
10397,r624,All states and outlying areas -> New York -> Barnard C.,All states and outlying areas,New York,Barnard C.,3,4625,3409,170,0,1046,0
10397,r625,All states and outlying areas -> New York -> C. Mount Saint Vincent,All states and outlying areas,New York,C. Mount Saint Vincent,3,199,183,0,0,16,0
10397,r626,All states and outlying areas -> New York -> Canisius C.,All states and outlying areas,New York,Canisius C.,3,175,175,0,0,0,0
10397,r627,All states and outlying areas -> New York -> Clarkson U.,All states and outlying areas,New York,Clarkson U.,3,6711,5271,0,0,1439,0
10397,r628,All states and outlying areas -> New York -> Cold Spring Harbor Laboratory,All states and outlying areas,New York,Cold Spring Harbor Laboratory,3,54532,53668,0,0,0,864
10397,r629,All states and outlying areas -> New York -> Colgate U.,All states and outlying areas,New York,Colgate U.,3,1356,1057,299,0,0,0
10397,r630,All states and outlying areas -> New York -> Columbia U. in the City of New York,All states and outlying areas,New York,Columbia U. in the City of New York,3,822294,761354,15201,0,28464,17275
10397,r631,"All states and outlying areas -> New York -> Cornell U., Ithaca",All states and outlying areas,New York,"Cornell U., Ithaca",3,580630,497611,26027,0,18281,38711
10397,r632,"All states and outlying areas -> New York -> CUNY, Baruch C.",All states and outlying areas,New York,"CUNY, Baruch C.",3,1387,1387,0,0,0,0
10397,r633,"All states and outlying areas -> New York -> CUNY, Borough of Manhattan Community C.",All states and outlying areas,New York,"CUNY, Borough of Manhattan Community C.",3,2090,1574,0,0,517,0
10397,r634,"All states and outlying areas -> New York -> CUNY, Bronx Community C.",All states and outlying areas,New York,"CUNY, Bronx Community C.",3,208,157,0,0,51,0
10397,r635,"All states and outlying areas -> New York -> CUNY, Brooklyn C.",All states and outlying areas,New York,"CUNY, Brooklyn C.",3,6042,5151,159,0,369,363
10397,r636,"All states and outlying areas -> New York -> CUNY, C. Staten Island",All states and outlying areas,New York,"CUNY, C. Staten Island",3,4178,4032,146,0,0,0
10397,r637,"All states and outlying areas -> New York -> CUNY, City C.",All states and outlying areas,New York,"CUNY, City C.",3,21758,17347,833,0,3308,269
10397,r638,"All states and outlying areas -> New York -> CUNY, Graduate Center",All states and outlying areas,New York,"CUNY, Graduate Center",3,769,716,0,0,53,0
10397,r639,"All states and outlying areas -> New York -> CUNY, Hunter C.",All states and outlying areas,New York,"CUNY, Hunter C.",3,18149,17463,0,0,686,0
10397,r640,"All states and outlying areas -> New York -> CUNY, John Jay C. Criminal Justice",All states and outlying areas,New York,"CUNY, John Jay C. Criminal Justice",3,3239,3223,0,0,16,0
10397,r641,"All states and outlying areas -> New York -> CUNY, LaGuardia Community C.",All states and outlying areas,New York,"CUNY, LaGuardia Community C.",3,332,0,0,0,332,0
10397,r642,"All states and outlying areas -> New York -> CUNY, Lehman C.",All states and outlying areas,New York,"CUNY, Lehman C.",3,4671,1940,0,0,2682,50
10397,r643,"All states and outlying areas -> New York -> CUNY, Medgar Evers C.",All states and outlying areas,New York,"CUNY, Medgar Evers C.",3,696,696,0,0,0,0
10397,r644,"All states and outlying areas -> New York -> CUNY, New York City C. Technology",All states and outlying areas,New York,"CUNY, New York City C. Technology",3,50,50,0,0,0,0
10397,r645,"All states and outlying areas -> New York -> CUNY, Queens C.",All states and outlying areas,New York,"CUNY, Queens C.",3,6099,4866,0,0,1232,0
10397,r646,"All states and outlying areas -> New York -> CUNY, Queensborough Community C.",All states and outlying areas,New York,"CUNY, Queensborough Community C.",3,977,657,80,0,240,0
10397,r647,"All states and outlying areas -> New York -> CUNY, system office",All states and outlying areas,New York,"CUNY, system office",3,32863,32780,0,0,83,0
10397,r648,All states and outlying areas -> New York -> D'Youville C.,All states and outlying areas,New York,D'Youville C.,3,522,522,0,0,0,0
10397,r649,All states and outlying areas -> New York -> Dominican C.,All states and outlying areas,New York,Dominican C.,3,250,0,0,0,250,0
10397,r650,All states and outlying areas -> New York -> Fordham U.,All states and outlying areas,New York,Fordham U.,3,3224,2597,153,0,475,0
10397,r651,All states and outlying areas -> New York -> Hamilton C.,All states and outlying areas,New York,Hamilton C.,3,475,475,0,0,0,0
10397,r652,All states and outlying areas -> New York -> Hartwick C.,All states and outlying areas,New York,Hartwick C.,3,27,27,0,0,0,0
10397,r653,All states and outlying areas -> New York -> Hobart and William Smith Colleges,All states and outlying areas,New York,Hobart and William Smith Colleges,3,596,596,0,0,0,0
10397,r654,All states and outlying areas -> New York -> Hofstra U.,All states and outlying areas,New York,Hofstra U.,3,3423,1346,526,0,1551,0
10397,r655,All states and outlying areas -> New York -> Icahn School of Medicine at Mount Sinai,All states and outlying areas,New York,Icahn School of Medicine at Mount Sinai,3,451086,436107,0,0,7786,7193
10397,r656,All states and outlying areas -> New York -> Iona C.,All states and outlying areas,New York,Iona C.,3,109,27,0,0,81,0
10397,r657,All states and outlying areas -> New York -> Ithaca C.,All states and outlying areas,New York,Ithaca C.,3,572,293,0,0,279,0
10397,r658,All states and outlying areas -> New York -> Le Moyne C.,All states and outlying areas,New York,Le Moyne C.,3,640,7,0,0,633,0
10397,r659,All states and outlying areas -> New York -> Long Island U.,All states and outlying areas,New York,Long Island U.,3,3203,2916,0,0,287,0
10397,r660,All states and outlying areas -> New York -> Manhattan C.,All states and outlying areas,New York,Manhattan C.,3,16,3,0,0,13,0
10397,r661,All states and outlying areas -> New York -> Marist C.,All states and outlying areas,New York,Marist C.,3,346,346,0,0,0,0
10397,r662,All states and outlying areas -> New York -> Medaille C.,All states and outlying areas,New York,Medaille C.,3,299,0,0,0,299,0
10397,r663,All states and outlying areas -> New York -> Mercy C.,All states and outlying areas,New York,Mercy C.,3,2226,1218,0,0,758,249
10397,r664,All states and outlying areas -> New York -> Molloy C.,All states and outlying areas,New York,Molloy C.,3,831,192,0,0,640,0
10397,r665,"All states and outlying areas -> New York -> New School, The",All states and outlying areas,New York,"New School, The",3,487,487,0,0,0,0
10397,r666,All states and outlying areas -> New York -> New York Institute of Technology,All states and outlying areas,New York,New York Institute of Technology,3,2222,2222,0,0,0,0
10397,r667,All states and outlying areas -> New York -> New York Medical C.,All states and outlying areas,New York,New York Medical C.,3,9685,7998,0,0,0,1687
10397,r668,All states and outlying areas -> New York -> New York Structural Biology Center,All states and outlying areas,New York,New York Structural Biology Center,3,16600,16600,0,0,0,0
10397,r669,All states and outlying areas -> New York -> New York U.,All states and outlying areas,New York,New York U.,3,908353,893817,0,0,10296,4241
10397,r670,"All states and outlying areas -> New York -> Pace U., New York City",All states and outlying areas,New York,"Pace U., New York City",3,3325,1706,0,0,1495,123
10397,r671,"All states and outlying areas -> New York -> Rensselaer Polytechnic Institute, Troy",All states and outlying areas,New York,"Rensselaer Polytechnic Institute, Troy",3,35697,32758,304,427,698,1511
10397,r672,All states and outlying areas -> New York -> Rochester Institute of Technology,All states and outlying areas,New York,Rochester Institute of Technology,3,21523,17631,200,0,2866,827
10397,r673,"All states and outlying areas -> New York -> Rockefeller U., The",All states and outlying areas,New York,"Rockefeller U., The",3,72490,71092,0,0,1398,0
10397,r674,All states and outlying areas -> New York -> Sarah Lawrence C.,All states and outlying areas,New York,Sarah Lawrence C.,3,213,196,0,0,17,0
10397,r675,All states and outlying areas -> New York -> Siena C.,All states and outlying areas,New York,Siena C.,3,325,325,0,0,0,0
10397,r676,All states and outlying areas -> New York -> Skidmore C.,All states and outlying areas,New York,Skidmore C.,3,1328,1328,0,0,0,0
10397,r677,All states and outlying areas -> New York -> St. Bonaventure U.,All states and outlying areas,New York,St. Bonaventure U.,3,217,0,0,0,0,217
10397,r678,All states and outlying areas -> New York -> St. John Fisher C.,All states and outlying areas,New York,St. John Fisher C.,3,463,0,0,0,463,0
10397,r679,"All states and outlying areas -> New York -> St. John's U., New York",All states and outlying areas,New York,"St. John's U., New York",3,1787,1175,0,0,611,0
10397,r680,All states and outlying areas -> New York -> St. Lawrence U.,All states and outlying areas,New York,St. Lawrence U.,3,13,13,0,0,0,0
10397,r681,All states and outlying areas -> New York -> State U. New York at Buffalo State C.,All states and outlying areas,New York,State U. New York at Buffalo State C.,3,524,524,0,0,0,0
10397,r682,"All states and outlying areas -> New York -> State U. New York at Geneseo, The",All states and outlying areas,New York,"State U. New York at Geneseo, The",3,710,500,210,0,0,0
10397,r683,All states and outlying areas -> New York -> State U. New York at New Paltz,All states and outlying areas,New York,State U. New York at New Paltz,3,224,224,0,0,0,0
10397,r684,All states and outlying areas -> New York -> State U. New York at Old Westbury,All states and outlying areas,New York,State U. New York at Old Westbury,3,370,299,70,0,0,0
10397,r685,"All states and outlying areas -> New York -> State U. New York at Potsdam, The",All states and outlying areas,New York,"State U. New York at Potsdam, The",3,434,434,0,0,0,0
10397,r686,All states and outlying areas -> New York -> State U. New York C. at Cortland,All states and outlying areas,New York,State U. New York C. at Cortland,3,213,213,0,0,0,0
10397,r687,All states and outlying areas -> New York -> State U. New York C. Environmental Science and Forestry,All states and outlying areas,New York,State U. New York C. Environmental Science and Forestry,3,2077,2077,0,0,0,0
10397,r688,All states and outlying areas -> New York -> State U. New York Polytechnic Institute,All states and outlying areas,New York,State U. New York Polytechnic Institute,3,1556,1556,0,0,0,0
10397,r689,"All states and outlying areas -> New York -> State U. New York, C. Optometry",All states and outlying areas,New York,"State U. New York, C. Optometry",3,2122,2085,0,0,37,0
10397,r690,"All states and outlying areas -> New York -> State U. New York, C. Technology at Canton",All states and outlying areas,New York,"State U. New York, C. Technology at Canton",3,50,50,0,0,0,0
10397,r691,"All states and outlying areas -> New York -> State U. New York, Maritime C.",All states and outlying areas,New York,"State U. New York, Maritime C.",3,1280,0,0,1000,280,0
10397,r692,"All states and outlying areas -> New York -> State U. New York, Purchase C.",All states and outlying areas,New York,"State U. New York, Purchase C.",3,288,288,0,0,0,0
10397,r693,"All states and outlying areas -> New York -> State U. New York, Suffolk County Community C., Selden",All states and outlying areas,New York,"State U. New York, Suffolk County Community C., Selden",3,598,120,0,0,478,0
10397,r694,"All states and outlying areas -> New York -> State U. New York, System Office",All states and outlying areas,New York,"State U. New York, System Office",3,113319,103313,0,0,8559,1447
10397,r695,"All states and outlying areas -> New York -> State U. New York, The, Albany",All states and outlying areas,New York,"State U. New York, The, Albany",3,14417,13634,0,0,333,450
10397,r696,"All states and outlying areas -> New York -> State U. New York, The, Plattsburg",All states and outlying areas,New York,"State U. New York, The, Plattsburg",3,271,271,0,0,0,0
10397,r697,"All states and outlying areas -> New York -> State U. New York, The, U. at Buffalo",All states and outlying areas,New York,"State U. New York, The, U. at Buffalo",3,73806,69086,0,0,1886,2834
10397,r698,"All states and outlying areas -> New York -> State U. New York, Upstate Medical U.",All states and outlying areas,New York,"State U. New York, Upstate Medical U.",3,26092,22349,0,0,102,3641
10397,r699,All states and outlying areas -> New York -> Stony Brook U.,All states and outlying areas,New York,Stony Brook U.,3,115021,108436,0,0,4810,1774
10397,r700,"All states and outlying areas -> New York -> SUNY, Binghamton U.",All states and outlying areas,New York,"SUNY, Binghamton U.",3,16492,16112,0,0,380,0
10397,r701,"All states and outlying areas -> New York -> SUNY, C. Brockport, The",All states and outlying areas,New York,"SUNY, C. Brockport, The",3,231,231,0,0,0,0
10397,r702,"All states and outlying areas -> New York -> SUNY, Cobleskill",All states and outlying areas,New York,"SUNY, Cobleskill",3,580,580,0,0,0,0
10397,r703,"All states and outlying areas -> New York -> SUNY, Downstate Health Sciences U.",All states and outlying areas,New York,"SUNY, Downstate Health Sciences U.",3,25051,22290,0,0,761,2000
10397,r704,"All states and outlying areas -> New York -> SUNY, Farmingdale State C.",All states and outlying areas,New York,"SUNY, Farmingdale State C.",3,52,52,0,0,0,0
10397,r705,"All states and outlying areas -> New York -> SUNY, Fashion Institute of Technology",All states and outlying areas,New York,"SUNY, Fashion Institute of Technology",3,175,175,0,0,0,0
10397,r706,"All states and outlying areas -> New York -> SUNY, Fulton-Montgomery Community C.",All states and outlying areas,New York,"SUNY, Fulton-Montgomery Community C.",3,514,0,0,0,514,0
10397,r707,"All states and outlying areas -> New York -> SUNY, Monroe Community C.",All states and outlying areas,New York,"SUNY, Monroe Community C.",3,237,218,0,0,19,0
10397,r708,"All states and outlying areas -> New York -> SUNY, Westchester Community C.",All states and outlying areas,New York,"SUNY, Westchester Community C.",3,238,48,0,0,190,0
10397,r709,"All states and outlying areas -> New York -> Syracuse U., Syracuse",All states and outlying areas,New York,"Syracuse U., Syracuse",3,26956,26020,3,0,557,377
10397,r710,"All states and outlying areas -> New York -> Teachers C., Columbia U.",All states and outlying areas,New York,"Teachers C., Columbia U.",3,4360,4360,0,0,0,0
10397,r711,All states and outlying areas -> New York -> Touro C. and U. System,All states and outlying areas,New York,Touro C. and U. System,3,575,275,0,0,300,0
10397,r712,All states and outlying areas -> New York -> U. Rochester,All states and outlying areas,New York,U. Rochester,3,211097,199608,0,0,10008,1481
10397,r713,All states and outlying areas -> New York -> U.S. Merchant Marine Academy,All states and outlying areas,New York,U.S. Merchant Marine Academy,3,82,82,0,0,0,0
10397,r714,All states and outlying areas -> New York -> U.S. Military Academy,All states and outlying areas,New York,U.S. Military Academy,3,1200,1200,0,0,0,0
10397,r715,"All states and outlying areas -> New York -> Union C., Schenectady",All states and outlying areas,New York,"Union C., Schenectady",3,723,723,0,0,0,0
10397,r716,All states and outlying areas -> New York -> Vassar C.,All states and outlying areas,New York,Vassar C.,3,1385,1135,0,0,0,250
10397,r717,All states and outlying areas -> New York -> Yeshiva U.,All states and outlying areas,New York,Yeshiva U.,3,401,126,0,0,0,275
10397,r718,"All states and outlying areas -> New York -> York C., City U. New York",All states and outlying areas,New York,"York C., City U. New York",3,870,383,0,0,487,0
10397,r719,All states and outlying areas -> North Carolina,All states and outlying areas,North Carolina,,2,1901280,1750467,18432,0,73948,58434
10397,r720,All states and outlying areas -> North Carolina -> Alamance Community C.,All states and outlying areas,North Carolina,Alamance Community C.,3,100,0,0,0,100,0
10397,r721,All states and outlying areas -> North Carolina -> Appalachian State U.,All states and outlying areas,North Carolina,Appalachian State U.,3,8487,7847,265,0,0,375
10397,r722,"All states and outlying areas -> North Carolina -> Bennett C., Greensboro",All states and outlying areas,North Carolina,"Bennett C., Greensboro",3,275,275,0,0,0,0
10397,r723,All states and outlying areas -> North Carolina -> Campbell U.,All states and outlying areas,North Carolina,Campbell U.,3,361,0,0,0,361,0
10397,r724,All states and outlying areas -> North Carolina -> Davidson C.,All states and outlying areas,North Carolina,Davidson C.,3,947,947,0,0,0,0
10397,r725,All states and outlying areas -> North Carolina -> Duke U.,All states and outlying areas,North Carolina,Duke U.,3,837060,810504,4700,0,16916,4940
10397,r726,All states and outlying areas -> North Carolina -> Durham Technical Community C.,All states and outlying areas,North Carolina,Durham Technical Community C.,3,289,58,0,0,231,0
10397,r727,All states and outlying areas -> North Carolina -> East Carolina U.,All states and outlying areas,North Carolina,East Carolina U.,3,25474,20519,0,0,4665,290
10397,r728,All states and outlying areas -> North Carolina -> Elizabeth City State U.,All states and outlying areas,North Carolina,Elizabeth City State U.,3,1353,383,0,0,969,0
10397,r729,All states and outlying areas -> North Carolina -> Elon U.,All states and outlying areas,North Carolina,Elon U.,3,550,443,0,0,107,0
10397,r730,All states and outlying areas -> North Carolina -> Fayetteville State U.,All states and outlying areas,North Carolina,Fayetteville State U.,3,2083,1156,0,0,927,0
10397,r731,All states and outlying areas -> North Carolina -> Forsyth Technical Community C.,All states and outlying areas,North Carolina,Forsyth Technical Community C.,3,326,65,0,0,261,0
10397,r732,All states and outlying areas -> North Carolina -> High Point U.,All states and outlying areas,North Carolina,High Point U.,3,276,276,0,0,0,0
10397,r733,All states and outlying areas -> North Carolina -> Johnson C. Smith U.,All states and outlying areas,North Carolina,Johnson C. Smith U.,3,558,239,0,0,60,259
10397,r734,All states and outlying areas -> North Carolina -> Livingstone C.,All states and outlying areas,North Carolina,Livingstone C.,3,1544,341,0,0,1203,0
10397,r735,All states and outlying areas -> North Carolina -> Meredith C.,All states and outlying areas,North Carolina,Meredith C.,3,354,354,0,0,0,0
10397,r736,All states and outlying areas -> North Carolina -> Methodist U.,All states and outlying areas,North Carolina,Methodist U.,3,499,0,0,0,499,0
10397,r737,All states and outlying areas -> North Carolina -> North Carolina Agricultural and Technical State U.,All states and outlying areas,North Carolina,North Carolina Agricultural and Technical State U.,3,42438,25785,5553,0,4720,6380
10397,r738,All states and outlying areas -> North Carolina -> North Carolina Central U.,All states and outlying areas,North Carolina,North Carolina Central U.,3,14686,14002,0,0,379,304
10397,r739,All states and outlying areas -> North Carolina -> North Carolina State U.,All states and outlying areas,North Carolina,North Carolina State U.,3,199732,158413,6278,0,8538,26503
10397,r740,All states and outlying areas -> North Carolina -> Robeson Community C.,All states and outlying areas,North Carolina,Robeson Community C.,3,300,60,0,0,240,0
10397,r741,"All states and outlying areas -> North Carolina -> U. North Carolina, General Administration",All states and outlying areas,North Carolina,"U. North Carolina, General Administration",3,2413,2413,0,0,0,0
10397,r742,"All states and outlying areas -> North Carolina -> U. North Carolina, The, Asheville",All states and outlying areas,North Carolina,"U. North Carolina, The, Asheville",3,477,477,0,0,0,0
10397,r743,"All states and outlying areas -> North Carolina -> U. North Carolina, The, Chapel Hill",All states and outlying areas,North Carolina,"U. North Carolina, The, Chapel Hill",3,578876,541555,344,0,23206,13771
10397,r744,"All states and outlying areas -> North Carolina -> U. North Carolina, The, Charlotte",All states and outlying areas,North Carolina,"U. North Carolina, The, Charlotte",3,19445,18134,0,0,1311,0
10397,r745,"All states and outlying areas -> North Carolina -> U. North Carolina, The, Greensboro",All states and outlying areas,North Carolina,"U. North Carolina, The, Greensboro",3,13758,10836,643,0,2013,266
10397,r746,"All states and outlying areas -> North Carolina -> U. North Carolina, The, Pembroke",All states and outlying areas,North Carolina,"U. North Carolina, The, Pembroke",3,1295,817,0,0,478,0
10397,r747,"All states and outlying areas -> North Carolina -> U. North Carolina, The, Wilmington",All states and outlying areas,North Carolina,"U. North Carolina, The, Wilmington",3,2237,1522,650,0,65,0
10397,r748,All states and outlying areas -> North Carolina -> Wake Forest U.,All states and outlying areas,North Carolina,Wake Forest U.,3,138998,129454,0,0,4199,5344
10397,r749,All states and outlying areas -> North Carolina -> Wake Technical Community C.,All states and outlying areas,North Carolina,Wake Technical Community C.,3,1962,1400,0,0,562,0
10397,r750,All states and outlying areas -> North Carolina -> Western Carolina U.,All states and outlying areas,North Carolina,Western Carolina U.,3,2097,379,0,0,1718,0
10397,r751,All states and outlying areas -> North Carolina -> Winston-Salem State U.,All states and outlying areas,North Carolina,Winston-Salem State U.,3,2030,1810,0,0,220,0
10397,r752,All states and outlying areas -> North Dakota,All states and outlying areas,North Dakota,,2,105880,92100,692,0,5845,7244
10397,r753,All states and outlying areas -> North Dakota -> Bismarck State C.,All states and outlying areas,North Dakota,Bismarck State C.,3,300,60,0,0,240,0
10397,r754,"All states and outlying areas -> North Dakota -> North Dakota State U., Main Campus",All states and outlying areas,North Dakota,"North Dakota State U., Main Campus",3,47739,40422,0,0,896,6421
10397,r755,All states and outlying areas -> North Dakota -> Nueta Hidatsa Sahnish C.,All states and outlying areas,North Dakota,Nueta Hidatsa Sahnish C.,3,684,117,0,0,300,267
10397,r756,All states and outlying areas -> North Dakota -> Sitting Bull C.,All states and outlying areas,North Dakota,Sitting Bull C.,3,3500,1750,0,0,1750,0
10397,r757,All states and outlying areas -> North Dakota -> Turtle Mountain Community C.,All states and outlying areas,North Dakota,Turtle Mountain Community C.,3,555,219,0,0,337,0
