table_id,row_id,_b_state_or_location_b_full_path,_b_state_or_location_b_level_1,_b_state_or_location_b_level_2,_b_state_or_location_b_level_3,_b_state_or_location_b_hierarchy_depth,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
3991,r001,All locations,All locations,,,1,132793.6,135995.4,122985.2,127927.2,125846.3,113002.0,115507.6,125737.3,138170.3
3991,r002,All locations -> Alabama,All locations,Alabama,,2,5202.1,5159.1,4716.4,4483.7,4538.0,4354.3,8662.5,5173.7,5414.5
3991,r003,All locations -> Alaska,All locations,Alaska,,2,196.5,159.1,185.5,136.9,208.0,211.9,280.0,299.8,334.2
3991,r004,All locations -> Arizona,All locations,Arizona,,2,2917.0,2405.2,2369.3,1606.0,1643.7,1549.4,1198.8,1737.0,2001.2
3991,r005,All locations -> Arkansas,All locations,Arkansas,,2,178.6,183.8,167.3,190.9,105.6,307.5,170.0,206.2,179.0
3991,r006,All locations -> California,All locations,California,,2,22768.9,18036.3,16180.8,15798.7,15280.6,15756.5,15886.7,17236.9,19158.6
3991,r007,All locations -> Colorado,All locations,Colorado,,2,3815.5,3744.7,3394.0,3611.4,3506.4,4183.1,3395.6,4916.8,5267.9
3991,r008,All locations -> Connecticut,All locations,Connecticut,,2,2426.0,2231.1,2516.6,2287.0,2292.8,2365.9,2349.3,2568.2,2673.2
3991,r009,All locations -> Delaware,All locations,Delaware,,2,114.7,108.7,112.3,130.1,108.1,142.0,168.6,161.6,163.1
3991,r010,All locations -> District of Columbia,All locations,District of Columbia,,2,3013.5,3339.3,3908.1,3980.1,4221.7,4204.5,4867.4,6157.7,6228.2
3991,r011,All locations -> Florida,All locations,Florida,,2,2481.8,2355.8,2282.0,2447.6,2932.7,2781.5,2879.5,3178.5,3892.0
3991,r012,All locations -> Georgia,All locations,Georgia,,2,1421.8,1133.3,1130.0,1253.1,1182.4,1301.3,1284.7,1349.8,1503.9
3991,r013,All locations -> Hawaii,All locations,Hawaii,,2,403.6,382.5,348.0,326.5,305.4,283.8,275.4,441.3,411.9
3991,r014,All locations -> Idaho,All locations,Idaho,,2,430.2,446.9,380.8,597.9,532.6,568.4,679.1,824.2,919.9
3991,r015,All locations -> Illinois,All locations,Illinois,,2,2878.1,2399.5,2327.5,2368.6,2482.7,3922.1,2552.9,2911.1,2998.3
