table_id,row_id,_b_state_or_location_b_full_path,_b_state_or_location_b_level_1,_b_state_or_location_b_level_2,_b_state_or_location_b_level_3,_b_state_or_location_b_hierarchy_depth,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
3991,r016,All locations -> Indiana,All locations,Indiana,,2,903.0,838.3,692.6,771.2,678.3,719.1,689.8,781.3,894.1
3991,r017,All locations -> Iowa,All locations,Iowa,,2,695.3,613.3,560.5,512.2,567.0,496.2,520.0,525.0,517.8
3991,r018,All locations -> Kansas,All locations,Kansas,,2,367.8,231.6,234.3,187.1,193.7,187.9,211.6,232.8,282.6
3991,r019,All locations -> Kentucky,All locations,Kentucky,,2,242.0,308.1,306.8,296.7,296.7,272.6,289.5,302.8,313.4
3991,r020,All locations -> Louisiana,All locations,Louisiana,,2,597.3,313.8,278.0,284.5,253.7,278.5,397.2,321.1,432.1
3991,r021,All locations -> Maine,All locations,Maine,,2,180.0,247.8,169.9,131.1,138.0,137.5,158.0,188.4,189.0
3991,r022,All locations -> Maryland,All locations,Maryland,,2,15750.6,15597.8,15605.9,16890.5,16750.6,16640.3,15416.8,17779.2,16992.3
3991,r023,All locations -> Massachusetts,All locations,Massachusetts,,2,7758.4,6279.3,5690.8,6268.5,6055.0,5532.6,5238.4,6036.0,6837.8
3991,r024,All locations -> Michigan,All locations,Michigan,,2,2153.4,2206.4,1826.1,1852.7,1799.0,1795.9,1491.4,1630.5,2053.7
3991,r025,All locations -> Minnesota,All locations,Minnesota,,2,949.3,961.1,939.7,947.4,817.4,859.1,985.8,1031.0,1029.4
3991,r026,All locations -> Mississippi,All locations,Mississippi,,2,588.1,542.6,567.7,589.5,489.0,448.2,449.5,819.8,505.1
3991,r027,All locations -> Missouri,All locations,Missouri,,2,1193.3,1122.8,1056.3,1038.6,1296.3,1258.6,1603.8,1492.0,2375.1
3991,r028,All locations -> Montana,All locations,Montana,,2,181.7,190.2,134.5,170.5,152.2,169.5,151.0,194.7,191.4
3991,r029,All locations -> Nebraska,All locations,Nebraska,,2,262.2,261.9,200.5,234.1,216.4,204.8,210.6,211.3,243.7
3991,r030,All locations -> Nevada,All locations,Nevada,,2,478.1,481.7,584.6,510.0,394.2,286.2,338.4,400.2,375.1
3991,r031,All locations -> New Hampshire,All locations,New Hampshire,,2,406.0,490.7,296.2,335.9,342.1,373.5,351.1,472.4,669.3
3991,r032,All locations -> New Jersey,All locations,New Jersey,,2,2582.7,2167.0,1726.9,1968.5,1631.9,1676.6,1962.6,2367.3,2834.4
3991,r033,All locations -> New Mexico,All locations,New Mexico,,2,3456.2,3378.6,3421.5,3714.2,3542.9,3662.1,3383.4,3630.3,3755.7
3991,r034,All locations -> New York,All locations,New York,,2,5042.1,4727.2,4605.2,4580.6,4566.9,4743.8,4954.5,5366.1,6162.3
3991,r035,All locations -> North Carolina,All locations,North Carolina,,2,2060.3,1922.3,1759.2,1880.5,1892.0,1906.2,2005.4,2270.1,2417.4
3991,r036,All locations -> North Dakota,All locations,North Dakota,,2,117.7,88.1,89.5,80.5,82.0,103.6,74.8,110.7,73.0
3991,r037,All locations -> Ohio,All locations,Ohio,,2,3554.7,3436.3,2425.7,2454.5,2638.5,2497.4,2549.8,4206.8,5188.2
3991,r038,All locations -> Oklahoma,All locations,Oklahoma,,2,462.5,449.8,262.4,316.8,450.2,349.0,367.6,480.6,505.9
3991,r039,All locations -> Oregon,All locations,Oregon,,2,711.1,632.1,529.0,601.5,557.5,543.8,572.5,626.8,696.9
3991,r040,All locations -> Pennsylvania,All locations,Pennsylvania,,2,4513.0,3724.9,3295.4,3695.3,3710.5,3980.6,3787.5,4147.6,4092.5
3991,r041,All locations -> Rhode Island,All locations,Rhode Island,,2,610.1,557.4,486.4,555.3,519.4,627.3,615.0,662.4,722.6
3991,r042,All locations -> South Carolina,All locations,South Carolina,,2,496.7,555.4,397.5,476.4,446.6,460.9,504.7,561.4,646.0
3991,r043,All locations -> South Dakota,All locations,South Dakota,,2,61.1,63.2,56.6,68.8,72.8,69.0,77.2,80.8,88.9
3991,r044,All locations -> Tennessee,All locations,Tennessee,,2,1898.6,2111.9,2118.6,2023.1,2312.5,2479.3,2491.1,2564.2,3578.4
3991,r045,All locations -> Texas,All locations,Texas,,2,5475.4,5619.7,5234.2,4678.4,5574.5,5296.5,5318.9,4677.3,5067.5
3991,r046,All locations -> Utah,All locations,Utah,,2,1756.4,972.3,918.6,1221.8,1143.6,937.7,1057.5,1109.7,1301.1
3991,r047,All locations -> Vermont,All locations,Vermont,,2,124.4,103.4,103.0,115.7,81.6,82.4,80.7,97.1,119.9
3991,r048,All locations -> Virginia,All locations,Virginia,,2,8287.1,8130.0,6487.5,7651.7,7487.1,7383.6,6310.9,7187.2,8028.9
3991,r049,All locations -> Washington,All locations,Washington,,2,4931.4,2757.4,3433.5,3565.3,2361.7,2083.8,2623.7,2746.0,3195.3
3991,r050,All locations -> West Virginia,All locations,West Virginia,,2,239.8,263.3,171.4,208.0,239.5,455.5,141.4,280.5,141.9
3991,r051,All locations -> Wisconsin,All locations,Wisconsin,,2,742.2,734.3,654.0,701.1,700.7,722.7,729.5,759.4,839.5
3991,r052,All locations -> Wyoming,All locations,Wyoming,,2,37.2,75.6,41.2,45.8,53.5,43.7,45.8,48.6,67.6
3991,r053,All locations -> Outlying areas,All locations,Outlying areas,,2,269.0,193.0,228.6,318.0,347.1,331.1,104.1,496.1,520.7
3991,r054,All locations -> Outlying areas -> Puerto Rico,All locations,Outlying areas,Puerto Rico,3,97.4,71.3,82.6,71.0,65.9,71.8,67.6,74.7,81.8
3991,r055,All locations -> Outlying areas -> Other areas<sup>a</sup>,All locations,Outlying areas,Other areas<sup>a</sup>,3,171.7,121.6,146.1,247.0,281.3,259.3,36.5,421.4,438.9
3991,r056,All locations -> Offices abroad<sup>b</sup>,All locations,Offices abroad<sup>b</sup>,,2,35.7,91.6,165.5,38.0,28.3,3.7,1.8,12.3,4.3
3991,r057,All locations -> Undistributed<sup>c</sup>,All locations,Undistributed<sup>c</sup>,,2,4373.4,20468.0,15210.8,16728.5,15624.4,969.2,2593.9,1666.5,3073.1
