table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_r_d_expenditures,field_source_of_funds_federal_government,field_source_of_funds_state_and_local_government,field_source_of_funds_institution_funds,field_source_of_funds_business,field_source_of_funds_nonprofit_organizations,field_source_of_funds_all_other_sources
5418,r001,All institutions,All institutions,,1,-,"['56,663,756', '']","['28,492,277', '']","['4,204,494', '']","['15,609,925', '']","['3,175,941', '']","['3,281,118', '']","['1,900,001', '']"
5418,r002,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,1,"['1,673,862', '']","['884,880', '']","['2,074', '']","['607,120', '']","['96,044', '']","['75,131', '']","['8,613', '']"
5418,r003,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,2,"['1,651,073', '']","['676,331', '']","['32,635', '']","['418,048', '']","['120,488', '']","['231,371', '']","['172,200', '']"
5418,r004,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,3,"['1,456,902', '']","['1,024,195', '']","['27,087', '']","['111,141', '']","['57,698', '']","['198,220', '']","['38,561', '']"
5418,r005,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,4,"['1,403,735', '']","['727,289', '']","['45,233', '']","['290,347', '']","['109,943', '']","['110,299', '']","['120,624', '']"
5418,r006,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,5,"['1,392,941', '']","['655,030', '']","['81,216', '']","['302,597', '']","['82,905', '']","['194,946', '']","['76,247', '']"
5418,r007,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,6,"['1,363,931', '']","['632,558', '']","['103,607', '']","['435,653', '']","['29,589', '']","['122,835', '']","['39,689', '']"
5418,r008,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,7,"['1,159,725', '']","['706,145', '']","['8,129', '']","['301,817', '']","['49,974', '']","['76,679', '']","['16,981', '']"
5418,r009,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,8,"['1,130,803', '']","['517,489', '']","['205,190', '']","['291,325', '']","['35,783', '']","['53,539', '']","['27,477', '']"
5418,r010,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,9,"['1,105,532', '']","['689,273', '']","['11,600', '']","['254,704', '']","['29,764', '']","['65,940', '']","['54,251', '']"
5418,r011,All institutions -> U. Maryland<sup>a</sup>,All institutions,U. Maryland<sup>a</sup>,2,10,"['1,103,062', '']","['689,125', '']","['39,195', '']","['282,188', '']","['28,881', '']","['57,662', '']","['6,011', '']"
5418,r012,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,11,"['1,051,297', '']","['186,488', '']","['291,619', '']","['209,905', '']","['194,528', '']","['31,021', '']","['137,736', '']"
5418,r013,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,12,"['1,048,988', '']","['790,518', '']","['107,480', '']","['71,373', '']","['63,120', '']","['14,200', '']","['2,297', '']"
5418,r014,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,13,"['1,042,382', '']","['514,092', '']","['78,122', '']","['333,014', '']","['48,857', '']","['42,157', '']","['26,140', '']"
5418,r015,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,14,"['991,923', '']","['638,930', '']","['47,196', '']","['211,889', '']","['29,131', '']","['63,664', '']","['1,113', '']"
5418,r016,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,15,"['968,260', '']","['539,359', '']","['50,614', '']","['151,106', '']","['150,235', '']","['48,000', '']","['28,946', '']"
5418,r017,All institutions -> U. Florida,All institutions,U. Florida,2,16,"['942,223', '']","['397,202', '']","['169,194', '']","['253,646', '']","['37,922', '']","['50,483', '']","['33,776', '']"
5418,r018,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,17,"['840,000', '']","['349,989', '']","['32,598', '']","['181,355', '']","['81,265', '']","['135,100', '']","['59,693', '']"
5418,r019,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,18,"['816,693', '']","['380,965', '']","['74,086', '']","['208,842', '']","['54,246', '']","['42,970', '']","['55,584', '']"
5418,r020,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,19,"['797,199', '']","['500,409', '']","['23,611', '']","['147,947', '']","['77,789', '']","['40,881', '']","['6,562', '']"
5418,r021,All institutions -> U. Arizona,All institutions,U. Arizona,2,20,"['760,975', '']","['328,807', '']","['33,210', '']","['231,170', '']","['23,040', '']","['34,707', '']","['110,041', '']"
5418,r022,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,21,"['728,554', '']","['343,876', '']","['3,434', '']","['281,536', '']","['26,506', '']","['71,676', '']","['1,526', '']"
5418,r023,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,22,"['713,197', '']","['329,748', '']","['47,310', '']","['290,251', '']","['13,141', '']","['18,986', '']","['13,761', '']"
5418,r024,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,23,"['689,176', '']","['387,853', '']","['25,302', '']","['186,309', '']","['36,178', '']","['34,212', '']","['19,322', '']"
5418,r025,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,24,"['688,077', '']","['311,743', '']","['86,581', '']","['130,582', '']","['60,291', '']","['60,621', '']","['38,259', '']"
5418,r026,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,25,"['687,144', '']","['270,605', '']","['39,251', '']","['228,677', '']","['75,499', '']","['30,205', '']","['42,907', '']"
5418,r027,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,26,"['673,357', '']","['278,150', '']","['40,835', '']","['248,659', '']","['18,148', '']","['62,702', '']","['24,863', '']"
5418,r028,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,27,"['652,002', '']","['300,348', '']","['8,780', '']","['212,843', '']","['29,798', '']","['37,430', '']","['62,803', '']"
5418,r029,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,28,"['618,226', '']","['400,110', '']","['8,209', '']","['116,242', '']","['58,758', '']","['33,706', '']","['1,201', '']"
5418,r030,All institutions -> U. Utah,All institutions,U. Utah,2,29,"['607,061', '']","['314,023', '']","['4,908', '']","['209,608', '']","['38,458', '']","['36,404', '']","['3,660', '']"
5418,r031,All institutions -> U. Texas Southwestern Medical Center,All institutions,U. Texas Southwestern Medical Center,2,30,"['595,939', '']","['242,679', '']","['66,440', '']","['137,027', '']","['38,500', '']","['53,780', '']","['57,513', '']"
5418,r032,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,31,"['556,341', '']","['210,792', '']","['61,192', '']","['231,204', '']","['39,857', '']","['6,319', '']","['6,977', '']"
5418,r033,All institutions -> U. Colorado Denver and Anschutz Medical Campus,All institutions,U. Colorado Denver and Anschutz Medical Campus,2,32,"['554,643', '']","['348,724', '']","['24,563', '']","['71,012', '']","['50,627', '']","['49,479', '']","['10,238', '']"
5418,r034,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,33,"['546,290', '']","['232,110', '']","['123,750', '']","['131,677', '']","['53,302', '']","['4,750', '']","['701', '']"
5418,r035,All institutions -> U. Iowa,All institutions,U. Iowa,2,34,"['538,583', '']","['259,639', '']","['5,489', '']","['225,307', '']","['28,073', '']","['20,062', '']","['13', '']"
5418,r036,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,35,"['530,138', '']","['285,899', '']","['5,867', '']","['144,949', '']","['38,587', '']","['42,326', '']","['12,510', '']"
5418,r037,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,36,"['525,674', '']","['427,869', '']","['4,435', '']","['35,695', '']","['9,942', '']","['15,348', '']","['32,385', '']"
5418,r038,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,37,"['490,597', '']","['241,734', '']","['15,947', '']","['123,966', '']","['33,033', '']","['28,381', '']","['47,536', '']"
5418,r039,All institutions -> U. Georgia,All institutions,U. Georgia,2,38,"['482,786', '']","['171,351', '']","['54,667', '']","['220,201', '']","['9,490', '']","['17,725', '']","['9,352', '']"
5418,r040,All institutions -> Oregon Health and Science U.,All institutions,Oregon Health and Science U.,2,39,"['446,890', '']","['321,572', '']","['334', '']","['44,413', '']","['38,692', '']","['41,520', '']","['359', '']"
5418,r041,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,40,"['422,038', '']","['200,155', '']","['25,016', '']","['131,323', '']","['29,881', '']","['19,164', '']","['16,499', '']"
5418,r042,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,41,"['417,674', '']","['200,664', '']","['35,346', '']","['130,570', '']","['9,985', '']","['10,677', '']","['30,432', '']"
5418,r043,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,42,"['412,147', '']","['223,030', '']","['6,772', '']","['135,744', '']","['14,766', '']","['24,288', '']","['7,547', '']"
5418,r044,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,43,"['407,302', '']","['287,100', '']","['17,707', '']","['61,093', '']","['13,406', '']","['19,938', '']","['8,058', '']"
5418,r045,All institutions -> U. Kansas,All institutions,U. Kansas,2,44,"['368,811', '']","['185,007', '']","['22,364', '']","['116,482', '']","['22,089', '']","['22,243', '']","['626', '']"
5418,r046,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,45,"['363,107', '']","['165,912', '']","['36,709', '']","['125,420', '']","['18,149', '']","['11,626', '']","['5,291', '']"
5418,r047,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,46,"['362,209', '']","['183,728', '']","['35,983', '']","['111,660', '']","['17,698', '']","['9,232', '']","['3,908', '']"
5418,r048,"All institutions -> SUNY, Polytechnic Institute",All institutions,"SUNY, Polytechnic Institute",2,47,"['355,651', '']","['27,998', '']","['169,352', '']","['14,251', '']","['139,125', '']","['588', '']","['4,337', '']"
5418,r049,All institutions -> Florida State U.,All institutions,Florida State U.,2,48,"['350,430', '']","['162,296', '']","['4,391', '']","['164,970', '']","['2,177', '']","['8,946', '']","['7,650', '']"
5418,r050,All institutions -> Washington State U.,All institutions,Washington State U.,2,49,"['335,201', '']","['154,623', '']","['51,641', '']","['104,722', '']","['13,458', '']","['7,101', '']","['3,656', '']"
5418,r051,"All institutions -> U. South Florida, Tampa",All institutions,"U. South Florida, Tampa",2,50,"['333,344', '']","['158,958', '']","['14,824', '']","['126,104', '']","['15,525', '']","['14,530', '']","['3,403', '']"
5418,r052,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,51,"['332,180', '']","['156,190', '']","['25,000', '']","['123,624', '']","['13,749', '']","['8,132', '']","['5,485', '']"
5418,r053,All institutions -> Uniformed Services U. of the Health Sciences,All institutions,Uniformed Services U. of the Health Sciences,2,52,"['324,510', '']","['235,202', '']","['0', '']","['82,613', '']","['0', '']","['6,695', '']","['0', '']"
5418,r054,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,53,"['320,463', '']","['107,299', '']","['54,240', '']","['125,648', '']","['19,215', '']","['5,451', '']","['8,610', '']"
5418,r055,"All institutions -> U. Tennessee, Knoxville<sup>b</sup>",All institutions,"U. Tennessee, Knoxville<sup>b</sup>",2,54,"['320,407', '']","['138,402', '']","['15,100', '']","['147,875', '']","['7,580', '']","['6,021', '']","['5,429', '']"
5418,r056,All institutions -> Utah State U.,All institutions,Utah State U.,2,55,"['304,256', '']","['242,156', '']","['22,820', '']","['24,719', '']","['7,961', '']","['784', '']","['5,816', '']"
5418,r057,All institutions -> Temple U.,All institutions,Temple U.,2,56,"['299,707', '']","['154,600', '']","['8,556', '']","['93,385', '']","['17,721', '']","['18,264', '']","['7,181', '']"
5418,r058,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,57,"['286,733', '']","['87,895', '']","['72,026', '']","['99,412', '']","['10,461', '']","['9,391', '']","['7,548', '']"
5418,r059,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,58,"['283,874', '']","['152,751', '']","['28,217', '']","['75,230', '']","['12,699', '']","['14,977', '']","['0', '']"
5418,r060,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,59,"['280,485', '']","['120,616', '']","['90,345', '']","['55,647', '']","['3,477', '']","['9,055', '']","['1,345', '']"
5418,r061,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,60,"['280,131', '']","['164,848', '']","['5,631', '']","['79,292', '']","['11,409', '']","['12,894', '']","['6,057', '']"
5418,r062,"All institutions -> U. Massachusetts, Medical School",All institutions,"U. Massachusetts, Medical School",2,61,"['279,096', '']","['192,938', '']","['1,410', '']","['45,329', '']","['15,073', '']","['19,535', '']","['4,811', '']"
5418,r063,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,62,"['275,929', '']","['163,694', '']","['19,229', '']","['76,169', '']","['2,623', '']","['12,809', '']","['1,405', '']"
5418,r064,"All institutions -> U. Texas Health Science Center, Houston",All institutions,"U. Texas Health Science Center, Houston",2,63,"['273,862', '']","['133,624', '']","['42,174', '']","['44,129', '']","['16,479', '']","['24,958', '']","['12,498', '']"
5418,r065,All institutions -> Medical U. South Carolina,All institutions,Medical U. South Carolina,2,64,"['272,590', '']","['153,802', '']","['5,666', '']","['73,804', '']","['20,747', '']","['11,011', '']","['7,560', '']"
5418,r066,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,65,"['268,385', '']","['167,494', '']","['49,880', '']","['25,759', '']","['7,387', '']","['2,499', '']","['15,366', '']"
5418,r067,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,66,"['263,470', '']","['146,478', '']","['13,795', '']","['87,367', '']","['5,307', '']","['8,287', '']","['2,236', '']"
5418,r068,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,67,"['255,281', '']","['73,468', '']","['31,628', '']","['130,268', '']","['6,700', '']","['1,632', '']","['11,585', '']"
5418,r069,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,68,"['254,434', '']","['123,198', '']","['4,335', '']","['54,929', '']","['22,578', '']","['29,986', '']","['19,408', '']"
5418,r070,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,69,"['243,375', '']","['161,627', '']","['6,046', '']","['61,092', '']","['3,733', '']","['9,064', '']","['1,813', '']"
5418,r071,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,70,"['243,259', '']","['113,137', '']","['11,699', '']","['81,190', '']","['5,703', '']","['26,350', '']","['5,180', '']"
5418,r072,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,71,"['239,343', '']","['114,575', '']","['14,653', '']","['86,095', '']","['12,418', '']","['6,049', '']","['5,553', '']"
5418,r073,All institutions -> Florida International U.,All institutions,Florida International U.,2,72,"['236,842', '']","['103,366', '']","['18,582', '']","['104,836', '']","['2,271', '']","['7,059', '']","['728', '']"
5418,r074,All institutions -> Clemson U.,All institutions,Clemson U.,2,73,"['228,597', '']","['82,203', '']","['26,544', '']","['94,600', '']","['18,120', '']","['6,894', '']","['236', '']"
5418,r075,All institutions -> George Mason U.,All institutions,George Mason U.,2,74,"['221,006', '']","['104,070', '']","['3,750', '']","['58,447', '']","['7,972', '']","['38,691', '']","['8,076', '']"
5418,r076,All institutions -> U. Delaware,All institutions,U. Delaware,2,75,"['220,445', '']","['144,142', '']","['10,781', '']","['48,912', '']","['6,740', '']","['4,812', '']","['5,058', '']"
5418,r077,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,76,"['219,464', '']","['97,143', '']","['6,028', '']","['100,802', '']","['4,050', '']","['7,250', '']","['4,191', '']"
5418,r078,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,77,"['219,389', '']","['116,170', '']","['7,779', '']","['75,307', '']","['7,702', '']","['8,880', '']","['3,551', '']"
5418,r079,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,78,"['213,900', '']","['79,100', '']","['42,624', '']","['76,929', '']","['6,594', '']","['7,057', '']","['1,596', '']"
5418,r080,"All institutions -> U. Texas Health Science Center, San Antonio",All institutions,"U. Texas Health Science Center, San Antonio",2,79,"['202,572', '']","['102,959', '']","['21,895', '']","['45,061', '']","['8,048', '']","['24,287', '']","['322', '']"
5418,r081,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,80,"['202,451', '']","['78,199', '']","['6,910', '']","['101,059', '']","['575', '']","['15,022', '']","['686', '']"
5418,r082,"All institutions -> U. Nebraska, Medical Center",All institutions,"U. Nebraska, Medical Center",2,81,"['202,406', '']","['105,158', '']","['11,932', '']","['43,265', '']","['10,072', '']","['16,011', '']","['15,968', '']"
5418,r083,All institutions -> U. Houston,All institutions,U. Houston,2,82,"['200,428', '']","['71,779', '']","['33,898', '']","['74,188', '']","['8,034', '']","['9,803', '']","['2,726', '']"
5418,r084,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,83,"['199,643', '']","['31,475', '']","['29,341', '']","['114,278', '']","['11,588', '']","['12,653', '']","['308', '']"
5418,r085,All institutions -> U. Louisville,All institutions,U. Louisville,2,84,"['198,818', '']","['88,251', '']","['10,365', '']","['64,507', '']","['11,584', '']","['8,518', '']","['15,593', '']"
5418,r086,All institutions -> U. Vermont,All institutions,U. Vermont,2,85,"['191,147', '']","['97,981', '']","['1,115', '']","['73,959', '']","['3,617', '']","['8,565', '']","['5,910', '']"
5418,r087,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,86,"['188,452', '']","['79,657', '']","['8,958', '']","['70,620', '']","['6,077', '']","['5,948', '']","['17,192', '']"
5418,r088,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,87,"['187,060', '']","['39,873', '']","['22,850', '']","['111,227', '']","['9,807', '']","['2,990', '']","['313', '']"
5418,r089,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,88,"['184,894', '']","['92,503', '']","['10,827', '']","['51,440', '']","['6,288', '']","['7,826', '']","['16,010', '']"
5418,r090,All institutions -> U. Texas Medical Branch,All institutions,U. Texas Medical Branch,2,89,"['180,595', '']","['114,103', '']","['7,302', '']","['44,544', '']","['5,832', '']","['8,814', '']","['0', '']"
5418,r091,All institutions -> U. Arkansas for Medical Sciences,All institutions,U. Arkansas for Medical Sciences,2,90,"['174,549', '']","['70,508', '']","['11,085', '']","['69,885', '']","['12,826', '']","['5,537', '']","['4,708', '']"
5418,r092,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,91,"['166,285', '']","['93,759', '']","['18,088', '']","['45,253', '']","['2,392', '']","['4,918', '']","['1,875', '']"
5418,r093,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,92,"['165,887', '']","['47,454', '']","['54,705', '']","['51,260', '']","['6,648', '']","['5,592', '']","['228', '']"
5418,r094,"All institutions -> U. Louisiana, Lafayette",All institutions,"U. Louisiana, Lafayette",2,93,"['164,070', '']","['40,044', '']","['10,812', '']","['32,175', '']","['78,591', '']","['2,448', '']","['0', '']"
5418,r095,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,94,"['159,790', '']","['64,793', '']","['8,534', '']","['74,320', '']","['3,807', '']","['2,062', '']","['6,274', '']"
5418,r096,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,95,"['156,901', '']","['100,373', '']","['4,695', '']","['38,439', '']","['8,430', '']","['3,933', '']","['1,031', '']"
5418,r097,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,96,"['155,715', '']","['85,746', '']","['2,987', '']","['53,611', '']","['3,013', '']","['5,719', '']","['4,639', '']"
5418,r098,All institutions -> North Dakota State U.,All institutions,North Dakota State U.,2,97,"['155,645', '']","['31,614', '']","['50,334', '']","['64,673', '']","['1,865', '']","['1,074', '']","['6,085', '']"
5418,r099,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,98,"['153,816', '']","['53,540', '']","['6,645', '']","['10,004', '']","['81,356', '']","['110', '']","['2,161', '']"
5418,r100,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,99,"['152,299', '']","['101,414', '']","['2,342', '']","['41,423', '']","['2,774', '']","['1,779', '']","['2,567', '']"
5418,r101,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,100,"['150,400', '']","['76,468', '']","['5,870', '']","['31,824', '']","['8,701', '']","['15,685', '']","['11,852', '']"
5418,r102,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,101,"['138,586', '']","['34,334', '']","['16,210', '']","['65,229', '']","['5,703', '']","['14,490', '']","['2,620', '']"
5418,r103,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,102,"['138,088', '']","['67,039', '']","['5,201', '']","['61,302', '']","['705', '']","['1,744', '']","['2,097', '']"
5418,r104,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,103,"['133,793', '']","['44,950', '']","['19,309', '']","['52,902', '']","['5,989', '']","['8,740', '']","['1,903', '']"
5418,r105,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,104,"['132,192', '']","['55,983', '']","['11,080', '']","['36,906', '']","['6,496', '']","['21,727', '']","['0', '']"
5418,r106,All institutions -> U. Maine,All institutions,U. Maine,2,105,"['132,184', '']","['54,376', '']","['18,487', '']","['50,890', '']","['3,005', '']","['3,685', '']","['1,741', '']"
5418,r107,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,106,"['131,648', '']","['104,288', '']","['3,407', '']","['22,569', '']","['970', '']","['282', '']","['132', '']"
5418,r108,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,107,"['122,960', '']","['82,361', '']","['5,171', '']","['28,635', '']","['2,425', '']","['4,104', '']","['264', '']"
5418,r109,"All institutions -> SUNY, Binghamton U.",All institutions,"SUNY, Binghamton U.",2,108,"['117,870', '']","['24,564', '']","['4,957', '']","['82,764', '']","['3,588', '']","['1,258', '']","['739', '']"
5418,r110,All institutions -> U. Oregon,All institutions,U. Oregon,2,109,"['114,259', '']","['81,278', '']","['746', '']","['27,587', '']","['213', '']","['3,386', '']","['1,049', '']"
5418,r111,All institutions -> U. Idaho,All institutions,U. Idaho,2,110,"['112,810', '']","['51,450', '']","['35,509', '']","['19,536', '']","['2,581', '']","['971', '']","['2,763', '']"
5418,r112,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,111,"['111,663', '']","['44,153', '']","['14,272', '']","['40,488', '']","['11,419', '']","['1,039', '']","['292', '']"
5418,r113,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,112,"['110,218', '']","['62,067', '']","['1,026', '']","['44,285', '']","['556', '']","['1,685', '']","['599', '']"
5418,r114,All institutions -> U. Rhode Island,All institutions,U. Rhode Island,2,113,"['109,967', '']","['67,242', '']","['9,302', '']","['26,749', '']","['2,892', '']","['2,960', '']","['822', '']"
5418,r115,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,114,"['108,628', '']","['39,126', '']","['20,684', '']","['36,075', '']","['1,162', '']","['1,622', '']","['9,959', '']"
5418,r116,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,115,"['107,275', '']","['60,971', '']","['21,097', '']","['13,809', '']","['1,644', '']","['3,827', '']","['5,927', '']"
5418,r117,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,116,"['105,872', '']","['29,252', '']","['2,493', '']","['69,282', '']","['1,149', '']","['655', '']","['3,041', '']"
5418,r118,All institutions -> Augusta U.,All institutions,Augusta U.,2,117,"['103,961', '']","['55,797', '']","['504', '']","['40,408', '']","['3,018', '']","['4,211', '']","['23', '']"
5418,r119,"All institutions -> U. Tennessee, Health Science Center",All institutions,"U. Tennessee, Health Science Center",2,118,"['99,716', '']","['48,264', '']","['4,503', '']","['26,628', '']","['3,353', '']","['8,902', '']","['8,066', '']"
5418,r120,All institutions -> San Diego State U.,All institutions,San Diego State U.,2,119,"['97,710', '']","['41,117', '']","['3,073', '']","['48,934', '']","['836', '']","['2,043', '']","['1,707', '']"
5418,r121,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,120,"['95,200', '']","['43,017', '']","['16,018', '']","['32,141', '']","['2,525', '']","['1,071', '']","['428', '']"
5418,r122,All institutions -> U. Wyoming,All institutions,U. Wyoming,2,121,"['93,061', '']","['57,353', '']","['5,164', '']","['24,503', '']","['4,519', '']","['1,394', '']","['128', '']"
5418,r123,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,122,"['92,216', '']","['41,304', '']","['8,471', '']","['35,980', '']","['3,263', '']","['1,300', '']","['1,898', '']"
5418,r124,"All institutions -> U. North Texas, Denton",All institutions,"U. North Texas, Denton",2,123,"['84,239', '']","['13,653', '']","['5,524', '']","['61,069', '']","['1,619', '']","['1,550', '']","['824', '']"
5418,r125,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,124,"['83,867', '']","['59,391', '']","['7,192', '']","['13,493', '']","['1,271', '']","['1,947', '']","['573', '']"
5418,r126,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,125,"['78,517', '']","['55,560', '']","['2,131', '']","['4,255', '']","['10,072', '']","['1,822', '']","['4,677', '']"
5418,r127,All institutions -> Cleveland State U.,All institutions,Cleveland State U.,2,126,"['78,189', '']","['53,756', '']","['956', '']","['16,601', '']","['2,166', '']","['4,515', '']","['195', '']"
5418,r128,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,127,"['77,927', '']","['36,172', '']","['456', '']","['31,849', '']","['6,661', '']","['220', '']","['2,569', '']"
5418,r129,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,128,"['72,322', '']","['42,870', '']","['12,374', '']","['11,194', '']","['4,399', '']","['1,417', '']","['68', '']"
5418,r130,"All institutions -> Indiana U.-Purdue U., Indianapolis",All institutions,"Indiana U.-Purdue U., Indianapolis",2,129,"['71,387', '']","['31,622', '']","['1,467', '']","['28,006', '']","['2,214', '']","['7,950', '']","['128', '']"
5418,r131,All institutions -> Texas State U.,All institutions,Texas State U.,2,130,"['70,714', '']","['26,950', '']","['3,850', '']","['33,796', '']","['792', '']","['5,326', '']","['0', '']"
5418,r132,All institutions -> U. Memphis,All institutions,U. Memphis,2,131,"['69,463', '']","['18,063', '']","['7,776', '']","['39,192', '']","['998', '']","['2,914', '']","['520', '']"
5418,r133,All institutions -> William & Mary,All institutions,William & Mary,2,132,"['66,763', '']","['30,436', '']","['3,760', '']","['25,542', '']","['795', '']","['4,561', '']","['1,669', '']"
5418,r134,All institutions -> Old Dominion U.,All institutions,Old Dominion U.,2,133,"['65,704', '']","['30,330', '']","['16,403', '']","['14,436', '']","['990', '']","['3,217', '']","['328', '']"
5418,r135,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,134,"['64,456', '']","['39,387', '']","['7,342', '']","['15,645', '']","['523', '']","['1,358', '']","['201', '']"
