table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_r_d_expenditures,field_source_of_funds_federal_government,field_source_of_funds_state_and_local_government,field_source_of_funds_institution_funds,field_source_of_funds_business,field_source_of_funds_nonprofit_organizations,field_source_of_funds_all_other_sources
5418,r357,"All institutions -> CUNY, New York City C. of Technology",All institutions,"CUNY, New York City C. of Technology",2,356,"['2,130', '']","['1,585', '']","['0', '']","['136', '']","['404', '']","['5', '']","['0', '']"
5418,r358,All institutions -> U. Texas of the Permian Basin,All institutions,U. Texas of the Permian Basin,2,357,"['2,105', '']","['757', '']","['32', '']","['562', '']","['0', '']","['754', '']","['0', '']"
5418,r359,All institutions -> Sul Ross State U.,All institutions,Sul Ross State U.,2,358,"['2,068', '']","['481', '']","['126', '']","['119', '']","['25', '']","['785', '']","['532', '']"
5418,r360,"All institutions -> California State U., Dominguez Hills",All institutions,"California State U., Dominguez Hills",2,359,"['2,065', '']","['1,433', '']","['32', '']","['600', '']","['0', '']","['0', '']","['0', '']"
5418,r361,All institutions -> Northeastern Illinois U.,All institutions,Northeastern Illinois U.,2,360,"['2,018', '']","['2,018', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5418,r362,"All institutions -> U. Texas, Tyler",All institutions,"U. Texas, Tyler",2,361,"['2,007', '']","['774', '']","['225', '']","['631', '']","['207', '']","['96', '']","['74', '']"
5418,r363,All institutions -> U. Wisconsin-Green Bay,All institutions,U. Wisconsin-Green Bay,2,362,"['1,982', '']","['890', '']","['500', '']","['207', '']","['41', '']","['172', '']","['172', '']"
5418,r364,"All institutions -> U. Puerto Rico, Cayey",All institutions,"U. Puerto Rico, Cayey",2,363,"['1,974', '']","['1,210', '']","['0', '']","['639', '']","['13', '']","['112', '']","['0', '']"
5418,r365,All institutions -> Bowie State U.,All institutions,Bowie State U.,2,364,"['1,967', '']","['1,967', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5418,r366,All institutions -> Northwestern State U. Louisiana,All institutions,Northwestern State U. Louisiana,2,365,"['1,940', '']","['598', '']","['1,105', '']","['237', '']","['0', '']","['0', '']","['0', '']"
5418,r367,All institutions -> U. North Georgia,All institutions,U. North Georgia,2,366,"['1,905', '']","['542', '']","['40', '']","['858', '']","['7', '']","['458', '']","['0', '']"
5418,r368,All institutions -> Coastal Carolina U.,All institutions,Coastal Carolina U.,2,367,"['1,903', '']","['1,211', '']","['119', '']","['61', '']","['0', '']","['512', '']","['0', '']"
5418,r369,All institutions -> Morehead State U.,All institutions,Morehead State U.,2,368,"['1,883', '']","['1,674', '']","['50', '']","['133', '']","['0', '']","['26', '']","['0', '']"
5418,r370,"All institutions -> Pennsylvania State U., Harrisburg",All institutions,"Pennsylvania State U., Harrisburg",2,369,"['1,866', '']","['451', '']","['67', '']","['1,277', '']","['25', '']","['46', '']","['0', '']"
5418,r371,"All institutions -> California State U., Stanislaus",All institutions,"California State U., Stanislaus",2,370,"['1,843', '']","['1,284', '']","['73', '']","['79', '']","['399', '']","['8', '']","['0', '']"
5418,r372,All institutions -> Savannah State U.,All institutions,Savannah State U.,2,371,"['1,804', '']","['1,804', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5418,r373,All institutions -> Eastern Connecticut State U.,All institutions,Eastern Connecticut State U.,2,372,"['1,799', '']","['177', '']","['1', '']","['1,621', '']","['0', '']","['0', '']","['0', '']"
5418,r374,All institutions -> U. Wisconsin-Oshkosh,All institutions,U. Wisconsin-Oshkosh,2,373,"['1,777', 'i']","['1,336', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['441', 'i']"
5418,r375,"All institutions -> Pennsylvania State U., Behrend",All institutions,"Pennsylvania State U., Behrend",2,374,"['1,743', '']","['543', '']","['7', '']","['0', '']","['718', '']","['475', '']","['0', '']"
5418,r376,"All institutions -> SUNY, C. Brockport",All institutions,"SUNY, C. Brockport",2,375,"['1,719', '']","['781', '']","['343', '']","['574', '']","['20', '']","['1', '']","['0', '']"
5418,r377,"All institutions -> CUNY, system office",All institutions,"CUNY, system office",2,376,"['1,704', '']","['884', '']","['164', '']","['163', '']","['26', '']","['105', '']","['362', '']"
5418,r378,All institutions -> Troy U.,All institutions,Troy U.,2,377,"['1,692', '']","['1,591', '']","['0', '']","['66', '']","['16', '']","['19', '']","['0', '']"
5418,r379,"All institutions -> CUNY, York C.",All institutions,"CUNY, York C.",2,378,"['1,691', '']","['1,513', '']","['0', '']","['156', '']","['0', '']","['22', '']","['0', '']"
5418,r380,"All institutions -> SUNY, Geneseo",All institutions,"SUNY, Geneseo",2,379,"['1,642', '']","['950', '']","['12', '']","['675', '']","['0', '']","['5', '']","['0', '']"
5418,r381,All institutions -> Central Connecticut State U.,All institutions,Central Connecticut State U.,2,380,"['1,572', '']","['901', '']","['264', '']","['407', '']","['0', '']","['0', '']","['0', '']"
5418,r382,All institutions -> Sonoma State U.,All institutions,Sonoma State U.,2,381,"['1,545', '']","['936', '']","['310', '']","['247', '']","['16', '']","['36', '']","['0', '']"
5418,r383,"All institutions -> SUNY, Oswego",All institutions,"SUNY, Oswego",2,382,"['1,534', '']","['492', '']","['61', '']","['945', '']","['8', '']","['15', '']","['13', '']"
5418,r384,All institutions -> Northern Michigan U.,All institutions,Northern Michigan U.,2,383,"['1,523', '']","['446', '']","['0', '']","['876', '']","['15', '']","['10', '']","['176', '']"
5418,r385,All institutions -> Black Hills State U.,All institutions,Black Hills State U.,2,384,"['1,499', '']","['1,287', '']","['98', '']","['114', '']","['0', '']","['0', '']","['0', '']"
5418,r386,"All institutions -> California State U., Channel Islands",All institutions,"California State U., Channel Islands",2,385,"['1,497', '']","['553', '']","['574', '']","['339', '']","['31', '']","['0', '']","['0', '']"
5418,r387,All institutions -> Elizabeth City State U.,All institutions,Elizabeth City State U.,2,386,"['1,473', '']","['1,455', '']","['11', '']","['NA', '']","['0', '']","['0', '']","['7', '']"
5418,r388,All institutions -> Indiana State U.,All institutions,Indiana State U.,2,387,"['1,471', '']","['949', '']","['241', '']","['204', '']","['31', '']","['46', '']","['0', '']"
5418,r389,All institutions -> C. New Jersey,All institutions,C. New Jersey,2,388,"['1,464', '']","['951', '']","['32', '']","['153', '']","['49', '']","['279', '']","['0', '']"
5418,r390,"All institutions -> U. Puerto Rico, Humacao",All institutions,"U. Puerto Rico, Humacao",2,389,"['1,456', '']","['1,279', '']","['0', '']","['177', '']","['0', '']","['0', '']","['0', '']"
5418,r391,"All institutions -> SUNY, C. Plattsburgh",All institutions,"SUNY, C. Plattsburgh",2,390,"['1,452', '']","['950', '']","['37', '']","['353', '']","['0', '']","['9', '']","['103', '']"
5418,r392,All institutions -> U. of Mary Washington,All institutions,U. of Mary Washington,2,391,"['1,393', '']","['660', '']","['20', '']","['594', '']","['0', '']","['90', '']","['29', '']"
5418,r393,All institutions -> Fort Lewis C.,All institutions,Fort Lewis C.,2,392,"['1,370', '']","['1,228', '']","['51', '']","['79', '']","['12', '']","['0', '']","['0', '']"
5418,r394,All institutions -> U. Houston-Clear Lake,All institutions,U. Houston-Clear Lake,2,393,"['1,363', '']","['632', '']","['513', '']","['33', '']","['102', '']","['83', '']","['0', '']"
5418,r395,All institutions -> U. Wisconsin-Eau Claire,All institutions,U. Wisconsin-Eau Claire,2,394,"['1,318', '']","['647', '']","['292', '']","['219', '']","['59', '']","['99', '']","['2', '']"
5418,r396,All institutions -> West Virginia School of Osteopathic Medicine,All institutions,West Virginia School of Osteopathic Medicine,2,395,"['1,311', '']","['419', '']","['8', '']","['884', '']","['0', '']","['0', '']","['0', '']"
5418,r397,"All institutions -> U. Alaska, Southeast",All institutions,"U. Alaska, Southeast",2,396,"['1,264', '']","['1,098', '']","['65', '']","['76', '']","['0', '']","['25', '']","['0', '']"
5418,r398,"All institutions -> U. Michigan, Flint",All institutions,"U. Michigan, Flint",2,397,"['1,247', '']","['276', '']","['3', '']","['588', '']","['366', '']","['8', '']","['6', '']"
5418,r399,All institutions -> Jacksonville State U.,All institutions,Jacksonville State U.,2,398,"['1,244', '']","['1,216', '']","['0', '']","['28', '']","['0', '']","['0', '']","['0', '']"
5418,r400,All institutions -> Fort Hays State U.,All institutions,Fort Hays State U.,2,399,"['1,172', '']","['764', '']","['24', '']","['168', '']","['209', '']","['7', '']","['0', '']"
5418,r401,All institutions -> U. Wisconsin-River Falls,All institutions,U. Wisconsin-River Falls,2,400,"['1,107', '']","['488', '']","['408', '']","['7', '']","['152', '']","['0', '']","['52', '']"
5418,r402,All institutions -> U. Wisconsin-Platteville,All institutions,U. Wisconsin-Platteville,2,401,"['1,104', 'i']","['336', 'i']","['285', 'i']","['189', 'i']","['256', 'i']","['29', 'i']","['9', 'i']"
5418,r403,All institutions -> Florida Polytechnic U.,All institutions,Florida Polytechnic U.,2,402,"['1,091', '']","['252', '']","['289', '']","['479', '']","['46', '']","['5', '']","['20', '']"
5418,r404,All institutions -> New Mexico Highlands U.,All institutions,New Mexico Highlands U.,2,403,"['1,090', '']","['1,034', '']","['0', '']","['0', '']","['0', '']","['56', '']","['0', '']"
5418,r405,All institutions -> Keene State C.,All institutions,Keene State C.,2,404,"['1,063', '']","['1,043', '']","['0', '']","['19', '']","['0', '']","['1', '']","['0', '']"
5418,r406,All institutions -> Albany State U.,All institutions,Albany State U.,2,405,"['1,060', '']","['836', '']","['116', '']","['0', '']","['108', '']","['0', '']","['0', '']"
5418,r407,All institutions -> Citadel Military C. South Carolina,All institutions,Citadel Military C. South Carolina,2,406,"['1,012', '']","['736', '']","['0', '']","['135', '']","['0', '']","['11', '']","['130', '']"
5418,r408,All institutions -> Eastern Kentucky U.,All institutions,Eastern Kentucky U.,2,407,"['1,010', '']","['554', '']","['66', '']","['309', '']","['4', '']","['77', '']","['0', '']"
5418,r409,"All institutions -> U. Minnesota, Morris",All institutions,"U. Minnesota, Morris",2,408,"['1,004', '']","['213', '']","['138', '']","['647', '']","['0', '']","['6', '']","['0', '']"
5418,r410,All institutions -> Midwestern State U.,All institutions,Midwestern State U.,2,409,"['891', '']","['599', '']","['36', '']","['201', '']","['0', '']","['55', '']","['0', '']"
5418,r411,"All institutions -> CUNY, Medgar Evers C.",All institutions,"CUNY, Medgar Evers C.",2,410,"['882', '']","['588', '']","['0', '']","['245', '']","['0', '']","['48', '']","['1', '']"
5418,r412,All institutions -> Salish Kootenai C.,All institutions,Salish Kootenai C.,2,411,"['807', '']","['802', '']","['0', '']","['0', '']","['0', '']","['5', '']","['0', '']"
5418,r413,All institutions -> Weber State U.,All institutions,Weber State U.,2,412,"['676', '']","['424', '']","['159', '']","['33', '']","['30', '']","['30', '']","['0', '']"
5418,r414,All institutions -> Dine C.,All institutions,Dine C.,2,413,"['347', '']","['347', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5418,r415,All institutions -> New Jersey City U.,All institutions,New Jersey City U.,2,414,"['262', '']","['223', '']","['0', '']","['39', '']","['0', '']","['0', '']","['0', '']"
5418,r416,All institutions -> Columbus State U.,All institutions,Columbus State U.,2,415,"['261', '']","['93', '']","['0', '']","['105', '']","['58', '']","['5', '']","['0', '']"
