table_id,row_id,time_period,current_millions_level_1,current_millions_level_2,current_millions_hierarchy_depth,value
8464,r001,R&D obligations -> 1955,Current $millions,Total,2,2533
8464,r002,R&D obligations -> 1955,Current $millions,National defense,2,2151
8464,r003,R&D obligations -> 1955,Current $millions,Civilian functions,2,382
8464,r004,R&D obligations -> 1955,% distribution,Total,2,100.0
8464,r005,R&D obligations -> 1955,% distribution,National defense,2,84.9
8464,r006,R&D obligations -> 1955,% distribution,Civilian functions,2,15.1
8464,r007,R&D obligations -> 1956,Current $millions,Total,2,2988
8464,r008,R&D obligations -> 1956,Current $millions,National defense,2,2535
8464,r009,R&D obligations -> 1956,Current $millions,Civilian functions,2,453
8464,r010,R&D obligations -> 1956,% distribution,Total,2,100.0
8464,r011,R&D obligations -> 1956,% distribution,National defense,2,84.8
8464,r012,R&D obligations -> 1956,% distribution,Civilian functions,2,15.2
8464,r013,R&D obligations -> 1957,Current $millions,Total,2,3932
8464,r014,R&D obligations -> 1957,Current $millions,National defense,2,3327
8464,r015,R&D obligations -> 1957,Current $millions,Civilian functions,2,605
8464,r016,R&D obligations -> 1957,% distribution,Total,2,100.0
8464,r017,R&D obligations -> 1957,% distribution,National defense,2,84.6
8464,r018,R&D obligations -> 1957,% distribution,Civilian functions,2,15.4
8464,r019,R&D obligations -> 1958,Current $millions,Total,2,4570
8464,r020,R&D obligations -> 1958,Current $millions,National defense,2,3801
8464,r021,R&D obligations -> 1958,Current $millions,Civilian functions,2,769
8464,r022,R&D obligations -> 1958,% distribution,Total,2,100.0
8464,r023,R&D obligations -> 1958,% distribution,National defense,2,83.2
8464,r024,R&D obligations -> 1958,% distribution,Civilian functions,2,16.8
8464,r025,R&D obligations -> 1959,Current $millions,Total,2,6694
8464,r026,R&D obligations -> 1959,Current $millions,National defense,2,5556
8464,r027,R&D obligations -> 1959,Current $millions,Civilian functions,2,1138
8464,r028,R&D obligations -> 1959,% distribution,Total,2,100.0
8464,r029,R&D obligations -> 1959,% distribution,National defense,2,83.0
8464,r030,R&D obligations -> 1959,% distribution,Civilian functions,2,17.0
8464,r031,R&D obligations -> 1960,Current $millions,Total,2,7552
8464,r032,R&D obligations -> 1960,Current $millions,National defense,2,6107
8464,r033,R&D obligations -> 1960,Current $millions,Civilian functions,2,1445
8464,r034,R&D obligations -> 1960,% distribution,Total,2,100.0
8464,r035,R&D obligations -> 1960,% distribution,National defense,2,80.9
8464,r036,R&D obligations -> 1960,% distribution,Civilian functions,2,19.1
8464,r037,R&D obligations -> 1961,Current $millions,Total,2,9059
8464,r038,R&D obligations -> 1961,Current $millions,National defense,2,7005
8464,r039,R&D obligations -> 1961,Current $millions,Civilian functions,2,2054
8464,r040,R&D obligations -> 1961,% distribution,Total,2,100.0
8464,r041,R&D obligations -> 1961,% distribution,National defense,2,77.3
8464,r042,R&D obligations -> 1961,% distribution,Civilian functions,2,22.7
8464,r043,R&D obligations -> 1962,Current $millions,Total,2,10290
8464,r044,R&D obligations -> 1962,Current $millions,National defense,2,7238
8464,r045,R&D obligations -> 1962,Current $millions,Civilian functions,2,3052
8464,r046,R&D obligations -> 1962,% distribution,Total,2,100.0
8464,r047,R&D obligations -> 1962,% distribution,National defense,2,70.3
8464,r048,R&D obligations -> 1962,% distribution,Civilian functions,2,29.7
8464,r049,R&D obligations -> 1963,Current $millions,Total,2,12495
8464,r050,R&D obligations -> 1963,Current $millions,National defense,2,7764
8464,r051,R&D obligations -> 1963,Current $millions,Civilian functions,2,4731
8464,r052,R&D obligations -> 1963,% distribution,Total,2,100.0
8464,r053,R&D obligations -> 1963,% distribution,National defense,2,62.1
8464,r054,R&D obligations -> 1963,% distribution,Civilian functions,2,37.9
8464,r055,R&D obligations -> 1964,Current $millions,Total,2,14225
8464,r056,R&D obligations -> 1964,Current $millions,National defense,2,7829
8464,r057,R&D obligations -> 1964,Current $millions,Civilian functions,2,6396
8464,r058,R&D obligations -> 1964,% distribution,Total,2,100.0
8464,r059,R&D obligations -> 1964,% distribution,National defense,2,55.0
8464,r060,R&D obligations -> 1964,% distribution,Civilian functions,2,45.0
8464,r061,R&D obligations -> 1965,Current $millions,Total,2,14614
8464,r062,R&D obligations -> 1965,Current $millions,National defense,2,7342
8464,r063,R&D obligations -> 1965,Current $millions,Civilian functions,2,7272
8464,r064,R&D obligations -> 1965,% distribution,Total,2,100.0
8464,r065,R&D obligations -> 1965,% distribution,National defense,2,50.2
8464,r066,R&D obligations -> 1965,% distribution,Civilian functions,2,49.8
8464,r067,R&D obligations -> 1966,Current $millions,Total,2,15320
8464,r068,R&D obligations -> 1966,Current $millions,National defense,2,7536
8464,r069,R&D obligations -> 1966,Current $millions,Civilian functions,2,7784
8464,r070,R&D obligations -> 1966,% distribution,Total,2,100.0
8464,r071,R&D obligations -> 1966,% distribution,National defense,2,49.2
8464,r072,R&D obligations -> 1966,% distribution,Civilian functions,2,50.8
8464,r073,R&D obligations -> 1967,Current $millions,Total,2,16529
8464,r074,R&D obligations -> 1967,Current $millions,National defense,2,8566
8464,r075,R&D obligations -> 1967,Current $millions,Civilian functions,2,7963
8464,r076,R&D obligations -> 1967,% distribution,Total,2,100.0
8464,r077,R&D obligations -> 1967,% distribution,National defense,2,51.8
8464,r078,R&D obligations -> 1967,% distribution,Civilian functions,2,48.2
8464,r079,R&D obligations -> 1968,Current $millions,Total,2,15921
8464,r080,R&D obligations -> 1968,Current $millions,National defense,2,8275
8464,r081,R&D obligations -> 1968,Current $millions,Civilian functions,2,7646
8464,r082,R&D obligations -> 1968,% distribution,Total,2,100.0
8464,r083,R&D obligations -> 1968,% distribution,National defense,2,52.0
8464,r084,R&D obligations -> 1968,% distribution,Civilian functions,2,48.0
8464,r085,R&D obligations -> 1969,Current $millions,Total,2,15641
8464,r086,R&D obligations -> 1969,Current $millions,National defense,2,8356
8464,r087,R&D obligations -> 1969,Current $millions,Civilian functions,2,7285
8464,r088,R&D obligations -> 1969,% distribution,Total,2,100.0
8464,r089,R&D obligations -> 1969,% distribution,National defense,2,53.4
8464,r090,R&D obligations -> 1969,% distribution,Civilian functions,2,46.6
8464,r091,R&D obligations -> 1970,Current $millions,Total,2,15339
8464,r092,R&D obligations -> 1970,Current $millions,National defense,2,7981
8464,r093,R&D obligations -> 1970,Current $millions,Civilian functions,2,7358
8464,r094,R&D obligations -> 1970,% distribution,Total,2,100.0
8464,r095,R&D obligations -> 1970,% distribution,National defense,2,52.0
8464,r096,R&D obligations -> 1970,% distribution,Civilian functions,2,48.0
8464,r097,R&D obligations -> 1971,Current $millions,Total,2,15543
8464,r098,R&D obligations -> 1971,Current $millions,National defense,2,8110
8464,r099,R&D obligations -> 1971,Current $millions,Civilian functions,2,7433
8464,r100,R&D obligations -> 1971,% distribution,Total,2,100.0
8464,r101,R&D obligations -> 1971,% distribution,National defense,2,52.2
8464,r102,R&D obligations -> 1971,% distribution,Civilian functions,2,47.8
8464,r103,R&D obligations -> 1972,Current $millions,Total,2,16496
8464,r104,R&D obligations -> 1972,Current $millions,National defense,2,8902
8464,r105,R&D obligations -> 1972,Current $millions,Civilian functions,2,7594
8464,r106,R&D obligations -> 1972,% distribution,Total,2,100.0
8464,r107,R&D obligations -> 1972,% distribution,National defense,2,54.0
8464,r108,R&D obligations -> 1972,% distribution,Civilian functions,2,46.0
8464,r109,R&D obligations -> 1973,Current $millions,Total,2,16800
8464,r110,R&D obligations -> 1973,Current $millions,National defense,2,9002
8464,r111,R&D obligations -> 1973,Current $millions,Civilian functions,2,7798
8464,r112,R&D obligations -> 1973,% distribution,Total,2,100.0
8464,r113,R&D obligations -> 1973,% distribution,National defense,2,53.6
8464,r114,R&D obligations -> 1973,% distribution,Civilian functions,2,46.4
8464,r115,R&D obligations -> 1974,Current $millions,Total,2,17410
8464,r116,R&D obligations -> 1974,Current $millions,National defense,2,9016
8464,r117,R&D obligations -> 1974,Current $millions,Civilian functions,2,8394
8464,r118,R&D obligations -> 1974,% distribution,Total,2,100.0
8464,r119,R&D obligations -> 1974,% distribution,National defense,2,51.8
8464,r120,R&D obligations -> 1974,% distribution,Civilian functions,2,48.2
8464,r121,R&D obligations -> 1975,Current $millions,Total,2,19039
8464,r122,R&D obligations -> 1975,Current $millions,National defense,2,9679
8464,r123,R&D obligations -> 1975,Current $millions,Civilian functions,2,9360
8464,r124,R&D obligations -> 1975,% distribution,Total,2,100.0
8464,r125,R&D obligations -> 1975,% distribution,National defense,2,50.8
8464,r126,R&D obligations -> 1975,% distribution,Civilian functions,2,49.2
8464,r127,R&D obligations -> 1976,Current $millions,Total,2,20780
8464,r128,R&D obligations -> 1976,Current $millions,National defense,2,10430
8464,r129,R&D obligations -> 1976,Current $millions,Civilian functions,2,10350
8464,r130,R&D obligations -> 1976,% distribution,Total,2,100.0
8464,r131,R&D obligations -> 1976,% distribution,National defense,2,50.2
8464,r132,R&D obligations -> 1976,% distribution,Civilian functions,2,49.8
8464,r133,R&D obligations -> 1977,Current $millions,Total,2,23450
8464,r134,R&D obligations -> 1977,Current $millions,National defense,2,11864
8464,r135,R&D obligations -> 1977,Current $millions,Civilian functions,2,11586
8464,r136,R&D obligations -> 1977,% distribution,Total,2,100.0
8464,r137,R&D obligations -> 1977,% distribution,National defense,2,50.6
8464,r138,R&D obligations -> 1977,% distribution,Civilian functions,2,49.4
8464,r139,R&D budget authority -> 1978,Current $millions,Total,2,25976
8464,r140,R&D budget authority -> 1978,Current $millions,National defense,2,12899
8464,r141,R&D budget authority -> 1978,Current $millions,Civilian functions,2,13077
8464,r142,R&D budget authority -> 1978,% distribution,Total,2,100.0
8464,r143,R&D budget authority -> 1978,% distribution,National defense,2,49.7
8464,r144,R&D budget authority -> 1978,% distribution,Civilian functions,2,50.3
8464,r145,R&D budget authority -> 1979,Current $millions,Total,2,28208
8464,r146,R&D budget authority -> 1979,Current $millions,National defense,2,13791
8464,r147,R&D budget authority -> 1979,Current $millions,Civilian functions,2,14417
8464,r148,R&D budget authority -> 1979,% distribution,Total,2,100.0
8464,r149,R&D budget authority -> 1979,% distribution,National defense,2,48.9
8464,r150,R&D budget authority -> 1979,% distribution,Civilian functions,2,51.1
8464,r151,R&D budget authority -> 1980,Current $millions,Total,2,29739
8464,r152,R&D budget authority -> 1980,Current $millions,National defense,2,14946
8464,r153,R&D budget authority -> 1980,Current $millions,Civilian functions,2,14793
8464,r154,R&D budget authority -> 1980,% distribution,Total,2,100.0
8464,r155,R&D budget authority -> 1980,% distribution,National defense,2,50.3
8464,r156,R&D budget authority -> 1980,% distribution,Civilian functions,2,49.7
8464,r157,R&D budget authority -> 1981,Current $millions,Total,2,33735
8464,r158,R&D budget authority -> 1981,Current $millions,National defense,2,18413
8464,r159,R&D budget authority -> 1981,Current $millions,Civilian functions,2,15322
8464,r160,R&D budget authority -> 1981,% distribution,Total,2,100.0
8464,r161,R&D budget authority -> 1981,% distribution,National defense,2,54.6
