table_id,row_id,_b_state_or_location_and_institution_b_full_path,_b_state_or_location_and_institution_b_level_1,_b_state_or_location_and_institution_b_level_2,_b_state_or_location_and_institution_b_level_3,_b_state_or_location_and_institution_b_hierarchy_depth,field_all_fields,field_science_life_sciences_total,field_science_life_sciences_agricultural_sciences_and_natural_resources,field_science_life_sciences_biological_and_biomedical_sciences,field_science_life_sciences_health_sciences,field_science_physical_sciences_and_earth_sciences_total,field_science_physical_sciences_and_earth_sciences_chemistry,field_science_physical_sciences_and_earth_sciences_geosciences_atmospheric_sciences_and_ocean_sciences,field_science_physical_sciences_and_earth_sciences_physics_and_astronomy,field_science_mathematics_and_computer_sciences_total,field_science_mathematics_and_computer_sciences_computer_and_information_sciences,field_science_mathematics_and_computer_sciences_mathematics_and_statistics_,field_science_psychology_and_social_sciences_total,field_science_psychology_and_social_sciences_psychology,field_science_psychology_and_social_sciences_anthropology,field_science_psychology_and_social_sciences_economics,field_science_psychology_and_social_sciences_political_science_and_government,field_science_psychology_and_social_sciences_sociology,field_science_psychology_and_social_sciences_other_social_sciences,field_engineering_total,field_engineering_aerospace_aeronautical_and_astronautical,field_engineering_bioengineering_and_biomedical,field_engineering_chemical,field_engineering_civil,field_engineering_electrical_electronics_and_communications,field_engineering_industrial_and_manufacturing,field_engineering_materials_science,field_engineering_mechanical,field_engineering_other_engineering
4644,r363,All institutions -> Oklahoma -> Oklahoma City U.,All institutions,Oklahoma,Oklahoma City U.,3,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r364,"All institutions -> Oklahoma -> Oklahoma State U., Center for Health Sciences",All institutions,Oklahoma,"Oklahoma State U., Center for Health Sciences",3,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r365,"All institutions -> Oklahoma -> Oklahoma State U., Stillwater",All institutions,Oklahoma,"Oklahoma State U., Stillwater",3,214,58,30,23,5,16,8,5,3,6,3,3,37,24,0,5,0,2,6,29,2,2,3,2,5,3,3,6,3
4644,r366,"All institutions -> Oklahoma -> U. Oklahoma, Norman",All institutions,Oklahoma,"U. Oklahoma, Norman",3,228,43,0,29,14,39,11,19,9,6,1,5,21,10,1,2,4,1,3,44,0,2,5,3,9,1,0,2,22
4644,r367,All institutions -> Oklahoma -> U. Tulsa,All institutions,Oklahoma,U. Tulsa,3,41,3,0,3,0,3,1,2,0,6,5,1,7,7,0,0,0,0,0,18,0,0,5,0,0,0,0,2,11
4644,r368,All institutions -> Oregon,All institutions,Oregon,,2,551,152,34,80,38,82,44,13,25,54,33,21,94,39,11,7,2,4,31,85,0,5,3,21,20,5,4,9,18
4644,r369,All institutions -> Oregon -> Oregon Health and Science U.,All institutions,Oregon,Oregon Health and Science U.,3,36,28,1,21,6,1,1,0,0,2,2,0,2,2,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0
4644,r370,"All institutions -> Oregon -> Oregon State U., Corvallis",All institutions,Oregon,"Oregon State U., Corvallis",3,255,87,30,33,24,29,14,9,6,26,17,9,23,8,6,1,0,0,8,73,0,2,3,19,17,5,4,8,15
4644,r371,All institutions -> Oregon -> Pacific U.,All institutions,Oregon,Pacific U.,3,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r372,All institutions -> Oregon -> Portland State U.,All institutions,Oregon,Portland State U.,3,72,12,3,5,4,9,6,1,2,12,8,4,18,6,0,0,0,1,11,9,0,0,0,2,3,0,0,1,3
4644,r373,All institutions -> Oregon -> U. Oregon,All institutions,Oregon,U. Oregon,3,186,25,0,21,4,43,23,3,17,14,6,8,49,21,5,6,2,3,12,0,0,0,0,0,0,0,0,0,0
4644,r374,All institutions -> Pennsylvania,All institutions,Pennsylvania,,2,2602,559,27,412,120,241,119,26,96,253,144,109,381,126,20,64,21,25,125,565,11,69,73,33,79,19,72,83,126
4644,r375,All institutions -> Pennsylvania -> Bryn Mawr C.,All institutions,Pennsylvania,Bryn Mawr C.,3,8,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r376,All institutions -> Pennsylvania -> Carnegie Mellon U.,All institutions,Pennsylvania,Carnegie Mellon U.,3,300,9,0,9,0,22,7,2,13,80,56,24,21,7,0,7,0,0,7,143,0,9,16,8,20,0,15,17,58
4644,r377,All institutions -> Pennsylvania -> Drexel U.,All institutions,Pennsylvania,Drexel U.,3,161,43,0,35,8,10,6,0,4,17,10,7,20,16,0,4,0,0,0,51,0,14,5,5,7,0,7,6,7
4644,r378,All institutions -> Pennsylvania -> Duquesne U.,All institutions,Pennsylvania,Duquesne U.,3,71,18,0,8,10,7,7,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r379,All institutions -> Pennsylvania -> Indiana U. Pennsylvania,All institutions,Pennsylvania,Indiana U. Pennsylvania,3,76,1,0,0,1,0,0,0,0,0,0,0,20,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0
4644,r380,All institutions -> Pennsylvania -> Lehigh U.,All institutions,Pennsylvania,Lehigh U.,3,95,6,1,4,1,11,1,1,9,5,3,2,13,7,0,6,0,0,0,48,0,1,7,2,8,4,2,16,8
4644,r381,All institutions -> Pennsylvania -> Marywood U.,All institutions,Pennsylvania,Marywood U.,3,11,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r382,"All institutions -> Pennsylvania -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,Pennsylvania,"Pennsylvania State U., University Park and Hershey Medical Center",3,688,145,24,104,17,73,24,19,30,57,25,32,109,41,4,19,7,8,30,170,11,9,17,9,25,12,33,22,32
4644,r383,All institutions -> Pennsylvania -> Salus U.,All institutions,Pennsylvania,Salus U.,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r384,All institutions -> Pennsylvania -> Temple U.,All institutions,Pennsylvania,Temple U.,3,217,32,0,21,11,24,18,1,5,23,14,9,41,11,4,4,3,2,17,8,0,3,0,2,1,0,1,1,0
4644,r385,All institutions -> Pennsylvania -> Thomas Jefferson U.,All institutions,Pennsylvania,Thomas Jefferson U.,3,17,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r386,All institutions -> Pennsylvania -> U. Pennsylvania,All institutions,Pennsylvania,U. Pennsylvania,3,469,129,0,112,17,45,25,2,18,37,17,20,86,10,6,17,10,8,35,56,0,13,14,0,10,0,9,5,5
4644,r387,"All institutions -> Pennsylvania -> U. Pittsburgh, Pittsburgh",All institutions,Pennsylvania,"U. Pittsburgh, Pittsburgh",3,420,137,1,90,46,47,30,1,16,34,19,15,47,16,6,7,1,2,15,74,0,19,13,6,4,3,5,8,16
4644,r388,All institutions -> Pennsylvania -> U. of the Sciences Philadelphia,All institutions,Pennsylvania,U. of the Sciences Philadelphia,3,22,15,0,11,4,1,1,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
4644,r389,All institutions -> Pennsylvania -> Villanova U.,All institutions,Pennsylvania,Villanova U.,3,24,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,1,1,4,0,0,8,0
4644,r390,All institutions -> Pennsylvania -> Westminster Theological Seminary,All institutions,Pennsylvania,Westminster Theological Seminary,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r391,"All institutions -> Pennsylvania -> Widener U., Chester",All institutions,Pennsylvania,"Widener U., Chester",3,16,4,0,0,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r392,All institutions -> Puerto Rico,All institutions,Puerto Rico,,2,129,29,8,21,0,8,6,1,1,4,1,3,68,65,0,0,0,0,3,8,0,0,1,4,3,0,0,0,0
4644,r393,"All institutions -> Puerto Rico -> Carlos Albizu U., San Juan",All institutions,Puerto Rico,"Carlos Albizu U., San Juan",3,41,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r394,"All institutions -> Puerto Rico -> Inter American U. Puerto Rico, San Juan",All institutions,Puerto Rico,"Inter American U. Puerto Rico, San Juan",3,8,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r395,All institutions -> Puerto Rico -> Ponce Heath Sciences U.,All institutions,Puerto Rico,Ponce Heath Sciences U.,3,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r396,"All institutions -> Puerto Rico -> Pontifical Catholic U. Puerto Rico, Ponce",All institutions,Puerto Rico,"Pontifical Catholic U. Puerto Rico, Ponce",3,16,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r397,All institutions -> Puerto Rico -> U. Central del Caribe,All institutions,Puerto Rico,U. Central del Caribe,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r398,All institutions -> Puerto Rico -> U. del Turabo,All institutions,Puerto Rico,U. del Turabo,3,8,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r399,"All institutions -> Puerto Rico -> U. Puerto Rico, Mayaguez",All institutions,Puerto Rico,"U. Puerto Rico, Mayaguez",3,13,1,0,1,0,3,3,0,0,1,1,0,0,0,0,0,0,0,0,8,0,0,1,4,3,0,0,0,0
4644,r400,"All institutions -> Puerto Rico -> U. Puerto Rico, Medical Sciences Campus",All institutions,Puerto Rico,"U. Puerto Rico, Medical Sciences Campus",3,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r401,"All institutions -> Puerto Rico -> U. Puerto Rico, Rio Piedras",All institutions,Puerto Rico,"U. Puerto Rico, Rio Piedras",3,30,7,1,6,0,5,3,1,1,3,0,3,11,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
4644,r402,All institutions -> Rhode Island,All institutions,Rhode Island,,2,311,72,5,49,18,49,18,15,16,34,12,22,49,16,4,16,4,8,1,36,0,8,7,1,4,2,1,3,10
4644,r403,All institutions -> Rhode Island -> Brown U.,All institutions,Rhode Island,Brown U.,3,216,48,0,37,11,35,15,9,11,26,9,17,36,4,4,15,4,8,1,23,0,8,4,0,2,0,1,2,6
4644,r404,All institutions -> Rhode Island -> Salve Regina U.,All institutions,Rhode Island,Salve Regina U.,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r405,All institutions -> Rhode Island -> U. Rhode Island,All institutions,Rhode Island,U. Rhode Island,3,90,24,5,12,7,14,3,6,5,8,3,5,13,12,0,1,0,0,0,13,0,0,3,1,2,2,0,1,4
4644,r406,All institutions -> South Carolina,All institutions,South Carolina,,2,603,158,9,84,65,63,37,13,13,51,23,28,75,27,2,19,5,2,20,108,0,16,15,16,12,4,6,21,18
4644,r407,All institutions -> South Carolina -> Clemson U.,All institutions,South Carolina,Clemson U.,3,243,33,8,18,7,25,13,1,11,20,10,10,29,9,0,16,0,0,4,72,0,13,9,10,8,4,6,9,13
4644,r408,All institutions -> South Carolina -> Medical U. South Carolina,All institutions,South Carolina,Medical U. South Carolina,3,37,37,0,25,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r409,"All institutions -> South Carolina -> U. South Carolina, Columbia",All institutions,South Carolina,"U. South Carolina, Columbia",3,323,88,1,41,46,38,24,12,2,31,13,18,46,18,2,3,5,2,16,36,0,3,6,6,4,0,0,12,5
4644,r410,All institutions -> South Dakota,All institutions,South Dakota,,2,126,51,15,23,13,14,8,2,4,14,13,1,17,10,0,0,1,4,2,22,0,2,1,1,3,0,2,1,12
4644,r411,All institutions -> South Dakota -> Dakota State U.,All institutions,South Dakota,Dakota State U.,3,15,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r412,All institutions -> South Dakota -> South Dakota School of Mines and Technology,All institutions,South Dakota,South Dakota School of Mines and Technology,3,16,1,1,0,0,6,0,2,4,0,0,0,0,0,0,0,0,0,0,9,0,0,1,1,0,0,1,1,5
4644,r413,All institutions -> South Dakota -> South Dakota State U.,All institutions,South Dakota,South Dakota State U.,3,66,44,14,19,11,6,6,0,0,1,0,1,5,0,0,0,0,4,1,10,0,0,0,0,3,0,0,0,7
4644,r414,All institutions -> South Dakota -> U. South Dakota,All institutions,South Dakota,U. South Dakota,3,29,6,0,4,2,2,2,0,0,0,0,0,12,10,0,0,1,0,1,3,0,2,0,0,0,0,1,0,0
4644,r415,All institutions -> Tennessee,All institutions,Tennessee,,2,1023,252,18,174,60,91,44,14,33,59,24,35,123,66,12,12,5,5,23,202,1,14,12,17,31,8,21,32,66
4644,r416,All institutions -> Tennessee -> East Tennessee State U.,All institutions,Tennessee,East Tennessee State U.,3,30,19,0,6,13,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r417,All institutions -> Tennessee -> Meharry Medical C.,All institutions,Tennessee,Meharry Medical C.,3,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r418,All institutions -> Tennessee -> Mid-America Baptist Theological Seminary,All institutions,Tennessee,Mid-America Baptist Theological Seminary,3,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r419,All institutions -> Tennessee -> Middle Tennessee State U.,All institutions,Tennessee,Middle Tennessee State U.,3,45,11,0,7,4,2,1,0,1,6,0,6,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r420,All institutions -> Tennessee -> Tennessee State U.,All institutions,Tennessee,Tennessee State U.,3,17,9,2,7,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
4644,r421,All institutions -> Tennessee -> Tennessee Technological U.,All institutions,Tennessee,Tennessee Technological U.,3,32,4,3,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,18,0,1,2,2,6,0,0,4,3
4644,r422,All institutions -> Tennessee -> U. Memphis,All institutions,Tennessee,U. Memphis,3,182,15,0,12,3,12,7,5,0,7,1,6,30,20,0,1,0,0,9,21,0,5,0,4,1,0,0,5,6
4644,r423,"All institutions -> Tennessee -> U. Tennessee, Chattanooga",All institutions,Tennessee,"U. Tennessee, Chattanooga",3,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
4644,r424,"All institutions -> Tennessee -> U. Tennessee, Health Science Center",All institutions,Tennessee,"U. Tennessee, Health Science Center",3,21,18,0,8,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4644,r425,"All institutions -> Tennessee -> U. Tennessee, Knoxville",All institutions,Tennessee,"U. Tennessee, Knoxville",3,393,76,13,47,16,47,20,6,21,24,8,16,44,20,5,4,1,3,11,111,1,0,5,7,16,7,19,12,44
4644,r426,All institutions -> Tennessee -> Vanderbilt U.,All institutions,Tennessee,Vanderbilt U.,3,282,93,0,79,14,28,14,3,11,18,12,6,32,13,7,3,4,2,3,46,0,7,5,4,8,1,2,11,8
4644,r427,All institutions -> Texas,All institutions,Texas,,2,4201,889,119,582,188,443,181,128,134,316,164,152,537,241,18,56,42,36,144,964,26,93,122,92,174,26,76,145,210
4644,r428,All institutions -> Texas -> Baylor C. of Medicine,All institutions,Texas,Baylor C. of Medicine,3,78,78,0,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r429,All institutions -> Texas -> Baylor U.,All institutions,Texas,Baylor U.,3,95,12,1,7,4,15,6,4,5,11,0,11,13,3,0,0,5,5,0,8,0,0,0,0,3,0,0,5,0
4644,r430,All institutions -> Texas -> Brite Divinity S.,All institutions,Texas,Brite Divinity S.,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r431,All institutions -> Texas -> Dallas Theological Seminary,All institutions,Texas,Dallas Theological Seminary,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r432,All institutions -> Texas -> Lamar U.,All institutions,Texas,Lamar U.,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,9,1,3,1,0,0,1
4644,r433,All institutions -> Texas -> Prairie View A&M U.,All institutions,Texas,Prairie View A&M U.,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0
4644,r434,All institutions -> Texas -> Rice U.,All institutions,Texas,Rice U.,3,206,25,0,25,0,51,17,12,22,24,9,15,23,3,5,8,3,3,1,54,0,12,12,2,8,0,8,4,8
4644,r435,All institutions -> Texas -> Sam Houston State U.,All institutions,Texas,Sam Houston State U.,3,26,0,0,0,0,0,0,0,0,0,0,0,22,7,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
4644,r436,All institutions -> Texas -> Southern Methodist U.,All institutions,Texas,Southern Methodist U.,3,80,6,1,5,0,12,5,3,4,14,5,9,9,4,2,1,0,0,2,26,0,0,0,3,4,0,0,9,10
4644,r437,All institutions -> Texas -> Southwestern Baptist Theological Seminary,All institutions,Texas,Southwestern Baptist Theological Seminary,3,40,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4644,r438,"All institutions -> Texas -> St. Mary's U., San Antonio",All institutions,Texas,"St. Mary's U., San Antonio",3,11,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r439,All institutions -> Texas -> Texas A&M International U.,All institutions,Texas,Texas A&M International U.,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r440,"All institutions -> Texas -> Texas A&M U., College Station and Health Science Center",All institutions,Texas,"Texas A&M U., College Station and Health Science Center",3,772,210,72,115,23,86,37,30,19,43,15,28,66,24,6,13,2,6,15,252,15,21,29,22,27,4,19,43,72
4644,r441,All institutions -> Texas -> Texas A&M U.-Commerce,All institutions,Texas,Texas A&M U.-Commerce,3,18,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r442,All institutions -> Texas -> Texas A&M U.-Corpus Christi,All institutions,Texas,Texas A&M U.-Corpus Christi,3,25,1,1,0,0,8,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r443,All institutions -> Texas -> Texas A&M U.-Kingsville,All institutions,Texas,Texas A&M U.-Kingsville,3,16,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,3,0,0,0,10
4644,r444,All institutions -> Texas -> Texas Christian U.,All institutions,Texas,Texas Christian U.,3,28,1,0,1,0,3,1,0,2,2,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r445,All institutions -> Texas -> Texas Southern U.,All institutions,Texas,Texas Southern U.,3,25,11,0,8,3,0,0,0,0,0,0,0,7,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
4644,r446,All institutions -> Texas -> Texas State U.,All institutions,Texas,Texas State U.,3,54,8,0,8,0,3,0,2,1,0,0,0,14,0,0,0,0,0,14,6,0,0,0,1,0,0,5,0,0
4644,r447,All institutions -> Texas -> Texas Tech U.,All institutions,Texas,Texas Tech U.,3,356,54,29,25,0,23,11,4,8,15,6,9,40,32,0,5,2,0,1,62,0,0,17,6,8,6,0,11,14
4644,r448,"All institutions -> Texas -> Texas Tech U., Health Sciences Center",All institutions,Texas,"Texas Tech U., Health Sciences Center",3,14,14,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r449,All institutions -> Texas -> Texas Woman's U.,All institutions,Texas,Texas Woman's U.,3,106,49,0,11,38,0,0,0,0,0,0,0,36,26,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0
4644,r450,All institutions -> Texas -> U. Dallas,All institutions,Texas,U. Dallas,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4644,r451,All institutions -> Texas -> U. Houston,All institutions,Texas,U. Houston,3,294,44,0,30,14,53,19,19,15,28,14,14,24,11,0,5,5,0,3,90,0,12,17,4,21,5,9,9,13
4644,r452,"All institutions -> Texas -> U. North Texas, Denton",All institutions,Texas,"U. North Texas, Denton",3,239,12,4,7,1,22,17,0,5,25,18,7,46,29,0,0,5,8,4,21,0,0,0,0,5,0,9,5,2
4644,r453,"All institutions -> Texas -> U. North Texas, Health Science Center",All institutions,Texas,"U. North Texas, Health Science Center",3,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r454,"All institutions -> Texas -> U. of St. Thomas, Houston",All institutions,Texas,"U. of St. Thomas, Houston",3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r455,All institutions -> Texas -> U. of the Incarnate Word,All institutions,Texas,U. of the Incarnate Word,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r456,"All institutions -> Texas -> U. Texas Health Science Center, Houston<sup>a</sup>",All institutions,Texas,"U. Texas Health Science Center, Houston<sup>a</sup>",3,103,95,0,61,34,0,0,0,0,3,2,1,5,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
4644,r457,"All institutions -> Texas -> U. Texas Health Science Center, San Antonio",All institutions,Texas,"U. Texas Health Science Center, San Antonio",3,29,27,0,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
4644,r458,All institutions -> Texas -> U. Texas Medical Branch,All institutions,Texas,U. Texas Medical Branch,3,41,37,0,27,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4644,r459,All institutions -> Texas -> U. Texas Rio Grande Valley,All institutions,Texas,U. Texas Rio Grande Valley,3,10,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r460,All institutions -> Texas -> U. Texas Southwestern Medical Center,All institutions,Texas,U. Texas Southwestern Medical Center,3,46,36,0,36,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
4644,r461,"All institutions -> Texas -> U. Texas, Arlington",All institutions,Texas,"U. Texas, Arlington",3,205,22,3,10,9,24,15,4,5,27,17,10,16,3,0,0,0,0,13,80,5,10,0,19,9,9,1,16,11
4644,r462,"All institutions -> Texas -> U. Texas, Austin",All institutions,Texas,"U. Texas, Austin",3,744,78,0,49,29,95,31,27,37,55,23,32,109,36,2,17,12,8,34,212,5,16,38,26,43,0,8,18,58
4644,r463,"All institutions -> Texas -> U. Texas, Dallas",All institutions,Texas,"U. Texas, Dallas",3,240,18,0,17,1,26,12,9,5,47,37,10,38,12,1,4,7,0,14,68,0,8,0,0,29,0,11,13,7
4644,r464,"All institutions -> Texas -> U. Texas, El Paso",All institutions,Texas,"U. Texas, El Paso",3,119,28,2,20,6,11,4,6,1,9,5,4,10,10,0,0,0,0,0,32,1,7,0,7,3,0,6,6,2
4644,r465,"All institutions -> Texas -> U. Texas, San Antonio",All institutions,Texas,"U. Texas, San Antonio",3,121,8,2,5,1,11,6,0,5,12,12,0,27,10,2,0,0,0,15,16,0,3,0,1,3,1,0,6,2
4644,r466,All institutions -> Texas -> West Texas A&M U.,All institutions,Texas,West Texas A&M U.,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r467,All institutions -> Utah,All institutions,Utah,,2,543,113,7,76,30,77,37,18,22,55,25,30,85,55,6,9,3,6,6,113,2,14,12,11,28,1,5,23,17
4644,r468,"All institutions -> Utah -> Brigham Young U., Provo",All institutions,Utah,"Brigham Young U., Provo",3,111,18,2,16,0,19,14,0,5,11,5,6,20,20,0,0,0,0,0,27,0,1,2,4,4,0,2,10,4
4644,r469,All institutions -> Utah -> U. Utah,All institutions,Utah,U. Utah,3,336,79,0,52,27,53,20,17,16,38,17,21,43,17,6,9,3,3,5,67,0,10,10,3,19,1,3,11,10
4644,r470,"All institutions -> Utah -> Utah State U., Logan",All institutions,Utah,"Utah State U., Logan",3,96,16,5,8,3,5,3,1,1,6,3,3,22,18,0,0,0,3,1,19,2,3,0,4,5,0,0,2,3
4644,r471,All institutions -> Vermont,All institutions,Vermont,,2,57,19,9,10,0,9,9,0,0,2,1,1,10,9,0,0,0,0,1,8,0,0,0,2,1,0,2,2,1
4644,r472,All institutions -> Vermont -> Middlebury C.,All institutions,Vermont,Middlebury C.,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r473,All institutions -> Vermont -> U. Vermont,All institutions,Vermont,U. Vermont,3,52,19,9,10,0,9,9,0,0,2,1,1,10,9,0,0,0,0,1,8,0,0,0,2,1,0,2,2,1
4644,r474,All institutions -> Virginia,All institutions,Virginia,,2,1532,289,53,167,69,149,65,35,49,103,62,41,252,98,8,32,14,11,89,330,17,35,18,26,64,8,25,49,88
4644,r475,All institutions -> Virginia -> C. of William and Mary,All institutions,Virginia,C. of William and Mary,3,62,3,0,3,0,19,0,14,5,11,10,1,5,0,1,0,0,0,4,4,0,0,0,0,0,0,4,0,0
4644,r476,All institutions -> Virginia -> Eastern Virginia Medical School,All institutions,Virginia,Eastern Virginia Medical School,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r477,All institutions -> Virginia -> George Mason U.,All institutions,Virginia,George Mason U.,3,234,33,3,15,15,17,3,9,5,16,10,6,104,24,0,20,7,2,51,11,0,3,0,0,4,0,0,0,4
4644,r478,All institutions -> Virginia -> Hampton U.,All institutions,Virginia,Hampton U.,3,13,1,0,0,1,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r479,All institutions -> Virginia -> James Madison U.,All institutions,Virginia,James Madison U.,3,9,1,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r480,All institutions -> Virginia -> Norfolk State U.,All institutions,Virginia,Norfolk State U.,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4644,r481,All institutions -> Virginia -> Old Dominion U.,All institutions,Virginia,Old Dominion U.,3,147,12,0,8,4,8,2,1,5,9,4,5,15,10,0,0,0,0,5,30,1,1,0,3,9,0,0,2,14
4644,r482,All institutions -> Virginia -> Regent U.,All institutions,Virginia,Regent U.,3,64,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
