table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_engineering,field_other_fields
10821,r001,All agencies,All agencies,,,,,1,99480903,5459495,6711960,42330253,928920,12664756,4880104,2160428,16758257,7586730
10821,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,
10821,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,3221199,21720,19840,2549502,10233,150730,12340,209390,123753,123694
10821,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Marketing Service,All agencies,Departments,Department of Agriculture,Agricultural Marketing Service,,4,9455,0,0,9455,0,0,0,0,0,0
10821,r005,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,1672200,2174,0,1543608,0,107355,0,4013,15050,0
10821,r006,All agencies -> Departments -> Department of Agriculture -> Animal and Plant Health Inspection Service,All agencies,Departments,Department of Agriculture,Animal and Plant Health Inspection Service,,4,26244,0,0,26244,0,0,0,0,0,0
10821,r007,All agencies -> Departments -> Department of Agriculture -> Economic Research Service,All agencies,Departments,Department of Agriculture,Economic Research Service,,4,92612,0,0,0,0,0,0,92612,0,0
10821,r008,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,254115,0,5147,195930,0,6685,0,36889,9463,0.05
10821,r009,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,6376,6376,0,0,0,0,0,0,0,0
10821,r010,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,1144522,13170,14693,758764,10233,36590,12340,75875,99240,123619
10821,r011,All agencies -> Departments -> Department of Agriculture -> Natural Resources Conservation Service,All agencies,Departments,Department of Agriculture,Natural Resources Conservation Service,,4,15675,0,0,15500,0,100,0,0,0,75
10821,r012,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,2066269,296541,759153,105501,16868,326133,0,160109,362891,39074
