table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020
7313,r001,All HBCUs,All HBCUs,,1,-,400293.1,379639.2,408386.9,397237.3,372978.3,307892.1,319684.0,341369.3,354390.2
7313,r002,All HBCUs -> North Carolina Agricultural and Technical State U.,All HBCUs,North Carolina Agricultural and Technical State U.,2,1,26687.9,24762.0,27490.0,29380.0,26085.7,26793.3,24231.0,22703.8,28374.7
7313,r003,All HBCUs -> Howard U.,All HBCUs,Howard U.,2,2,23796.8,20348.3,22022.1,20143.7,17137.0,12825.4,18838.8,16016.3,27940.6
7313,r004,All HBCUs -> Morgan State U.,All HBCUs,Morgan State U.,2,3,3625.3,4808.9,7634.9,10164.5,10200.0,9035.7,9061.9,15851.0,20035.0
7313,r005,All HBCUs -> Meharry Medical C.,All HBCUs,Meharry Medical C.,2,4,24872.4,20658.5,16990.9,15087.1,18060.6,15309.7,16990.9,14255.9,19085.1
7313,r006,All HBCUs -> North Carolina Central U.,All HBCUs,North Carolina Central U.,2,5,7527.2,6051.0,8572.3,6846.3,9883.8,12300.8,14750.0,13506.2,18106.9
7313,r007,All HBCUs -> Tennessee State U.,All HBCUs,Tennessee State U.,2,6,12193.8,13824.1,18570.0,15681.1,13123.5,8659.4,12392.6,16670.2,18049.1
7313,r008,All HBCUs -> Morehouse School of Medicine,All HBCUs,Morehouse School of Medicine,2,7,28223.2,29445.4,33244.2,30298.4,24542.8,18268.2,19586.8,15091.6,15335.5
7313,r009,All HBCUs -> Florida A&M U.,All HBCUs,Florida A&M U.,2,8,15430.8,16545.0,17421.2,19494.9,16704.0,19665.4,11270.4,14976.1,15003.2
7313,r010,All HBCUs -> Jackson State U.,All HBCUs,Jackson State U.,2,9,13394.5,14776.0,10881.7,12163.3,23346.6,11777.0,9285.6,10359.0,11761.2
7313,r011,All HBCUs -> Tuskegee U.,All HBCUs,Tuskegee U.,2,10,19753.8,18850.3,17830.6,12591.8,14313.5,10113.1,18038.5,9976.3,10615.4
7313,r012,All HBCUs -> U. Virgin Islands,All HBCUs,U. Virgin Islands,2,11,7580.6,6173.8,9310.5,10215.0,11364.5,7542.8,8589.7,5520.5,10409.2
7313,r013,All HBCUs -> Prairie View A&M U.,All HBCUs,Prairie View A&M U.,2,12,14975.2,13908.8,13931.4,17138.9,12900.0,10100.0,9196.5,16849.2,10375.1
7313,r014,All HBCUs -> Delaware State U.,All HBCUs,Delaware State U.,2,13,11499.6,11326.0,11650.0,8659.2,7963.3,8155.7,9519.1,10188.8,9276.5
7313,r015,"All HBCUs -> Xavier U., Louisiana",All HBCUs,"Xavier U., Louisiana",2,14,5610.7,4861.9,8815.1,9494.3,8336.2,7756.3,11213.0,10205.6,8893.1
7313,r016,All HBCUs -> Hampton U.,All HBCUs,Hampton U.,2,15,9857.9,11800.4,11478.5,15009.2,15886.6,11431.1,9005.7,8382.8,8380.6
7313,r017,All HBCUs -> U. District of Columbia,All HBCUs,U. District of Columbia,2,16,5634.3,3887.0,4019.7,11662.3,4797.8,2616.7,1486.8,7315.4,8078.4
7313,r018,All HBCUs -> Alabama A&M U.,All HBCUs,Alabama A&M U.,2,17,14603.0,11380.6,10779.7,13987.4,11571.8,6678.8,8930.9,6589.5,7938.1
7313,r019,All HBCUs -> Lincoln U.,All HBCUs,Lincoln U.,2,18,10155.5,9478.1,9987.1,8177.7,7837.1,5079.6,5779.7,2042.5,6272.5
7313,r020,All HBCUs -> Alcorn State U.,All HBCUs,Alcorn State U.,2,19,8455.1,6849.3,6862.2,6287.7,5722.2,4490.1,5338.6,5949.2,5868.1
7313,r021,"All HBCUs -> U. Maryland, Eastern Shore",All HBCUs,"U. Maryland, Eastern Shore",2,20,8106.7,5493.1,6427.8,7727.0,6307.1,3920.4,2329.3,4340.7,5828.6
7313,r022,"All HBCUs -> Southern U. and A&M C., Baton Rouge",All HBCUs,"Southern U. and A&M C., Baton Rouge",2,21,7845.3,7908.1,8084.2,6311.3,5363.1,5721.6,3719.1,6994.2,5744.4
7313,r023,All HBCUs -> Central State U.,All HBCUs,Central State U.,2,22,1666.8,536.0,2585.1,956.8,4205.7,2436.1,3003.2,5921.8,5353.2
7313,r024,All HBCUs -> Kentucky State U.,All HBCUs,Kentucky State U.,2,23,9821.1,9713.5,11570.1,8454.8,8388.8,4295.1,5202.8,8024.3,5045.3
7313,r025,All HBCUs -> Fort Valley State U.,All HBCUs,Fort Valley State U.,2,24,8973.6,8175.5,8323.2,6896.2,6187.5,4081.5,4315.1,6263.0,4818.1
7313,r026,All HBCUs -> South Carolina State U.,All HBCUs,South Carolina State U.,2,25,7157.6,6446.7,6116.6,7405.7,4790.6,5396.0,5642.4,7411.0,4656.7
7313,r027,All HBCUs -> Langston U.,All HBCUs,Langston U.,2,26,6058.9,6586.5,9133.4,4748.4,6085.7,2653.0,3353.8,6872.8,4462.6
7313,r028,All HBCUs -> Virginia State U.,All HBCUs,Virginia State U.,2,27,9909.7,8515.1,8862.9,7216.7,9305.2,7098.7,7543.0,10492.4,4429.9
7313,r029,All HBCUs -> Clark Atlanta U.,All HBCUs,Clark Atlanta U.,2,28,5020.0,6519.3,5892.8,6472.5,6933.7,4210.4,5844.0,3727.4,4376.5
