table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_agencies,field_doda,field_doe,field_dot,field_ed,field_hhs,field_nasa,field_nsf,field_usda
7287,r001,All HBCUs,All HBCUs,,1,-,264539.7,250.0,10277.0,5956.0,18627.8,89136.6,4705.4,64317.9,71268.8
7287,r002,All HBCUs -> North Carolina Agricultural and Technical State U.,All HBCUs,North Carolina Agricultural and Technical State U.,2,1,20826.5,0.0,2957.6,2847.9,424.9,1828.6,0.0,7663.8,5103.6
7287,r003,All HBCUs -> Howard U.,All HBCUs,Howard U.,2,2,19918.2,0.0,0.0,0.0,0.0,10511.3,39.0,8918.0,449.9
7287,r004,All HBCUs -> North Carolina Central U.,All HBCUs,North Carolina Central U.,2,3,15257.1,0.0,2110.0,0.0,4432.2,7213.5,0.0,1501.4,0.0
7287,r005,All HBCUs -> Morehouse School of Medicine,All HBCUs,Morehouse School of Medicine,2,4,14972.6,0.0,0.0,0.0,0.0,14472.6,0.0,500.0,0.0
7287,r006,All HBCUs -> Tennessee State U.,All HBCUs,Tennessee State U.,2,5,14404.5,0.0,0.0,0.0,2742.4,1405.4,0.0,1887.0,8369.6
7287,r007,All HBCUs -> Morgan State U.,All HBCUs,Morgan State U.,2,6,14247.2,0.0,0.0,2847.9,0.0,6577.0,543.8,4278.5,0.0
7287,r008,All HBCUs -> Florida A&M U.,All HBCUs,Florida A&M U.,2,7,11169.7,0.0,0.0,0.0,0.0,4769.6,0.0,3839.0,2561.1
7287,r009,All HBCUs -> Meharry Medical C.,All HBCUs,Meharry Medical C.,2,8,9741.4,0.0,0.0,0.0,0.0,9741.4,0.0,0.0,0.0
7287,r010,All HBCUs -> Prairie View A&M U.,All HBCUs,Prairie View A&M U.,2,9,9613.7,0.0,1000.0,0.0,132.0,111.8,410.0,844.9,7115.1
7287,r011,All HBCUs -> Jackson State U.,All HBCUs,Jackson State U.,2,10,8959.2,250.0,0.0,0.0,1505.6,4388.1,0.0,2815.5,0.0
7287,r012,All HBCUs -> U. Virgin Islands,All HBCUs,U. Virgin Islands,2,11,8595.8,0.0,0.0,0.0,0.0,272.9,0.0,6466.4,1856.5
7287,r013,All HBCUs -> Tuskegee U.,All HBCUs,Tuskegee U.,2,12,8480.5,0.0,0.0,260.2,0.0,3456.7,0.0,2227.0,2536.5
7287,r014,All HBCUs -> Delaware State U.,All HBCUs,Delaware State U.,2,13,8464.3,0.0,398.3,0.0,0.0,3832.3,0.0,1865.6,2368.2
7287,r015,"All HBCUs -> Xavier U., Louisiana",All HBCUs,"Xavier U., Louisiana",2,14,7709.5,0.0,0.0,0.0,0.0,7476.3,0.0,233.2,0.0
7287,r016,All HBCUs -> Hampton U.,All HBCUs,Hampton U.,2,15,7477.0,0.0,977.5,0.0,0.0,866.4,3712.7,1920.4,0.0
7287,r017,All HBCUs -> Alabama A&M U.,All HBCUs,Alabama A&M U.,2,16,7039.0,0.0,2833.6,0.0,0.0,0.0,0.0,583.0,3622.4
7287,r018,All HBCUs -> Central State U.,All HBCUs,Central State U.,2,17,5028.3,0.0,0.0,0.0,627.8,0.0,0.0,533.9,3866.7
7287,r019,All HBCUs -> Lincoln U.,All HBCUs,Lincoln U.,2,18,4684.7,0.0,0.0,0.0,0.0,0.0,0.0,166.9,4517.7
7287,r020,All HBCUs -> South Carolina State U.,All HBCUs,South Carolina State U.,2,19,4656.7,0.0,0.0,0.0,1846.3,692.9,0.0,120.0,1997.5
7287,r021,"All HBCUs -> U. Maryland, Eastern Shore",All HBCUs,"U. Maryland, Eastern Shore",2,20,4543.9,0.0,0.0,0.0,738.0,654.2,0.0,551.3,2600.4
7287,r022,All HBCUs -> Kentucky State U.,All HBCUs,Kentucky State U.,2,21,4496.9,0.0,0.0,0.0,0.0,0.0,0.0,137.1,4359.8
7287,r023,All HBCUs -> Langston U.,All HBCUs,Langston U.,2,22,4462.6,0.0,0.0,0.0,0.0,1298.2,0.0,0.0,3164.4
7287,r024,"All HBCUs -> Southern U. and A&M C., Baton Rouge",All HBCUs,"Southern U. and A&M C., Baton Rouge",2,23,4299.5,0.0,0.0,0.0,339.6,0.0,0.0,1964.5,1995.4
7287,r025,All HBCUs -> Alcorn State U.,All HBCUs,Alcorn State U.,2,24,4067.8,0.0,0.0,0.0,302.0,0.0,0.0,0.0,3765.9
7287,r026,All HBCUs -> Morehouse C.,All HBCUs,Morehouse C.,2,25,3391.2,0.0,0.0,0.0,0.0,290.5,0.0,3100.7,0.0
7287,r027,All HBCUs -> Virginia State U.,All HBCUs,Virginia State U.,2,26,3390.6,0.0,0.0,0.0,0.0,0.0,0.0,217.9,3172.8
7287,r028,All HBCUs -> Clark Atlanta U.,All HBCUs,Clark Atlanta U.,2,27,3304.6,0.0,0.0,0.0,0.0,3132.2,0.0,172.4,0.0
7287,r029,All HBCUs -> Fort Valley State U.,All HBCUs,Fort Valley State U.,2,28,3253.8,0.0,0.0,0.0,114.1,0.0,0.0,194.9,2944.7
7287,r030,"All HBCUs -> U. Arkansas, Pine Bluff",All HBCUs,"U. Arkansas, Pine Bluff",2,29,2734.6,0.0,0.0,0.0,0.0,0.0,0.0,399.2,2335.4
7287,r031,All HBCUs -> Benedict C.,All HBCUs,Benedict C.,2,30,2407.6,0.0,0.0,0.0,1844.0,97.4,0.0,466.2,0.0
7287,r032,All HBCUs -> Texas Southern U.,All HBCUs,Texas Southern U.,2,31,2332.5,0.0,0.0,0.0,0.0,1879.4,0.0,453.1,0.0
7287,r033,All HBCUs -> Elizabeth City State U.,All HBCUs,Elizabeth City State U.,2,32,1998.9,0.0,0.0,0.0,1266.3,0.0,0.0,732.6,0.0
7287,r034,All HBCUs -> Norfolk State U.,All HBCUs,Norfolk State U.,2,33,1972.3,0.0,0.0,0.0,0.0,0.0,0.0,1972.3,0.0
7287,r035,All HBCUs -> Fisk U.,All HBCUs,Fisk U.,2,34,1952.3,0.0,0.0,0.0,0.0,345.7,0.0,1606.6,0.0
7287,r036,All HBCUs -> West Virginia State U.,All HBCUs,West Virginia State U.,2,35,1689.5,0.0,0.0,0.0,0.0,0.0,0.0,31.9,1657.6
7287,r037,All HBCUs -> Dillard U.,All HBCUs,Dillard U.,2,36,1447.7,0.0,0.0,0.0,1447.7,0.0,0.0,0.0,0.0
7287,r038,All HBCUs -> U. District of Columbia,All HBCUs,U. District of Columbia,2,37,1445.0,0.0,0.0,0.0,0.0,387.2,0.0,479.2,578.6
7287,r039,All HBCUs -> Spelman C.,All HBCUs,Spelman C.,2,38,1340.9,0.0,0.0,0.0,0.0,511.4,0.0,799.5,30.0
7287,r040,All HBCUs -> Tougaloo C.,All HBCUs,Tougaloo C.,2,39,1270.0,0.0,0.0,0.0,0.0,1270.0,0.0,0.0,0.0
7287,r041,All HBCUs -> Bowie State U.,All HBCUs,Bowie State U.,2,40,1182.6,0.0,0.0,0.0,140.5,0.0,0.0,743.0,299.1
7287,r042,All HBCUs -> Savannah State U.,All HBCUs,Savannah State U.,2,41,1155.8,0.0,0.0,0.0,81.4,615.2,0.0,459.1,0.0
7287,r043,All HBCUs -> Alabama State U.,All HBCUs,Alabama State U.,2,42,1121.9,0.0,0.0,0.0,0.0,931.5,0.0,190.4,0.0
7287,r044,All HBCUs -> Claflin U.,All HBCUs,Claflin U.,2,43,643.0,0.0,0.0,0.0,643.0,0.0,0.0,0.0,0.0
7287,r045,All HBCUs -> Fayetteville State U.,All HBCUs,Fayetteville State U.,2,44,596.2,0.0,0.0,0.0,0.0,107.0,0.0,489.2,0.0
