table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_companies_in_the_united_states,field_companies_outside_the_united_states_company_s_parent,field_companies_outside_the_united_states_unaffiliated_companies,field_u_s_federal_government_agencies,field_u_s_state_government_agencies,field_foreign_government_agencies,field_u_s_universities_colleges_and_academic_researchers,field_foreign_universities_colleges_and_academic_researchers,field_all_other_in_the_united_states,field_all_other_outside_the_united_states
12296,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['D', '  ']","['29', '  ']","['124', '  ']","['11', '  ']","['D', '  ']","['*', '  ']","['0', '  ']","['*', '  ']","['*', '  ']","['0', '  ']","['0', '  ']"
12296,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['80', 'i ']","['5', '  ']","['62', 'i ']","['8', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['D', '  ']","['*', '  ']"
12296,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['D', '  ']","['0', '  ']","['D', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['D', '  ']","['0', '  ']"
12296,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['11,353', '  ']","['2,388', '  ']","['7,447', '  ']","['748', '  ']","['703', '  ']","['8', '  ']","['0', '  ']","['10', '  ']","['0', '  ']","['46', '  ']","['4', '  ']"
12296,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparations",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparations",,4,3256,"['D', '  ']","['2', '  ']","['229', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['D', '&nbsp;']","['0', '  ']"
12296,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['29', '  ']","['2', '  ']","['4', '  ']","['3', '  ']","['19', '  ']","['1', '  ']","['0', '  ']","['0', '  ']","['*', 'i ']","['0', '  ']","['0', '  ']"
12296,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['219', '  ']","['80', '  ']","['112', '  ']","['*', '  ']","['25', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['2', 'r ']","['0', '  ']"
12296,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['29', '  ']","['1', '  ']","['16', '  ']","['9', '  ']","['3', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12296,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['20', 'r ']","['5', 'r ']","['3', '  ']","['0', '  ']","['*', '  ']","['2', 'r ']","['0', '  ']","['0', '  ']","['*', '  ']","['10', 'r ']","['0', '  ']"
12296,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['222', 'i ']","['133', 'i ']","['61', 'i ']","['1', 'r ']","['16', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['11', 'r ']","['0', '  ']"
12296,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['1,218', '  ']","['165', '  ']","['203', '  ']","['155', '  ']","['673', '  ']","['0', '  ']","['*', '  ']","['6', '  ']","['1', 'r ']","['15', '  ']","['0', '  ']"
12296,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['D', '  ']","['0', '  ']","['D', '  ']","['D', '  ']","['D', '&nbsp;']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12296,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['48', '  ']","['*', 'i ']","['34', '  ']","['*', 'i ']","['14', '  ']","['0', '  ']","['0', '  ']","['*', 'i ']","['*', 'i ']","['*', 'i ']","['0', '  ']"
12296,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['D', '  ']","['51', '  ']","['9', '  ']","['5', '  ']","['235', '  ']","['0', '  ']","['*', '  ']","['*', '  ']","['D', '&nbsp;']","['2', '  ']","['0', '  ']"
12296,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['725', '  ']","['113', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['6', '  ']","['D', '  ']","['13', '  ']","['0', '  ']"
12296,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['5,483', '  ']","['537', 'i ']","['1,976', '  ']","['287', '  ']","['2,560', '  ']","['16', 'r ']","['21', '  ']","['3', 'r ']","['*', '  ']","['82', '  ']","['1', 'r ']"
12296,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['795', 'i ']","['D', '&nbsp;']","['D', '  ']","['D', '  ']","['205', '  ']","['1', 'i ']","['2', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12296,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['1,950', '  ']","['23', '  ']","['1,515', '  ']","['262', '  ']","['71', '  ']","['15', 'r ']","['0', '  ']","['*', '  ']","['0', '  ']","['63', '  ']","['*', 'r ']"
12296,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['2,671', '  ']","['123', '  ']","['245', '  ']","['15', '  ']","['2,246', '  ']","['1', '  ']","['19', '  ']","['3', 'r ']","['*', '  ']","['18', '  ']","['*', '  ']"
12296,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['619', 'i ']","['3', '  ']","['197', '  ']","['0', '  ']","['402', 'i ']","['*', '  ']","['0', '  ']","['2', 'r ']","['*', '  ']","['14', '  ']","['*', '  ']"
12296,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",5,334511,"['1,976', '  ']","['115', '  ']","['3', '  ']","['15', '  ']","['1,824', '  ']","['1', '  ']","['19', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']"
12296,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices,5,other 3345,"['77', '  ']","['5', '  ']","['46', '  ']","['*', '  ']","['20', '  ']","['0', '  ']","['0', '  ']","['*', 'r ']","['*', 'r ']","['4', '  ']","['0', '  ']"
12296,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['67', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['38', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['1', '  ']","['0', '  ']"
12296,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['429', 'i ']","['35', '  ']","['361', 'i ']","['8', '  ']","['21', '  ']","['1', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['4', '  ']","['0', '  ']"
12296,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['24,790', '  ']","['3,060', '  ']","['1,348', '  ']","['328', 'i ']","['19,934', '  ']","['28', '  ']","['73', '  ']","['0', '  ']","['0', '  ']","['17', 'i ']","['2', 'r ']"
12296,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['2,159', '  ']","['528', '  ']","['1,322', '  ']","['237', 'i ']","['D', '  ']","['25', '  ']","['*', 'i ']","['0', '  ']","['0', '  ']","['D', '&nbsp;']","['*', 'i ']"
12296,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['21,570', '  ']","['2,529', '  ']","['12', '  ']","['91', '  ']","['18,855', 'i ']","['D', '  ']","['73', '  ']","['0', '  ']","['0', '  ']","['D', '  ']","['1', '  ']"
12296,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['15,268', 'i ']","['815', '  ']","['12', '  ']","['71', '  ']","['14,298', 'i ']","['0', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['D', '  ']","['1', '  ']"
12296,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['6,302', '  ']","['1,714', '  ']","['0', '  ']","['20', '  ']","['4,557', '  ']","['D', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['D', '  ']","['0', '  ']"
12296,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank components",,4,336992,"['4', '  ']","['3', '  ']","['0', '  ']","['0', '  ']","['1', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12296,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['1,057', '  ']","['*', '  ']","['14', '  ']","['0', '  ']","['D', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['1', 'r ']"
12296,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['5', '  ']","['5', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']"
12296,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['350', '  ']","['114', '  ']","['94', '  ']","['57', '  ']","['77', '  ']","['0', '  ']","['*', '  ']","['2', '  ']","['0', '  ']","['5', '  ']","['0', '  ']"
12296,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['282', '  ']","['93', '  ']","['83', '  ']","['45', '  ']","['58', '  ']","['0', '  ']","['0', '  ']","['2', '  ']","['0', '  ']","['1', 'r ']","['0', '  ']"
12296,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['68', '  ']","['21', 'r ']","['11', '  ']","['12', '  ']","['19', '  ']","['0', '  ']","['*', '  ']","['*', 'i ']","['0', '  ']","['5', '  ']","['0', '  ']"
12296,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['38,028', 'i ']","['20,502', 'i ']","['8,273', 'i ']","['972', 'i ']","['7,544', '  ']","['152', '  ']","['9', '  ']","['17', '  ']","['9', '  ']","['506', '  ']","['46', '  ']"
12296,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['D', '&nbsp;']","['D', '&nbsp;']","['0', '  ']","['21', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12296,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['D', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['D', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']"
12296,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['41', '  ']","['7', 'i ']","['32', '  ']","['0', '  ']","['1', 'r ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', 'r ']","['0', '  ']"
12296,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12296,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['D', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12296,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['947', '  ']","['332', '  ']","['375', '  ']","['38', '  ']","['176', '  ']","['3', '  ']","['0', '  ']","['1', '  ']","['0', '  ']","['13', '  ']","['10', '  ']"
12296,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['693', '  ']","['308', '  ']","['261', '  ']","['0', '  ']","['102', 'r ']","['3', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['10', '  ']","['10', '  ']"
12296,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['1', '  ']","['0', '  ']","['1', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12296,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['693', '  ']","['308', '  ']","['260', '  ']","['0', '  ']","['102', 'r ']","['3', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['10', '  ']","['10', '  ']"
12296,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['76', '  ']","['D', '  ']","['D', '  ']","['0', '  ']","['41', 'r ']","['*', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12296,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['137', '  ']","['13', '  ']","['49', '  ']","['38', '  ']","['33', '  ']","['0', '  ']","['0', '  ']","['1', '  ']","['0', '  ']","['4', 'i ']","['0', '  ']"
12296,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['42', '  ']","['D', '&nbsp;']","['D', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12296,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['49', '  ']","['49', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12296,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12296,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12296,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12296,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['36,139', 'i ']","['19,452', 'i ']","['7,837', 'i ']","['911', 'i ']","['7,273', '  ']","['107', '  ']","['9', '  ']","['16', '  ']","['9', '  ']","['488', '  ']","['36', '  ']"
12296,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['971', '  ']","['374', '  ']","['53', '  ']","['6', '  ']","['475', '  ']","['38', '  ']","['3', 'r ']","['3', '  ']","['*', '  ']","['19', '  ']","['*', '  ']"
12296,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['3,656', '  ']","['408', '  ']","['2,277', '  ']","['1', '  ']","['897', '  ']","['28', '  ']","['*', '  ']","['*', '  ']","['0', '  ']","['44', 'r ']","['0', '  ']"
12296,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['30,328', 'i ']","['18,562', 'i ']","['5,285', 'i ']","['885', 'i ']","['5,084', '  ']","['40', '  ']","['6', '  ']","['10', '  ']","['8', '  ']","['413', 'i ']","['36', '  ']"
12296,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['102', '  ']","['22', '  ']","['5', '  ']","['1', '  ']","['71', '  ']","['2', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['2', '  ']","['0', '  ']"
12296,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),5,541714,"['7,310', '  ']","['6,222', 'i ']","['204', '  ']","['14', '  ']","['701', '  ']","['2', '  ']","['0', '  ']","['1', 'i ']","['0', '  ']","['145', '  ']","['22', '  ']"
12296,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",5,541715,"['22,244', 'i ']","['12,296', 'i ']","['5,077', 'i ']","['870', 'i ']","['3,700', '  ']","['28', '  ']","['1', '  ']","['9', '  ']","['4', '  ']","['245', 'i ']","['14', 'i ']"
12296,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['672', '  ']","['22', '  ']","['0', '  ']","['0', '  ']","['612', '  ']","['8', '  ']","['5', '  ']","['0', '  ']","['3', '  ']","['21', '  ']","['0', '  ']"
12296,r071,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['1,184', '  ']","['108', '  ']","['222', '  ']","['20', '  ']","['818', '  ']","['1', '  ']","['*', '  ']","['2', 'i ']","['1', '  ']","['12', '  ']","['*', 'r ']"
12296,r072,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['D', '  ']","['46', '  ']","['0', '  ']","['*', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['*', '  ']","['3', '  ']","['0', '  ']"
12296,r073,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['94', '  ']","['22', '  ']","['28', '  ']","['2', '  ']","['1', '  ']","['40', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12296,r074,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['83,489', '  ']","['27,125', 'i ']","['21,005', '  ']","['2,599', '  ']","['31,626', '  ']","['208', '  ']","['104', '  ']","['38', '  ']","['10', '  ']","['720', '  ']","['52', '  ']"
12296,r075,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12296,r076,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>a</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>a</sup>,,,3,–,"['1,269', '  ']","['433', '  ']","['211', '  ']","['31', '  ']","['495', '  ']","['7', '  ']","['1', '  ']","['4', '  ']","['1', '  ']","['83', '  ']","['2', '  ']"
