table_id,row_id,budget_function_and_agency_full_path,budget_function_and_agency_level_1,budget_function_and_agency_level_2,budget_function_and_agency_level_3,budget_function_and_agency_level_4,budget_function_and_agency_hierarchy_depth,field_2018_actual,field_2019_preliminarya,field_2020_proposed,field_2018_19_change_,field_2019_20_change_
1713,r001,R&D and R&D plant,R&D and R&D plant,,,,1,614,594,533,-3.3,-10.3
1713,r002,"R&D and R&D plant -> Research and general education aids (501, 502, 503)",R&D and R&D plant,"Research and general education aids (501, 502, 503)",,,2,614,594,533,-3.3,-10.3
1713,r003,"R&D and R&D plant -> Research and general education aids (501, 502, 503) -> Department of Education programs",R&D and R&D plant,"Research and general education aids (501, 502, 503)",Department of Education programs,,3,257,258,218,0.4,-15.5
1713,r004,"R&D and R&D plant -> Research and general education aids (501, 502, 503) -> Smithsonian Institution programs",R&D and R&D plant,"Research and general education aids (501, 502, 503)",Smithsonian Institution programs,,3,357,336,315,-5.9,-6.3
1713,r005,R&D and R&D plant -> R&D,R&D and R&D plant,R&D,,,2,534,525,487,-1.7,-7.2
1713,r006,"R&D and R&D plant -> R&D -> Research and general education aids (501, 502, 503)",R&D and R&D plant,R&D,"Research and general education aids (501, 502, 503)",,3,534,525,487,-1.7,-7.2
1713,r007,"R&D and R&D plant -> R&D -> Research and general education aids (501, 502, 503) -> Department of Education programs",R&D and R&D plant,R&D,"Research and general education aids (501, 502, 503)",Department of Education programs,4,257,258,218,0.4,-15.5
1713,r008,"R&D and R&D plant -> R&D -> Research and general education aids (501, 502, 503) -> Smithsonian Institution programs",R&D and R&D plant,R&D,"Research and general education aids (501, 502, 503)",Smithsonian Institution programs,4,277,267,269,-3.6,0.7
