table_id,row_id,time_period,current_millions_level_1,current_millions_level_2,current_millions_hierarchy_depth,value
3374,r100,R&D obligations -> 1971,% distribution,Total,2,100.0
3374,r101,R&D obligations -> 1971,% distribution,National defense,2,52.2
3374,r102,R&D obligations -> 1971,% distribution,Civilian functions,2,47.8
3374,r103,R&D obligations -> 1972,Current $millions,Total,2,16496
3374,r104,R&D obligations -> 1972,Current $millions,National defense,2,8902
3374,r105,R&D obligations -> 1972,Current $millions,Civilian functions,2,7594
3374,r106,R&D obligations -> 1972,% distribution,Total,2,100.0
3374,r107,R&D obligations -> 1972,% distribution,National defense,2,54.0
3374,r108,R&D obligations -> 1972,% distribution,Civilian functions,2,46.0
3374,r109,R&D obligations -> 1973,Current $millions,Total,2,16800
3374,r110,R&D obligations -> 1973,Current $millions,National defense,2,9002
3374,r111,R&D obligations -> 1973,Current $millions,Civilian functions,2,7798
3374,r112,R&D obligations -> 1973,% distribution,Total,2,100.0
3374,r113,R&D obligations -> 1973,% distribution,National defense,2,53.6
3374,r114,R&D obligations -> 1973,% distribution,Civilian functions,2,46.4
3374,r115,R&D obligations -> 1974,Current $millions,Total,2,17410
3374,r116,R&D obligations -> 1974,Current $millions,National defense,2,9016
3374,r117,R&D obligations -> 1974,Current $millions,Civilian functions,2,8394
3374,r118,R&D obligations -> 1974,% distribution,Total,2,100.0
3374,r119,R&D obligations -> 1974,% distribution,National defense,2,51.8
3374,r120,R&D obligations -> 1974,% distribution,Civilian functions,2,48.2
3374,r121,R&D obligations -> 1975,Current $millions,Total,2,19039
3374,r122,R&D obligations -> 1975,Current $millions,National defense,2,9679
3374,r123,R&D obligations -> 1975,Current $millions,Civilian functions,2,9360
3374,r124,R&D obligations -> 1975,% distribution,Total,2,100.0
3374,r125,R&D obligations -> 1975,% distribution,National defense,2,50.8
3374,r126,R&D obligations -> 1975,% distribution,Civilian functions,2,49.2
3374,r127,R&D obligations -> 1976,Current $millions,Total,2,20780
3374,r128,R&D obligations -> 1976,Current $millions,National defense,2,10430
3374,r129,R&D obligations -> 1976,Current $millions,Civilian functions,2,10350
3374,r130,R&D obligations -> 1976,% distribution,Total,2,100.0
3374,r131,R&D obligations -> 1976,% distribution,National defense,2,50.2
3374,r132,R&D obligations -> 1976,% distribution,Civilian functions,2,49.8
3374,r133,R&D obligations -> 1977,Current $millions,Total,2,23450
3374,r134,R&D obligations -> 1977,Current $millions,National defense,2,11864
3374,r135,R&D obligations -> 1977,Current $millions,Civilian functions,2,11586
3374,r136,R&D obligations -> 1977,% distribution,Total,2,100.0
3374,r137,R&D obligations -> 1977,% distribution,National defense,2,50.6
3374,r138,R&D obligations -> 1977,% distribution,Civilian functions,2,49.4
3374,r139,R&D budget authority -> 1978,Current $millions,Total,2,25976
3374,r140,R&D budget authority -> 1978,Current $millions,National defense,2,12899
3374,r141,R&D budget authority -> 1978,Current $millions,Civilian functions,2,13077
3374,r142,R&D budget authority -> 1978,% distribution,Total,2,100.0
3374,r143,R&D budget authority -> 1978,% distribution,National defense,2,49.7
3374,r144,R&D budget authority -> 1978,% distribution,Civilian functions,2,50.3
3374,r145,R&D budget authority -> 1979,Current $millions,Total,2,28208
3374,r146,R&D budget authority -> 1979,Current $millions,National defense,2,13791
3374,r147,R&D budget authority -> 1979,Current $millions,Civilian functions,2,14417
3374,r148,R&D budget authority -> 1979,% distribution,Total,2,100.0
3374,r149,R&D budget authority -> 1979,% distribution,National defense,2,48.9
3374,r150,R&D budget authority -> 1979,% distribution,Civilian functions,2,51.1
3374,r151,R&D budget authority -> 1980,Current $millions,Total,2,29739
3374,r152,R&D budget authority -> 1980,Current $millions,National defense,2,14946
3374,r153,R&D budget authority -> 1980,Current $millions,Civilian functions,2,14793
3374,r154,R&D budget authority -> 1980,% distribution,Total,2,100.0
3374,r155,R&D budget authority -> 1980,% distribution,National defense,2,50.3
3374,r156,R&D budget authority -> 1980,% distribution,Civilian functions,2,49.7
3374,r157,R&D budget authority -> 1981,Current $millions,Total,2,33735
3374,r158,R&D budget authority -> 1981,Current $millions,National defense,2,18413
3374,r159,R&D budget authority -> 1981,Current $millions,Civilian functions,2,15322
3374,r160,R&D budget authority -> 1981,% distribution,Total,2,100.0
3374,r161,R&D budget authority -> 1981,% distribution,National defense,2,54.6
3374,r162,R&D budget authority -> 1981,% distribution,Civilian functions,2,45.4
3374,r163,R&D budget authority -> 1982,Current $millions,Total,2,36115
3374,r164,R&D budget authority -> 1982,Current $millions,National defense,2,22070
3374,r165,R&D budget authority -> 1982,Current $millions,Civilian functions,2,14045
3374,r166,R&D budget authority -> 1982,% distribution,Total,2,100.0
3374,r167,R&D budget authority -> 1982,% distribution,National defense,2,61.1
3374,r168,R&D budget authority -> 1982,% distribution,Civilian functions,2,38.9
3374,r169,R&D budget authority -> 1983,Current $millions,Total,2,38768
3374,r170,R&D budget authority -> 1983,Current $millions,National defense,2,24936
3374,r171,R&D budget authority -> 1983,Current $millions,Civilian functions,2,13832
3374,r172,R&D budget authority -> 1983,% distribution,Total,2,100.0
3374,r173,R&D budget authority -> 1983,% distribution,National defense,2,64.3
3374,r174,R&D budget authority -> 1983,% distribution,Civilian functions,2,35.7
3374,r175,R&D budget authority -> 1984,Current $millions,Total,2,44214
3374,r176,R&D budget authority -> 1984,Current $millions,National defense,2,29287
3374,r177,R&D budget authority -> 1984,Current $millions,Civilian functions,2,14927
3374,r178,R&D budget authority -> 1984,% distribution,Total,2,100.0
3374,r179,R&D budget authority -> 1984,% distribution,National defense,2,66.2
3374,r180,R&D budget authority -> 1984,% distribution,Civilian functions,2,33.8
3374,r181,R&D budget authority -> 1985,Current $millions,Total,2,49887
3374,r182,R&D budget authority -> 1985,Current $millions,National defense,2,33698
3374,r183,R&D budget authority -> 1985,Current $millions,Civilian functions,2,16189
3374,r184,R&D budget authority -> 1985,% distribution,Total,2,100.0
3374,r185,R&D budget authority -> 1985,% distribution,National defense,2,67.5
3374,r186,R&D budget authority -> 1985,% distribution,Civilian functions,2,32.5
3374,r187,R&D budget authority -> 1986,Current $millions,Total,2,53249
3374,r188,R&D budget authority -> 1986,Current $millions,National defense,2,36926
3374,r189,R&D budget authority -> 1986,Current $millions,Civilian functions,2,16323
3374,r190,R&D budget authority -> 1986,% distribution,Total,2,100.0
3374,r191,R&D budget authority -> 1986,% distribution,National defense,2,69.3
3374,r192,R&D budget authority -> 1986,% distribution,Civilian functions,2,30.7
3374,r193,R&D budget authority -> 1987,Current $millions,Total,2,57069
3374,r194,R&D budget authority -> 1987,Current $millions,National defense,2,39152
3374,r195,R&D budget authority -> 1987,Current $millions,Civilian functions,2,17917
3374,r196,R&D budget authority -> 1987,% distribution,Total,2,100.0
3374,r197,R&D budget authority -> 1987,% distribution,National defense,2,68.6
3374,r198,R&D budget authority -> 1987,% distribution,Civilian functions,2,31.4
3374,r199,R&D budget authority -> 1988,Current $millions,Total,2,59106
3374,r200,R&D budget authority -> 1988,Current $millions,National defense,2,40099
3374,r201,R&D budget authority -> 1988,Current $millions,Civilian functions,2,19007
3374,r202,R&D budget authority -> 1988,% distribution,Total,2,100.0
3374,r203,R&D budget authority -> 1988,% distribution,National defense,2,67.8
3374,r204,R&D budget authority -> 1988,% distribution,Civilian functions,2,32.2
3374,r205,R&D budget authority -> 1989,Current $millions,Total,2,62115
3374,r206,R&D budget authority -> 1989,Current $millions,National defense,2,40642
3374,r207,R&D budget authority -> 1989,Current $millions,Civilian functions,2,21473
3374,r208,R&D budget authority -> 1989,% distribution,Total,2,100.0
3374,r209,R&D budget authority -> 1989,% distribution,National defense,2,65.5
3374,r210,R&D budget authority -> 1989,% distribution,Civilian functions,2,34.5
3374,r211,R&D budget authority -> 1990,Current $millions,Total,2,63781
3374,r212,R&D budget authority -> 1990,Current $millions,National defense,2,39925
3374,r213,R&D budget authority -> 1990,Current $millions,Civilian functions,2,23856
3374,r214,R&D budget authority -> 1990,% distribution,Total,2,100.0
3374,r215,R&D budget authority -> 1990,% distribution,National defense,2,62.6
3374,r216,R&D budget authority -> 1990,% distribution,Civilian functions,2,37.4
3374,r217,R&D budget authority -> 1991,Current $millions,Total,2,65898
3374,r218,R&D budget authority -> 1991,Current $millions,National defense,2,39328
3374,r219,R&D budget authority -> 1991,Current $millions,Civilian functions,2,26570
3374,r220,R&D budget authority -> 1991,% distribution,Total,2,100.0
3374,r221,R&D budget authority -> 1991,% distribution,National defense,2,59.7
3374,r222,R&D budget authority -> 1991,% distribution,Civilian functions,2,40.3
3374,r223,R&D budget authority -> 1992,Current $millions,Total,2,68398
3374,r224,R&D budget authority -> 1992,Current $millions,National defense,2,40083
3374,r225,R&D budget authority -> 1992,Current $millions,Civilian functions,2,28315
3374,r226,R&D budget authority -> 1992,% distribution,Total,2,100.0
3374,r227,R&D budget authority -> 1992,% distribution,National defense,2,58.6
3374,r228,R&D budget authority -> 1992,% distribution,Civilian functions,2,41.4
3374,r229,R&D budget authority -> 1993,Current $millions,Total,2,69884
3374,r230,R&D budget authority -> 1993,Current $millions,National defense,2,41249
3374,r231,R&D budget authority -> 1993,Current $millions,Civilian functions,2,28635
3374,r232,R&D budget authority -> 1993,% distribution,Total,2,100.0
3374,r233,R&D budget authority -> 1993,% distribution,National defense,2,59.0
3374,r234,R&D budget authority -> 1993,% distribution,Civilian functions,2,41.0
3374,r235,R&D budget authority -> 1994,Current $millions,Total,2,68331
3374,r236,R&D budget authority -> 1994,Current $millions,National defense,2,37764
3374,r237,R&D budget authority -> 1994,Current $millions,Civilian functions,2,30566
3374,r238,R&D budget authority -> 1994,% distribution,Total,2,100.0
3374,r239,R&D budget authority -> 1994,% distribution,National defense,2,55.3
3374,r240,R&D budget authority -> 1994,% distribution,Civilian functions,2,44.7
3374,r241,R&D budget authority -> 1995,Current $millions,Total,2,68791
3374,r242,R&D budget authority -> 1995,Current $millions,National defense,2,37204
3374,r243,R&D budget authority -> 1995,Current $millions,Civilian functions,2,31587
3374,r244,R&D budget authority -> 1995,% distribution,Total,2,100.0
3374,r245,R&D budget authority -> 1995,% distribution,National defense,2,54.1
3374,r246,R&D budget authority -> 1995,% distribution,Civilian functions,2,45.9
3374,r247,R&D budget authority -> 1996,Current $millions,Total,2,69049
3374,r248,R&D budget authority -> 1996,Current $millions,National defense,2,37801
3374,r249,R&D budget authority -> 1996,Current $millions,Civilian functions,2,31248
3374,r250,R&D budget authority -> 1996,% distribution,Total,2,100.0
3374,r251,R&D budget authority -> 1996,% distribution,National defense,2,54.7
3374,r252,R&D budget authority -> 1996,% distribution,Civilian functions,2,45.3
3374,r253,R&D budget authority -> 1997,Current $millions,Total,2,71653
3374,r254,R&D budget authority -> 1997,Current $millions,National defense,2,39591
3374,r255,R&D budget authority -> 1997,Current $millions,Civilian functions,2,32062
3374,r256,R&D budget authority -> 1997,% distribution,Total,2,100.0
3374,r257,R&D budget authority -> 1997,% distribution,National defense,2,55.3
3374,r258,R&D budget authority -> 1997,% distribution,Civilian functions,2,44.7
3374,r259,R&D budget authority -> 1998,Current $millions,Total,2,73569
3374,r260,R&D budget authority -> 1998,Current $millions,National defense,2,39823
3374,r261,R&D budget authority -> 1998,Current $millions,Civilian functions,2,33746
3374,r262,R&D budget authority -> 1998,% distribution,Total,2,100.0
3374,r263,R&D budget authority -> 1998,% distribution,National defense,2,54.1
3374,r264,R&D budget authority -> 1998,% distribution,Civilian functions,2,45.9
3374,r265,R&D budget authority -> 1999,Current $millions,Total,2,77637
3374,r266,R&D budget authority -> 1999,Current $millions,National defense,2,41306
3374,r267,R&D budget authority -> 1999,Current $millions,Civilian functions,2,36332
3374,r268,R&D budget authority -> 1999,% distribution,Total,2,100.0
3374,r269,R&D budget authority -> 1999,% distribution,National defense,2,53.2
3374,r270,R&D budget authority -> 1999,% distribution,Civilian functions,2,46.8
3374,r271,R&D and R&D plant budget authority -> 2000,Current $millions,Total,2,83581
3374,r272,R&D and R&D plant budget authority -> 2000,Current $millions,National defense,2,43161
3374,r273,R&D and R&D plant budget authority -> 2000,Current $millions,Civilian functions,2,40420
3374,r274,R&D and R&D plant budget authority -> 2000,% distribution,Total,2,100.0
3374,r275,R&D and R&D plant budget authority -> 2000,% distribution,National defense,2,51.6
3374,r276,R&D and R&D plant budget authority -> 2000,% distribution,Civilian functions,2,48.4
3374,r277,R&D and R&D plant budget authority -> 2001,Current $millions,Total,2,91505
3374,r278,R&D and R&D plant budget authority -> 2001,Current $millions,National defense,2,46202
3374,r279,R&D and R&D plant budget authority -> 2001,Current $millions,Civilian functions,2,45303
3374,r280,R&D and R&D plant budget authority -> 2001,% distribution,Total,2,100.0
3374,r281,R&D and R&D plant budget authority -> 2001,% distribution,National defense,2,50.5
3374,r282,R&D and R&D plant budget authority -> 2001,% distribution,Civilian functions,2,49.5
3374,r283,R&D and R&D plant budget authority -> 2002,Current $millions,Total,2,103057
3374,r284,R&D and R&D plant budget authority -> 2002,Current $millions,National defense,2,53731
3374,r285,R&D and R&D plant budget authority -> 2002,Current $millions,Civilian functions,2,49326
3374,r286,R&D and R&D plant budget authority -> 2002,% distribution,Total,2,100.0
3374,r287,R&D and R&D plant budget authority -> 2002,% distribution,National defense,2,52.1
3374,r288,R&D and R&D plant budget authority -> 2002,% distribution,Civilian functions,2,47.9
3374,r289,R&D and R&D plant budget authority -> 2003,Current $millions,Total,2,118065
3374,r290,R&D and R&D plant budget authority -> 2003,Current $millions,National defense,2,63708
3374,r291,R&D and R&D plant budget authority -> 2003,Current $millions,Civilian functions,2,54357
3374,r292,R&D and R&D plant budget authority -> 2003,% distribution,Total,2,100.0
3374,r293,R&D and R&D plant budget authority -> 2003,% distribution,National defense,2,54.0
3374,r294,R&D and R&D plant budget authority -> 2003,% distribution,Civilian functions,2,46.0
3374,r295,R&D and R&D plant budget authority -> 2004,Current $millions,Total,2,126270
3374,r296,R&D and R&D plant budget authority -> 2004,Current $millions,National defense,2,70344
3374,r297,R&D and R&D plant budget authority -> 2004,Current $millions,Civilian functions,2,55926
3374,r298,R&D and R&D plant budget authority -> 2004,% distribution,Total,2,100.0
3374,r299,R&D and R&D plant budget authority -> 2004,% distribution,National defense,2,55.7
3374,r300,R&D and R&D plant budget authority -> 2004,% distribution,Civilian functions,2,44.3
3374,r301,R&D and R&D plant budget authority -> 2005,Current $millions,Total,2,131259
3374,r302,R&D and R&D plant budget authority -> 2005,Current $millions,National defense,2,74641
3374,r303,R&D and R&D plant budget authority -> 2005,Current $millions,Civilian functions,2,56618
3374,r304,R&D and R&D plant budget authority -> 2005,% distribution,Total,2,100.0
3374,r305,R&D and R&D plant budget authority -> 2005,% distribution,National defense,2,56.9
3374,r306,R&D and R&D plant budget authority -> 2005,% distribution,Civilian functions,2,43.1
3374,r307,R&D and R&D plant budget authority -> 2006,Current $millions,Total,2,136019
3374,r308,R&D and R&D plant budget authority -> 2006,Current $millions,National defense,2,78737
3374,r309,R&D and R&D plant budget authority -> 2006,Current $millions,Civilian functions,2,57282
3374,r310,R&D and R&D plant budget authority -> 2006,% distribution,Total,2,100.0
3374,r311,R&D and R&D plant budget authority -> 2006,% distribution,National defense,2,57.9
3374,r312,R&D and R&D plant budget authority -> 2006,% distribution,Civilian functions,2,42.1
3374,r313,R&D and R&D plant budget authority -> 2007,Current $millions,Total,2,141890
3374,r314,R&D and R&D plant budget authority -> 2007,Current $millions,National defense,2,82658
3374,r315,R&D and R&D plant budget authority -> 2007,Current $millions,Civilian functions,2,59232
3374,r316,R&D and R&D plant budget authority -> 2007,% distribution,Total,2,100.0
3374,r317,R&D and R&D plant budget authority -> 2007,% distribution,National defense,2,58.3
3374,r318,R&D and R&D plant budget authority -> 2007,% distribution,Civilian functions,2,41.7
3374,r319,R&D and R&D plant budget authority -> 2008,Current $millions,Total,2,144391
3374,r320,R&D and R&D plant budget authority -> 2008,Current $millions,National defense,2,85129
3374,r321,R&D and R&D plant budget authority -> 2008,Current $millions,Civilian functions,2,59262
3374,r322,R&D and R&D plant budget authority -> 2008,% distribution,Total,2,100.0
3374,r323,R&D and R&D plant budget authority -> 2008,% distribution,National defense,2,59.0
3374,r324,R&D and R&D plant budget authority -> 2008,% distribution,Civilian functions,2,41.0
3374,r325,R&D and R&D plant budget authority -> 2009<sup>a</sup>,Current $millions,Total,2,164292
3374,r326,R&D and R&D plant budget authority -> 2009<sup>a</sup>,Current $millions,National defense,2,85642
3374,r327,R&D and R&D plant budget authority -> 2009<sup>a</sup>,Current $millions,Civilian functions,2,78650
3374,r328,R&D and R&D plant budget authority -> 2009<sup>a</sup>,% distribution,Total,2,100.0
3374,r329,R&D and R&D plant budget authority -> 2009<sup>a</sup>,% distribution,National defense,2,52.1
3374,r330,R&D and R&D plant budget authority -> 2009<sup>a</sup>,% distribution,Civilian functions,2,47.9
3374,r331,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> Non-ARRA,Current $millions,Total,2,145553
3374,r332,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> Non-ARRA,Current $millions,National defense,2,85342
3374,r333,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> Non-ARRA,Current $millions,Civilian functions,2,60211
3374,r334,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> Non-ARRA,% distribution,Total,2,100.0
3374,r335,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> Non-ARRA,% distribution,National defense,2,58.6
3374,r336,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> Non-ARRA,% distribution,Civilian functions,2,41.4
3374,r337,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> ARRA,Current $millions,Total,2,18739
3374,r338,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> ARRA,Current $millions,National defense,2,300
3374,r339,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> ARRA,Current $millions,Civilian functions,2,18439
3374,r340,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> ARRA,% distribution,Total,2,100.0
3374,r341,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> ARRA,% distribution,National defense,2,1.6
3374,r342,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> ARRA,% distribution,Civilian functions,2,98.4
3374,r343,R&D and R&D plant budget authority -> 2010,Current $millions,Total,2,148962
3374,r344,R&D and R&D plant budget authority -> 2010,Current $millions,National defense,2,86789
3374,r345,R&D and R&D plant budget authority -> 2010,Current $millions,Civilian functions,2,62173
3374,r346,R&D and R&D plant budget authority -> 2010,% distribution,Total,2,100.0
3374,r347,R&D and R&D plant budget authority -> 2010,% distribution,National defense,2,58.3
3374,r348,R&D and R&D plant budget authority -> 2010,% distribution,Civilian functions,2,41.7
3374,r349,R&D and R&D plant budget authority -> 2011,Current $millions,Total,2,144379
3374,r350,R&D and R&D plant budget authority -> 2011,Current $millions,National defense,2,83226
3374,r351,R&D and R&D plant budget authority -> 2011,Current $millions,Civilian functions,2,61153
3374,r352,R&D and R&D plant budget authority -> 2011,% distribution,Total,2,100.0
3374,r353,R&D and R&D plant budget authority -> 2011,% distribution,National defense,2,57.6
3374,r354,R&D and R&D plant budget authority -> 2011,% distribution,Civilian functions,2,42.4
3374,r355,R&D and R&D plant budget authority -> 2012,Current $millions,Total,2,143737
3374,r356,R&D and R&D plant budget authority -> 2012,Current $millions,National defense,2,79875
3374,r357,R&D and R&D plant budget authority -> 2012,Current $millions,Civilian functions,2,63862
3374,r358,R&D and R&D plant budget authority -> 2012,% distribution,Total,2,100.0
3374,r359,R&D and R&D plant budget authority -> 2012,% distribution,National defense,2,55.6
3374,r360,R&D and R&D plant budget authority -> 2012,% distribution,Civilian functions,2,44.4
3374,r361,R&D and R&D plant budget authority -> 2013,Current $millions,Total,2,132477
3374,r362,R&D and R&D plant budget authority -> 2013,Current $millions,National defense,2,70781
3374,r363,R&D and R&D plant budget authority -> 2013,Current $millions,Civilian functions,2,61696
3374,r364,R&D and R&D plant budget authority -> 2013,% distribution,Total,2,100.0
3374,r365,R&D and R&D plant budget authority -> 2013,% distribution,National defense,2,53.4
3374,r366,R&D and R&D plant budget authority -> 2013,% distribution,Civilian functions,2,46.6
3374,r367,R&D and R&D plant budget authority -> 2014,Current $millions,Total,2,136159
3374,r368,R&D and R&D plant budget authority -> 2014,Current $millions,National defense,2,70992
3374,r369,R&D and R&D plant budget authority -> 2014,Current $millions,Civilian functions,2,65167
3374,r370,R&D and R&D plant budget authority -> 2014,% distribution,Total,2,100.0
3374,r371,R&D and R&D plant budget authority -> 2014,% distribution,National defense,2,52.1
3374,r372,R&D and R&D plant budget authority -> 2014,% distribution,Civilian functions,2,47.9
3374,r373,R&D and R&D plant budget authority -> 2015,Current $millions,Total,2,138544
3374,r374,R&D and R&D plant budget authority -> 2015,Current $millions,National defense,2,72950
3374,r375,R&D and R&D plant budget authority -> 2015,Current $millions,Civilian functions,2,65594
3374,r376,R&D and R&D plant budget authority -> 2015,% distribution,Total,2,100.0
3374,r377,R&D and R&D plant budget authority -> 2015,% distribution,National defense,2,52.7
3374,r378,R&D and R&D plant budget authority -> 2015,% distribution,Civilian functions,2,47.3
3374,r379,R&D and R&D plant budget authority -> 2016,Current $millions,Total,2,150393
