table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_basic_research,field_applied_research,field_development
6571,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['428,968', '']","['25,916', '']","['59,697', '']","['343,355', '']"
6571,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['248,109', '']","['18,732', '']","['38,686', '']","['190,691', '']"
6571,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['3,937', '']","['209', '']","['731', '']","['2,997', '']"
6571,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['971', '']","['85', '']","['205', '']","['681', '']"
6571,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['873', '']","['74', '']","['106', '']","['694', '']"
6571,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['180', '']","['26', '']","['22', '']","['132', '']"
6571,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['1,064', '']","['132', 'i']","['272', '']","['659', '']"
6571,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['420', 'i']","['24', 'i']","['70', 'i']","['325', '']"
6571,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['1,203', '']","['208 - 238', '']","['395 - 426', '']","['545 - 590', '']"
6571,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['87,288', '']","['11,990', '']","['17,547', '']","['57,751', '']"
6571,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['2,198', '']","['236', '']","['683', '']","['1,279', '']"
6571,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['1,092', '']","['187', '']","['272', '']","['633', '']"
6571,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['1,501', '']","['399', '']","['380 - 452', '']","['650 - 722', '']"
6571,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['78,652', '']","['11,000', '']","['15,527', '']","['52,125', '']"
6571,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['2,596', '']","['92', '']","['434', '']","['2,071', '']"
6571,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['1,249', '']","['76', '']","['182 - 254', '']","['919 - 992', '']"
6571,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['2,770', '']","['155', '']","['431', '']","['2,185', '']"
6571,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['1,473', 'i']","['171', 'i']","['242', 'i']","['1,060', 'i']"
6571,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['649', '']","['46', '']","['115', '']","['487', '']"
6571,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['2,632', '']","['165', '']","['499', '']","['1,968', '']"
6571,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['13,930', '']","['672', '']","['1,524', '']","['11,734', '']"
6571,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['1,913', '']","['124', '']","['240', '']","['1,549', '']"
6571,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['3,854', '']","['80 - 107', '']","['284 - 388', '']","['3,386 - 3,464', '']"
6571,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['1,096', '']","['40', '']","['129', 'i']","['927', '']"
6571,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['7,067', '']","['400 - 427', '']","['768 - 873', '']","['5,792 - 5,872', '']"
6571,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['75,570', '']","['1,718', '']","['9,729', '']","['64,123', '']"
6571,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['11,495', '']","['349', '']","['1,237', '']","['9,909', '']"
