table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_agencies,field_doc,field_dod,field_doe,field_dot,field_ed,field_hhs,field_nasa,field_nsf,field_ssa,field_usda
4332,r001,All HBCUs,All HBCUs,,1,-,341369.3,35.0,19464.8,5016.4,5600.4,6242.4,95028.1,3783.3,100688.5,23.0,105487.5
4332,r002,All HBCUs -> North Carolina Agricultural and Technical State U.,All HBCUs,North Carolina Agricultural and Technical State U.,2,1,22703.8,0.0,2255.0,0.0,2800.2,0.0,1791.7,0.0,8790.0,0.0,7066.9
4332,r003,All HBCUs -> Prairie View A&M U.,All HBCUs,Prairie View A&M U.,2,2,16849.2,0.0,1199.8,2000.0,0.0,211.4,111.8,284.9,4218.5,0.0,8822.8
4332,r004,All HBCUs -> Tennessee State U.,All HBCUs,Tennessee State U.,2,3,16670.2,0.0,708.7,0.0,0.0,235.4,1399.4,0.0,4884.0,0.0,9442.8
4332,r005,All HBCUs -> Howard U.,All HBCUs,Howard U.,2,4,16016.3,0.0,787.5,0.0,0.0,499.9,10138.9,0.0,4567.0,23.0,0.0
4332,r006,All HBCUs -> Morgan State U.,All HBCUs,Morgan State U.,2,5,15851.0,35.0,615.1,0.0,2800.2,0.0,8461.2,712.5,3227.1,0.0,0.0
4332,r007,All HBCUs -> Morehouse School of Medicine,All HBCUs,Morehouse School of Medicine,2,6,15091.6,0.0,0.0,0.0,0.0,0.0,14091.6,0.0,1000.0,0.0,0.0
4332,r008,All HBCUs -> Florida A&M U.,All HBCUs,Florida A&M U.,2,7,14976.1,0.0,683.8,0.0,0.0,580.2,5136.7,0.0,3215.0,0.0,5360.5
4332,r009,All HBCUs -> Meharry Medical C.,All HBCUs,Meharry Medical C.,2,8,14255.9,0.0,0.0,0.0,0.0,250.0,14005.9,0.0,0.0,0.0,0.0
4332,r010,All HBCUs -> North Carolina Central U.,All HBCUs,North Carolina Central U.,2,9,13506.2,0.0,554.5,0.0,0.0,517.7,8785.8,0.0,3290.7,0.0,357.4
4332,r011,All HBCUs -> Virginia State U.,All HBCUs,Virginia State U.,2,10,10492.4,0.0,1008.5,0.0,0.0,0.0,0.0,0.0,3926.6,0.0,5557.2
4332,r012,All HBCUs -> Jackson State U.,All HBCUs,Jackson State U.,2,11,10359.0,0.0,1100.5,0.0,0.0,500.0,2211.4,0.0,6547.1,0.0,0.0
4332,r013,"All HBCUs -> Xavier U., Louisiana",All HBCUs,"Xavier U., Louisiana",2,12,10205.6,0.0,399.6,0.0,0.0,0.0,8526.0,0.0,1280.0,0.0,0.0
4332,r014,All HBCUs -> Delaware State U.,All HBCUs,Delaware State U.,2,13,10188.8,0.0,1136.5,0.0,0.0,82.3,2880.8,0.0,1929.9,0.0,4159.3
4332,r015,All HBCUs -> Tuskegee U.,All HBCUs,Tuskegee U.,2,14,9976.3,0.0,192.7,0.0,0.0,0.0,1865.0,0.0,1751.7,0.0,6166.9
4332,r016,All HBCUs -> Hampton U.,All HBCUs,Hampton U.,2,15,8382.8,0.0,25.0,620.0,0.0,0.0,1889.9,2785.8,3062.1,0.0,0.0
4332,r017,All HBCUs -> Kentucky State U.,All HBCUs,Kentucky State U.,2,16,8024.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.5,0.0,7716.8
4332,r018,All HBCUs -> South Carolina State U.,All HBCUs,South Carolina State U.,2,17,7411.0,0.0,0.0,1106.5,0.0,242.9,1052.5,0.0,1692.5,0.0,3316.7
4332,r019,All HBCUs -> U. of the District of Columbia,All HBCUs,U. of the District of Columbia,2,18,7315.4,0.0,391.8,0.0,0.0,0.0,525.0,0.0,5444.1,0.0,954.6
4332,r020,"All HBCUs -> Southern U. and A&M C., Baton Rouge",All HBCUs,"Southern U. and A&M C., Baton Rouge",2,19,6994.2,0.0,699.1,0.0,0.0,249.9,0.0,0.0,2345.6,0.0,3699.5
4332,r021,All HBCUs -> Langston U.,All HBCUs,Langston U.,2,20,6872.8,0.0,0.0,0.0,0.0,0.0,1379.4,0.0,0.0,0.0,5493.4
4332,r022,All HBCUs -> Alabama A&M U.,All HBCUs,Alabama A&M U.,2,21,6589.5,0.0,196.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,6348.5
4332,r023,All HBCUs -> Fort Valley State U.,All HBCUs,Fort Valley State U.,2,22,6263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1153.9,0.0,5109.0
4332,r024,All HBCUs -> Alcorn State U.,All HBCUs,Alcorn State U.,2,23,5949.2,0.0,0.0,0.0,0.0,249.8,0.0,0.0,1105.2,0.0,4594.2
4332,r025,All HBCUs -> Central State U.,All HBCUs,Central State U.,2,24,5921.8,0.0,0.0,0.0,0.0,250.0,0.0,0.0,568.1,0.0,5103.7
4332,r026,All HBCUs -> Norfolk State U.,All HBCUs,Norfolk State U.,2,25,5841.6,0.0,1040.2,1170.0,0.0,0.0,379.2,0.0,3252.2,0.0,0.0
4332,r027,All HBCUs -> U. of the Virgin Islands,All HBCUs,U. of the Virgin Islands,2,26,5520.5,0.0,9.5,0.0,0.0,0.0,559.5,0.0,2921.6,0.0,2029.9
4332,r028,All HBCUs -> Lincoln U. of the Commonwealth of Pennsylvania,All HBCUs,Lincoln U. of the Commonwealth of Pennsylvania,2,27,4868.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,929.8,0.0,3938.7
4332,r029,"All HBCUs -> U. Arkansas, Pine Bluff",All HBCUs,"U. Arkansas, Pine Bluff",2,28,4449.9,0.0,600.0,0.0,0.0,0.0,0.0,0.0,1062.2,0.0,2787.7
4332,r030,"All HBCUs -> U. Maryland, Eastern Shore",All HBCUs,"U. Maryland, Eastern Shore",2,29,4340.7,0.0,8.0,0.0,0.0,185.5,652.1,0.0,1727.7,0.0,1767.4
4332,r031,All HBCUs -> Spelman C.,All HBCUs,Spelman C.,2,30,3947.6,0.0,2790.9,0.0,0.0,0.0,425.0,0.0,731.7,0.0,0.0
4332,r032,All HBCUs -> Clark Atlanta U.,All HBCUs,Clark Atlanta U.,2,31,3727.4,0.0,197.2,119.9,0.0,0.0,1242.2,0.0,2168.1,0.0,0.0
4332,r033,All HBCUs -> West Virginia State U.,All HBCUs,West Virginia State U.,2,32,3651.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3651.2
4332,r034,All HBCUs -> Winston-Salem State U.,All HBCUs,Winston-Salem State U.,2,33,3400.4,0.0,0.0,0.0,0.0,0.0,1362.3,0.0,2038.2,0.0,0.0
4332,r035,All HBCUs -> Morehouse C.,All HBCUs,Morehouse C.,2,34,3203.0,0.0,0.0,0.0,0.0,0.0,545.6,0.0,2657.4,0.0,0.0
4332,r036,All HBCUs -> Alabama State U.,All HBCUs,Alabama State U.,2,35,3038.9,0.0,600.0,0.0,0.0,0.0,1087.0,0.0,1351.8,0.0,0.0
