table_id,row_id,business_activity_sup_a_sup_full_path,business_activity_sup_a_sup_level_1,business_activity_sup_a_sup_level_2,business_activity_sup_a_sup_hierarchy_depth,field_business_codeb,field_total,field_paid_for_by_the_company,field_paid_for_by_others
2710,r027,"All business activities -> Cement, concrete, lime, gypsum, and other nonmetallic mineral products manufacturing",All business activities,"Cement, concrete, lime, gypsum, and other nonmetallic mineral products manufacturing",2,32790,"['331', '  ']","['312', '  ']","['19', '  ']"
2710,r028,All business activities -> Primary metal manufacturing,All business activities,Primary metal manufacturing,2,33100,"['707', '  ']","['680', '  ']","['27', '  ']"
2710,r029,All business activities -> Fabricated metal products manufacturing,All business activities,Fabricated metal products manufacturing,2,33200,"['2,468 - 3,872', '  ']","['2,469', '  ']","['0 - 1,402', '  ']"
2710,r030,All business activities -> Agricultural machinery and equipment manufacturing,All business activities,Agricultural machinery and equipment manufacturing,2,33311,"['1,529', '  ']","['1,520', '  ']","['9', '  ']"
2710,r031,All business activities -> Construction machinery manufacturing,All business activities,Construction machinery manufacturing,2,33312,"['1,316', 'i ']","['1,313', 'i ']","['3', '  ']"
2710,r032,"All business activities -> Mining, oil, and gas field machinery and equipment manufacturing",All business activities,"Mining, oil, and gas field machinery and equipment manufacturing",2,33319,"['1,324', '  ']","['1,248', '  ']","['75', '  ']"
2710,r033,All business activities -> Semiconductor machinery manufacturing,All business activities,Semiconductor machinery manufacturing,2,33321,"['4,131', '  ']","['3,589', '  ']","['542', '  ']"
2710,r034,All business activities -> Industrial machinery manufacturing (except semiconductor machinery),All business activities,Industrial machinery manufacturing (except semiconductor machinery),2,33322,"['976', '  ']","['869', '  ']","['106', '  ']"
2710,r035,All business activities -> Photographic and photocopying equipment manufacturing,All business activities,Photographic and photocopying equipment manufacturing,2,33331,"['50', 'i ']","['43', 'i ']","['7', '  ']"
2710,r036,"All business activities -> Commercial, service industry, temperature control, and air-flow control machinery manufacturing",All business activities,"Commercial, service industry, temperature control, and air-flow control machinery manufacturing",2,33332,"['1,665', '  ']","['1,577', '  ']","['87', '  ']"
2710,r037,All business activities -> Digital cameras manufacturing,All business activities,Digital cameras manufacturing,2,33333,"['230', '  ']","['230', '  ']","['0', '  ']"
2710,r038,"All business activities -> Engine, turbine, and power transmission equipment manufacturing",All business activities,"Engine, turbine, and power transmission equipment manufacturing",2,33360,"['2,275', '  ']","['1,933', '  ']","['342', '  ']"
2710,r039,All business activities -> Metalworking and other general purpose machinery manufacturing,All business activities,Metalworking and other general purpose machinery manufacturing,2,33390,"['2,481', '  ']","['2,371', '  ']","['109', '  ']"
2710,r040,All business activities -> Computers and peripheral equipment manufacturing and magnetic and optical media,All business activities,Computers and peripheral equipment manufacturing and magnetic and optical media,2,33412,"['21,768', '  ']","['21,615', '  ']","['152', '  ']"
2710,r041,"All business activities -> Telephone apparatus manufacturing, including routers, modems, and gateways",All business activities,"Telephone apparatus manufacturing, including routers, modems, and gateways",2,33421,"['8,550', '  ']","['8,540', '  ']","['10', '  ']"
2710,r042,"All business activities -> Radio, television, and wireless communication equipment manufacturing",All business activities,"Radio, television, and wireless communication equipment manufacturing",2,33422,"['3,218', 'i ']","['1,885', '  ']","['1,333', 'i ']"
2710,r043,"All business activities -> Other communication equipment manufacturing (except radio, television, and wireless communication equipment)",All business activities,"Other communication equipment manufacturing (except radio, television, and wireless communication equipment)",2,33429,"['1,749', '  ']","['1,502', '  ']","['247', 'i ']"
2710,r044,All business activities -> Audio and video equipment manufacturing,All business activities,Audio and video equipment manufacturing,2,33430,"['1,084', '  ']","['1,070', '  ']","['14', '  ']"
2710,r045,All business activities -> Semiconductor and other electronic components manufacturing,All business activities,Semiconductor and other electronic components manufacturing,2,33440,"['30,982', '  ']","['28,636', '  ']","['2,345', '  ']"
2710,r046,"All business activities -> Electromedical, electrotherapeutic, and irradiation apparatus manufacturing",All business activities,"Electromedical, electrotherapeutic, and irradiation apparatus manufacturing",2,33451,"['4,087', '  ']","['3,935', '  ']","['152', '  ']"
2710,r047,"All business activities -> Search, detection, navigation, guidance, aeronautical, and nautical system and instruments manufacturing",All business activities,"Search, detection, navigation, guidance, aeronautical, and nautical system and instruments manufacturing",2,33452,"['7,714', '  ']","['2,852', '  ']","['4,862', '  ']"
2710,r048,All business activities -> Measuring and control instruments manufacturing (not listed elsewhere),All business activities,Measuring and control instruments manufacturing (not listed elsewhere),2,33459,"['3,892', '  ']","['3,679', '  ']","['213', '  ']"
2710,r049,"All business activities -> Electrical equipment, appliances, and components manufacturing",All business activities,"Electrical equipment, appliances, and components manufacturing",2,33500,"['4,362', '  ']","['4,103', '  ']","['259', '  ']"
2710,r050,All business activities -> Motor vehicles manufacturing,All business activities,Motor vehicles manufacturing,2,33610,"['17,587', '  ']","['16,197', '  ']","['1,390', '  ']"
2710,r051,All business activities -> Motor vehicle body and trailer manufacturing,All business activities,Motor vehicle body and trailer manufacturing,2,33620,"['94', '  ']","['93', '  ']","['*', '  ']"
2710,r052,All business activities -> Motor vehicle parts manufacturing,All business activities,Motor vehicle parts manufacturing,2,33630,"['7,777', '  ']","['6,729', '  ']","['1,048', '  ']"
2710,r053,All business activities -> Aircraft manufacturing,All business activities,Aircraft manufacturing,2,33641,"['14,483', 'i ']","['6,326', 'i ']","['8,156', 'i ']"
2710,r054,All business activities -> Aircraft engine and engine parts manufacturing,All business activities,Aircraft engine and engine parts manufacturing,2,33642,"['2,227', '  ']","['1,370', '  ']","['858', '  ']"
2710,r055,All business activities -> Other aircraft parts and auxiliary equipment manufacturing,All business activities,Other aircraft parts and auxiliary equipment manufacturing,2,33643,"['1,881', '  ']","['1,510', '  ']","['372', '  ']"
2710,r056,"All business activities -> Guided missiles, space vehicles, and related parts manufacturing",All business activities,"Guided missiles, space vehicles, and related parts manufacturing",2,33644,"['3,405', '  ']","['985', '  ']","['2,420', '  ']"
2710,r057,All business activities -> Railroad rolling stock manufacturing,All business activities,Railroad rolling stock manufacturing,2,33651,"['148', '  ']","['148', '  ']","['*', 'i ']"
2710,r058,All business activities -> Ship and boat building,All business activities,Ship and boat building,2,33660,"['135 - 1,539', '  ']","['136', '  ']","['0 - 1,402', '  ']"
2710,r059,"All business activities -> Motorcycle, bicycle, and parts manufacturing",All business activities,"Motorcycle, bicycle, and parts manufacturing",2,33691,"['372', '  ']","['359', '  ']","['14', '  ']"
2710,r060,"All business activities -> Military armored vehicle, tank, and tank components manufacturing",All business activities,"Military armored vehicle, tank, and tank components manufacturing",2,33692,"['664', 'i ']","['344', 'i ']","['320', 'i ']"
2710,r061,All business activities -> All other transportation equipment manufacturing,All business activities,All other transportation equipment manufacturing,2,33699,"['465', '  ']","['458', '  ']","['7', '  ']"
2710,r062,All business activities -> Furniture and related products manufacturing,All business activities,Furniture and related products manufacturing,2,33700,"['429', '  ']","['419', '  ']","['10', '  ']"
2710,r063,All business activities -> Medical equipment and supplies manufacturing,All business activities,Medical equipment and supplies manufacturing,2,33910,"['13,182', '  ']","['12,948', '  ']","['235', '  ']"
2710,r064,"All business activities -> Miscellaneous manufacturing not listed elsewhere (games, office supplies, slot machines, etc.)",All business activities,"Miscellaneous manufacturing not listed elsewhere (games, office supplies, slot machines, etc.)",2,33990,"['2,854', '  ']","['2,713', '  ']","['140', 'i ']"
2710,r065,"All business activities -> Merchant wholesalers, durable goods",All business activities,"Merchant wholesalers, durable goods",2,42300,"['785', 'i ']","['764', 'i ']","['21', '  ']"
2710,r066,"All business activities -> Merchant wholesalers, nondurable goods",All business activities,"Merchant wholesalers, nondurable goods",2,42400,"['272', 'i ']","['260', 'i ']","['12', '  ']"
2710,r067,All business activities -> Wholesale electronic markets and agents and brokers (business to business),All business activities,Wholesale electronic markets and agents and brokers (business to business),2,42500,"['94', 'i ']","['86', 'i ']","['8', '  ']"
2710,r068,All business activities -> Retail trade (except electronic shopping and electronic auctions),All business activities,Retail trade (except electronic shopping and electronic auctions),2,44000,"['191', '  ']","['191', '  ']","['0', '  ']"
2710,r069,All business activities -> Electronic shopping and electronic auctions,All business activities,Electronic shopping and electronic auctions,2,45411,"['93 - 9,629', 'i ']","['0 - 9,535', 'i ']","['94', '  ']"
2710,r070,All business activities -> Transportation,All business activities,Transportation,2,48000,"['438', '  ']","['433', '  ']","['4', '  ']"
2710,r071,"All business activities -> Couriers, messengers, and express delivery services",All business activities,"Couriers, messengers, and express delivery services",2,49200,"['447', '  ']","['447', '  ']","['0', '  ']"
2710,r072,All business activities -> Warehousing and storage,All business activities,Warehousing and storage,2,49300,"['76', '  ']","['72', '  ']","['4', '  ']"
2710,r073,"All business activities -> Newspaper, periodical, book, and directory publishers (except Internet)",All business activities,"Newspaper, periodical, book, and directory publishers (except Internet)",2,51110,"['151', '  ']","['151', '  ']","['*', '  ']"
2710,r074,All business activities -> Software publishers (except Internet),All business activities,Software publishers (except Internet),2,51120,"['25,785', '  ']","['25,212', '  ']","['573', '  ']"
2710,r075,All business activities -> Motion picture and sound recording (except Internet),All business activities,Motion picture and sound recording (except Internet),2,51200,"['148', '  ']","['148', '  ']","['0', '  ']"
2710,r076,All business activities -> Broadcasting (except Internet),All business activities,Broadcasting (except Internet),2,51500,"['186', '  ']","['183', '  ']","['3', '  ']"
2710,r077,All business activities -> Wired telecommunications carriers,All business activities,Wired telecommunications carriers,2,51710,"['469', '  ']","['464', '  ']","['5', '  ']"
2710,r078,All business activities -> Wireless telecommunications carriers (except satellite),All business activities,Wireless telecommunications carriers (except satellite),2,51720,"['2,147', '  ']","['2,110', '  ']","['38', '  ']"
2710,r079,All business activities -> Satellite telecommunications,All business activities,Satellite telecommunications,2,51740,"['449', '  ']","['440', '  ']","['9', '  ']"
2710,r080,All business activities -> Other telecommunications (not listed elsewhere),All business activities,Other telecommunications (not listed elsewhere),2,51790,"['687', '  ']","['630', '  ']","['56', '  ']"
2710,r081,"All business activities -> Data processing, hosting, and related services",All business activities,"Data processing, hosting, and related services",2,51800,"['6,817', '  ']","['6,668', '  ']","['150', 'i ']"
2710,r082,All business activities -> Cloud computing applications and Internet-based software services,All business activities,Cloud computing applications and Internet-based software services,2,51801,"['20,427', '  ']","['20,203', '  ']","['224', '  ']"
2710,r083,"All business activities -> Other information services, including Internet publishing, broadcasting, and Web search portals",All business activities,"Other information services, including Internet publishing, broadcasting, and Web search portals",2,51910,"['37,393', '  ']","['37,274', '  ']","['119', '  ']"
2710,r084,All business activities -> Finance: banking and credit intermediation,All business activities,Finance: banking and credit intermediation,2,52200,"['4,309', '  ']","['4,264', '  ']","['45', '  ']"
2710,r085,"All business activities -> Securities, commodity contracts, and other financial investments and related activities, including funds and trusts",All business activities,"Securities, commodity contracts, and other financial investments and related activities, including funds and trusts",2,52310,"['1,248', '  ']","['1,248', '  ']","['0', '  ']"
2710,r086,All business activities -> Insurance carriers and related activities,All business activities,Insurance carriers and related activities,2,52400,"['1,720', '  ']","['1,720', '  ']","['0', '  ']"
2710,r087,All business activities -> Real estate,All business activities,Real estate,2,53100,"['377', '  ']","['377', '  ']","['0', '  ']"
2710,r088,All business activities -> Rental and leasing services,All business activities,Rental and leasing services,2,53200,"['640', '  ']","['640', '  ']","['*', '  ']"
2710,r089,"All business activities -> Lessors of nonfinancial intangible assets, including patent licensing",All business activities,"Lessors of nonfinancial intangible assets, including patent licensing",2,53300,"['23', '  ']","['23', '  ']","['*', '  ']"
2710,r090,"All business activities -> Legal, accounting, tax preparation, bookkeeping, and payroll services",All business activities,"Legal, accounting, tax preparation, bookkeeping, and payroll services",2,54111,"['1,159', '  ']","['1,158', '  ']","['2', 'i ']"
2710,r091,"All business activities -> Architectural, engineering, and related services",All business activities,"Architectural, engineering, and related services",2,54130,"['4,256', '  ']","['2,413', '  ']","['1,843', '  ']"
2710,r092,All business activities -> Specialized design services,All business activities,Specialized design services,2,54140,"['276', '  ']","['191', 'i ']","['85', '  ']"
2710,r093,All business activities -> Computer systems design and related services,All business activities,Computer systems design and related services,2,54150,"['15,681', '  ']","['13,554', '  ']","['2,127', '  ']"
2710,r094,"All business activities -> Management, scientific, and technical consulting services",All business activities,"Management, scientific, and technical consulting services",2,54160,"['2,778', '  ']","['2,326', '  ']","['452', '  ']"
2710,r095,All business activities -> Research and development services in social sciences and humanities,All business activities,Research and development services in social sciences and humanities,2,54172,"['674', '  ']","['27', '  ']","['647', '  ']"
2710,r096,All business activities -> Research and development services in biotechnology,All business activities,Research and development services in biotechnology,2,54173,"['5,391', '  ']","['944', '  ']","['4,447', '  ']"
2710,r097,"All business activities -> Research and development services in physical, engineering, and life sciences (except biotechnology)",All business activities,"Research and development services in physical, engineering, and life sciences (except biotechnology)",2,54174,"['14,852', '  ']","['2,052', '  ']","['12,800', '  ']"
2710,r098,All business activities -> Advertising and related services,All business activities,Advertising and related services,2,54180,"['1,035', 'i ']","['1,032', 'i ']","['3', '  ']"
2710,r099,"All business activities -> Professional, scientific, and technical services (not listed elsewhere)",All business activities,"Professional, scientific, and technical services (not listed elsewhere)",2,54190,"['1,162', '  ']","['722', '  ']","['440', '  ']"
2710,r100,All business activities -> Management of companies and enterprises,All business activities,Management of companies and enterprises,2,55100,"['3 - 9,539', '  ']","['0 - 9,535', '  ']","['4', '  ']"
2710,r101,All business activities -> Administrative and support services,All business activities,Administrative and support services,2,56100,"['2,305', '  ']","['2,292', '  ']","['14', '  ']"
2710,r102,All business activities -> Waste management and remediation services,All business activities,Waste management and remediation services,2,56200,"['20', '  ']","['0 - 21', '  ']","['0 - 21', '  ']"
2710,r103,All business activities -> Offices of physicians,All business activities,Offices of physicians,2,62110,"['156', '  ']","['112', '  ']","['44', '  ']"
2710,r104,All business activities -> Medical and diagnostic laboratories,All business activities,Medical and diagnostic laboratories,2,62150,"['2,050', '  ']","['1,500', 'i ']","['549', '  ']"
2710,r105,"All business activities -> Other ambulatory health care services (ambulance, dental, home health care)",All business activities,"Other ambulatory health care services (ambulance, dental, home health care)",2,62199,"['46', '  ']","['45', '  ']","['1', '  ']"
2710,r106,All business activities -> Hospitals and nursing care facilities,All business activities,Hospitals and nursing care facilities,2,62200,"['0 - 10,879', '  ']","['0 - 9,535', '  ']","['0 - 1,402', 'i ']"
2710,r107,All business activities -> Social assistance services,All business activities,Social assistance services,2,62400,"['0 - 14', '  ']","['0 - 14', '  ']","['0', '  ']"
2710,r108,"All business activities -> Arts, entertainment, and recreation",All business activities,"Arts, entertainment, and recreation",2,71000,"['44', '  ']","['44', '  ']","['0', '  ']"
2710,r109,All business activities -> Accommodation and food services,All business activities,Accommodation and food services,2,72000,"['120', '  ']","['120', '  ']","['0', '  ']"
2710,r110,All business activities -> Other services (not listed elsewhere),All business activities,Other services (not listed elsewhere),2,81000,"['458 - 1,862', '  ']","['459', '  ']","['0 - 1,402', '  ']"
2710,r111,All business activities -> Undistributed,All business activities,Undistributed,2,–,"['0', '  ']","['0', '  ']","['0', '  ']"
