table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_computer_sciences_and_mathematics,field_engineering,field_environmental_sciences,field_life_sciences,field_physical_sciences,field_psychology,field_social_sciences,field_other_sciences_nec
3885,r001,All agencies,All agencies,,,,,1,85262440.2,4740280.7,16417413.1,4778290.4,40665382.6,9607645.8,2932949.8,1018255.7,5102222.1
3885,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,
3885,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,2689286.2,8180.6,91171.2,18196.7,2235173.6,103259.2,0.0,233305.0,0.0
3885,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Marketing Service,All agencies,Departments,Department of Agriculture,Agricultural Marketing Service,,4,3476.3,0.0,0.0,0.0,3476.3,0.0,0.0,0.0,0.0
3885,r005,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,1272600.0,1654.4,11453.4,5599.4,1169137.6,81700.9,0.0,3054.2,0.0
3885,r006,All agencies -> Departments -> Department of Agriculture -> Animal and Plant Health Inspection Service,All agencies,Departments,Department of Agriculture,Animal and Plant Health Inspection Service,,4,18856.0,0.0,0.0,0.0,18856.0,0.0,0.0,0.0,0.0
3885,r007,All agencies -> Departments -> Department of Agriculture -> Economic Research Service,All agencies,Departments,Department of Agriculture,Economic Research Service,,4,85257.0,0.0,0.0,0.0,0.0,0.0,0.0,85257.0,0.0
3885,r008,All agencies -> Departments -> Department of Agriculture -> Foreign Agricultural Service,All agencies,Departments,Department of Agriculture,Foreign Agricultural Service,,4,500.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0
3885,r009,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,259239.9,1118.3,10505.2,6464.4,198698.0,5600.4,0.0,36853.6,0.0
3885,r010,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,5407.9,5407.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3885,r011,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,1040000.0,0.0,69212.6,6132.9,841705.7,15957.9,0.0,106991.0,0.0
3885,r012,All agencies -> Departments -> Department of Agriculture -> Rural Business-Cooperative Service,All agencies,Departments,Department of Agriculture,Rural Business-Cooperative Service,,4,3949.2,0.0,0.0,0.0,2800.0,0.0,0.0,1149.2,0.0
3885,r013,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,1370429.6,169032.0,296519.6,469557.2,86592.7,259324.3,85.8,40302.4,49015.5
