table_id,row_id,_b_state_b_full_path,_b_state_b_level_1,_b_state_b_level_2,_b_state_b_hierarchy_depth,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020
5205,r001,United States<sup>a</sup>,United States<sup>a</sup>,,1,66468692,75090255,77332829,96578888,97316191,105326909,102115908,112280689,117483305,131384543,136996698,142105027
5205,r002,United States<sup>a</sup> -> Alabama,United States<sup>a</sup>,Alabama,2,0,0,0,0,0,0,250000,0,0,0,0,0
5205,r003,United States<sup>a</sup> -> Alaska,United States<sup>a</sup>,Alaska,2,15000,687500,713500,99934,750856,217231,217141,0,0,0,0,0
5205,r004,United States<sup>a</sup> -> Arizona,United States<sup>a</sup>,Arizona,2,220751,142816,732254,616827,549556,944617,718324,945226,887874,723371,1054913,1041995
5205,r005,United States<sup>a</sup> -> Arkansas,United States<sup>a</sup>,Arkansas,2,6755483,6643460,7945440,8803765,8857097,8483250,8248838,7513291,9063778,7087642,12519460,12606385
5205,r006,United States<sup>a</sup> -> California,United States<sup>a</sup>,California,2,6235149,3091420,4057537,5640401,5039599,7470645,8225669,7475484,6695567,5834873,7705454,7116436
5205,r007,United States<sup>a</sup> -> Colorado,United States<sup>a</sup>,Colorado,2,416336,826517,583117,0,50000,316549,373735,472293,773012,1047197,721768,1037559
5205,r008,United States<sup>a</sup> -> Connecticut,United States<sup>a</sup>,Connecticut,2,1237590,3259642,3326548,3256124,3314695,3920767,4228545,3942658,3894241,3321534,3856987,3856987
5205,r009,United States<sup>a</sup> -> Delaware,United States<sup>a</sup>,Delaware,2,0,0,0,0,0,0,0,0,0,0,0,0
5205,r010,United States<sup>a</sup> -> District of Columbia,United States<sup>a</sup>,District of Columbia,2,0,0,0,0,0,0,0,0,0,0,0,0
5205,r011,United States<sup>a</sup> -> Florida,United States<sup>a</sup>,Florida,2,19410440,16952501,15991126,19671322,19046571,23026254,18529725,17066498,15855393,20043531,11725430,21100902
5205,r012,United States<sup>a</sup> -> Georgia,United States<sup>a</sup>,Georgia,2,0,0,0,0,0,0,0,0,0,0,633607,255642
5205,r013,United States<sup>a</sup> -> Hawaii,United States<sup>a</sup>,Hawaii,2,233394,505967,914799,1516064,1516064,80000,60000,2179089,1544443,3700895,1680702,1977000
5205,r014,United States<sup>a</sup> -> Idaho,United States<sup>a</sup>,Idaho,2,1352291,1529838,1720839,2344664,2940842,2442070,2930637,3956230,4205334,4796891,5349416,7279087
5205,r015,United States<sup>a</sup> -> Illinois,United States<sup>a</sup>,Illinois,2,18096,0,0,0,0,0,139697,2839551,2975635,2975635,3989560,3140385
5205,r016,United States<sup>a</sup> -> Indiana,United States<sup>a</sup>,Indiana,2,0,0,0,177000,268000,250000,250000,250000,250000,350000,141876,100000
5205,r017,United States<sup>a</sup> -> Iowa,United States<sup>a</sup>,Iowa,2,0,0,0,0,0,0,0,0,0,0,0,60000
5205,r018,United States<sup>a</sup> -> Kansas,United States<sup>a</sup>,Kansas,2,784957,1104311,1167853,1013350,984198,1129199,1328784,1457957,2021302,4415012,3998895,3675354
5205,r019,United States<sup>a</sup> -> Kentucky,United States<sup>a</sup>,Kentucky,2,0,0,45130,478313,312518,250000,1287000,1407000,1454611,1469615,627270,540182
5205,r020,United States<sup>a</sup> -> Louisiana,United States<sup>a</sup>,Louisiana,2,0,0,0,0,0,27333,9167,2500,49066,38750,270090,636415
5205,r021,United States<sup>a</sup> -> Maine,United States<sup>a</sup>,Maine,2,501243,1152303,987050,933637,373257,407500,1013206,765706,1851874,4534099,7182948,3329336
5205,r022,United States<sup>a</sup> -> Maryland,United States<sup>a</sup>,Maryland,2,336650,228000,451700,300000,384771,200000,200000,245456,379919,352432,357910,269157
5205,r023,United States<sup>a</sup> -> Massachusetts,United States<sup>a</sup>,Massachusetts,2,0,0,0,0,0,34227,0,37631,0,0,50000,0
5205,r024,United States<sup>a</sup> -> Michigan,United States<sup>a</sup>,Michigan,2,206282,36910,82793,493895,548396,3190880,3150111,1279134,1444252,1437876,1246732,3316092
5205,r025,United States<sup>a</sup> -> Minnesota,United States<sup>a</sup>,Minnesota,2,987608,1301382,1387590,1721463,1981417,2725197,2938310,5516597,4972707,3929309,3701150,5526168
5205,r026,United States<sup>a</sup> -> Mississippi,United States<sup>a</sup>,Mississippi,2,0,0,0,0,0,84209,0,49896,0,1027288,599632,1213684
5205,r027,United States<sup>a</sup> -> Missouri,United States<sup>a</sup>,Missouri,2,168096,189947,85115,349210,381475,711626,830064,1008692,1045000,1315740,1153575,911532
5205,r028,United States<sup>a</sup> -> Montana,United States<sup>a</sup>,Montana,2,1199654,1850656,1493635,2105602,1975948,4713540,4097279,3443331,3742881,3309628,3132570,3566938
5205,r029,United States<sup>a</sup> -> Nebraska,United States<sup>a</sup>,Nebraska,2,1276949,927985,977548,1399997,1748254,2996054,2725502,2897352,2183807,3593971,2851678,2453010
5205,r030,United States<sup>a</sup> -> Nevada,United States<sup>a</sup>,Nevada,2,0,0,0,0,0,10000,0,0,0,140823,184774,188146
5205,r031,United States<sup>a</sup> -> New Hampshire,United States<sup>a</sup>,New Hampshire,2,38005,219170,113969,477066,438435,98640,130904,120719,72482,141692,114949,113278
5205,r032,United States<sup>a</sup> -> New Jersey,United States<sup>a</sup>,New Jersey,2,0,0,0,0,0,0,0,0,0,0,0,0
5205,r033,United States<sup>a</sup> -> New Mexico,United States<sup>a</sup>,New Mexico,2,0,0,0,0,0,81699,88062,0,0,0,0,0
5205,r034,United States<sup>a</sup> -> New York,United States<sup>a</sup>,New York,2,1869720,2117582,1779089,1748998,1383413,2265729,2605432,4885323,9014755,10578603,10612279,7919165
5205,r035,United States<sup>a</sup> -> North Carolina,United States<sup>a</sup>,North Carolina,2,10568425,12625716,12878500,17944847,17947847,12239391,12050000,12225000,14972009,17220343,14132932,13961296
5205,r036,United States<sup>a</sup> -> North Dakota,United States<sup>a</sup>,North Dakota,2,935619,1444526,2014848,2521725,2475547,2504192,2674205,3311263,3511678,3334741,2998472,2955514
5205,r037,United States<sup>a</sup> -> Ohio,United States<sup>a</sup>,Ohio,2,0,0,0,0,0,0,0,200000,0,0,0,0
5205,r038,United States<sup>a</sup> -> Oklahoma,United States<sup>a</sup>,Oklahoma,2,1610660,1295705,1608677,1862336,2500477,1708188,1811266,2340454,1719116,1713695,1058791,2158072
5205,r039,United States<sup>a</sup> -> Oregon,United States<sup>a</sup>,Oregon,2,134857,489631,532446,218038,290595,384341,372579,169212,669211,740878,1638762,706521
5205,r040,United States<sup>a</sup> -> Pennsylvania,United States<sup>a</sup>,Pennsylvania,2,852734,755736,640671,1512706,2033013,787000,787000,1587000,1687000,1687000,3187000,3877434
5205,r041,United States<sup>a</sup> -> Rhode Island,United States<sup>a</sup>,Rhode Island,2,0,0,0,166820,40000,0,0,0,43868,50000,49042,45615
5205,r042,United States<sup>a</sup> -> South Carolina,United States<sup>a</sup>,South Carolina,2,421699,0,92305,62024,157702,534646,498748,354516,665133,931700,1013153,809303
5205,r043,United States<sup>a</sup> -> South Dakota,United States<sup>a</sup>,South Dakota,2,50000,25000,0,75000,75000,3219622,2928142,2777400,2029617,2285632,1690563,1526155
5205,r044,United States<sup>a</sup> -> Tennessee,United States<sup>a</sup>,Tennessee,2,0,0,0,0,0,0,0,0,0,150000,0,0
5205,r045,United States<sup>a</sup> -> Texas,United States<sup>a</sup>,Texas,2,1972975,3618361,2877596,2758683,2650989,3557354,808544,1761471,688365,1053502,1229300,1151413
5205,r046,United States<sup>a</sup> -> Utah,United States<sup>a</sup>,Utah,2,1000000,3589,113336,4508902,3989111,1688670,2035321,1096257,1326188,435393,0,0
5205,r047,United States<sup>a</sup> -> Vermont,United States<sup>a</sup>,Vermont,2,0,490900,652700,503308,538173,384878,407694,50000,0,0,0,0
5205,r048,United States<sup>a</sup> -> Virginia,United States<sup>a</sup>,Virginia,2,806328,2285378,2213361,1633434,1631509,730636,1120676,3142288,2679432,2560373,2765452,2445328
5205,r049,United States<sup>a</sup> -> Washington,United States<sup>a</sup>,Washington,2,4587406,8340489,8317099,8098988,8954794,10769035,11203711,12385554,11904380,11663031,17797227,17505768
