table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_company_performed_r_d_us_millions_worldwide,field_company_performed_r_d_us_millions_domestic,field_company_performed_r_d_us_millions_foreign,field_r_d_employment_thousands_worldwide,field_r_d_employment_thousands_domestic,field_r_d_employment_thousands_foreign,field_company_performed_r_d_per_r_d_employee_us_thousands_per_employee_worldwide,field_company_performed_r_d_per_r_d_employee_us_thousands_per_employee_domestic,field_company_performed_r_d_per_r_d_employee_us_thousands_per_employee_foreign
8841,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['3,432', '&nbsp;']","['2,665', '&nbsp;']","['767', '&nbsp;']","['17', '&nbsp;']","['11', '&nbsp;']","['6', '&nbsp;']","['202.8', '&nbsp;']","['241.4', '&nbsp;']","['130.3', '&nbsp;']"
8841,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['2,013 - 2,028', '&nbsp;']","['1,643 - 1,649', '&nbsp;']","['370 - 385', '&nbsp;']","['21', '&nbsp;']","['12', '&nbsp;']","['9', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
8841,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['3,162', '&nbsp;']","['2,634', '&nbsp;']","['529', '&nbsp;']","['32', '&nbsp;']","['27', '&nbsp;']","['5', 'i']","['98.8', '&nbsp;']","['97.1', '&nbsp;']","['108.9', '&nbsp;']"
8841,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['1,924', 'i']","['1,717', 'i']","['206', 'i']","['7', '&nbsp;']","['6', '&nbsp;']","['1', 'i']","['269.5', '&nbsp;']","['273.9', '&nbsp;']","['237.7', '&nbsp;']"
8841,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['847', '&nbsp;']","['815', '&nbsp;']","['32', '&nbsp;']","['8', '&nbsp;']","['8', '&nbsp;']","['*', '&nbsp;']","['106.3', '&nbsp;']","['105.9', '&nbsp;']","['119.8', '&nbsp;']"
8841,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['3,746', '&nbsp;']","['3,396', '&nbsp;']","['349', '&nbsp;']","['42', '&nbsp;']","['40', '&nbsp;']","['2', '&nbsp;']","['89.0', '&nbsp;']","['85.3', '&nbsp;']","['152.4', '&nbsp;']"
8841,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['20,508', '&nbsp;']","['16,223', '&nbsp;']","['4,285', '&nbsp;']","['153', '&nbsp;']","['101', '&nbsp;']","['52', '&nbsp;']","['134.1', '&nbsp;']","['160.8', '&nbsp;']","['82.4', '&nbsp;']"
8841,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['2,450', '&nbsp;']","['1,769 - 1,811', '&nbsp;']","['639 - 681', '&nbsp;']","['18', 'i']","['11', '&nbsp;']","['7', 'i']","['137.9', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
8841,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['5,834', '&nbsp;']","['4,807', '&nbsp;']","['1,027', '&nbsp;']","['22', '&nbsp;']","['13', '&nbsp;']","['9', '&nbsp;']","['268.1', '&nbsp;']","['376.2', '&nbsp;']","['114.4', '&nbsp;']"
8841,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['2,203', '&nbsp;']","['1,645', '&nbsp;']","['558', '&nbsp;']","['12', '&nbsp;']","['7', '&nbsp;']","['4', '&nbsp;']","['191.0', '&nbsp;']","['227.3', '&nbsp;']","['129.8', '&nbsp;']"
8841,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['10,022', '&nbsp;']","['7,959 - 8,001', '&nbsp;']","['2,021 - 2,062', '&nbsp;']","['102', '&nbsp;']","['70', '&nbsp;']","['32', '&nbsp;']","['98.4', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
8841,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['126,102', '&nbsp;']","['99,535', '&nbsp;']","['26,567', '&nbsp;']","['459', '&nbsp;']","['264', '&nbsp;']","['195', '&nbsp;']","['275.0', '&nbsp;']","['377.4', '&nbsp;']","['136.3', '&nbsp;']"
8841,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['15,491', '&nbsp;']","['12,103', '&nbsp;']","['3,388', '&nbsp;']","['75', '&nbsp;']","['41', '&nbsp;']","['34', '&nbsp;']","['206.2', '&nbsp;']","['291.8', '&nbsp;']","['100.7', '&nbsp;']"
8841,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['56,204', '&nbsp;']","['43,181', '&nbsp;']","['13,023', '&nbsp;']","['177', '&nbsp;']","['91', '&nbsp;']","['86', '&nbsp;']","['317.9', '&nbsp;']","['473.2', '&nbsp;']","['152.2', '&nbsp;']"
8841,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['21,651', '&nbsp;']","['18,505', '&nbsp;']","['3,146', '&nbsp;']","['96', '&nbsp;']","['67', '&nbsp;']","['29', '&nbsp;']","['225.5', '&nbsp;']","['277.9', '&nbsp;']","['107.0', '&nbsp;']"
8841,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['3,356', 'i']","['2,858', '&nbsp;']","['498', 'i']","['10', '&nbsp;']","['8', '&nbsp;']","['3', 'i']","['327.9', '&nbsp;']","['378.2', '&nbsp;']","['186.0', '&nbsp;']"
8841,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",5,334511,"['11,270', '&nbsp;']","['10,586', '&nbsp;']","['684', '&nbsp;']","['40', '&nbsp;']","['35', '&nbsp;']","['5', '&nbsp;']","['280.8', '&nbsp;']","['301.3', '&nbsp;']","['136.7', '&nbsp;']"
8841,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['7,025', '&nbsp;']","['5,061', '&nbsp;']","['1,964', '&nbsp;']","['46', '&nbsp;']","['24', '&nbsp;']","['22', '&nbsp;']","['154.0', '&nbsp;']","['211.8', '&nbsp;']","['90.4', '&nbsp;']"
8841,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['32,756', '&nbsp;']","['25,747', '&nbsp;']","['7,010', '&nbsp;']","['111', '&nbsp;']","['64', '&nbsp;']","['46', '&nbsp;']","['296.0', '&nbsp;']","['399.7', '&nbsp;']","['151.6', '&nbsp;']"
8841,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['6,792', '&nbsp;']","['4,998', '&nbsp;']","['1,794', '&nbsp;']","['51', 'i']","['27', '&nbsp;']","['24', 'i']","['134.1', '&nbsp;']","['187.4', '&nbsp;']","['74.8', '&nbsp;']"
8841,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['55,311', '&nbsp;']","['48,796', '&nbsp;']","['6,515', '&nbsp;']","['234', '&nbsp;']","['174', '&nbsp;']","['60', '&nbsp;']","['236.5', '&nbsp;']","['280.9', '&nbsp;']","['108.3', '&nbsp;']"
8841,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['28,910 - 28,922', 'i']","['23,121', '&nbsp;']","['5,789 - 5,801', '&nbsp;']","['151', '&nbsp;']","['101', '&nbsp;']","['50', '&nbsp;']","['D', '&nbsp;']","['229.3', '&nbsp;']","['D', '&nbsp;']"
8841,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['23,424', 'i']","['22,914', 'i']","['509', '&nbsp;']","['69', '&nbsp;']","['62', '&nbsp;']","['7', '&nbsp;']","['340.3', '&nbsp;']","['372.3', '&nbsp;']","['70.0', '&nbsp;']"
8841,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['21,791', 'i']","['21,291', 'i']","['500', '&nbsp;']","['61', '&nbsp;']","['54', '&nbsp;']","['7', '&nbsp;']","['356.1', '&nbsp;']","['393.8', '&nbsp;']","['70.1', '&nbsp;']"
8841,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['1,633', '&nbsp;']","['1,623', '&nbsp;']","['10', '&nbsp;']","['8', '&nbsp;']","['7', '&nbsp;']","['*', '&nbsp;']","['214.0', '&nbsp;']","['216.7', '&nbsp;']","['68.2', '&nbsp;']"
8841,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,"['11', '&nbsp;']","['11', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['141.1', '&nbsp;']","['141.1', '&nbsp;']","['NA', '&nbsp;']"
8841,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['2,955 - 2,966', '&nbsp;']","['2,750', '&nbsp;']","['206 - 216', '&nbsp;']","['14', '&nbsp;']","['11', '&nbsp;']","['3', 'i']","['D', '&nbsp;']","['244.4', '&nbsp;']","['D', '&nbsp;']"
8841,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['535', '&nbsp;']","['496', '&nbsp;']","['39', '&nbsp;']","['5', '&nbsp;']","['4', '&nbsp;']","['*', '&nbsp;']","['113.0', '&nbsp;']","['116.0', '&nbsp;']","['85.4', '&nbsp;']"
8841,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['23,013 - 23,027', '&nbsp;']","['18,791 - 18,809', '&nbsp;']","['4,217 - 4,224', '&nbsp;']","['117', '&nbsp;']","['84', '&nbsp;']","['34', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
8841,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['19,938', '&nbsp;']","['16,116', '&nbsp;']","['3,822', '&nbsp;']","['94', '&nbsp;']","['65', '&nbsp;']","['29', '&nbsp;']","['212.4', '&nbsp;']","['247.9', '&nbsp;']","['132.4', '&nbsp;']"
8841,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['3,075 - 3,088', '&nbsp;']","['2,674 - 2,692', '&nbsp;']","['396 - 403', '&nbsp;']","['23', '&nbsp;']","['19', '&nbsp;']","['5', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
8841,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['272,637', '&nbsp;']","['229,174', '&nbsp;']","['43,462', '&nbsp;']","['1,390', '&nbsp;']","['952', '&nbsp;']","['438', '&nbsp;']","['196.1', '&nbsp;']","['240.8', '&nbsp;']","['99.2', '&nbsp;']"
8841,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['1,285 - 1,292', 'i']","['1,165', '&nbsp;']","['120 - 127', 'i']","['9', 'i']","['8', '&nbsp;']","['1', 'i']","['D', '&nbsp;']","['147.9', '&nbsp;']","['D', '&nbsp;']"
8841,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['271', '&nbsp;']","['264', '&nbsp;']","['6', '&nbsp;']","['0 - 20', '&nbsp;']","['0 - 20', '&nbsp;']","['*', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['66.7', '&nbsp;']"
8841,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['1,104', '&nbsp;']","['1,058', '&nbsp;']","['45', '&nbsp;']","['13', '&nbsp;']","['13', '&nbsp;']","['*', '&nbsp;']","['83.5', '&nbsp;']","['82.7', '&nbsp;']","['106.0', '&nbsp;']"
8841,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['3,937 - 24,262', 'i']","['3,840 - 19,390', 'i']","['97 - 4,884', 'i']","['58 - 147', '&nbsp;']","['58 - 80', '&nbsp;']","['0 - 70', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
8841,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['4,994', 'i']","['4,957', 'i']","['37', '&nbsp;']","['13', '&nbsp;']","['13', '&nbsp;']","['*', '&nbsp;']","['376.5', '&nbsp;']","['384.5', '&nbsp;']","['100.0', '&nbsp;']"
8841,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['152,363', '&nbsp;']","['129,463', '&nbsp;']","['22,900', '&nbsp;']","['626', '&nbsp;']","['422', '&nbsp;']","['204', '&nbsp;']","['243.2', '&nbsp;']","['306.8', '&nbsp;']","['112.0', '&nbsp;']"
8841,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['42,708', '&nbsp;']","['35,025', '&nbsp;']","['7,683', '&nbsp;']","['188', '&nbsp;']","['113', '&nbsp;']","['74', '&nbsp;']","['227.7', '&nbsp;']","['309.1', '&nbsp;']","['103.5', '&nbsp;']"
8841,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['60', '&nbsp;']","['60', '&nbsp;']","['0', '&nbsp;']","['1', '&nbsp;']","['1', '&nbsp;']","['0', '&nbsp;']","['102.0', '&nbsp;']","['102.0', '&nbsp;']","['NA', '&nbsp;']"
8841,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['42,648', '&nbsp;']","['34,965', '&nbsp;']","['7,683', '&nbsp;']","['187', '&nbsp;']","['113', '&nbsp;']","['74', '&nbsp;']","['228.1', '&nbsp;']","['310.2', '&nbsp;']","['103.5', '&nbsp;']"
8841,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['3,519 - 3,532', '&nbsp;']","['3,425 - 3,437', '&nbsp;']","['94', '&nbsp;']","['23', '&nbsp;']","['21', '&nbsp;']","['2', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['60.1', '&nbsp;']"
8841,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['49,697', '&nbsp;']","['41,551', '&nbsp;']","['8,147', '&nbsp;']","['271', '&nbsp;']","['171', '&nbsp;']","['100', '&nbsp;']","['183.6', '&nbsp;']","['243.3', '&nbsp;']","['81.5', '&nbsp;']"
8841,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['56,425 - 56,440', '&nbsp;']","['49,449 - 49,463', '&nbsp;']","['6,976', '&nbsp;']","['146', '&nbsp;']","['117', '&nbsp;']","['29', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['243.1', '&nbsp;']"
8841,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['13,837', '&nbsp;']","['12,296', '&nbsp;']","['1,541', '&nbsp;']","['88', '&nbsp;']","['66', '&nbsp;']","['22', '&nbsp;']","['157.3', '&nbsp;']","['185.7', '&nbsp;']","['70.9', '&nbsp;']"
8841,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['3,412', '&nbsp;']","['3,249', '&nbsp;']","['163', '&nbsp;']","['6', '&nbsp;']","['5', '&nbsp;']","['*', '&nbsp;']","['617.1', '&nbsp;']","['634.9', '&nbsp;']","['396.3', '&nbsp;']"
8841,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['6 - 21', '&nbsp;']","['7', '&nbsp;']","['0 - 15', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['D', '&nbsp;']","['128.5', '&nbsp;']","['D', '&nbsp;']"
8841,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['3,390 - 3,406', '&nbsp;']","['3,242', '&nbsp;']","['148 - 164', '&nbsp;']","['5', '&nbsp;']","['5', '&nbsp;']","['*', '&nbsp;']","['D', '&nbsp;']","['640.3', '&nbsp;']","['D', '&nbsp;']"
8841,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['68,112', '&nbsp;']","['54,367', '&nbsp;']","['13,744', 'i']","['443', '&nbsp;']","['300', '&nbsp;']","['144', '&nbsp;']","['153.6', '&nbsp;']","['181.4', '&nbsp;']","['95.7', '&nbsp;']"
8841,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['4,235', '&nbsp;']","['4,214', '&nbsp;']","['20', '&nbsp;']","['56', '&nbsp;']","['55', '&nbsp;']","['*', '&nbsp;']","['75.7', '&nbsp;']","['76.0', '&nbsp;']","['44.8', '&nbsp;']"
8841,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['21,259', '&nbsp;']","['17,935', '&nbsp;']","['3,324', '&nbsp;']","['136', '&nbsp;']","['94', '&nbsp;']","['42', '&nbsp;']","['156.4', '&nbsp;']","['191.7', '&nbsp;']","['78.5', '&nbsp;']"
8841,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['35,670', 'i']","['25,600', '&nbsp;']","['10,070', 'i']","['203', '&nbsp;']","['107', '&nbsp;']","['95', 'i']","['176.0', '&nbsp;']","['238.3', '&nbsp;']","['105.7', '&nbsp;']"
8841,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['179 - 182', 'i']","['179', 'i']","['0 - 3', '&nbsp;']","['1', 'i']","['1', 'i']","['*', 'i']","['D', '&nbsp;']","['193.7', '&nbsp;']","['D', '&nbsp;']"
