table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_intramural_federal_agenciesa,field_intramural_ffrdcs,field_extramural_united_states_and_u_s_territories_businesses,field_extramural_united_states_and_u_s_territories_higher_educationb,field_extramural_united_states_and_u_s_territories_nonprofit_organizations,field_extramural_united_states_and_u_s_territories_state_and_local_governments,field_extramural_non_u_s_performers
10255,r001,All agencies,All agencies,,,,,1,43790457,6533077,6632343,3557074,21737399,4556513,541349,232702
10255,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,
10255,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,1458701,850192,0,14952,539151,48300,3689,2417
10255,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,799500,720727,0,0,71273,5040,83,2377
10255,r005,All agencies -> Departments -> Department of Agriculture -> Animal and Plant Health Inspection Service,All agencies,Departments,Department of Agriculture,Animal and Plant Health Inspection Service,,4,23363,16789,0,0,6574,0,0,0
10255,r006,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,95083,88282,0,0.05,5658,133,957,0.05
10255,r007,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,527876,12194,0,14939,455082,43128,2534,0
10255,r008,All agencies -> Departments -> Department of Agriculture -> Natural Resources Conservation Service,All agencies,Departments,Department of Agriculture,Natural Resources Conservation Service,,4,12878,12200,0,0,563,0,115,0
10255,r009,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,287118,267962,0,6009,9864,2925,0,359
10255,r010,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,287118,267962,0,6009,9864,2925,0,359
10255,r011,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,2976752,628760,71558,510962,1602164,103525,4262,55520
