table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_hierarchy_depth,field_naics_code,field_total,field_paid_for_by_the_company,field_foreign_owner,field_another_u_s_company,field_other_businesses_outside_the_united_states,field_u_s_university_or_college,field_u_s_nonprofit_organization,field_u_s_federal_government,field_u_s_state_or_local_government,field_all_other_organizations_outside_the_united_states
7124,r015,All selected industries -> Manufacturing industries -> Fabricated metal products,All selected industries,Manufacturing industries,Fabricated metal products,,3,332,"['    20,518 ', 'r']","['    20,518 ', 'r']","['-', '&nbsp;']","['-', '&nbsp;']","['-', '&nbsp;']","['-', '&nbsp;']","['-', '&nbsp;']","['-', '&nbsp;']","['-', '&nbsp;']","['-', '&nbsp;']"
7124,r016,All selected industries -> Manufacturing industries -> Machinery,All selected industries,Manufacturing industries,Machinery,,3,333,"['    22,057 ', '&nbsp;']","['    15,236 ', '&nbsp;']","['    719 ', 'r']","['    1,335 ', 'r']","['-', '&nbsp;']","['-', '&nbsp;']","['-', '&nbsp;']","['    4,379 ', '&nbsp;']","['    388 ', '&nbsp;']","['-', '&nbsp;']"
7124,r017,All selected industries -> Manufacturing industries -> Computer and electronic products,All selected industries,Manufacturing industries,Computer and electronic products,,3,334,"['    227,158 ', '&nbsp;']","['    186,392 ', '&nbsp;']","['    18,612 ', 'r']","['    3,161 ', '&nbsp;']","['    317 ', 'r']","['    261 ', '&nbsp;']","['    655 ', 'r']","['    17,494 ', '&nbsp;']","['    153 ', '&nbsp;']","['    113 ', '&nbsp;']"
7124,r018,All selected industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All selected industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,4,3344,"['    38,305 ', '&nbsp;']","['    26,901 ', '&nbsp;']","['    5,888 ', 'r']","['    1,480 ', 'r']","['    32 ', '&nbsp;']","['    1 ', '&nbsp;']","['-', '&nbsp;']","['    3,920 ', '&nbsp;']","['    82 ', '&nbsp;']","['-', '&nbsp;']"
7124,r019,"All selected industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All selected industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",4,3345,"['    161,373 ', '&nbsp;']","['    134,114 ', '&nbsp;']","['    12,723 ', 'r']","['    1,363 ', '&nbsp;']","['    30 ', 'r']","['    260 ', '&nbsp;']","['    655 ', 'r']","['    12,043 ', '&nbsp;']","['    71 ', '&nbsp;']","['    113 ', '&nbsp;']"
7124,r020,All selected industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All selected industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,4,other 334,"['    27,480 ', '&nbsp;']","['    25,377 ', '&nbsp;']","['-', '&nbsp;']","['    318 ', 'r']","['    254 ', 'r']","['-', '&nbsp;']","['-', '&nbsp;']","['    1,531 ', '&nbsp;']","['-', '&nbsp;']","['-', '&nbsp;']"
7124,r021,"All selected industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All selected industries,Manufacturing industries,"Electrical equipment, appliances, and components",,3,335,"['    9,592 ', '&nbsp;']","['    6,970 ', '&nbsp;']","['-', '&nbsp;']","['-', '&nbsp;']","['-', '&nbsp;']","['-', '&nbsp;']","['-', '&nbsp;']","['    2,622 ', '&nbsp;']","['-', '&nbsp;']","['-', '&nbsp;']"
7124,r022,All selected industries -> Manufacturing industries -> Transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,,3,336,"['    24,577 ', '&nbsp;']","['    21,408 ', '&nbsp;']","['-', '&nbsp;']","['    1,513 ', '&nbsp;']","['-', '&nbsp;']","['-', '&nbsp;']","['-', '&nbsp;']","['    1,520 ', '&nbsp;']","['    135 ', '&nbsp;']","['-', '&nbsp;']"
7124,r023,All selected industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All selected industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,4,3364,"['    11,859 ', '&nbsp;']","['    9,164 ', '&nbsp;']","['-', '&nbsp;']","['    1,324 ', 'r']","['-', '&nbsp;']","['-', '&nbsp;']","['-', '&nbsp;']","['    1,236 ', 'r']","['    135 ', '&nbsp;']","['-', '&nbsp;']"
7124,r024,All selected industries -> Manufacturing industries -> Transportation equipment -> Other transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,Other transportation equipment,4,other 336,"['    12,718 ', 'r']","['    12,244 ', 'r']","['-', '&nbsp;']","['    190 ', 'r']","['-', '&nbsp;']","['-', '&nbsp;']","['-', '&nbsp;']","['    285 ', 'r']","['-', '&nbsp;']","['-', '&nbsp;']"
7124,r025,All selected industries -> Manufacturing industries -> Furniture and related products,All selected industries,Manufacturing industries,Furniture and related products,,3,337,"['-', '&nbsp;']","['-', '&nbsp;']","['-', '&nbsp;']","['-', '&nbsp;']","['-', '&nbsp;']","['-', '&nbsp;']","['-', '&nbsp;']","['-', '&nbsp;']","['-', '&nbsp;']","['-', '&nbsp;']"
7124,r026,All selected industries -> Manufacturing industries -> Miscellaneous manufacturing,All selected industries,Manufacturing industries,Miscellaneous manufacturing,,3,339,"['    114,922 ', '&nbsp;']","['    107,903 ', '&nbsp;']","['-', '&nbsp;']","['    5,104 ', 'r']","['-', '&nbsp;']","['    14 ', '&nbsp;']","['-', '&nbsp;']","['    1,900 ', 'r']","['-', '&nbsp;']","['-', '&nbsp;']"
7124,r027,All selected industries -> Selected nonmanufacturing industries,All selected industries,Selected nonmanufacturing industries,,,2,"42, 51, 5413, 5415, 5417","['    4,596,691 ', '&nbsp;']","['    3,584,433 ', '&nbsp;']","['    89,744 ', '&nbsp;']","['    196,124 ', '&nbsp;']","['    22,568 ', '&nbsp;']","['    11,244 ', '&nbsp;']","['    8,692 ', '&nbsp;']","['    658,546 ', '&nbsp;']","['    21,717 ', '&nbsp;']","['    3,622 ', '&nbsp;']"
7124,r028,All selected industries -> Selected nonmanufacturing industries -> Wholesale trade,All selected industries,Selected nonmanufacturing industries,Wholesale trade,,3,42,"['    225,813 ', '&nbsp;']","['    202,430 ', '&nbsp;']","['    10,287 ', 'r']","['    12,117 ', 'r']","['-', '&nbsp;']","['-', '&nbsp;']","['-', '&nbsp;']","['    524 ', 'r']","['    454 ', '&nbsp;']","['-', '&nbsp;']"
7124,r029,All selected industries -> Selected nonmanufacturing industries -> Information,All selected industries,Selected nonmanufacturing industries,Information,,3,51,"['    598,684 ', '&nbsp;']","['    560,895 ', '&nbsp;']","['    4,033 ', 'r']","['    20,906 ', '&nbsp;']","['-', '&nbsp;']","['    1,578 ', 'r']","['-', '&nbsp;']","['    10,136 ', '&nbsp;']","['    660 ', 'r']","['    475 ', 'r']"
7124,r030,All selected industries -> Selected nonmanufacturing industries -> Information -> Software publishers,All selected industries,Selected nonmanufacturing industries,Information,Software publishers,4,5112,"['    327,921 ', '&nbsp;']","['    312,513 ', '&nbsp;']","['    4,033 ', 'r']","['    2,059 ', 'r']","['-', '&nbsp;']","['-', '&nbsp;']","['-', '&nbsp;']","['    8,610 ', '&nbsp;']","['    230 ', 'r']","['    475 ', 'r']"
7124,r031,"All selected industries -> Selected nonmanufacturing industries -> Information -> Information, excluding software publishers",All selected industries,Selected nonmanufacturing industries,Information,"Information, excluding software publishers",4,51 less 5112,"['    270,764 ', '&nbsp;']","['    248,382 ', '&nbsp;']","['-', '&nbsp;']","['    18,847 ', '&nbsp;']","['-', '&nbsp;']","['    1,578 ', 'r']","['-', '&nbsp;']","['    1,526 ', '&nbsp;']","['    430 ', 'r']","['-', '&nbsp;']"
7124,r032,"All selected industries -> Selected nonmanufacturing industries -> Architectural, engineering, and related services",All selected industries,Selected nonmanufacturing industries,"Architectural, engineering, and related services",,3,5413,"['    454,913 ', '&nbsp;']","['    321,235 ', '&nbsp;']","['    12,905 ', 'r']","['    44,862 ', '&nbsp;']","['    2,850 ', '&nbsp;']","['    1,789 ', 'r']","['    54 ', 'r']","['    70,383 ', '&nbsp;']","['    266 ', 'r']","['    570 ', 'r']"
7124,r033,All selected industries -> Selected nonmanufacturing industries -> Computer systems design and related services,All selected industries,Selected nonmanufacturing industries,Computer systems design and related services,,3,5415,"['    1,435,159 ', '&nbsp;']","['    1,332,829 ', '&nbsp;']","['    393 ', 'r']","['    38,593 ', '&nbsp;']","['    5,930 ', 'r']","['    2,884 ', '&nbsp;']","['    2,375 ', 'r']","['    52,124 ', '&nbsp;']","['    31 ', 'r']","['-', '&nbsp;']"
7124,r034,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,,3,5417,"['    1,882,122 ', '&nbsp;']","['    1,167,044 ', '&nbsp;']","['    62,125 ', '&nbsp;']","['    79,645 ', '&nbsp;']","['    13,789 ', '&nbsp;']","['    4,993 ', '&nbsp;']","['    6,263 ', '&nbsp;']","['    525,380 ', '&nbsp;']","['    20,307 ', '&nbsp;']","['    2,577 ', '&nbsp;']"
7124,r035,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in nanotechnology,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in nanotechnology,4,541713,"['    175,639 ', '&nbsp;']","['    130,833 ', '&nbsp;']","['    6,111 ', '&nbsp;']","['    8,800 ', '&nbsp;']","['    851 ', '&nbsp;']","['    1,730 ', '&nbsp;']","['    76 ', 'r']","['    26,345 ', '&nbsp;']","['    894 ', 'r']","['-', '&nbsp;']"
7124,r036,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology),All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),4,541714,"['    645,887 ', '&nbsp;']","['    465,202 ', '&nbsp;']","['    25,382 ', '&nbsp;']","['    20,196 ', 'r']","['    4,926 ', '&nbsp;']","['    131 ', '&nbsp;']","['    4,540 ', '&nbsp;']","['    120,789 ', '&nbsp;']","['    4,480 ', '&nbsp;']","['    241 ', '&nbsp;']"
7124,r037,"All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All selected industries,Selected nonmanufacturing industries,Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",4,541715,"['    1,026,911 ', '&nbsp;']","['    558,406 ', '&nbsp;']","['    30,632 ', '&nbsp;']","['    38,721 ', '&nbsp;']","['    8,011 ', '&nbsp;']","['    3,075 ', '&nbsp;']","['    1,646 ', '&nbsp;']","['    369,150 ', '&nbsp;']","['    14,933 ', '&nbsp;']","['    2,336 ', '&nbsp;']"
7124,r038,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Social sciences and humanities research and development,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Social sciences and humanities research and development,4,541720,"['    31,464 ', '&nbsp;']","['    10,764 ', '&nbsp;']","['-', '&nbsp;']","['    11,547 ', 'r']","['-', '&nbsp;']","['    57 ', 'r']","['-', '&nbsp;']","['    9,096 ', '&nbsp;']","['-', '&nbsp;']","['-', '&nbsp;']"
