table_id,row_id,time_period,_b_total_in_survey_b_level_1,_b_total_in_survey_b_level_2,_b_total_in_survey_b_level_3,_b_total_in_survey_b_hierarchy_depth,value
3447,r212,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Biological and biosystems engineering",Number imputed,Doctoral students,Part time,3,0
3447,r213,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Biological and biosystems engineering",Imputation rate (%),Master's students,Full time,3,0.0
3447,r214,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Biological and biosystems engineering",Imputation rate (%),Master's students,Part time,3,0.0
3447,r215,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Biological and biosystems engineering",Imputation rate (%),Doctoral students,Full time,3,0.0
3447,r216,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Biological and biosystems engineering",Imputation rate (%),Doctoral students,Part time,3,0.0
3447,r217,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Chemical engineering",Total in survey,Master's students,Full time,3,1888
3447,r218,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Chemical engineering",Total in survey,Master's students,Part time,3,744
3447,r219,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Chemical engineering",Total in survey,Doctoral students,Full time,3,6677
3447,r220,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Chemical engineering",Total in survey,Doctoral students,Part time,3,380
3447,r221,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Chemical engineering",Number imputed,Master's students,Full time,3,1
3447,r222,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Chemical engineering",Number imputed,Master's students,Part time,3,2
3447,r223,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Chemical engineering",Number imputed,Doctoral students,Full time,3,67
3447,r224,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Chemical engineering",Number imputed,Doctoral students,Part time,3,3
3447,r225,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Chemical engineering",Imputation rate (%),Master's students,Full time,3,0.1
3447,r226,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Chemical engineering",Imputation rate (%),Master's students,Part time,3,0.3
3447,r227,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Chemical engineering",Imputation rate (%),Doctoral students,Full time,3,1.0
3447,r228,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Chemical engineering",Imputation rate (%),Doctoral students,Part time,3,0.8
3447,r229,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Civil engineering",Total in survey,Master's students,Full time,3,7576
3447,r230,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Civil engineering",Total in survey,Master's students,Part time,3,4297
3447,r231,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Civil engineering",Total in survey,Doctoral students,Full time,3,6726
3447,r232,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Civil engineering",Total in survey,Doctoral students,Part time,3,1026
3447,r233,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Civil engineering",Number imputed,Master's students,Full time,3,10
3447,r234,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Civil engineering",Number imputed,Master's students,Part time,3,4
3447,r235,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Civil engineering",Number imputed,Doctoral students,Full time,3,28
3447,r236,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Civil engineering",Number imputed,Doctoral students,Part time,3,0
3447,r237,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Civil engineering",Imputation rate (%),Master's students,Full time,3,0.1
3447,r238,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Civil engineering",Imputation rate (%),Master's students,Part time,3,0.1
3447,r239,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Civil engineering",Imputation rate (%),Doctoral students,Full time,3,0.4
3447,r240,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Civil engineering",Imputation rate (%),Doctoral students,Part time,3,0.0
3447,r241,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Electrical, electronics, and communications engineering",Total in survey,Master's students,Full time,3,19138
3447,r242,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Electrical, electronics, and communications engineering",Total in survey,Master's students,Part time,3,9039
3447,r243,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Electrical, electronics, and communications engineering",Total in survey,Doctoral students,Full time,3,16288
3447,r244,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Electrical, electronics, and communications engineering",Total in survey,Doctoral students,Part time,3,2289
3447,r245,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Electrical, electronics, and communications engineering",Number imputed,Master's students,Full time,3,653
3447,r246,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Electrical, electronics, and communications engineering",Number imputed,Master's students,Part time,3,253
3447,r247,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Electrical, electronics, and communications engineering",Number imputed,Doctoral students,Full time,3,206
3447,r248,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Electrical, electronics, and communications engineering",Number imputed,Doctoral students,Part time,3,68
3447,r249,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Electrical, electronics, and communications engineering",Imputation rate (%),Master's students,Full time,3,3.4
3447,r250,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Electrical, electronics, and communications engineering",Imputation rate (%),Master's students,Part time,3,2.8
3447,r251,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Electrical, electronics, and communications engineering",Imputation rate (%),Doctoral students,Full time,3,1.3
3447,r252,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Electrical, electronics, and communications engineering",Imputation rate (%),Doctoral students,Part time,3,3.0
3447,r253,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Engineering mechanics, physics, and science",Total in survey,Master's students,Full time,3,563
3447,r254,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Engineering mechanics, physics, and science",Total in survey,Master's students,Part time,3,289
3447,r255,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Engineering mechanics, physics, and science",Total in survey,Doctoral students,Full time,3,1320
3447,r256,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Engineering mechanics, physics, and science",Total in survey,Doctoral students,Part time,3,127
3447,r257,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Engineering mechanics, physics, and science",Number imputed,Master's students,Full time,3,0
3447,r258,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Engineering mechanics, physics, and science",Number imputed,Master's students,Part time,3,0
3447,r259,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Engineering mechanics, physics, and science",Number imputed,Doctoral students,Full time,3,0
3447,r260,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Engineering mechanics, physics, and science",Number imputed,Doctoral students,Part time,3,0
3447,r261,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Engineering mechanics, physics, and science",Imputation rate (%),Master's students,Full time,3,0.0
3447,r262,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Engineering mechanics, physics, and science",Imputation rate (%),Master's students,Part time,3,0.0
3447,r263,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Engineering mechanics, physics, and science",Imputation rate (%),Doctoral students,Full time,3,0.0
3447,r264,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Engineering mechanics, physics, and science",Imputation rate (%),Doctoral students,Part time,3,0.0
3447,r265,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Industrial and manufacturing engineering",Total in survey,Master's students,Full time,3,6247
3447,r266,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Industrial and manufacturing engineering",Total in survey,Master's students,Part time,3,5665
3447,r267,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Industrial and manufacturing engineering",Total in survey,Doctoral students,Full time,3,2939
3447,r268,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Industrial and manufacturing engineering",Total in survey,Doctoral students,Part time,3,823
3447,r269,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Industrial and manufacturing engineering",Number imputed,Master's students,Full time,3,16
3447,r270,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Industrial and manufacturing engineering",Number imputed,Master's students,Part time,3,78
3447,r271,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Industrial and manufacturing engineering",Number imputed,Doctoral students,Full time,3,22
3447,r272,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Industrial and manufacturing engineering",Number imputed,Doctoral students,Part time,3,2
3447,r273,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Industrial and manufacturing engineering",Imputation rate (%),Master's students,Full time,3,0.3
3447,r274,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Industrial and manufacturing engineering",Imputation rate (%),Master's students,Part time,3,1.4
3447,r275,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Industrial and manufacturing engineering",Imputation rate (%),Doctoral students,Full time,3,0.7
3447,r276,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Industrial and manufacturing engineering",Imputation rate (%),Doctoral students,Part time,3,0.2
3447,r277,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Mechanical engineering",Total in survey,Master's students,Full time,3,9394
3447,r278,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Mechanical engineering",Total in survey,Master's students,Part time,3,5467
3447,r279,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Mechanical engineering",Total in survey,Doctoral students,Full time,3,9951
3447,r280,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Mechanical engineering",Total in survey,Doctoral students,Part time,3,1296
3447,r281,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Mechanical engineering",Number imputed,Master's students,Full time,3,103
3447,r282,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Mechanical engineering",Number imputed,Master's students,Part time,3,170
3447,r283,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Mechanical engineering",Number imputed,Doctoral students,Full time,3,83
3447,r284,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Mechanical engineering",Number imputed,Doctoral students,Part time,3,7
3447,r285,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Mechanical engineering",Imputation rate (%),Master's students,Full time,3,1.1
3447,r286,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Mechanical engineering",Imputation rate (%),Master's students,Part time,3,3.1
3447,r287,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Mechanical engineering",Imputation rate (%),Doctoral students,Full time,3,0.8
3447,r288,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Mechanical engineering",Imputation rate (%),Doctoral students,Part time,3,0.5
3447,r289,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Metallurgical and materials engineering",Total in survey,Master's students,Full time,3,1409
3447,r290,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Metallurgical and materials engineering",Total in survey,Master's students,Part time,3,565
3447,r291,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Metallurgical and materials engineering",Total in survey,Doctoral students,Full time,3,4243
3447,r292,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Metallurgical and materials engineering",Total in survey,Doctoral students,Part time,3,373
3447,r293,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Metallurgical and materials engineering",Number imputed,Master's students,Full time,3,5
3447,r294,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Metallurgical and materials engineering",Number imputed,Master's students,Part time,3,4
3447,r295,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Metallurgical and materials engineering",Number imputed,Doctoral students,Full time,3,50
3447,r296,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Metallurgical and materials engineering",Number imputed,Doctoral students,Part time,3,0
3447,r297,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Metallurgical and materials engineering",Imputation rate (%),Master's students,Full time,3,0.4
3447,r298,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Metallurgical and materials engineering",Imputation rate (%),Master's students,Part time,3,0.7
3447,r299,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Metallurgical and materials engineering",Imputation rate (%),Doctoral students,Full time,3,1.2
3447,r300,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Metallurgical and materials engineering",Imputation rate (%),Doctoral students,Part time,3,0.0
3447,r301,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Mining engineering",Total in survey,Master's students,Full time,3,202
3447,r302,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Mining engineering",Total in survey,Master's students,Part time,3,90
3447,r303,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Mining engineering",Total in survey,Doctoral students,Full time,3,159
3447,r304,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Mining engineering",Total in survey,Doctoral students,Part time,3,42
3447,r305,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Mining engineering",Number imputed,Master's students,Full time,3,0
3447,r306,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Mining engineering",Number imputed,Master's students,Part time,3,0
3447,r307,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Mining engineering",Number imputed,Doctoral students,Full time,3,0
3447,r308,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Mining engineering",Number imputed,Doctoral students,Part time,3,0
3447,r309,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Mining engineering",Imputation rate (%),Master's students,Full time,3,0.0
3447,r310,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Mining engineering",Imputation rate (%),Master's students,Part time,3,0.0
3447,r311,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Mining engineering",Imputation rate (%),Doctoral students,Full time,3,0.0
3447,r312,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Mining engineering",Imputation rate (%),Doctoral students,Part time,3,0.0
3447,r313,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Nanotechnology",Total in survey,Master's students,Full time,3,38
3447,r314,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Nanotechnology",Total in survey,Master's students,Part time,3,11
3447,r315,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Nanotechnology",Total in survey,Doctoral students,Full time,3,141
3447,r316,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Nanotechnology",Total in survey,Doctoral students,Part time,3,5
3447,r317,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Nanotechnology",Number imputed,Master's students,Full time,3,0
3447,r318,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Nanotechnology",Number imputed,Master's students,Part time,3,0
3447,r319,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Nanotechnology",Number imputed,Doctoral students,Full time,3,0
3447,r320,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Nanotechnology",Number imputed,Doctoral students,Part time,3,0
3447,r321,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Nanotechnology",Imputation rate (%),Master's students,Full time,3,0.0
3447,r322,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Nanotechnology",Imputation rate (%),Master's students,Part time,3,0.0
3447,r323,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Nanotechnology",Imputation rate (%),Doctoral students,Full time,3,0.0
3447,r324,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Nanotechnology",Imputation rate (%),Doctoral students,Part time,3,0.0
3447,r325,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Nuclear engineering",Total in survey,Master's students,Full time,3,307
3447,r326,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Nuclear engineering",Total in survey,Master's students,Part time,3,111
3447,r327,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Nuclear engineering",Total in survey,Doctoral students,Full time,3,879
3447,r328,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Nuclear engineering",Total in survey,Doctoral students,Part time,3,152
3447,r329,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Nuclear engineering",Number imputed,Master's students,Full time,3,3
3447,r330,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Nuclear engineering",Number imputed,Master's students,Part time,3,0
3447,r331,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Nuclear engineering",Number imputed,Doctoral students,Full time,3,25
3447,r332,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Nuclear engineering",Number imputed,Doctoral students,Part time,3,0
3447,r333,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Nuclear engineering",Imputation rate (%),Master's students,Full time,3,1.0
3447,r334,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Nuclear engineering",Imputation rate (%),Master's students,Part time,3,0.0
3447,r335,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Nuclear engineering",Imputation rate (%),Doctoral students,Full time,3,2.8
3447,r336,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Nuclear engineering",Imputation rate (%),Doctoral students,Part time,3,0.0
3447,r337,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Petroleum engineering",Total in survey,Master's students,Full time,3,441
3447,r338,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Petroleum engineering",Total in survey,Master's students,Part time,3,201
3447,r339,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Petroleum engineering",Total in survey,Doctoral students,Full time,3,543
3447,r340,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Petroleum engineering",Total in survey,Doctoral students,Part time,3,64
3447,r341,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Petroleum engineering",Number imputed,Master's students,Full time,3,0
3447,r342,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Petroleum engineering",Number imputed,Master's students,Part time,3,0
3447,r343,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Petroleum engineering",Number imputed,Doctoral students,Full time,3,0
3447,r344,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Petroleum engineering",Number imputed,Doctoral students,Part time,3,0
3447,r345,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Petroleum engineering",Imputation rate (%),Master's students,Full time,3,0.0
3447,r346,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Petroleum engineering",Imputation rate (%),Master's students,Part time,3,0.0
3447,r347,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Petroleum engineering",Imputation rate (%),Doctoral students,Full time,3,0.0
3447,r348,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Petroleum engineering",Imputation rate (%),Doctoral students,Part time,3,0.0
3447,r349,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Engineering nec",Total in survey,Master's students,Full time,3,4513
3447,r350,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Engineering nec",Total in survey,Master's students,Part time,3,5125
3447,r351,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Engineering nec",Total in survey,Doctoral students,Full time,3,3462
3447,r352,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Engineering nec",Total in survey,Doctoral students,Part time,3,1010
3447,r353,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Engineering nec",Number imputed,Master's students,Full time,3,42
3447,r354,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Engineering nec",Number imputed,Master's students,Part time,3,31
3447,r355,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Engineering nec",Number imputed,Doctoral students,Full time,3,26
3447,r356,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Engineering nec",Number imputed,Doctoral students,Part time,3,15
3447,r357,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Engineering nec",Imputation rate (%),Master's students,Full time,3,0.9
3447,r358,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Engineering nec",Imputation rate (%),Master's students,Part time,3,0.6
3447,r359,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Engineering nec",Imputation rate (%),Doctoral students,Full time,3,0.8
3447,r360,"Fall 2019, all surveyed fields -> Science and engineering -> Engineering -> Engineering nec",Imputation rate (%),Doctoral students,Part time,3,1.5
3447,r361,"Fall 2019, all surveyed fields -> Science and engineering -> Health",Total in survey,Master's students,Full time,3,38105
3447,r362,"Fall 2019, all surveyed fields -> Science and engineering -> Health",Total in survey,Master's students,Part time,3,18389
3447,r363,"Fall 2019, all surveyed fields -> Science and engineering -> Health",Total in survey,Doctoral students,Full time,3,11547
3447,r364,"Fall 2019, all surveyed fields -> Science and engineering -> Health",Total in survey,Doctoral students,Part time,3,4381
3447,r365,"Fall 2019, all surveyed fields -> Science and engineering -> Health",Number imputed,Master's students,Full time,3,931
3447,r366,"Fall 2019, all surveyed fields -> Science and engineering -> Health",Number imputed,Master's students,Part time,3,187
3447,r367,"Fall 2019, all surveyed fields -> Science and engineering -> Health",Number imputed,Doctoral students,Full time,3,417
3447,r368,"Fall 2019, all surveyed fields -> Science and engineering -> Health",Number imputed,Doctoral students,Part time,3,130
3447,r369,"Fall 2019, all surveyed fields -> Science and engineering -> Health",Imputation rate (%),Master's students,Full time,3,2.4
3447,r370,"Fall 2019, all surveyed fields -> Science and engineering -> Health",Imputation rate (%),Master's students,Part time,3,1.0
3447,r371,"Fall 2019, all surveyed fields -> Science and engineering -> Health",Imputation rate (%),Doctoral students,Full time,3,3.6
3447,r372,"Fall 2019, all surveyed fields -> Science and engineering -> Health",Imputation rate (%),Doctoral students,Part time,3,3.0
3447,r373,"Fall 2019, all surveyed fields -> Science and engineering -> Health -> Clinical medicine<sup>a</sup>",Total in survey,Master's students,Full time,3,15638
3447,r374,"Fall 2019, all surveyed fields -> Science and engineering -> Health -> Clinical medicine<sup>a</sup>",Total in survey,Master's students,Part time,3,10613
3447,r375,"Fall 2019, all surveyed fields -> Science and engineering -> Health -> Clinical medicine<sup>a</sup>",Total in survey,Doctoral students,Full time,3,3286
3447,r376,"Fall 2019, all surveyed fields -> Science and engineering -> Health -> Clinical medicine<sup>a</sup>",Total in survey,Doctoral students,Part time,3,1285
3447,r377,"Fall 2019, all surveyed fields -> Science and engineering -> Health -> Clinical medicine<sup>a</sup>",Number imputed,Master's students,Full time,3,270
3447,r378,"Fall 2019, all surveyed fields -> Science and engineering -> Health -> Clinical medicine<sup>a</sup>",Number imputed,Master's students,Part time,3,127
3447,r379,"Fall 2019, all surveyed fields -> Science and engineering -> Health -> Clinical medicine<sup>a</sup>",Number imputed,Doctoral students,Full time,3,34
3447,r380,"Fall 2019, all surveyed fields -> Science and engineering -> Health -> Clinical medicine<sup>a</sup>",Number imputed,Doctoral students,Part time,3,1
3447,r381,"Fall 2019, all surveyed fields -> Science and engineering -> Health -> Clinical medicine<sup>a</sup>",Imputation rate (%),Master's students,Full time,3,1.7
3447,r382,"Fall 2019, all surveyed fields -> Science and engineering -> Health -> Clinical medicine<sup>a</sup>",Imputation rate (%),Master's students,Part time,3,1.2
3447,r383,"Fall 2019, all surveyed fields -> Science and engineering -> Health -> Clinical medicine<sup>a</sup>",Imputation rate (%),Doctoral students,Full time,3,1.0
3447,r384,"Fall 2019, all surveyed fields -> Science and engineering -> Health -> Clinical medicine<sup>a</sup>",Imputation rate (%),Doctoral students,Part time,3,0.1
3447,r385,"Fall 2019, all surveyed fields -> Science and engineering -> Health -> Other health",Total in survey,Master's students,Full time,3,22467
3447,r386,"Fall 2019, all surveyed fields -> Science and engineering -> Health -> Other health",Total in survey,Master's students,Part time,3,7776
3447,r387,"Fall 2019, all surveyed fields -> Science and engineering -> Health -> Other health",Total in survey,Doctoral students,Full time,3,8261
3447,r388,"Fall 2019, all surveyed fields -> Science and engineering -> Health -> Other health",Total in survey,Doctoral students,Part time,3,3096
3447,r389,"Fall 2019, all surveyed fields -> Science and engineering -> Health -> Other health",Number imputed,Master's students,Full time,3,661
3447,r390,"Fall 2019, all surveyed fields -> Science and engineering -> Health -> Other health",Number imputed,Master's students,Part time,3,60
3447,r391,"Fall 2019, all surveyed fields -> Science and engineering -> Health -> Other health",Number imputed,Doctoral students,Full time,3,383
3447,r392,"Fall 2019, all surveyed fields -> Science and engineering -> Health -> Other health",Number imputed,Doctoral students,Part time,3,129
3447,r393,"Fall 2019, all surveyed fields -> Science and engineering -> Health -> Other health",Imputation rate (%),Master's students,Full time,3,2.9
3447,r394,"Fall 2019, all surveyed fields -> Science and engineering -> Health -> Other health",Imputation rate (%),Master's students,Part time,3,0.8
3447,r395,"Fall 2019, all surveyed fields -> Science and engineering -> Health -> Other health",Imputation rate (%),Doctoral students,Full time,3,4.6
3447,r396,"Fall 2019, all surveyed fields -> Science and engineering -> Health -> Other health",Imputation rate (%),Doctoral students,Part time,3,4.2
3447,r397,"Fall 2018, all surveyed fields",Total in survey,Master's students,Full time,3,248552
3447,r398,"Fall 2018, all surveyed fields",Total in survey,Master's students,Part time,3,142659
3447,r399,"Fall 2018, all surveyed fields",Total in survey,Doctoral students,Full time,3,242897
3447,r400,"Fall 2018, all surveyed fields",Total in survey,Doctoral students,Part time,3,34199
3447,r401,"Fall 2018, all surveyed fields",Number imputed,Master's students,Full time,3,4090
3447,r402,"Fall 2018, all surveyed fields",Number imputed,Master's students,Part time,3,1553
3447,r403,"Fall 2018, all surveyed fields",Number imputed,Doctoral students,Full time,3,2603
3447,r404,"Fall 2018, all surveyed fields",Number imputed,Doctoral students,Part time,3,135
3447,r405,"Fall 2018, all surveyed fields",Imputation rate (%),Master's students,Full time,3,1.6
3447,r406,"Fall 2018, all surveyed fields",Imputation rate (%),Master's students,Part time,3,1.1
3447,r407,"Fall 2018, all surveyed fields",Imputation rate (%),Doctoral students,Full time,3,1.1
3447,r408,"Fall 2018, all surveyed fields",Imputation rate (%),Doctoral students,Part time,3,0.4
3447,r409,"Fall 2018, all surveyed fields -> Science and engineering",Total in survey,Master's students,Full time,3,210287
3447,r410,"Fall 2018, all surveyed fields -> Science and engineering",Total in survey,Master's students,Part time,3,124104
3447,r411,"Fall 2018, all surveyed fields -> Science and engineering",Total in survey,Doctoral students,Full time,3,231297
3447,r412,"Fall 2018, all surveyed fields -> Science and engineering",Total in survey,Doctoral students,Part time,3,29868
3447,r413,"Fall 2018, all surveyed fields -> Science and engineering",Number imputed,Master's students,Full time,3,3579
3447,r414,"Fall 2018, all surveyed fields -> Science and engineering",Number imputed,Master's students,Part time,3,1285
3447,r415,"Fall 2018, all surveyed fields -> Science and engineering",Number imputed,Doctoral students,Full time,3,2562
3447,r416,"Fall 2018, all surveyed fields -> Science and engineering",Number imputed,Doctoral students,Part time,3,125
3447,r417,"Fall 2018, all surveyed fields -> Science and engineering",Imputation rate (%),Master's students,Full time,3,1.7
3447,r418,"Fall 2018, all surveyed fields -> Science and engineering",Imputation rate (%),Master's students,Part time,3,1.0
3447,r419,"Fall 2018, all surveyed fields -> Science and engineering",Imputation rate (%),Doctoral students,Full time,3,1.1
3447,r420,"Fall 2018, all surveyed fields -> Science and engineering",Imputation rate (%),Doctoral students,Part time,3,0.4
3447,r421,"Fall 2018, all surveyed fields -> Science and engineering -> Science",Total in survey,Master's students,Full time,3,151059
3447,r422,"Fall 2018, all surveyed fields -> Science and engineering -> Science",Total in survey,Master's students,Part time,3,90268
3447,r423,"Fall 2018, all surveyed fields -> Science and engineering -> Science",Total in survey,Doctoral students,Full time,3,170004
