table_id,row_id,time_period,column_level_1,column_level_2,column_hierarchy_depth,value
6013,r001,All institutions -> 1972<sup>b</sup>,Institutions,,1,252
6013,r002,All institutions -> 1972<sup>b</sup>,Schoolsa,,1,321
6013,r003,All institutions -> 1972<sup>b</sup>,Organizational units,Total,2,4568
6013,r004,All institutions -> 1972<sup>b</sup>,Organizational units,Master's,2,764
6013,r005,All institutions -> 1972<sup>b</sup>,Organizational units,Doctorate,2,3804
6013,r006,All institutions -> 1972<sup>b</sup>,Organizational units,Nondegree,2,0
6013,r007,All institutions -> 1972<sup>b</sup>,Graduate enrollment,Total,2,207859
6013,r008,All institutions -> 1972<sup>b</sup>,Graduate enrollment,Full time,2,159392
6013,r009,All institutions -> 1972<sup>b</sup>,Graduate enrollment,Part time,2,48467
6013,r010,All institutions -> 1973<sup>b</sup>,Institutions,,1,255
6013,r011,All institutions -> 1973<sup>b</sup>,Schoolsa,,1,333
6013,r012,All institutions -> 1973<sup>b</sup>,Organizational units,Total,2,6523
6013,r013,All institutions -> 1973<sup>b</sup>,Organizational units,Master's,2,851
6013,r014,All institutions -> 1973<sup>b</sup>,Organizational units,Doctorate,2,5557
6013,r015,All institutions -> 1973<sup>b</sup>,Organizational units,Nondegree,2,115
6013,r016,All institutions -> 1973<sup>b</sup>,Graduate enrollment,Total,2,214348
6013,r017,All institutions -> 1973<sup>b</sup>,Graduate enrollment,Full time,2,161525
6013,r018,All institutions -> 1973<sup>b</sup>,Graduate enrollment,Part time,2,52823
6013,r019,All institutions -> 1974<sup>b</sup>,Institutions,,1,276
6013,r020,All institutions -> 1974<sup>b</sup>,Schoolsa,,1,367
6013,r021,All institutions -> 1974<sup>b</sup>,Organizational units,Total,2,7468
6013,r022,All institutions -> 1974<sup>b</sup>,Organizational units,Master's,2,1387
6013,r023,All institutions -> 1974<sup>b</sup>,Organizational units,Doctorate,2,5951
6013,r024,All institutions -> 1974<sup>b</sup>,Organizational units,Nondegree,2,130
6013,r025,All institutions -> 1974<sup>b</sup>,Graduate enrollment,Total,2,259968
6013,r026,All institutions -> 1974<sup>b</sup>,Graduate enrollment,Full time,2,190562
6013,r027,All institutions -> 1974<sup>b</sup>,Graduate enrollment,Part time,2,69406
6013,r028,All institutions -> 1975,Institutions,,1,584
6013,r029,All institutions -> 1975,Schoolsa,,1,682
6013,r030,All institutions -> 1975,Organizational units,Total,2,9003
6013,r031,All institutions -> 1975,Organizational units,Master's,2,2829
6013,r032,All institutions -> 1975,Organizational units,Doctorate,2,6038
6013,r033,All institutions -> 1975,Organizational units,Nondegree,2,136
6013,r034,All institutions -> 1975,Graduate enrollment,Total,2,328510
6013,r035,All institutions -> 1975,Graduate enrollment,Full time,2,219648
6013,r036,All institutions -> 1975,Graduate enrollment,Part time,2,108862
6013,r037,All institutions -> 1976,Institutions,,1,594
6013,r038,All institutions -> 1976,Schoolsa,,1,693
6013,r039,All institutions -> 1976,Organizational units,Total,2,9110
6013,r040,All institutions -> 1976,Organizational units,Master's,2,2895
6013,r041,All institutions -> 1976,Organizational units,Doctorate,2,6074
6013,r042,All institutions -> 1976,Organizational units,Nondegree,2,141
6013,r043,All institutions -> 1976,Graduate enrollment,Total,2,333716
6013,r044,All institutions -> 1976,Graduate enrollment,Full time,2,223412
6013,r045,All institutions -> 1976,Graduate enrollment,Part time,2,110304
6013,r046,All institutions -> 1977,Institutions,,1,601
6013,r047,All institutions -> 1977,Schoolsa,,1,704
6013,r048,All institutions -> 1977,Organizational units,Total,2,9392
6013,r049,All institutions -> 1977,Organizational units,Master's,2,3081
6013,r050,All institutions -> 1977,Organizational units,Doctorate,2,6168
6013,r051,All institutions -> 1977,Organizational units,Nondegree,2,143
6013,r052,All institutions -> 1977,Graduate enrollment,Total,2,345374
6013,r053,All institutions -> 1977,Graduate enrollment,Full time,2,226738
6013,r054,All institutions -> 1977,Graduate enrollment,Part time,2,118636
6013,r055,All institutions -> 1978,Institutions,,1,599
6013,r056,All institutions -> 1978,Schoolsa,,1,708
6013,r057,All institutions -> 1978,Organizational units,Total,2,9509
6013,r058,All institutions -> 1978,Organizational units,Master's,2,3126
6013,r059,All institutions -> 1978,Organizational units,Doctorate,2,6239
6013,r060,All institutions -> 1978,Organizational units,Nondegree,2,144
6013,r061,All institutions -> 1978,Graduate enrollment,Total,2,339912
6013,r062,All institutions -> 1978,Graduate enrollment,Full time,2,223030
6013,r063,All institutions -> 1978,Graduate enrollment,Part time,2,116882
6013,r064,All institutions -> 1979,Institutions,,1,629
6013,r065,All institutions -> 1979,Schoolsa,,1,745
6013,r066,All institutions -> 1979,Organizational units,Total,2,9686
6013,r067,All institutions -> 1979,Organizational units,Master's,2,3203
