table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_level_5,industry_hierarchy_depth,field_economy,field_isic_rev_4_industry_codes,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022
10758,r085,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Motor vehicles, trailers, and semi-trailers","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,"Motor vehicles, trailers, and semi-trailers",5,EU-27,C29,120354,150942,170279,167994,184339,214685,211636,157473,198197,228450,208292,221500,245732,223320,242152,258776,272643,256077,210650,247030,236985
10758,r086,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Railroad, military vehicles, and transport equipment nec","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,"Railroad, military vehicles, and transport equipment nec",5,EU-27,C30X,7809,9333,7842,10131,11424,13201,15846,14738,13262,13155,12768,12990,13835,12317,12104,11996,13495,13078,11869,14829,15306
10758,r087,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Air and spacecraft and related machinery","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,Air and spacecraft and related machinery,5,EU-27,C303,16054,17904,19166,21262,22994,26706,32615,29537,29826,32482,34452,37843,41037,36638,38160,43129,44190,44957,34832,38839,39002
10758,r088,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Medical and dental instruments and supplies","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,Medical and dental instruments and supplies,5,EU-27,C325,25710,30852,33765,34273,36983,41380,46849,43755,43048,47152,43956,44081,44621,45646,44743,49874,56483,55168,54394,60152,56785
10758,r089,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI service industries","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI service industries,,4,EU-27,,197425,238751,276424,290892,313347,372530,420356,395614,395098,441775,422537,461965,483918,426544,449866,493295,563643,576203,591460,655587,641265
10758,r090,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI service industries -> Software publishing","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI service industries,Software publishing,5,EU-27,J582,13899,15821,18813,20409,22228,26363,33247,32677,34872,41677,37249,39106,42025,38009,40565,45304,58426,64870,69566,77820,74325
10758,r091,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI service industries -> IT and other information services","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI service industries,IT and other information services,5,EU-27,J62–63,125374,150173,173329,182719,197847,237867,267488,248419,244767,276280,267572,293005,309357,273507,291317,320538,368512,375568,383513,425781,425157
10758,r092,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI service industries -> Scientific R&D","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI service industries,Scientific R&D,5,EU-27,M72,58153,72757,84281,87764,93272,108300,119620,114518,115459,123818,117715,129854,132536,115028,117984,127452,136705,135765,138381,151987,141784
10758,r093,Analytical ratios (%),Analytical ratios (%),,,,,1,,,KTI shares (%),,,,,,,,,,,,,,,,,,,,
10758,r094,"Analytical ratios (%) -> KTI/all ISIC, Rev.4, industries (%)",Analytical ratios (%),"KTI/all ISIC, Rev.4, industries (%)",,,,2,EU-27,,11.3,11.1,11.0,10.9,11.0,11.1,10.8,10.2,10.8,11.2,11.2,11.4,11.6,12.3,12.5,12.7,12.9,12.8,12.8,12.9,12.6
10758,r095,Analytical ratios (%) -> KTI manufacturing industries/all KTI (%),Analytical ratios (%),KTI manufacturing industries/all KTI (%),,,,2,EU-27,,75.5,75.4,74.9,74.4,74.4,74.0,72.8,70.0,71.5,71.4,70.7,69.7,69.7,70.8,70.4,69.8,68.6,67.2,65.7,66.1,65.9
10758,r096,Analytical ratios (%) -> KTI service industries/all KTI (%),Analytical ratios (%),KTI service industries/all KTI (%),,,,2,EU-27,,24.5,24.6,25.1,25.6,25.6,26.0,27.2,30.0,28.5,28.6,29.3,30.3,30.3,29.2,29.6,30.2,31.4,32.8,34.3,33.9,34.1
10758,r097,&nbsp;,&nbsp;,,,,,1,,,Millions of current U.S. dollars,,,,,,,,,,,,,,,,,,,,
10758,r098,"All ISIC, Rev.4, industries","All ISIC, Rev.4, industries",,,,,1,France,A to U,1347198,1658644,1903677,1971242,2075602,2384929,2623752,2432094,2380895,2570329,2409590,2522486,2556921,2182051,2208753,2306041,2480962,2428378,2357709,2623448,2483076
10758,r099,"All ISIC, Rev.4, industries -> All manufacturing","All ISIC, Rev.4, industries",All manufacturing,,,,2,France,C (10–33),203188,241044,268472,268839,271908,309011,323790,284972,272891,297538,278094,291069,293217,254394,254123,262435,278183,273093,249737,267445,264876
10758,r100,"All ISIC, Rev.4, industries -> Total private services","All ISIC, Rev.4, industries",Total private services,,,,2,France,G to N,684639,849495,979752,1021814,1087546,1258159,1395186,1282966,1260392,1355827,1269396,1325174,1345721,1155422,1179585,1232838,1333243,1310259,1267124,1421215,1348545
10758,r101,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries","All ISIC, Rev.4, industries",Total private services,All KTI industries,,,3,France,,140970,166078,185086,186813,195739,221822,240372,216575,212369,227280,216187,228367,234788,204669,209644,220623,238777,237324,229584,248920,243125
10758,r102,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,,4,France,,85183,99229,109190,109284,112043,125483,132161,114492,111811,118440,111550,118050,119663,105346,105206,108206,115361,115034,101097,108255,104080
10758,r103,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Chemicals and chemical products","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,Chemicals and chemical products,5,France,C20,12071,14369,16189,17077,17185,20043,22206,20489,19231,21970,20561,23490,24151,21732,20962,23145,23528,23395,22767,28079,30728
10758,r104,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Pharmaceuticals, medicinal chemical, and botanical products","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,"Pharmaceuticals, medicinal chemical, and botanical products",5,France,C21,10814,13786,14639,15342,17112,17995,18137,16587,15596,16657,15140,15937,15281,13766,13841,14048,14861,14361,14771,13920,11828
10758,r105,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Weapons and ammunition","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,Weapons and ammunition,5,France,C252,821,925,925,941,1159,1319,1184,1116,1102,1171,1110,1211,1197,1007,998,772,667,1090,1145,1339,1263
10758,r106,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Computer, electronic, and optical products","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,"Computer, electronic, and optical products",5,France,C26,14779,16273,17881,16540,16566,18050,18001,15026,15177,15376,14122,14731,14757,12751,13086,13528,14266,14876,14019,13512,12788
10758,r107,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Electrical equipment","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,Electrical equipment,5,France,C27,7641,8589,9863,9275,9019,10634,11282,9938,9372,9665,9109,9396,9181,7533,7600,7847,8374,8006,7338,7621,6502
10758,r108,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Machinery and equipment nec","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,Machinery and equipment nec,5,France,C28,11370,13626,15437,15434,16232,18666,20053,15753,14932,17216,16111,16058,16567,13503,13091,13071,13839,13784,13432,15241,12068
10758,r109,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Motor vehicles, trailers, and semi-trailers","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,"Motor vehicles, trailers, and semi-trailers",5,France,C29,17499,20362,23638,21600,20360,22195,21834,17249,19011,19641,16490,16668,16697,14678,14879,15503,15755,15340,11671,12549,12725
10758,r110,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Railroad, military vehicles, and transport equipment nec","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,"Railroad, military vehicles, and transport equipment nec",5,France,C30X,1189,1174,1555,1444,1590,1834,2366,2490,2500,1123,1868,1970,2140,1892,1845,1719,1969,2033,1588,1895,2009
10758,r111,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Air and spacecraft and related machinery","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,Air and spacecraft and related machinery,5,France,C303,6316,6915,5573,8208,9338,10821,12955,11699,10872,11371,13150,14225,15316,14909,15139,15199,18350,18513,10731,10500,10609
10758,r112,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Medical and dental instruments and supplies","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,Medical and dental instruments and supplies,5,France,C325,2684,3209,3491,3423,3483,3927,4143,4144,4020,4250,3889,4363,4376,3575,3765,3373,3752,3635,3636,3599,3560
10758,r113,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI service industries","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI service industries,,4,France,,55787,66850,75896,77529,83696,96339,108211,102083,100558,108841,104637,110317,115125,99323,104437,112417,123416,122290,128487,140664,139045
10758,r114,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI service industries -> Software publishing","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI service industries,Software publishing,5,France,J582,3089,3527,4070,4399,4844,5465,7272,7098,7070,7737,8097,8160,8486,7446,8179,8925,9787,9427,12559,13817,9599
10758,r115,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI service industries -> IT and other information services","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI service industries,IT and other information services,5,France,J62–63,30769,36753,41779,42703,46914,54395,60602,55141,53986,58366,56061,58740,62127,54691,58483,62786,70826,71370,73632,81429,94118
10758,r116,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI service industries -> Scientific R&D","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI service industries,Scientific R&D,5,France,M72,21929,26570,30046,30428,31938,36478,40338,39845,39503,42738,40479,43417,44512,37186,37775,40707,42803,41492,42296,45419,35329
10758,r117,Analytical ratios (%),Analytical ratios (%),,,,,1,,,KTI shares (%),,,,,,,,,,,,,,,,,,,,
10758,r118,"Analytical ratios (%) -> KTI/all ISIC, Rev.4, industries (%)",Analytical ratios (%),"KTI/all ISIC, Rev.4, industries (%)",,,,2,France,,10.5,10.0,9.7,9.5,9.4,9.3,9.2,8.9,8.9,8.8,9.0,9.1,9.2,9.4,9.5,9.6,9.6,9.8,9.7,9.5,9.8
10758,r119,Analytical ratios (%) -> KTI manufacturing industries/all KTI (%),Analytical ratios (%),KTI manufacturing industries/all KTI (%),,,,2,France,,60.4,59.7,59.0,58.5,57.2,56.6,55.0,52.9,52.6,52.1,51.6,51.7,51.0,51.5,50.2,49.0,48.3,48.5,44.0,43.5,42.8
10758,r120,Analytical ratios (%) -> KTI service industries/all KTI (%),Analytical ratios (%),KTI service industries/all KTI (%),,,,2,France,,39.6,40.3,41.0,41.5,42.8,43.4,45.0,47.1,47.4,47.9,48.4,48.3,49.0,48.5,49.8,51.0,51.7,51.5,56.0,56.5,57.2
10758,r121,&nbsp;,&nbsp;,,,,,1,,,Millions of current U.S. dollars,,,,,,,,,,,,,,,,,,,,
10758,r122,"All ISIC, Rev.4, industries","All ISIC, Rev.4, industries",,,,,1,Germany,A to U,1871775,2253912,2545797,2572244,2706003,3076546,3350738,3047310,3053522,3362202,3168286,3356359,3496465,3018902,3122050,3309742,3570075,3477173,3492633,3825552,3647833
10758,r123,"All ISIC, Rev.4, industries -> All manufacturing","All ISIC, Rev.4, industries",All manufacturing,,,,2,Germany,C (10–33),409755,495331,562984,570782,618180,713435,747199,601013,668879,757769,711004,743753,785499,682923,716450,750250,795597,737918,704182,779512,686115
10758,r124,"All ISIC, Rev.4, industries -> Total private services","All ISIC, Rev.4, industries",Total private services,,,,2,Germany,G to N,900945,1086751,1225011,1243843,1304166,1484256,1617214,1498677,1442073,1586018,1481113,1579213,1643352,1422227,1457633,1543032,1668790,1633789,1651802,1802999,1761133
10758,r125,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries","All ISIC, Rev.4, industries",Total private services,All KTI industries,,,3,Germany,,283545,346348,393357,400834,434410,511471,538056,439176,494391,572577,541391,574402,615809,535225,564033,601113,647939,610357,582710,649358,580213
10758,r126,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,,4,Germany,,236440,290713,329748,333906,363903,425517,445149,351871,409011,469209,439270,458921,493532,429432,454011,482493,512488,472150,439342,491938,436500
10758,r127,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Chemicals and chemical products","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,Chemicals and chemical products,5,Germany,C20,33644,38923,43474,43546,44210,51349,55032,47314,53121,56488,51141,53014,55584,50396,52589,56013,55110,50668,52164,58151,46863
10758,r128,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Pharmaceuticals, medicinal chemical, and botanical products","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,"Pharmaceuticals, medicinal chemical, and botanical products",5,Germany,C21,12504,16793,19629,22044,23545,26982,31294,28523,27198,29602,28403,29553,31318,25289,28134,24755,29948,29015,30480,33768,32074
10758,r129,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Weapons and ammunition","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,Weapons and ammunition,5,Germany,C252,613,793,816,868,1003,1112,1185,1299,1259,1290,1443,1500,1400,1196,1397,1260,1671,1613,1717,1879,1821
10758,r130,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Computer, electronic, and optical products","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,"Computer, electronic, and optical products",5,Germany,C26,25086,31570,37819,37842,39725,49903,47858,34954,39688,44894,40585,43025,45208,42296,44600,45542,51107,48332,45205,46172,39499
10758,r131,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Electrical equipment","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,Electrical equipment,5,Germany,C27,29792,35556,41595,40314,45485,48176,53982,46511,51679,57312,52290,54474,57259,45775,47500,50361,53751,48135,46681,49611,43237
10758,r132,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Machinery and equipment nec","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,Machinery and equipment nec,5,Germany,C28,58328,70504,82263,84181,91901,110715,122913,90526,100372,118306,111598,116588,122054,104038,106663,115580,125134,114261,109598,122165,104727
10758,r133,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Motor vehicles, trailers, and semi-trailers","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,"Motor vehicles, trailers, and semi-trailers",5,Germany,C29,62261,79462,86619,85650,97283,114024,108133,80174,110419,132578,126070,132780,150399,133959,146622,155809,162985,149166,123875,145696,134915
10758,r134,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Railroad, military vehicles, and transport equipment nec","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,"Railroad, military vehicles, and transport equipment nec",5,Germany,C30X,1855,2257,89,2610,2820,2767,2800,3002,2854,3162,2852,2695,3446,3382,3250,3049,3377,2803,2883,3903,3668
10758,r135,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Air and spacecraft and related machinery","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,Air and spacecraft and related machinery,5,Germany,C303,5046,5685,7583,6734,6744,8123,9397,8278,9715,9892,10617,10935,11824,10446,10802,14730,12424,12775,11834,14556,14514
10758,r136,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Medical and dental instruments and supplies","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,Medical and dental instruments and supplies,5,Germany,C325,7310,9169,9860,10117,11187,12365,12556,11290,12706,15684,14272,14355,15041,12656,12455,15393,16980,15382,14903,16037,15182
10758,r137,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI service industries","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI service industries,,4,Germany,,47106,55635,63609,66928,70507,85955,92907,87305,85380,103368,102120,115481,122277,105793,110022,118621,135451,138208,143368,157420,143713
10758,r138,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI service industries -> Software publishing","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI service industries,Software publishing,5,Germany,J582,892,1001,1163,1252,1348,1657,599,594,768,2783,2699,2966,3288,2747,2648,2880,1766,1927,3304,3545,3201
10758,r139,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI service industries -> IT and other information services","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI service industries,IT and other information services,5,Germany,J62–63,33481,38534,44465,47412,50759,62928,68418,63183,61708,75578,74886,85822,91366,77813,81999,88463,103707,105151,108055,118637,106036
10758,r140,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI service industries -> Scientific R&D","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI service industries,Scientific R&D,5,Germany,M72,12733,16100,17981,18265,18399,21370,23890,23528,22905,25007,24535,26693,27624,25232,25375,27279,29979,31131,32009,35238,34477
10758,r141,Analytical ratios (%),Analytical ratios (%),,,,,1,,,KTI shares (%),,,,,,,,,,,,,,,,,,,,
10758,r142,"Analytical ratios (%) -> KTI/all ISIC, Rev.4, industries (%)",Analytical ratios (%),"KTI/all ISIC, Rev.4, industries (%)",,,,2,Germany,,15.1,15.4,15.5,15.6,16.1,16.6,16.1,14.4,16.2,17.0,17.1,17.1,17.6,17.7,18.1,18.2,18.1,17.6,16.7,17.0,15.9
10758,r143,Analytical ratios (%) -> KTI manufacturing industries/all KTI (%),Analytical ratios (%),KTI manufacturing industries/all KTI (%),,,,2,Germany,,83.4,83.9,83.8,83.3,83.8,83.2,82.7,80.1,82.7,81.9,81.1,79.9,80.1,80.2,80.5,80.3,79.1,77.4,75.4,75.8,75.2
10758,r144,Analytical ratios (%) -> KTI service industries/all KTI (%),Analytical ratios (%),KTI service industries/all KTI (%),,,,2,Germany,,16.6,16.1,16.2,16.7,16.2,16.8,17.3,19.9,17.3,18.1,18.9,20.1,19.9,19.8,19.5,19.7,20.9,22.6,24.6,24.2,24.8
10758,r145,Analytical ratios (%) -> &nbsp;,Analytical ratios (%),&nbsp;,,,,2,,,Millions of current U.S. dollars,,,,,,,,,,,,,,,,,,,,
10758,r146,"All ISIC, Rev.4, industries","All ISIC, Rev.4, industries",,,,,1,India,A to U,471275,550941,640893,754403,861874,1085936,1189016,1234350,1549162,1737061,1674016,1726274,1855274,1910291,2019455,2314643,2457613,2569301,2380045,2801144,3065950
10758,r147,"All ISIC, Rev.4, industries -> All manufacturing","All ISIC, Rev.4, industries",All manufacturing,,,,2,India,C (10–33),79781,93442,111286,131556,162493,199799,216721,225478,284335,302115,288709,286400,301913,322108,339628,380720,406497,389825,355088,448373,455137
10758,r148,"All ISIC, Rev.4, industries -> Total private services","All ISIC, Rev.4, industries",Total private services,,,,2,India,G to N,161847,192827,226047,270580,312016,395638,435830,439655,553096,625831,629472,660189,724016,753923,800073,910742,969801,1036088,920992,1081863,1217847
10758,r149,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries","All ISIC, Rev.4, industries",Total private services,All KTI industries,,,3,India,,30780,36441,44773,53546,60954,77286,83642,90583,110918,133361,124954,127453,141772,159472,168745,189884,199593,200744,173806,208935,227668
10758,r150,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,,4,India,,19702,23381,28737,34317,38693,48481,50327,54044,65093,79892,70453,64418,70149,80650,80773,88561,94809,90334,75608,92192,94960
10758,r151,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Chemicals and chemical products","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,Chemicals and chemical products,5,India,C20,5271,6011,7072,8074,8931,11716,12827,13305,15775,21689,16721,15908,15614,21114,20259,22137,23384,23555,23028,27170,29247
10758,r152,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Pharmaceuticals, medicinal chemical, and botanical products","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,"Pharmaceuticals, medicinal chemical, and botanical products",5,India,C21,3039,3438,4306,5075,5614,7365,8063,7915,9534,13722,11486,12344,13292,14276,14517,15691,17247,17377,16229,18549,17380
10758,r153,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Weapons and ammunition","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,Weapons and ammunition,5,India,C252,6,8,10,8,9,12,13,28,25,29,20,43,40,42,62,49,68,49,36,44,41
10758,r154,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Computer, electronic, and optical products","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,"Computer, electronic, and optical products",5,India,C26,2480,2882,2985,3653,4051,4743,4257,4390,4838,4326,3955,4200,3869,4481,4791,4968,5116,4578,3226,4146,3947
10758,r155,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Electrical equipment","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,Electrical equipment,5,India,C27,2456,2728,3292,4949,5501,6300,5970,6491,8104,8260,7553,6855,6621,7604,7720,8236,8436,7727,6070,7933,7036
10758,r156,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Machinery and equipment nec","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,Machinery and equipment nec,5,India,C28,3329,3873,5267,6118,6952,8888,9732,9142,10981,13128,12414,9379,10824,11259,11609,14213,13819,12989,9993,12625,13206
10758,r157,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Motor vehicles, trailers, and semi-trailers","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,"Motor vehicles, trailers, and semi-trailers",5,India,C29,1974,2959,3916,4256,5104,6472,6400,8909,10657,13381,13248,10771,14090,16091,15633,15987,18492,15296,10482,14137,16119
10758,r158,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Railroad, military vehicles, and transport equipment nec","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,"Railroad, military vehicles, and transport equipment nec",5,India,C30X,915,1199,1490,1774,2081,2414,2469,3180,4376,4335,4060,3795,4339,4498,4647,5515,6299,6645,4984,5988,6309
10758,r159,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Air and spacecraft and related machinery","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,Air and spacecraft and related machinery,5,India,C303,34,49,71,62,73,85,87,27,43,44,153,166,254,203,248,308,455,450,339,407,426
10758,r160,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI manufacturing industries -> Medical and dental instruments and supplies","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI manufacturing industries,Medical and dental instruments and supplies,5,India,C325,197,234,328,347,375,487,511,656,759,978,843,958,1207,1083,1286,1456,1492,1668,1221,1194,1248
10758,r161,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI service industries","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI service industries,,4,India,,11078,13060,16037,19229,22261,28805,33315,36539,45825,53469,54501,63035,71623,78822,87972,101323,104784,110410,98197,116743,132708
10758,r162,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI service industries -> Software publishing","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI service industries,Software publishing,5,India,J582,472,579,558,839,987,1260,1304,1361,1194,1395,1287,1351,1311,1312,1402,1556,1546,1667,1383,1621,1887
10758,r163,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI service industries -> IT and other information services","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI service industries,IT and other information services,5,India,J62–63,7789,9165,11367,13505,15624,20228,23543,25740,32688,38233,35560,40904,45115,50313,54445,61893,62373,65899,53576,63873,75283
10758,r164,"All ISIC, Rev.4, industries -> Total private services -> All KTI industries -> KTI service industries -> Scientific R&D","All ISIC, Rev.4, industries",Total private services,All KTI industries,KTI service industries,Scientific R&D,5,India,M72,2817,3315,4111,4885,5651,7316,8468,9438,11943,13840,17654,20780,25197,27198,32125,37874,40865,42844,43239,51249,55539
10758,r165,Analytical ratios (%),Analytical ratios (%),,,,,1,,,KTI shares (%),,,,,,,,,,,,,,,,,,,,
10758,r166,"Analytical ratios (%) -> KTI/all ISIC, Rev.4, industries (%)",Analytical ratios (%),"KTI/all ISIC, Rev.4, industries (%)",,,,2,India,,6.5,6.6,7.0,7.1,7.1,7.1,7.0,7.3,7.2,7.7,7.5,7.4,7.6,8.3,8.4,8.2,8.1,7.8,7.3,7.5,7.4
10758,r167,Analytical ratios (%) -> KTI manufacturing industries/all KTI (%),Analytical ratios (%),KTI manufacturing industries/all KTI (%),,,,2,India,,64.0,64.2,64.2,64.1,63.5,62.7,60.2,59.7,58.7,59.9,56.4,50.5,49.5,50.6,47.9,46.6,47.5,45.0,43.5,44.1,41.7
10758,r168,Analytical ratios (%) -> KTI service industries/all KTI (%),Analytical ratios (%),KTI service industries/all KTI (%),,,,2,India,,36.0,35.8,35.8,35.9,36.5,37.3,39.8,40.3,41.3,40.1,43.6,49.5,50.5,49.4,52.1,53.4,52.5,55.0,56.5,55.9,58.3
10758,r169,&nbsp;,&nbsp;,,,,,1,,,Millions of current U.S. dollars,,,,,,,,,,,,,,,,,,,,
10758,r170,"All ISIC, Rev.4, industries","All ISIC, Rev.4, industries",,,,,1,Italy,A to U,1146637,1424106,1627449,1672987,1745307,1984190,2161969,1980494,1919546,2059055,1873381,1927227,1940673,1650346,1684397,1755677,1876360,1803823,1711838,1889715,1960795
10758,r171,"All ISIC, Rev.4, industries -> All manufacturing","All ISIC, Rev.4, industries",All manufacturing,,,,2,Italy,C (10–33),213755,253974,286744,288639,303980,352645,370784,300587,303638,325854,289059,297214,301766,264285,277450,291892,313851,299356,275927,314249,325440
10758,r172,"All ISIC, Rev.4, industries -> Total private services","All ISIC, Rev.4, industries",Total private services,,,,2,Italy,G to N,582951,731115,834281,860522,892230,1017521,1107626,1030106,997716,1074518,982593,1011448,1029441,879766,898330,937450,1000666,966132,906374,989667,1001679
