table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_engineering,field_other_fields
10844,r001,All agencies,All agencies,,,,,1,39068958,1374480,2143679,20680390,514912,3827139,2978215,1141534,4164407,2244201
10844,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,
10844,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,1156873,9228,19907,849838,4366,40701,11457,76916,69428,75031
10844,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,207271,269,912,190420,0,13307,0,497,1865,0
10844,r005,All agencies -> Departments -> Department of Agriculture -> Animal and Plant Health Inspection Service,All agencies,Departments,Department of Agriculture,Animal and Plant Health Inspection Service,,4,7231,0,0,7231,0,0,0,0,0,0
10844,r006,All agencies -> Departments -> Department of Agriculture -> Economic Research Service,All agencies,Departments,Department of Agriculture,Economic Research Service,,4,5166,0,0,0,0,0,0,5166,0,0
10844,r007,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,23774,1238,5820,10337,0,441,0,5391,546,0
10844,r008,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,54,54,0,0,0,0,0,0,0,0
10844,r009,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,912622,7668,13174,641096,4366,26953,11457,65861,67017,75031
10844,r010,All agencies -> Departments -> Department of Agriculture -> Natural Resources Conservation Service,All agencies,Departments,Department of Agriculture,Natural Resources Conservation Service,,4,755,0,0,755,0,0,0,0,0,0
10844,r011,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,333042,7805,227011,12557,332,32742,0,6961,43275,2359
10844,r012,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,72283,6232,3247,160,174,23028,0,374,39067,0
10844,r013,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,260759,1573,223763,12397,157,9714,0,6587,4208,2359
10844,r014,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,2478391,394262,240149,303373,36411,152619,37034,20234,906745,387566
