table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_domestic_r_d_us_millions_,field_percent_of_domestic_sales_of_r_d_performers_or_fundersa,field_percent_of_domestic_sales_of_r_d_performersb
8830,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['80,901', '']","['1', '&nbsp;']","['1', '&nbsp;']"
8830,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['51,077', '']","['1', '&nbsp;']","['1', '&nbsp;']"
8830,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['255', '']","['*', '&nbsp;']","['*', '&nbsp;']"
8830,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['125', '']","['0', '&nbsp;']","['0', '&nbsp;']"
8830,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['9', '']","['*', '&nbsp;']","['*', '&nbsp;']"
8830,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['3', '']","['*', '&nbsp;']","['*', '&nbsp;']"
8830,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['0 - 2', '']","['D', '&nbsp;']","['D', '&nbsp;']"
8830,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['1', '']","['*', '&nbsp;']","['*', '&nbsp;']"
8830,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['102', '']","['*', '&nbsp;']","['*', '&nbsp;']"
8830,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['15,888', '']","['1', '&nbsp;']","['1', '&nbsp;']"
8830,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['172', '']","['0', '&nbsp;']","['0', '&nbsp;']"
8830,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['101', '']","['0', '&nbsp;']","['0', '&nbsp;']"
8830,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['288 - 304', '']","['D', '&nbsp;']","['D', '&nbsp;']"
8830,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['15,083', '']","['3', '&nbsp;']","['3', '&nbsp;']"
8830,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['196', '']","['0', '&nbsp;']","['0', '&nbsp;']"
8830,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['32 - 47', '']","['D', '&nbsp;']","['D', '&nbsp;']"
8830,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['28', '']","['*', '&nbsp;']","['*', '&nbsp;']"
8830,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['99', '']","['0', '&nbsp;']","['0', '&nbsp;']"
8830,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['21', '']","['*', '&nbsp;']","['*', '&nbsp;']"
