table_id,row_id,impact,companies_number_,increase,decrease,no_impact,don_t_know
11569,r001,Number of workers employed,"['97,227', '&nbsp;']","['13.7', '&nbsp;']","['6.9', '&nbsp;']","['66.0', '&nbsp;']","['13.4', '&nbsp;']"
11569,r002,Skill level of workers employed,"['97,227', '&nbsp;']","['26.7', '&nbsp;']","['4.4', '&nbsp;']","['55.2', '&nbsp;']","['13.7', '&nbsp;']"
11569,r003,"Scientific, technological, engineering, and mathematical skills of workers","['97,227', '&nbsp;']","['19.8', '&nbsp;']","['3.3', '&nbsp;']","['60.9', '&nbsp;']","['16.0', '&nbsp;']"
11569,r004,Number of production workers,"['97,227', '&nbsp;']","['7.4', '&nbsp;']","['5.5', '&nbsp;']","['71.9', '&nbsp;']","['15.2', '&nbsp;']"
11569,r005,Number of nonproduction workers,"['97,227', '&nbsp;']","['5.3', '&nbsp;']","['4.7', '&nbsp;']","['73.9', '&nbsp;']","['16.1', '&nbsp;']"
11569,r006,Number of supervisory workers,"['97,227', '&nbsp;']","['6.8', '&nbsp;']","['4.0', '&nbsp;']","['74.1', '&nbsp;']","['15.1', '&nbsp;']"
11569,r007,Number of nonsupervisory workers,"['97,227', '&nbsp;']","['6.2', '&nbsp;']","['4.4', '&nbsp;']","['73.7', '&nbsp;']","['15.7', '&nbsp;']"
