table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_intramurala,field_extramural_united_states_and_u_s_territories_industry,field_extramural_united_states_and_u_s_territories_industry_administered_ffrdcs,field_extramural_united_states_and_u_s_territories_universities_and_colleges,field_extramural_united_states_and_u_s_territories_university_administered_ffrdcs,field_extramural_united_states_and_u_s_territories_other_nonprofits,field_extramural_united_states_and_u_s_territories_nonprofit_administered_ffrdcs,field_extramural_united_states_and_u_s_territories_state_local_governments,field_extramural_foreign
3882,r001,All agencies,All agencies,,,,,1,85262440.2,19465238.9,10832746.6,4214497.6,34389565.4,4729951.9,8177829.8,2436187.5,503655.8,512766.8
3882,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,
3882,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,2689286.2,1594871.3,36985.5,0.0,1009782.4,0.0,38571.3,0.0,7015.9,2059.8
3882,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Marketing Service,All agencies,Departments,Department of Agriculture,Agricultural Marketing Service,,4,3476.3,3476.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3882,r005,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,1272600.0,1174754.5,0.0,0.0,85940.0,0.0,9656.5,0.0,235.2,2013.8
3882,r006,All agencies -> Departments -> Department of Agriculture -> Animal and Plant Health Inspection Service,All agencies,Departments,Department of Agriculture,Animal and Plant Health Inspection Service,,4,18856.0,13555.1,0.0,0.0,5300.9,0.0,0.0,0.0,0.0,0.0
3882,r007,All agencies -> Departments -> Department of Agriculture -> Economic Research Service,All agencies,Departments,Department of Agriculture,Economic Research Service,,4,85257.0,73633.0,5700.0,0.0,3680.0,0.0,2235.0,0.0,9.0,0.0
3882,r008,All agencies -> Departments -> Department of Agriculture -> Foreign Agricultural Service,All agencies,Departments,Department of Agriculture,Foreign Agricultural Service,,4,500.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0
3882,r009,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,259239.9,232065.5,416.3,0.0,17757.8,0.0,2496.5,0.0,6457.8,46.0
3882,r010,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,5407.9,4779.5,0.0,0.0,249.3,0.0,379.2,0.0,0.0,0.0
3882,r011,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,1040000.0,92607.5,30869.2,0.0,895205.4,0.0,21004.1,0.0,313.9,0.0
3882,r012,All agencies -> Departments -> Department of Agriculture -> Rural Business-Cooperative Service,All agencies,Departments,Department of Agriculture,Rural Business-Cooperative Service,,4,3949.2,0.0,0.0,0.0,1149.2,0.0,2800.0,0.0,0.0,0.0
3882,r013,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,1370429.6,978323.1,60267.0,0.0,297028.4,2500.7,6341.0,19574.1,4366.6,2028.6
3882,r014,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,747936.6,611988.1,48371.3,0.0,58280.8,0.0,4884.2,19574.1,2819.8,2018.2
3882,r015,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,575822.0,319664.0,11895.7,0.0,238747.7,2500.7,1456.8,0.0,1546.7,10.4
3882,r016,All agencies -> Departments -> Department of Commerce -> National Telecommunications and Information Administration,All agencies,Departments,Department of Commerce,National Telecommunications and Information Administration,,4,8180.0,8180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3882,r017,All agencies -> Departments -> Department of Commerce -> U.S. Census Bureau,All agencies,Departments,Department of Commerce,U.S. Census Bureau,,4,38491.0,38491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3882,r018,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,8464939.1,2584941.2,2957599.6,67761.8,2214005.8,93085.3,353369.4,75253.4,4004.1,114918.6
3882,r019,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,1994780.0,94293.4,1027351.4,28674.0,621207.6,30693.1,128904.8,22804.8,777.6,40073.4
3882,r020,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,2164776.1,957427.8,686204.3,2365.6,444464.4,2339.0,35161.7,5969.2,499.7,30344.5
3882,r021,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,1812810.5,650934.7,693715.5,519.7,364716.4,2442.6,73536.2,14048.4,2115.8,10781.2
3882,r022,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,1546788.7,523581.1,294901.9,6503.3,587595.6,1666.1,92921.2,8979.8,611.1,30028.7
3882,r023,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,945783.7,358704.2,255426.5,29699.3,196021.9,55944.5,22845.5,23451.2,0.0,3690.7
3882,r024,All agencies -> Departments -> Department of Education,All agencies,Departments,Department of Education,,,3,191301.1,8407.3,5165.8,0.0,129944.9,0.0,47226.2,250.0,306.8,0.0
3882,r025,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,12681707.7,1278278.4,1807009.6,3600803.7,1448088.7,2283736.7,64290.7,2156274.3,43225.6,0.0
3882,r026,All agencies -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,212500.0,0.0,89831.9,11106.7,85616.7,5640.5,7319.6,12984.8,0.0,0.0
3882,r027,All agencies -> Departments -> Department of Energy -> Electricity Delivery and Energy Reliability,All agencies,Departments,Department of Energy,Electricity Delivery and Energy Reliability,,4,83285.0,1903.9,5488.5,19420.8,9877.6,8341.8,5821.6,32173.6,257.2,0.0
3882,r028,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,1546376.0,0.0,360638.8,116345.6,374640.0,163892.4,0.0,517940.8,12918.4,0.0
3882,r029,All agencies -> Departments -> Department of Energy -> Environmental Management,All agencies,Departments,Department of Energy,Environmental Management,,4,3818.1,0.0,1054.4,808.5,1584.0,198.0,0.0,173.3,0.0,0.0
3882,r030,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,680000.0,605000.0,0.0,13000.0,34000.0,9000.0,0.0,19000.0,0.0,0.0
3882,r031,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,4370780.6,165666.0,911299.0,3089620.8,94110.0,12076.0,39670.5,58288.3,50.0,0.0
3882,r032,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,4131021.0,155666.0,905334.5,2948100.0,80360.0,390.0,39670.5,1500.0,0.0,0.0
3882,r033,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,239759.6,10000.0,5964.5,141520.8,13750.0,11686.0,0.0,56788.3,50.0,0.0
3882,r034,All agencies -> Departments -> Department of Energy -> Nuclear Energy,All agencies,Departments,Department of Energy,Nuclear Energy,,4,435425.1,925.4,177034.1,145127.4,41520.5,25261.8,0.0,45555.8,0.0,0.0
3882,r035,"All agencies -> Departments -> Department of Energy -> Office of Cybersecurity, Energy Security, and Emergency Response",All agencies,Departments,Department of Energy,"Office of Cybersecurity, Energy Security, and Emergency Response",,4,24603.0,30.0,12573.0,6000.0,0.0,5000.0,1000.0,0.0,0.0,0.0
3882,r036,All agencies -> Departments -> Department of Energy -> Office of Science,All agencies,Departments,Department of Energy,Office of Science,,4,5324920.0,504753.0,249090.0,199374.1,806740.0,2054326.2,10479.0,1470157.7,30000.0,0.0
3882,r037,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,40742959.7,8180759.5,2163469.3,527855.8,22860558.7,22812.3,6387771.7,33964.8,279366.1,286401.6
3882,r038,All agencies -> Departments -> Department of Health and Human Services -> Administration for Children and Families,All agencies,Departments,Department of Health and Human Services,Administration for Children and Families,,4,1575.0,575.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
3882,r039,All agencies -> Departments -> Department of Health and Human Services -> Administration for Community Living,All agencies,Departments,Department of Health and Human Services,Administration for Community Living,,4,71822.2,0.0,199.9,0.0,52282.0,0.0,18967.8,0.0,372.5,0.0
3882,r040,All agencies -> Departments -> Department of Health and Human Services -> Agency for Healthcare Research and Quality,All agencies,Departments,Department of Health and Human Services,Agency for Healthcare Research and Quality,,4,308145.0,48270.0,131483.0,0.0,98720.2,0.0,29580.0,0.0,91.8,0.0
3882,r041,All agencies -> Departments -> Department of Health and Human Services -> Agency for Toxic Substances and Disease Registry,All agencies,Departments,Department of Health and Human Services,Agency for Toxic Substances and Disease Registry,,4,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,0.0
3882,r042,All agencies -> Departments -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies,Departments,Department of Health and Human Services,Centers for Disease Control and Prevention,,4,351895.7,130483.0,5655.0,0.0,128812.6,928.6,33436.4,0.0,25544.9,27035.2
3882,r043,All agencies -> Departments -> Department of Health and Human Services -> Centers for Medicare and Medicaid Services,All agencies,Departments,Department of Health and Human Services,Centers for Medicare and Medicaid Services,,4,136000.0,0.0,0.0,0.0,12000.0,0.0,0.0,0.0,124000.0,0.0
3882,r044,All agencies -> Departments -> Department of Health and Human Services -> Food and Drug Administration,All agencies,Departments,Department of Health and Human Services,Food and Drug Administration,,4,495000.0,361904.8,11502.9,0.0,72585.6,0.0,39815.0,0.0,2111.8,7079.8
3882,r045,All agencies -> Departments -> Department of Health and Human Services -> Health Resources and Services Administration,All agencies,Departments,Department of Health and Human Services,Health Resources and Services Administration,,4,31521.8,3655.1,0.0,0.0,23492.6,0.0,4374.1,0.0,0.0,0.0
3882,r046,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,39323000.0,7633119.4,2009128.2,527855.8,22470520.0,21883.7,6253996.5,33964.8,120245.1,252286.6
3882,r047,All agencies -> Departments -> Department of Health and Human Services -> Office of the Secretary of Health and Human Services,All agencies,Departments,Department of Health and Human Services,Office of the Secretary of Health and Human Services,,4,17000.0,2752.2,5500.2,0.0,2145.7,0.0,6601.9,0.0,0.0,0.0
