table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_dod,field_doe,field_nasa,field_nih,field_dhs,field_dot,field_epa,field_nsf,field_all_other_agencies
756,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['229', '&nbsp;']","['70', '&nbsp;']","['19', '&nbsp;']","['87', '&nbsp;']","['44', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['1', '&nbsp;']","['9', '&nbsp;']"
756,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['4', 'i']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['4', 'i']","['0', '&nbsp;']","['0', '&nbsp;']","['*', 'i']","['*', '&nbsp;']","['*', 'i']"
756,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['25', '&nbsp;']","['8', '&nbsp;']","['10', '&nbsp;']","['2', '&nbsp;']","['5', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['1', 'i']","['0', '&nbsp;']","['*', '&nbsp;']"
756,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['26,990', '&nbsp;']","['18,163', '&nbsp;']","['1,727', 'i']","['4,331', 'i']","['877', 'i']","['47', '&nbsp;']","['117', '&nbsp;']","['5', '&nbsp;']","['16', '&nbsp;']","['1,707', '&nbsp;']"
756,r074,All companies (number of domestic employees) -> Micro companies<sup>a</sup>,All companies (number of domestic employees),Micro companies<sup>a</sup>,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
756,r075,All companies (number of domestic employees) -> Micro companies<sup>a</sup> -> 5&#8211;9,All companies (number of domestic employees),Micro companies<sup>a</sup>,5&#8211;9,,,3,–,"['412', 'i']","['83', '&nbsp;']","['168', 'i']","['40', 'i']","['115', 'i']","['*', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['4', '&nbsp;']","['1', '&nbsp;']"
756,r076,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
756,r077,All companies (number of domestic employees) -> Small companies -> 10&#8211;19,All companies (number of domestic employees),Small companies,10&#8211;19,,,3,–,"['317', 'i']","['92', '&nbsp;']","['126', 'i']","['27', 'i']","['52', 'i']","['*', '&nbsp;']","['0', '&nbsp;']","['*', 'i']","['3', '&nbsp;']","['17', '&nbsp;']"
756,r078,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['1,024', '&nbsp;']","['444', '&nbsp;']","['155', 'i']","['64', 'i']","['163', 'i']","['2', '&nbsp;']","['100', '&nbsp;']","['*', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
756,r079,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
756,r080,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['532', '&nbsp;']","['234', '&nbsp;']","['124', 'i']","['28', 'i']","['120', 'i']","['1', '&nbsp;']","['2', '&nbsp;']","['*', '&nbsp;']","['4', '&nbsp;']","['18', '&nbsp;']"
756,r081,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['1,006', '&nbsp;']","['617', '&nbsp;']","['218', 'i']","['38', '&nbsp;']","['86', '&nbsp;']","['12', '&nbsp;']","['*', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']","['34', '&nbsp;']"
756,r082,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
756,r083,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['723', '&nbsp;']","['230', 'i']","['264', '&nbsp;']","['83', '&nbsp;']","['46', '&nbsp;']","['1', '&nbsp;']","['D', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']"
756,r084,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['183', '&nbsp;']","['98', '&nbsp;']","['6', 'i']","['D', '&nbsp;']","['49', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']"
756,r085,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['1,644', 'i']","['1,053', 'i']","['229', 'i']","['61', '&nbsp;']","['90', 'i']","['4', '&nbsp;']","['D', '&nbsp;']","['1', 'i']","['2', '&nbsp;']","['D', '&nbsp;']"
756,r086,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['891', '&nbsp;']","['402', '&nbsp;']","['34', '&nbsp;']","['D', '&nbsp;']","['146', '&nbsp;']","['11', '&nbsp;']","['6', '&nbsp;']","['1', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']"
756,r087,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['4,244', '&nbsp;']","['3,250', '&nbsp;']","['108', '&nbsp;']","['814', 'i']","['*', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']","['D', '&nbsp;']"
756,r088,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['16,013', 'i']","['11,660', '&nbsp;']","['295', 'i']","['3,111', 'i']","['9', '&nbsp;']","['16', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
