table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_obligations_2019,field_obligations_2020_preliminary_,field_outlays_2019,field_outlays_2020_preliminary_
3915,r001,All agencies,All agencies,,,,,1,4376447.8,4759030.8,5015850.8,5713634.2
3915,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,
3915,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,28992.4,430008.0,48947.5,109008.0
3915,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,19356.8,428000.0,39311.9,107000.0
3915,r005,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,9635.6,2008.0,9635.6,2008.0
3915,r006,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,464332.3,618526.0,385714.6,343220.0
3915,r007,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,118969.3,371979.0,132714.6,151220.0
3915,r008,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,345363.0,246547.0,253000.0,192000.0
3915,r009,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,609655.9,305580.7,353254.8,331247.0
3915,r010,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,192630.2,160405.1,205069.9,202958.5
3915,r011,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,143167.7,134322.2,126334.7,117241.2
3915,r012,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,273858.0,10853.4,21850.2,11047.3
3915,r013,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,2245499.5,2403147.0,3236625.9,3849515.5
3915,r014,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,305460.0,418575.0,1738392.0,1953409.0
3915,r015,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,23000.0,29000.0,23000.0,29000.0
3915,r016,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,337342.0,292492.0,275351.0,281509.5
3915,r017,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,337342.0,281492.0,275351.0,272509.5
3915,r018,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,0.0,11000.0,0.0,9000.0
3915,r019,All agencies -> Departments -> Department of Energy -> Nuclear Energy,All agencies,Departments,Department of Energy,Nuclear Energy,,4,0.0,65000.0,0.0,26000.0
3915,r020,All agencies -> Departments -> Department of Energy -> Office of Science,All agencies,Departments,Department of Energy,Office of Science,,4,1579697.5,1598080.0,1199882.9,1559597.0
3915,r021,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,243000.0,265000.0,156000.0,223000.0
3915,r022,All agencies -> Departments -> Department of Health and Human Services -> Centers for Medicare and Medicaid Services,All agencies,Departments,Department of Health and Human Services,Centers for Medicare and Medicaid Services,,4,0.0,0.0,0.05,0.0
3915,r023,All agencies -> Departments -> Department of Health and Human Services -> Food and Drug Administration,All agencies,Departments,Department of Health and Human Services,Food and Drug Administration,,4,26000.0,35000.0,26000.0,35000.0
3915,r024,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,217000.0,230000.0,130000.0,188000.0
3915,r025,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,1306.0,0.0,206306.0,170000.0
3915,r026,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,0.0,0.0,205000.0,170000.0
3915,r027,All agencies -> Departments -> Department of Homeland Security -> U.S. Coast Guard,All agencies,Departments,Department of Homeland Security,U.S. Coast Guard,,4,1306.0,0.0,1306.0,0.0
3915,r028,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,4646.5,8397.9,3706.3,6349.5
3915,r029,All agencies -> Departments -> Department of the Interior -> Bureau of Reclamation,All agencies,Departments,Department of the Interior,Bureau of Reclamation,,4,1150.0,1150.0,1150.0,1150.0
3915,r030,All agencies -> Departments -> Department of the Interior -> Bureau of Safety and Environmental Enforcement,All agencies,Departments,Department of the Interior,Bureau of Safety and Environmental Enforcement,,4,3496.5,7247.9,2556.3,5199.5
3915,r031,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,39261.0,49418.8,37688.8,36762.0
3915,r032,All agencies -> Departments -> Department of Transportation -> Federal Aviation Administration,All agencies,Departments,Department of Transportation,Federal Aviation Administration,,4,37269.8,47682.8,36000.0,35000.0
3915,r033,All agencies -> Departments -> Department of Transportation -> Federal Railroad Administration,All agencies,Departments,Department of Transportation,Federal Railroad Administration,,4,1991.2,1736.0,1688.8,1762.0
3915,r034,All agencies -> Departments -> Department of the Treasury,All agencies,Departments,Department of the Treasury,,,3,4133.8,1266.4,4133.8,1266.4
3915,r035,All agencies -> Departments -> Department of the Treasury -> Bureau of Engraving and Printing,All agencies,Departments,Department of the Treasury,Bureau of Engraving and Printing,,4,1860.0,1000.0,1860.0,1000.0
3915,r036,All agencies -> Departments -> Department of the Treasury -> U.S. Mint,All agencies,Departments,Department of the Treasury,U.S. Mint,,4,2273.8,266.4,2273.8,266.4
3915,r037,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,
3915,r038,All agencies -> Other agencies -> Environmental Protection Agency,All agencies,Other agencies,Environmental Protection Agency,,,3,4695.0,4499.0,4695.0,4499.0
3915,r039,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,46225.4,86347.0,78218.3,76206.8
3915,r040,All agencies -> Other agencies -> National Science Foundation,All agencies,Other agencies,National Science Foundation,,,3,652140.0,554280.0,468000.0,530000.0
3915,r041,All agencies -> Other agencies -> Smithsonian Institution,All agencies,Other agencies,Smithsonian Institution,,,3,32560.0,32560.0,32560.0,32560.0
