table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_federal_obligations,field_r_d,field_r_d_plant,field_facilities_and_equipment_for_instruction_in_s_e,field_s_e_fellowships_traineeships_and_training_grants,field_other_general_support_for_s_e
11232,r1065,All institutions -> St. Cloud State U.,All institutions,St. Cloud State U.,2,1064,30,30,0,0,0,0
11232,r1066,All institutions -> Augsburg U.,All institutions,Augsburg U.,2,1065,30,30,0,0,0,0
11232,r1067,All institutions -> Robert Morris U.,All institutions,Robert Morris U.,2,1066,30,30,0,0,0,0
11232,r1068,All institutions -> Heritage U.,All institutions,Heritage U.,2,1067,29,29,0,0,0,0
11232,r1069,All institutions -> Saint Augustine's U.,All institutions,Saint Augustine's U.,2,1068,27,27,0,0,0,0
11232,r1070,All institutions -> Hartwick C.,All institutions,Hartwick C.,2,1069,27,27,0,0,0,0
11232,r1071,All institutions -> Northern Michigan U.,All institutions,Northern Michigan U.,2,1070,25,25,0,0,0,0
11232,r1072,All institutions -> Delaware Valley U.,All institutions,Delaware Valley U.,2,1071,25,25,0,0,0,0
11232,r1073,All institutions -> Laredo C.,All institutions,Laredo C.,2,1071,25,0,0,0,0,25
11232,r1074,All institutions -> Kalamazoo C.,All institutions,Kalamazoo C.,2,1073,21,21,0,0,0,0
11232,r1075,All institutions -> Lourdes U.,All institutions,Lourdes U.,2,1074,20,0,0,0,20,0
11232,r1076,All institutions -> Drake U.,All institutions,Drake U.,2,1075,16,16,0,0,0,0
11232,r1077,"All institutions -> Saint Mary's C., Notre Dame",All institutions,"Saint Mary's C., Notre Dame",2,1076,16,16,0,0,0,0
11232,r1078,All institutions -> Pacific Lutheran U.,All institutions,Pacific Lutheran U.,2,1077,15,0,0,0,0,15
11232,r1079,All institutions -> Calvin U.,All institutions,Calvin U.,2,1078,10,10,0,0,0,0
11232,r1080,All institutions -> Dallas County Community C. District,All institutions,Dallas County Community C. District,2,1079,10,10,0,0,0,0
11232,r1081,All institutions -> Knox C.,All institutions,Knox C.,2,1079,10,0,0,0,10,0
11232,r1082,All institutions -> Waynesburg U.,All institutions,Waynesburg U.,2,1081,8,8,0,0,0,0
11232,r1083,All institutions -> Graduate School USA,All institutions,Graduate School USA,2,1082,8,8,0,0,0,0
11232,r1084,All institutions -> Defense Acquisition U.,All institutions,Defense Acquisition U.,2,1083,7,7,0,0,0,0
11232,r1085,All institutions -> Wilkes U.,All institutions,Wilkes U.,2,1084,5,5,0,0,0,0
11232,r1086,All institutions -> Eastern Connecticut State U.,All institutions,Eastern Connecticut State U.,2,1085,5,5,0,0,0,0
11232,r1087,All institutions -> Bellevue C.,All institutions,Bellevue C.,2,1086,5,0,0,0,5,0
11232,r1088,All institutions -> Northwest Florida State C.,All institutions,Northwest Florida State C.,2,1087,4,4,0,0,0,0
11232,r1089,All institutions -> U. Phoenix,All institutions,U. Phoenix,2,1088,3,3,0,0,0,0
11232,r1090,All institutions -> American Public U. System,All institutions,American Public U. System,2,1089,1,1,0,0,0,0
