table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
4333,r001,All HBCUs,All HBCUs,,1,-,257586.5,231942.0,217599.9,241643.1,256660.1,257894.2,234460.4,247102.8,232794.6
4333,r002,All HBCUs -> North Carolina Agricultural and Technical State U.,All HBCUs,North Carolina Agricultural and Technical State U.,2,1,15189.2,15810.9,14811.4,19689.4,18471.2,17317.6,17938.9,20872.3,16659.0
4333,r003,All HBCUs -> Morehouse School of Medicine,All HBCUs,Morehouse School of Medicine,2,2,20981.3,23000.5,23583.1,27586.9,24987.6,24542.8,17947.0,18407.7,14758.1
4333,r004,All HBCUs -> Howard U.,All HBCUs,Howard U.,2,3,13529.1,15437.2,11635.1,14743.2,14745.9,13826.6,10515.7,13772.3,13082.1
4333,r005,All HBCUs -> North Carolina Central U.,All HBCUs,North Carolina Central U.,2,4,7345.3,5608.9,4589.4,7011.1,5157.8,7510.1,10837.6,12310.8,11965.3
4333,r006,All HBCUs -> Morgan State U.,All HBCUs,Morgan State U.,2,5,3677.0,2835.6,3971.5,7325.0,8730.7,6634.7,5611.1,6845.3,11740.6
4333,r007,All HBCUs -> Tennessee State U.,All HBCUs,Tennessee State U.,2,6,9620.0,6854.6,6885.7,6013.8,8453.6,9164.4,7851.9,8914.8,10877.2
4333,r008,All HBCUs -> Florida A&M U.,All HBCUs,Florida A&M U.,2,7,8722.6,7433.2,10477.8,11691.6,13104.2,11836.4,15428.2,8393.6,10737.3
4333,r009,All HBCUs -> Meharry Medical C.,All HBCUs,Meharry Medical C.,2,8,20387.1,18703.3,15201.9,11052.8,9383.2,11121.7,13688.5,14096.6,9501.5
4333,r010,All HBCUs -> Virginia State U.,All HBCUs,Virginia State U.,2,9,3974.3,3739.4,3392.1,4058.1,3818.4,5513.4,5124.0,6541.0,8502.9
4333,r011,All HBCUs -> Delaware State U.,All HBCUs,Delaware State U.,2,10,3786.2,7076.6,7526.3,7062.2,6140.9,6070.0,6002.5,8570.4,8411.3
