table_id,row_id,budget_function_and_agency_full_path,budget_function_and_agency_level_1,budget_function_and_agency_level_2,budget_function_and_agency_level_3,budget_function_and_agency_level_4,budget_function_and_agency_hierarchy_depth,field_2020_actual,field_2021_preliminary,field_2022_proposed,field_2020_21_change_,field_2021_22_change_
5546,r001,R&D and R&D plant,R&D and R&D plant,,,,1,581,767,819,32.0,6.8
5546,r002,"R&D and R&D plant -> Research and general education aids (501, 502, 503)",R&D and R&D plant,"Research and general education aids (501, 502, 503)",,,2,581,767,819,32.0,6.8
5546,r003,"R&D and R&D plant -> Research and general education aids (501, 502, 503) -> Department of Education programs",R&D and R&D plant,"Research and general education aids (501, 502, 503)",Department of Education programs,,3,237,445,473,87.8,6.3
5546,r004,"R&D and R&D plant -> Research and general education aids (501, 502, 503) -> Smithsonian Institution programs",R&D and R&D plant,"Research and general education aids (501, 502, 503)",Smithsonian Institution programs,,3,344,322,346,-6.4,7.5
5546,r005,R&D and R&D plant -> R&D,R&D and R&D plant,R&D,,,2,527,733,783,39.1,6.8
5546,r006,"R&D and R&D plant -> R&D -> Research and general education aids (501, 502, 503)",R&D and R&D plant,R&D,"Research and general education aids (501, 502, 503)",,3,527,733,783,39.1,6.8
5546,r007,"R&D and R&D plant -> R&D -> Research and general education aids (501, 502, 503) -> Department of Education programs",R&D and R&D plant,R&D,"Research and general education aids (501, 502, 503)",Department of Education programs,4,237,445,473,87.8,6.3
5546,r008,"R&D and R&D plant -> R&D -> Research and general education aids (501, 502, 503) -> Smithsonian Institution programs",R&D and R&D plant,R&D,"Research and general education aids (501, 502, 503)",Smithsonian Institution programs,4,290,288,310,-0.7,7.6
