table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_performed_by_the_company,field_performed_by_others
1376,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['74,224', '  ']","['63,774', '  ']","['10,450', ' ']"
1376,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['48,428', '  ']","['40,161', '&nbsp;']","['8,268', ' ']"
1376,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['221', '  ']","['220', '  ']","['1', ' ']"
1376,r004,All industries -> Manufacturing industries -> Beverages and tobacco products,All industries,Manufacturing industries,Beverages and tobacco products,,,3,312,"['D', '  ']","['D', '  ']","['*', ' ']"
1376,r005,"All industries -> Manufacturing industries -> Textiles, apparel, and leather products",All industries,Manufacturing industries,"Textiles, apparel, and leather products",,,3,313–16,"['10', '  ']","['9', '  ']","['1', ' ']"
1376,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['D', '  ']","['7', 'i ']","['D', '&nbsp;']"
1376,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['*', '  ']","['*', '  ']","['*', 'i']"
1376,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['D', '  ']","['1', 'i ']","['D', '&nbsp;']"
1376,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['D', '  ']","['14', '  ']","['D', ' ']"
1376,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['14,490', '  ']","['9,577', '  ']","['4,913', ' ']"
1376,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['268', '  ']","['265', '  ']","['3', ' ']"
1376,r012,"All industries -> Manufacturing industries -> Chemicals -> Resins, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resins, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['18', '  ']","['18', '  ']","['*', ' ']"
1376,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticides, fertilizers, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticides, fertilizers, and other agricultural chemicals",,4,3253,"['D', '  ']","['D', '  ']","['D', ' ']"
1376,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['13,665', '  ']","['8,791', '  ']","['4,875', ' ']"
1376,r015,"All industries -> Manufacturing industries -> Chemicals -> Soaps, cleaning compounds, and toilet preparations",All industries,Manufacturing industries,Chemicals,"Soaps, cleaning compounds, and toilet preparations",,4,3256,"['173', '  ']","['142', '  ']","['31', ' ']"
1376,r016,"All industries -> Manufacturing industries -> Chemicals -> Paints, coatings, adhesives, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paints, coatings, adhesives, and other chemicals",,4,"3255, 3259","['D', '  ']","['D', '  ']","['D', '&nbsp;']"
1376,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['175', '  ']","['171', '  ']","['4', 'i']"
1376,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['16', '  ']","['15', '  ']","['1', ' ']"
1376,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['D', '  ']","['10', '  ']","['D', ' ']"
1376,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['145', '  ']","['114', 'i ']","['31', 'i']"
1376,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['941', '  ']","['901', '  ']","['40', ' ']"
1376,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implements,All industries,Manufacturing industries,Machinery,Agricultural implements,,4,33311,"['14', '  ']","['14', '  ']","['*', ' ']"
1376,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['415', '  ']","['393', '  ']","['22', ' ']"
1376,r024,"All industries -> Manufacturing industries -> Machinery -> Engines, turbines, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engines, turbines, and power transmission equipment",,4,3336,"['60', '  ']","['59', 'i ']","['2', ' ']"
1376,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['452', '  ']","['435', '  ']","['17', ' ']"
1376,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['9,396', '  ']","['9,130', '  ']","['266', ' ']"
1376,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['1,871', 'i ']","['1,826', 'i ']","['45', 'i']"
1376,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductors and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductors and other electronic components,,4,3344,"['2,287', '  ']","['2,241', '  ']","['46', ' ']"
1376,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['5,149', '  ']","['4,976', '  ']","['173', ' ']"
1376,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatuses",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatuses",5,"334510, 334517","['178', '  ']","['167', '  ']","['11', ' ']"
1376,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical systems and instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical systems and instruments",5,334511,"['4,773', '  ']","['4,616', '  ']","['157', ' ']"
1376,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices,5,other 3345,"['197', '  ']","['193', '  ']","['4', ' ']"
1376,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['89', '  ']","['86', '  ']","['3', ' ']"
1376,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['482', 'i ']","['469', 'i ']","['13', 'i']"
1376,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['22,132', '  ']","['19,168', '  ']","['2,963', ' ']"
1376,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Automobiles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Automobiles, bodies, trailers, and parts",,4,3361–63,"['3,417', '  ']","['3,219', '  ']","['198', ' ']"
1376,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['17,463', '  ']","['14,701', '  ']","['2,762', ' ']"
1376,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engines, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engines, and aircraft parts",5,336411–13,"['16,378', '  ']","['13,616', '  ']","['2,762', ' ']"
1376,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missiles, space vehicles, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missiles, space vehicles, and related parts",5,"336414–15, 336419","['1,085', '  ']","['1,084', 'i ']","['1', ' ']"
1376,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicles, tanks, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicles, tanks, and tank components",,4,336992,"['D', '  ']","['D', '  ']","['0', ' ']"
1376,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['D', '&nbsp;']","['D', '&nbsp;']","['3', ' ']"
1376,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['*', '  ']","['*', '  ']","['0', ' ']"
1376,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['285', '  ']","['D', '  ']","['D', ' ']"
1376,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['240', '  ']","['213', '  ']","['26', ' ']"
1376,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['45', '  ']","['D', '  ']","['D', ' ']"
1376,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['25,795', '  ']","['23,613', '  ']","['2,182', ' ']"
1376,r047,"All industries -> Nonmanufacturing industries -> Mining, extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, extraction, and support activities",,,3,21,"['437', '  ']","['437', '  ']","['0', ' ']"
1376,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['40', '  ']","['26', '  ']","['14', ' ']"
1376,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['13', '  ']","['10', 'i ']","['3', 'i']"
1376,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['0', '  ']","['0', '  ']","['0', ' ']"
1376,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['3', '  ']","['3', 'i ']","['0', ' ']"
1376,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['776', '  ']","['703', '  ']","['74', ' ']"
